Phase,Site id,Municipality,Site name,Collection,Main number,Subnumber,p,i,z,m1,m2,m3,n1,n2,n3,n4,p1,p2,r1,r2,Category,Type,Subtype,Subtype (Finnish),Certainty,Integrity,Length (mm),Width (mm),Thickness (mm),Fragment length (mm),Fragment width (mm),Fragment thickness (mm),Other notes (Finnish),Photo ID,X,Y,Main temper (Finnish),Other tempers (Finnish),Count (1-10),Count (10-100),Count (>100),Subtype 2,Subtype 2 (Finnish),Rock type (Finnish),PhotoID,Length,Mon1,Mon2,Mon3,Mon4,Mon5,Mon6,Ajoitusperuste,Type (Finnish),Preroman IA,Early Roman IA,Late Roman IA,Migration period,Merovingian period,Viking period,Crusade period,1100-1300,1400-1500,Settlement site,Cremation cemetery,Inhumation cemetery,Stray find,Cairn,Hoard,Other context,Decoration,Wave motif,Grid motif,Cord impression,Decoration elements (Finnish),Wall thickness 1 (mm),Wall thickness 2 (mm),Rim thickness 1 (mm),Rim thickness 2 (mm),Crust,Stone art (Finnish)
IA,680010008,Raisio,Tuomala,KM,19000,2043.0,6718440.0,3235246.0,17,,,,,,,,,,,,Beads,Glass bead,Glass bead,,1.0,True,10.0,7.0,,,,,"Ruutulöytö; tummanpunainen, ehkä tulessa ollut mutta ei sulanut. Punainen parempikuntoinen nrolla 2315, huonokunt. Punainen nrolla 2986, 2985, 2984, 10181 Punainen myös haudasta 19 nrolla 3170",,"22,17799026","60,48937197",,,,,,,,,KM 19000_2043,,,,,,,,,Lasimassahelmi,False,False,False,False,True,True,True,False,False,False,True,True,True,False,False,False,,,,,,,,,,,
IA,680010008,Raisio,Tuomala,KM,19000,2359.0,6718440.0,3235246.0,17,,,,,,,,,,,,Beads,Glass bead,Glass bead,,1.0,True,11.0,7.0,,,,,"Sininen, punainia viiruja; pitkänomaine punainen nrolla :2501",,"22,17799026","60,48937197",,,,,,,,,KM 19000_2359,,,,,,,,,Lasimassahelmi,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,,,,,,,,,,,
IA,680010008,Raisio,Tuomala,KM,19000,2473.0,6718440.0,3235246.0,17,,,,,,,,,,,,Beads,Glass bead,Glass bead,,1.0,True,7.0,8.0,,,,,"Ruutulöytö, valkoisenharmaa pohja, jossa kaksi punaista aatoviivaa.",,"22,17799026","60,48937197",,,,,,,,,KM 19000_2473,,,,,,,,,Lasimassahelmi,False,False,False,False,True,True,True,False,False,False,True,True,True,False,False,False,,,,,,,,,,,
IA,680010008,Raisio,Tuomala,KM,19000,2474.0,6718440.0,3235246.0,17,,,,,,,,,,,,Beads,Stone bead,Carnelian bead,Karneolihelmi,1.0,True,10.0,11.0,13.0,,,,"Ruutulöytö; monisärmäinen,",,"22,17799026","60,48937197",,,,,,,,,KM 19000_2474,,,,,,,,,Kivihelmi,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,,,,,,,,,,,
IA,680010008,Raisio,Tuomala,KM,19000,2509.0,6718440.0,3235246.0,17,,,,,,,,,,,,Beads,Glass bead,Glass bead (eye bead),Silmähelmi,1.0,True,6.0,8.0,,,,,"Sininen pohja, silmässä vihreä keskus, jonka ympärillä keltaista vihreillä viiruilla",,"22,17799026","60,48937197",,,,,,,,,KM 19000_2509,,,,,,,,,Lasimassahelmi,False,False,False,False,True,True,False,False,False,False,True,True,True,False,False,False,,,,,,,,,,,
IA,680010008,Raisio,Tuomala,KM,19000,3209.0,6718440.0,3235246.0,17,,,,,,,,,,,,Beads,Glass bead,Melon glass bead,Melonihelmi,1.0,True,17.0,13.0,,,,,Suurikokoinen sinivihreä helmi.,,"22,17799026","60,48937197",,,,,,,,,KM 19000_3209,,,,,,,,,Lasimassahelmi,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,,,,,,,,,,,
IA,680010008,Raisio,Tuomala,KM,19000,2520.0,6718440.0,3235246.0,17,,,,,,,,,,,,Beads,Glass bead,Gold-foiled glass bead,Kultafoliohelmi,1.0,True,7.0,8.0,,,,,Ruutulöytö,,"22,17799026","60,48937197",,,,,,,,,KM 19000_2520,,,,,,,,,Lasimassahelmi,False,False,False,False,True,True,False,False,False,False,True,True,True,False,False,False,,,,,,,,,,,
IA,680010008,Raisio,Tuomala,KM,19000,3024.0,6718440.0,3235246.0,17,,,,,,,,,,,,Beads,Glass bead,Glass bead,,1.0,True,8.0,8.0,,,,,"Keltainen pohja, keskellä kapeita raitoja sinistä tai vihreää, punaista, piwni rengasmainen kokonaan keltainen helmi haudasta 19 nrolla 3171",,"22,17799026","60,48937197",,,,,,,,,KM 19000_3024,,,,,,,,,Lasimassahelmi,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,,,,,,,,,,,
IA,680010008,Raisio,Tuomala,KM,19000,2531.0,6718440.0,3235246.0,17,,,,,,,,,,,,Beads,Glass bead,Glass bead (eye bead),Silmähelmi,1.0,True,10.0,6.0,,,,,"Keltainen, jossa puna-valko-musta silmä, keltainen silmähelmi osin sulaneena nrolla 2987",,"22,17799026","60,48937197",,,,,,,,,KM 19000_2531,,,,,,,,,Lasimassahelmi,False,False,False,False,True,True,False,False,False,False,True,True,True,False,False,False,,,,,,,,,,,
IA,680010008,Raisio,Tuomala,KM,19000,2999.0,6718440.0,3235246.0,17,,,,,,,,,,,,Beads,Glass bead,Glass bead (serial),Sarjahelmi,1.0,True,,,,,,,Vihreä,,"22,17799026","60,48937197",,,,,,,,,KM 19000_2999,,,,,,,,,Lasimassahelmi,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,,,,,,,,,,,
IA,680010008,Raisio,Tuomala,KM,19000,2991.0,6718440.0,3235246.0,17,,,,,,,,,,,,Beads,Bronze bead,Silvered bronze bead,Hopeoitu,2.0,True,9.0,9.0,,,,,Pinnassa hopeaa vai onko huonolaatuista hopeaa koko helmi?,,"22,17799026","60,48937197",,,,,,,,,KM 19000_2991,,,,,,,,,Pronssihelmi,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,,,,,,,,,,,
IA,680010008,Raisio,Tuomala,KM,19000,2990.0,6718440.0,3235246.0,17,,,,,,,,,,,,Beads,Glass bead,Glass bead,,1.0,True,10.0,7.0,,,,,"Tynnyriminen, punaruskea tai oranssinpunainen",,"22,17799026","60,48937197",,,,,,,,,KM 19000_2990,,,,,,,,,Lasimassahelmi,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,,,,,,,,,,,
IA,680010008,Raisio,Tuomala,KM,19000,2988.0,6718440.0,3235246.0,17,,,,,,,,,,,,Beads,Glass bead,Glass bead,,1.0,True,9.0,3.0,,,,,"Läpikuultava, turkoosi",,"22,17799026","60,48937197",,,,,,,,,KM 19000_2988,,,,,,,,,Lasimassahelmi,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,,,,,,,,,,,
IA,680010008,Raisio,Tuomala,KM,19000,2579.0,6718440.0,3235246.0,17,,,,,,,,,,,,Beads,Glass bead,Melon glass bead,Melonihelmi,1.0,True,12.0,10.0,,,,,"Kulunut. Tummansininen tai musta pohja, siinä reunoilla punaiset raidat, keskellä jäämiä keltaisesta vyöhykkeestä.",,"22,17799026","60,48937197",,,,,,,,,KM 19000_2579,,,,,,,,,Lasimassahelmi,False,False,False,False,True,True,False,False,False,False,True,True,True,False,False,False,,,,,,,,,,,
IA,680010008,Raisio,Tuomala,KM,19000,2546.0,6718440.0,3235246.0,17,,,,,,,,,,,,Beads,Glass bead,Glass bead,,1.0,True,7.0,10.0,,,,,"Turkoosia, jossa keltaista, punaista, mustaa, ehkä eräänlainen silmähelmi. Psykedeelinen.",,"22,17799026","60,48937197",,,,,,,,,KM 19000_2546,,,,,,,,,Lasimassahelmi,False,False,False,False,True,True,False,False,False,False,True,True,True,False,False,False,,,,,,,,,,,
IA,680010008,Raisio,Tuomala,KM,19000,2535.0,6718440.0,3235246.0,17,,,,,,,,,,,,Beads,Glass bead,Glass bead,,1.0,True,7.0,10.0,,,,,"Sininen, jossa kasi valkoista pystysuoraa aaltoviirua",,"22,17799026","60,48937197",,,,,,,,,KM 19000_2535,,,,,,,,,Lasimassahelmi,False,False,False,False,True,True,True,False,False,False,True,True,True,False,False,False,,,,,,,,,,,
IA,680010008,Raisio,Tuomala,KM,19000,8.0,6718440.0,3235246.0,17,,,,,,,,,,,,Beads,Glass bead,Glass bead (serial),Sarjahelmi,1.0,True,10.0,6.0,,,,,Hauta 1; sininen kaksoishelmi,,"22,17799026","60,48937197",,,,,,,,,KM 19000_8,,,,,,,,,Lasimassahelmi,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,,,,,,,,,,,
IA,680010008,Raisio,Tuomala,KM,19000,2530.0,6718440.0,3235246.0,17,,,,,,,,,,,,Beads,Glass bead,Glass bead,,1.0,True,10.0,,,,,,"Raidalline, keltaista, sinistä, punaista, valkoista. Pohja vihertävä sininen, keltainen, valkoinen, punainen raitavyöhyke päällä.",,"22,17799026","60,48937197",,,,,,,,,KM 19000_2530,,,,,,,,,Lasimassahelmi,False,False,False,False,True,True,True,False,False,False,True,True,True,False,False,False,,,,,,,,,,,
IA,680010008,Raisio,Tuomala,KM,19000,890.0,6718440.0,3235246.0,17,,,,,,,,,,,,Beads,Glass bead,Glass bead,,1.0,True,7.0,,,,,,"Ruutulöytö; sininen, soikean pyöreä. Rengasmainen sininen nrolla 1573; pieni sininen tynnyrimäinen nrolla :1749, pyöreä tummansininen puolikas nrolla 1935, pyöreä pieni tummansin. :2490, vihertävä kasoishelmi nrolla :2489, useita sinisiä päänumeron lopuss",,"22,17799026","60,48937197",,,,,,,,,KM 19000_890,,,,,,,,,Lasimassahelmi,False,False,False,False,True,True,True,False,False,False,True,True,True,False,False,False,,,,,,,,,,,
IA,680010008,Raisio,Tuomala,KM,19000,5.0,6718440.0,3235246.0,17,,,,,,,,,,,,Beads,Glass bead,Glass bead,,1.0,False,,,,8.0,,,"Hauta 1, sinisen helmen puolikas, kappale myös nrolla 4",,"22,17799026","60,48937197",,,,,,,,,KM 19000_5,,,,,,,,,Lasimassahelmi,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,,,,,,,,,,,
IA,680010008,Raisio,Tuomala,KM,19000,3015.0,6718440.0,3235246.0,17,,,,,,,,,,,,Beads,Glass bead,Glass bead (eye bead),Silmähelmi,1.0,True,10.0,11.0,,,,,"Vihreä pohja, silmissä keltainen keskus ja sen ympärillä valkoiset ja mustat säteet.",,"22,17799026","60,48937197",,,,,,,,,KM 19000_3015,,,,,,,,,Lasimassahelmi,False,False,False,False,True,True,False,False,False,False,True,True,True,False,False,False,,,,,,,,,,,
IA,680010008,Raisio,Tuomala,KM,19000,19.0,6718440.0,3235246.0,17,,,,,,,,,,,,Beads,Glass bead,Glass bead,,1.0,True,6.0,9.0,,,,,"Hauta 1, harmaanvalkoista lasimassaa",,"22,17799026","60,48937197",,,,,,,,,KM 19000_19,,,,,,,,,Lasimassahelmi,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,,,,,,,,,,,
IA,680010008,Raisio,Tuomala,KM,19000,34.0,6718440.0,3235246.0,17,,,,,,,,,,,,Beads,Glass bead,Glass bead (serial),Sarjahelmi,1.0,True,10.0,8.0,,,,,"Hauta 2; sininen, hieman rikki",,"22,17799026","60,48937197",,,,,,,,,KM 19000_34,,,,,,,,,Lasimassahelmi,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,,,,,,,,,,,
IA,680010008,Raisio,Tuomala,KM,19000,156.0,6718440.0,3235246.0,17,,,,,,,,,,,,Beads,Glass bead,Glass bead,,1.0,True,12.0,,,,,,"Ruutulöytö, kiiltävän musta, läpinäkymätön, painava eli lasia. Vastaava hieman pienempi ja kevyempi nrolle 167. Eivät liity tiettyyn kontekstiin, ruutulöytöjä.",,"22,17799026","60,48937197",,,,,,,,,KM 19000_156,,,,,,,,,Lasihelmi,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,,,,,,,,,,,
IA,680010008,Raisio,Tuomala,KM,19000,208.0,6718440.0,3235246.0,17,,,,,,,,,,,,Beads,Bronze bead,Bronze bead (serial),Sarjahelmi,1.0,True,18.0,7.0,,,,,"Ruutulöytö, neliosainen",,"22,17799026","60,48937197",,,,,,,,,KM 19000_208,,,,,,,,,Pronssihelmi,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,,,,,,,,,,,
IA,680010008,Raisio,Tuomala,KM,19000,640.0,6718440.0,3235246.0,17,,,,,,,,,,,,Beads,Glass bead,Glass bead,,1.0,True,5.0,3.0,,,,,"Ruutulöytö; rengasmaine, keltainen",,"22,17799026","60,48937197",,,,,,,,,KM 19000_640,,,,,,,,,Lasimassahelmi,False,False,False,False,True,True,False,False,False,False,True,True,True,False,False,False,,,,,,,,,,,
IA,680010008,Raisio,Tuomala,KM,19000,769.0,6718440.0,3235246.0,17,,,,,,,,,,,,Beads,Glass bead,Glass bead,,1.0,True,7.0,6.0,,,,,"Ruutlöytö; musta, todnäk historiallinen",,"22,17799026","60,48937197",,,,,,,,,KM 19000_769,,,,,,,,,Lasimassahelmi,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,,,,,,,,,,,
IA,680010008,Raisio,Tuomala,KM,19000,2524.0,6718440.0,3235246.0,17,,,,,,,,,,,,Beads,Glass bead,Glass bead (eye bead),Silmähelmi,1.0,True,9.0,10.0,,,,,"Keltainen pohja, jossa valkoine vyöhyke. Siinä keltainen viiva, jonka katkaisevat turkoosit silmät, joissa keltainen keskus ja valkoiset säteet. Valkoisen vyöhykkeen reunoilla ollut ilmeisesti toista väriä, joka kulunut tai syöpynyt pois.",,"22,17799026","60,48937197",,,,,,,,,KM 19000_2524,,,,,,,,,Lasimassahelmi,False,False,False,False,True,True,False,False,False,False,True,True,True,False,False,False,,,,,,,,,,,
IA,680010008,Raisio,Tuomala,KM,19000,8170.0,6718440.0,3235246.0,17,,,,,,,,,,,,Beads,Glass bead,Glass bead (eye bead),Silmähelmi,1.0,True,10.0,,,,,,"Pallomainen, keltaisia laikkuja sinisellä pohjalla. Säteetön",,"22,17799026","60,48937197",,,,,,,,,KM 19000_8170,,,,,,,,,Lasimassahelmi,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,,,,,,,,,,,
IA,680010008,Raisio,Tuomala,KM,19000,10748.0,6718440.0,3235246.0,17,,,,,,,,,,,,Beads,Glass bead,Glass bead,,1.0,True,11.0,7.0,,,,,"Punainen tynnyrimäinen, Kiertämällä valmistettu. Myös 10744",,"22,17799026","60,48937197",,,,,,,,,KM 19000_10748,,,,,,,,,Lasimassahelmi,False,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,,,,,,,,,,,
IA,680010008,Raisio,Tuomala,KM,19000,10711.0,6718440.0,3235246.0,17,,,,,,,,,,,,Beads,Glass bead,Glass bead (eye bead),Silmähelmi,1.0,True,9.0,6.0,,,,,"Silmähelmi, tynnyrimäinen, keltainen pohja, silmän keskus vihreä, säteet valkoisia ja mustia",,"22,17799026","60,48937197",,,,,,,,,KM 19000_10711,,,,,,,,,Lasimassahelmi,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,,,,,,,,,,,
IA,680010008,Raisio,Tuomala,KM,19000,10391.0,6718440.0,3235246.0,17,,,,,,,,,,,,Beads,Bronze bead,Bronze bead (serial),Sarjahelmi,1.0,True,18.0,10.0,,,,,"Kaksoishelmi, pyöreät. Kolmiosainen sarjahelmi pronssista nrolla 10593",,"22,17799026","60,48937197",,,,,,,,,KM 19000_10391,,,,,,,,,Pronssihelmi,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,,,,,,,,,,,
IA,680010008,Raisio,Tuomala,KM,19000,10390.0,6718440.0,3235246.0,17,,,,,,,,,,,,Beads,Bronze bead,Bronze bead,,1.0,True,10.0,8.0,,,,,"Pyöreä tai tynnyrimäinen. Myös 11560, 11607",,"22,17799026","60,48937197",,,,,,,,,KM 19000_10390,,,,,,,,,Pronssihelmi,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,,,,,,,,,,,
IA,680010008,Raisio,Tuomala,KM,19000,10353.0,6718440.0,3235246.0,17,,,,,,,,,,,,Beads,Glass bead,Glass bead,,1.0,True,10.0,7.0,,,,,"Punainen huonokuntoinen, Kiertämällä valmistettu. Myös 11550",,"22,17799026","60,48937197",,,,,,,,,KM 19000_10353,,,,,,,,,Lasimassahelmi,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,,,,,,,,,,,
IA,680010008,Raisio,Tuomala,KM,19000,10253.0,6718440.0,3235246.0,17,,,,,,,,,,,,Beads,Glass bead,Gold-foiled glass bead,Kultafoliohelmi,1.0,True,7.0,5.0,,,,,"Segmentoidusta lasiputkesta valmistettu E-helmi, kultafoliohelmi",,"22,17799026","60,48937197",,,,,,,,,KM 19000_10253,,,,,,,,,Lasimassahelmi,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,,,,,,,,,,,
IA,680010008,Raisio,Tuomala,KM,19000,3.0,6718440.0,3235246.0,17,,,,,,,,,,,,Beads,Clay bead,Clay bead,,1.0,True,7.0,4.0,,,,,Hauta 1,,"22,17799026","60,48937197",,,,,,,,,KM 19000_3,,,,,,,,,Savihelmi,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,,,,,,,,,,,
IA,680010008,Raisio,Tuomala,KM,19000,8376.0,6718440.0,3235246.0,17,,,,,,,,,,,,Beads,Bronze bead,Bronze bead,,1.0,True,21.0,18.0,,,,,"Iso, sisältä ontto, painava silti, iso reikä ja sen lähellä molemmin puolin kaksoisuurteet",,"22,17799026","60,48937197",,,,,,,,,KM 19000_8376,,,,,,,,,Pronssihelmi,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,,,,,,,,,,,
IA,680010008,Raisio,Tuomala,KM,19000,8372.0,6718440.0,3235246.0,17,,,,,,,,,,,,Beads,Bronze bead,Bronze bead,,1.0,True,16.0,15.0,,,,,"Iso, sisältä ontto, päärynänmuot. Reikä, pinnassa nauhapunoskoristelua",,"22,17799026","60,48937197",,,,,,,,,KM 19000_8372,,,,,,,,,Pronssihelmi,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,,,,,,,,,,,
IA,680010008,Raisio,Tuomala,KM,19000,7808.0,6718440.0,3235246.0,17,,,,,,,,,,,,Beads,Glass bead,Glass bead,,1.0,False,,,,,,,"Sulanut kappale, sininen pohja, ehkä aaltoviivaa keltaisella, punaisella ja valkoisella",,"22,17799026","60,48937197",,,,,,,,,KM 19000_7808,,,,,,,,,Lasimassahelmi,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,,,,,,,,,,
IA,680010008,Raisio,Tuomala,KM,19000,7897.0,6718440.0,3235246.0,17,,,,,,,,,,,,Beads,Glass bead,F-bead,F-helmi,1.0,True,6.0,,,,,,"Pieni vihreä. Suorasta lasiputkesta valmistettu sylinterimäinen eli F-helmi. Sinisiä samaa tyyppiä 10041 ja 10042, ei kuvattu erikseen",,"22,17799026","60,48937197",,,,,,,,,KM 19000_7897,,,,,,,,,Lasimassahelmi,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,,,,,,,,,,,
IA,680010008,Raisio,Tuomala,KM,19000,11552.0,6718440.0,3235246.0,17,,,,,,,,,,,,Beads,Glass bead,Glass bead (serial),Sarjahelmi,1.0,True,10.0,8.0,,,,,"Punertava kaksoishelmi, kierretty",,"22,17799026","60,48937197",,,,,,,,,KM 19000_11552,,,,,,,,,Lasimassahelmi,False,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,,,,,,,,,,,
IA,680010008,Raisio,Tuomala,KM,19000,8438.0,6718440.0,3235246.0,17,,,,,,,,,,,,Beads,Glass bead,Glass bead,,1.0,False,,,,,,,"Sininen, valkoista nauhamaista viivaa ja punaista aaltoviivaa. Fragmentti. Ainakin samaa kuin 8302.",,"22,17799026","60,48937197",,,,,,,,,KM 19000_8438,,,,,,,,,Lasimassahelmi,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,,,,,,,,,,,
IA,680010008,Raisio,Tuomala,KM,19000,7927.0,6718440.0,3235246.0,17,,,,,,,,,,,,Beads,Glass bead,F-bead,F-helmi,1.0,True,9.0,4.0,,,,,"Sininen pieni, litteä, F-helmi, suorasta lasiputkesta",,"22,17799026","60,48937197",,,,,,,,,KM 19000_7927,,,,,,,,,Lasimassahelmi,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,,,,,,,,,,,
IA,680010008,Raisio,Tuomala,KM,19000,8225.0,6718440.0,3235246.0,17,,,,,,,,,,,,Beads,Glass bead,Glass bead (serial),Sarjahelmi,1.0,True,14.0,7.0,,,,,"Segmentoidusta lasiputkesta valmistettu E-helmi, kellertävä, lohkeillut",,"22,17799026","60,48937197",,,,,,,,,KM 19000_8225,,,,,,,,,Lasimassahelmi,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,,,,,,,,,,,
IA,680010008,Raisio,Tuomala,KM,19000,8221.0,6718440.0,3235246.0,17,,,,,,,,,,,,Beads,Glass bead,Glass bead,,1.0,True,10.0,8.0,,,,,Kiertämällä valmistettu turkoosi,,"22,17799026","60,48937197",,,,,,,,,KM 19000_8221,,,,,,,,,Lasimassahelmi,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,,,,,,,,,,,
IA,680010008,Raisio,Tuomala,KM,19000,8302.0,6718440.0,3235246.0,17,,,,,,,,,,,,Beads,Glass bead,Glass bead,,1.0,False,,,,,,,"Sininen, valkoista viivaa ja vähän punaista. Pieni läpikuultava fragmentti helmestä. Pohja sininen. Ehkä sama kuin 7661, 7700 ja 7852, se kuvattu.",,"22,17799026","60,48937197",,,,,,,,,KM 19000_8302,,,,,,,,,Lasimassahelmi,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,,,,,,,,,,,
IA,680010008,Raisio,Tuomala,KM,19000,8961.0,6718440.0,3235246.0,17,,,,,,,,,,,,Beads,Glass bead,Glass bead,,1.0,True,,15.0,,,,,"Puolikas, sininen, isohko, koristeluna keltaista, punaista, valkoista, viivaa ja aaltoviivaa vyöhykkeinä. Saman helmen katkelma nrolla 5483. Vastine Janakkalan Kernaalan merov.aik. kätköstä. Luistarin hauta 1062.",,"22,17799026","60,48937197",,,,,,,,,KM 19000_8961,,,,,,,,,Lasimassahelmi,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,,,,,,,,,,,
IA,680010008,Raisio,Tuomala,KM,19000,9605.0,6718440.0,3235246.0,17,,,,,,,,,,,,Beads,Glass bead,Glass bead (eye bead),Silmähelmi,1.0,True,,10.0,6.0,,,,"Vihreänturkoosi, kaksi silmää, joissa keltainen keskus, säteet valkoisia ja turkooseja. Tynnyrimäinen helmi. Viikinkiajan loppuun ja ristiretkiajan alkuun Luistarin ja Kirkkomäen helmilöytöjen perusteella.",,"22,17799026","60,48937197",,,,,,,,,KM 19000_9605,,,,,,,,,Lasimassahelmi,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,,,,,,,,,,,
IA,680010008,Raisio,Tuomala,KM,19000,10011.0,6718440.0,3235246.0,17,,,,,,,,,,,,Beads,Glass bead,Glass bead (serial),Sarjahelmi,1.0,False,,,,,,,"Segmentoidusta lasiputkesta valmistettu E-helmi, sininen; katkelma. Vastaava myös 10097",,"22,17799026","60,48937197",,,,,,,,,KM 19000_10011,,,,,,,,,Lasimassahelmi,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,,,,,,,,,,,
IA,680010008,Raisio,Tuomala,KM,19000,10243.0,6718440.0,3235246.0,17,,,,,,,,,,,,Beads,Bone bead,Bone bead,,1.0,False,,,,,,,Kahtena kappaleena. Palamaton.,,"22,17799026","60,48937197",,,,,,,,,KM 19000_10243,,,,,,,,,Luuhelmi,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,,,,,,,,,,,
IA,680010008,Raisio,Tuomala,KM,19000,3823.0,6718440.0,3235246.0,17,,,,,,,,,,,,Beads,Bone bead,Bone bead,,2.0,True,11.0,12.0,14.0,,,,"Ruskehtava. Erikoinen materiaali. Mielestäni hirman luun oloinen, ei kuitenkaan täysin. Todennäköisemmin luuta kuin savea. Sami Raninen myös epävarma, kallistuisi myös enmmän luun puoleen.",,"22,17799026","60,48937197",,,,,,,,,KM 19000_3823,,,,,,,,,Luuhelmi,False,False,False,False,False,True,True,False,False,False,True,True,True,False,False,False,,,,,,,,,,,
IA,680010008,Raisio,Tuomala,KM,19000,10747.0,6718440.0,3235246.0,17,,,,,,,,,,,,Beads,Glass bead,Glass bead (eye bead),Silmähelmi,1.0,False,,,,7.0,5.0,,"Silmähelmi, tynnyrimäinen, keltainen pohja, säteet vihreitä ja valkoisai. PUOLIKAS",,"22,17799026","60,48937197",,,,,,,,,KM 19000_10747,,,,,,,,,Lasimassahelmi,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,,,,,,,,,,,
IA,680010008,Raisio,Tuomala,KM,19000,8932.0,6718440.0,3235246.0,17,,,,,,,,,,,,Beads,Glass bead,Glass bead,,1.0,True,9.0,6.0,,,,,"Tynnyrimäinen, kierretty, valkoinen",,"22,17799026","60,48937197",,,,,,,,,KM 19000_8932,,,,,,,,,Lasimassahelmi,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,,,,,,,,,,,
IA,680010008,Raisio,Tuomala,KM,19000,8741.0,6718440.0,3235246.0,17,,,,,,,,,,,,Beads,Clay bead,Clay bead,,1.0,True,8.0,6.0,,,,,Pyöreä savihelmi,,"22,17799026","60,48937197",,,,,,,,,KM 19000_8741,,,,,,,,,Savihelmi,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,,,,,,,,,,,
IA,680010008,Raisio,Tuomala,KM,19000,8421.0,6718440.0,3235246.0,17,,,,,,,,,,,,Beads,Glass bead,Glass bead,,1.0,True,13.0,5.0,,,,,"Rengasmainen, hieman sulanut, joten mielestäni ei voi määrittää tarkasti. Voi olla kierretty.",,"22,17799026","60,48937197",,,,,,,,,KM 19000_8421,,,,,,,,,Lasimassahelmi,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,,,,,,,,,,,
IA,680010008,Raisio,Tuomala,KM,19000,7970.0,6718440.0,3235246.0,17,,,,,,,,,,,,Beads,Clay bead,Clay bead,,2.0,True,8.0,5.0,,,,,"Pitkänomainen mutta poikkileikaus pyöreä, pinta kiiltävä, onko savea??? Pitäisi katsoa mikroskoopilla.",,"22,17799026","60,48937197",,,,,,,,,KM 19000_7970,,,,,,,,,Savihelmi,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,,,,,,,,,,,
IA,680010008,Raisio,Tuomala,KM,19000,5819.0,6718440.0,3235246.0,17,,,,,,,,,,,,Beads,Glass bead,Melon glass bead,Melonihelmi,1.0,True,12.0,,,,,,"Puolikas, sininen. Luistarissa 1000-l. lopun ja 1100-l haudoista, Köyliönsaaresta myös samanaikaisita Cleve 1978: 136",,"22,17799026","60,48937197",,,,,,,,,KM 19000_5819,,,,,,,,,Lasimassahelmi,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,,,,,,,,,,,
IA,680010008,Raisio,Tuomala,KM,19000,4577.0,6718440.0,3235246.0,17,,,,,,,,,,,,Beads,Glass bead,Glass bead,,1.0,True,14.0,10.0,,,,,"Suurikokoinen punainen, tulessa vaurioitunut. Myös nro 5631, Pienempi punainen ja kulunut nrolla :4607. Punainen huonokuntoinen nrolla :4653 ja 7490.  Punaisia nroilla 4676, 4677, 4678 (2 kpl), 5543, 6164, 6193, 7789, 6237 (puolikas), 6283, 6531, 6536 (mu",,"22,17799026","60,48937197",,,,,,,,,KM 19000_4577,,,,,,,,,Lasimassahelmi,False,False,False,False,True,True,True,False,False,False,True,False,False,False,False,False,,,,,,,,,,,
