Phase,Site id,Municipality,Site name,Collection,Main number,Subnumber,p,i,z,m1,m2,m3,n1,n2,n3,n4,p1,p2,r1,r2,Category,Type,Subtype,Subtype (Finnish),Certainty,Integrity,Length (mm),Width (mm),Thickness (mm),Fragment length (mm),Fragment width (mm),Fragment thickness (mm),Other notes (Finnish),Photo ID,X,Y,Main temper (Finnish),Other tempers (Finnish),Count (1-10),Count (10-100),Count (>100),Subtype 2,Subtype 2 (Finnish),Rock type (Finnish),PhotoID,Length,Mon1,Mon2,Mon3,Mon4,Mon5,Mon6,Ajoitusperuste,Type (Finnish),Preroman IA,Early Roman IA,Late Roman IA,Migration period,Merovingian period,Viking period,Crusade period,1100-1300,1400-1500,Settlement site,Cremation cemetery,Inhumation cemetery,Stray find,Cairn,Hoard,Other context,Decoration,Wave motif,Grid motif,Cord impression,Decoration elements (Finnish),Wall thickness 1 (mm),Wall thickness 2 (mm),Rim thickness 1 (mm),Rim thickness 2 (mm),Crust,Stone art (Finnish)
SA,618010046,Savonlinna,Kauronlahti,KM,26689,,6862171.0,3640234.0,80,False,False,False,False,True,False,False,False,False,False,False,Pottery,Typical Comb Ware,Typical Comb Ware,Ka 2,1.0,,,,,,,,,,"29,65970459","61,84065437",kivimurska,,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,618010047,Savonlinna,Sääsänlahti,KM,26690,1-2,6863911.0,3638892.0,80,False,False,False,False,True,False,False,False,False,False,False,Pottery,Typical Comb Ware,Typical Comb Ware,Ka 2,1.0,,,,,,,,,,"29,63559231","61,85674142",hiekka,,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,618010048,Savonlinna,Sääsänmäki,KM,26691,1-6,6864074.0,3639165.0,80,False,False,False,False,True,False,False,False,False,False,False,Pottery,Typical Comb Ware,Typical Comb Ware,Ka 2,1.0,,,,,,,,,,"29,64089834","61,85810308",hiekka,kivimurska,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,618010048,Savonlinna,Sääsänmäki,KM,26691,1-6,6864074.0,3639165.0,80,False,False,False,True,False,False,False,False,False,False,False,Pottery,Early Asbestos Ware,Early Asbestos Ware,Vasb,3.0,,,,,,,,,,"29,64089834","61,85810308",asbesti,,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,50010032,Eura,Luistari,KM,26695,1-179,6787882.0,3238661.0,38,False,False,False,False,False,True,False,False,False,False,False,Pottery,Corded Ware,Corded Ware,nuora,2.0,,,,,,,,,,"22,14658916","61,11261932",,,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,858010002,Tuusula,Hyökkälä Kirkkotie,KM,26697,1-125,6700947.0,3391195.0,40,False,False,False,False,False,False,False,False,False,False,False,Pottery,Other pottery,Other pottery,keram,,,,,,,,,,,"25,02264609","60,40485075",hiekka,,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,751010040,Simo,Tainiaro,KM,26698,1-1479,7307500.0,3430730.0,78,False,False,False,True,False,False,False,False,False,False,False,Pottery,Early Comb Ware,Sperrings 1 Ware,Ka 1:1,1.0,,,,,,,,punamaalia (1323),,"25,47919227","65,85370042",hiekka,,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,148010014,Inari,Vuopaja pohjoinen,KM,26700,1-33,7647960.0,3501250.0,120,False,False,False,False,False,False,False,False,False,False,False,Pottery,Other pottery,Other pottery,keram,,,,,,,,,,,"27,02682218","68,91394773",asbesti,,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,148010031,Inari,Kiviniemi,KM,26701,1-13,7627020.0,3525520.0,120,False,False,False,False,False,False,False,False,False,False,False,Pottery,Other pottery,Other pottery,keram,,,,,,,,,,,"27,62572298","68,72507033",asbesti,,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,171010004,Joroinen,Kanava,KM,26717,1-6,6898719.0,3544656.0,87,False,False,False,False,True,False,False,False,False,False,False,Pottery,Typical Comb Ware,Typical Comb Ware,Ka 2,1.0,,,,,,,,koivuterva (1),,"27,85437624","62,19168591",talkki,"asbesti, kivimurska",True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,171010008,Joroinen,Kyrönmäki,KM,26718,1-2,6896540.0,3546950.0,87,False,False,False,False,True,False,False,False,False,False,False,Pottery,Typical Comb Ware,Typical Comb Ware,Ka 2,1.0,,,,,,,,,,"27,89784812","62,17185835",kivimurska,,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,171010009,Joroinen,Likolamminharju 1,KM,26719,1,6896350.0,3547300.0,87,False,False,False,False,False,False,False,False,False,False,False,Pottery,Other pottery,Other pottery,keram,,,,,,,,,,,"27,90451386","62,17011007",luu,asbesti,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,171010010,Joroinen,Timolanmäki,KM,26720,1-4,6894780.0,3549640.0,85,False,False,False,False,False,False,False,False,False,False,False,Pottery,Other pottery,Other pottery,keram,,,,,,,,,,,"27,94897508","62,15572448",asbesti,,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,171010011,Joroinen,Rydänniemi,KM,26721,1-2,6896660.0,3549400.0,82,False,False,False,False,False,False,False,False,False,False,False,Pottery,Other pottery,Other pottery,keram,,,,,,,,,,,"27,94489764","62,17262241",asbesti,,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,171010012,Joroinen,Petäjäselkä,KM,26722,1,6902640.0,3547220.0,90,False,False,False,True,False,False,False,False,False,False,False,Pottery,Early Asbestos Ware,Early Asbestos Ware,Vasb,1.0,,,,,,,,,,"27,90466416","62,22655139",asbesti,,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,171010014,Joroinen,Viertola,KM,26724,1-2,6901900.0,3541360.0,92,False,False,False,True,False,False,False,False,False,False,False,Pottery,Early Asbestos Ware,Early Asbestos Ware,Vasb,1.0,,,,,,,,,,"27,79182822","62,22060083",asbesti,,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,171010015,Joroinen,Kolman kansakoulu A,KM,26725,1-2,6903280.0,3539620.0,90,False,False,False,False,True,False,False,False,False,False,False,Pottery,Typical Comb Ware,Typical Comb Ware,Ka 2,1.0,,,,,,,,,,"27,75869263","62,23316883",kivimurska,,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,171010017,Joroinen,Kirvesniemen kellari,KM,26727,1,6908880.0,3546900.0,80,False,False,False,False,False,False,False,False,False,False,False,Pottery,Other pottery,Other pottery,keram,,,,,,,,,,,"27,90017985","62,2825737",asbesti,,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,853010008,Turku,Riihivainio,KM,26749,1-739,6716518.0,3242508.0,25,False,False,False,False,False,False,True,False,False,False,False,Pottery,Kiukainen Ware,Kiukainen Ware,Kiukainen,2.0,,,,,,,,useissa paloissa karstaa (esim 130),,"22,31213079","60,47688327",luu,orgaaninen,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,699010469,Rovaniemi,Kotijänkä,KM,26780,1-1755,7375370.0,3452370.0,"82,5",False,False,False,False,False,False,False,False,False,False,False,Pottery,Other pottery,Other pottery,keram,,,,,,,,,,,"25,92754633","66,46620979",hiekka,,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,681010006,Rantasalmi,Nuotniemi a,KM,26786,1-2,6875607.0,3584873.0,80,False,False,False,False,True,True,False,False,False,False,False,Pottery,Middle and Late Neolithic Asbestos- and Organic Tempered Ware,Pöljä Ware,Pöljä,1.0,,,,,,,,,,"28,61543874","61,97748008",asbesti,,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,246010086,Savonlinna,Nunnanlahti,KM,26793,1,6860338.0,3619412.0,80,False,False,False,True,False,False,False,False,False,False,False,Pottery,Early Asbestos Ware,Early Asbestos Ware,Vasb,3.0,,,,,,,,,,"29,26349624","61,83129552",asbesti,,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,618010019,Savonlinna,Ristiniemi a,KM,26802,1-84,6851205.0,3628006.0,80,False,False,False,False,False,True,False,False,False,False,False,Pottery,Middle and Late Neolithic Asbestos- and Organic Tempered Ware,Jysmä Ware,Jysmä,1.0,,,,,,,,,,"29,4200153","61,74663496",asbesti,,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,618010019,Savonlinna,Ristiniemi a,KM,26802,1-84,6851205.0,3628006.0,80,False,False,False,False,True,False,False,False,False,False,False,Pottery,Typical Comb Ware,Typical Comb Ware,Ka 2,1.0,,,,,,,,,,"29,4200153","61,74663496",hiekka,,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,618010019,Savonlinna,Ristiniemi a,KM,26802,1-84,6851205.0,3628006.0,80,False,False,False,True,False,False,False,False,False,False,False,Pottery,Early Asbestos Ware,Early Asbestos Ware,Vasb,1.0,,,,,,,,,,"29,4200153","61,74663496",asbesti,,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,618010028,Savonlinna,Pusunmäki,KM,26803,1-93,6852380.0,3627029.0,80,False,False,False,False,True,False,False,False,False,False,False,Pottery,Typical Comb Ware,Typical Comb Ware,Ka 2,1.0,,,,,,,,,,"29,40236046","61,75749411",hiekka,kivimurska,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,618010028,Savonlinna,Pusunmäki,KM,26803,1-93,6852380.0,3627029.0,80,False,False,False,False,False,False,False,False,False,False,False,Pottery,Other pottery,Other pottery,keram,,,,,,,,,,,"29,40236046","61,75749411",asbesti,,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,618010029,Savonlinna,Pusunlahti,KM,26804,1-27,6852678.0,3626555.0,80,False,False,False,True,False,False,False,False,False,False,False,Pottery,Early Asbestos Ware,Early Asbestos Ware,Vasb,1.0,,,,,,,,,,"29,39360105","61,76032256",asbesti,,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,618010030,Savonlinna,Heinniemi a,KM,26805,1-184,6851911.0,3627721.0,80,False,False,False,False,True,False,False,False,False,False,False,Pottery,Typical Comb Ware,Typical Comb Ware,Ka 2,1.0,,,,,,,,"koivuterva (174,175)",,"29,41512171","61,75305948","orgaaninen, kivimurska",asbesti,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,618010030,Savonlinna,Heinniemi a,KM,26805,1-184,6851911.0,3627721.0,80,False,False,False,False,True,False,False,False,False,False,False,Pottery,Late Comb Ware,Late Comb Ware,Ka 3,2.0,,,,,,,,,,"29,41512171","61,75305948",orgaaninen,,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,618010030,Savonlinna,Heinniemi a,KM,26805,1-184,6851911.0,3627721.0,80,False,False,False,False,True,False,False,False,False,False,False,Pottery,Middle and Late Neolithic Asbestos- and Organic Tempered Ware,Kierikki Ware,Kierikki,2.0,,,,,,,,,,"29,41512171","61,75305948",asbesti,,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,618010030,Savonlinna,Heinniemi a,KM,26805,1-184,6851911.0,3627721.0,80,False,False,False,False,True,True,False,False,False,False,False,Pottery,Middle and Late Neolithic Asbestos- and Organic Tempered Ware,Pöljä Ware,Pöljä,2.0,,,,,,,,,,"29,41512171","61,75305948",asbesti,,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,618010032,Savonlinna,Pakkasharju a,KM,26806,1-10,6852047.0,3627625.0,"79,5",False,False,False,False,True,False,False,False,False,False,False,Pottery,Typical Comb Ware,Typical Comb Ware,Ka 2,1.0,,,,,,,,,,"29,4134014","61,75431073",kivimurska,,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,618010032,Savonlinna,Pakkasharju a,KM,26806,1-10,6852047.0,3627625.0,"79,5",False,False,False,True,False,False,False,False,False,False,False,Pottery,Early Asbestos Ware,Early Asbestos Ware,Vasb,2.0,,,,,,,,,,"29,4134014","61,75431073",asbesti,,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,618010034,Savonlinna,Pakkasharju c,KM,26807,1-30,6852071.0,3627944.0,"79,5",False,False,False,False,True,False,False,False,False,False,False,Pottery,Typical Comb Ware,Typical Comb Ware,Ka 2,1.0,,,,,,,,,,"29,41945231","61,75441959",orgaaninen,talkki,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,618010034,Savonlinna,Pakkasharju c,KM,26807,1-30,6852071.0,3627944.0,"79,5",False,False,False,True,False,False,False,False,False,False,False,Pottery,Early Asbestos Ware,Early Asbestos Ware,Vasb,1.0,,,,,,,,,,"29,41945231","61,75441959",asbesti,,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,618010035,Savonlinna,Salkoniemi,KM,26808,1-137,6851939.0,3628771.0,"79,3",False,False,False,False,True,False,False,False,False,False,False,Pottery,Typical Comb Ware,Typical Comb Ware,Ka 2,1.0,,,,,,,,,,"29,43500171","61,75295935",kivimurska,,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,618010035,Savonlinna,Salkoniemi,KM,26808,1-137,6851939.0,3628771.0,"79,3",False,False,False,False,True,True,False,False,False,False,False,Pottery,Middle and Late Neolithic Asbestos- and Organic Tempered Ware,Pöljä Ware,Pöljä,1.0,,,,,,,,,,"29,43500171","61,75295935",asbesti,,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,618010053,Savonlinna,Hautausmaa,KM,26809,1-3,6852884.0,3626455.0,80,False,False,False,False,True,False,False,False,False,False,False,Pottery,Typical Comb Ware,Typical Comb Ware,Ka 2,1.0,,,,,,,,,,"29,39185251","61,76220245",hiekka,talkki,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,148010762,Inari,Aunionlahden suu,KM,26836,1-257,7628490.0,3508730.0,"130,5",False,False,False,True,False,False,False,False,False,False,False,Pottery,Säräisniemi 1 Ware,Säräisniemi 1 Ware,Sär 1,2.0,,,,,,,,,,"27,21137849","68,73927292",hiekka,,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,683010037,Ranua,Kultikangas,KM,26851,1-1999,7333120.0,3505200.0,177,False,False,False,False,True,False,False,False,False,False,False,Pottery,Typical Comb Ware,Typical Comb Ware,Ka 2,2.0,,,,,,,,,,"27,11113332","66,09096544",orgaaninen,hiekka,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,683010037,Ranua,Kultikangas,KM,26851,1-1999,7333120.0,3505200.0,177,False,False,False,True,False,False,False,False,False,False,False,Pottery,Säräisniemi 1 Ware,Säräisniemi 1 Ware,Sär 1,1.0,,,,,,,,,,"27,11113332","66,09096544",kivimurska,,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,226010024,Karstula,Hämeenniemi 1,KM,26878,1-4,6977925.0,3387057.0,146,False,False,False,False,False,False,False,False,False,False,False,Pottery,Other pottery,Other pottery,keram,,,,,,,,,,,"24,7759972","62,88743434",asbesti,,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,226010026,Karstula,Hämeenniemi 3,KM,26880,1-4,6977925.0,3387267.0,147,False,False,False,False,True,False,False,False,False,False,False,Pottery,Typical Comb Ware,Typical Comb Ware,Ka 2,1.0,,,,,,,,,,"24,78012243","62,88749936",hiekka,,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,1000004076,Lohja,Pikku-Pappila,KM,26922,1-13,6686377.0,3337493.0,"52,5",False,False,False,True,False,False,False,False,False,False,False,Pottery,Early Comb Ware,Sperrings 1 Ware,Ka 1:1,2.0,,,,,,,,,,"24,06125152","60,25623595",kivimurska,,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,1000004076,Lohja,Pikku-Pappila,KM,26922,1-13,6686377.0,3337493.0,"52,5",False,False,False,False,True,False,False,False,False,False,False,Pottery,Typical Comb Ware,Typical Comb Ware,Ka 2,1.0,,,,,,,,,,"24,06125152","60,25623595",orgaaninen,,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,1000004076,Lohja,Pikku-Pappila,KM,26922,1-13,6686377.0,3337493.0,"52,5",False,False,False,False,True,False,False,False,False,False,False,Pottery,Late Comb Ware,Late Comb Ware,Ka 3,2.0,,,,,,,,,,"24,06125152","60,25623595",orgaaninen,,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,175010052,Kurikka,Tuomela,KM,26931,1-12,6968183.0,3250409.0,80,False,False,False,True,False,False,False,False,False,False,False,Pottery,Early Comb Ware,Sperrings 1 Ware,Ka 1:1,1.0,,,,,,,,,,"22,11228943","62,73252831",kivimurska,,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,175010052,Kurikka,Tuomela,KM,26931,1-12,6968183.0,3250409.0,80,False,False,False,False,False,True,False,False,False,False,False,Pottery,Corded Ware,Corded Ware,nuora,1.0,,,,,,,,,,"22,11228943","62,73252831",shamotti,,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,175010051,Kurikka,Konstu/Luokankangas,KM,26932,1-24,6963785.0,3232710.0,67,False,False,False,False,False,True,False,False,False,False,False,Pottery,Corded Ware,Corded Ware,nuora,1.0,,,,,,,,,,"21,77455247","62,68078398",shamotti,,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,481010018,Masku,Noopila,KM,26935,1-4,6728244.0,3233511.0,25,False,False,False,False,False,False,False,False,False,False,False,Pottery,Comb Ware,Comb Ware,Ka ?,1.0,,,,,,,,,,"22,13337008","60,57590278",orgaaninen,kivimurska,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,246010004,Savonlinna,Kankaanlaita a,KM,26968,1-2098,6876514.0,3616302.0,80,False,False,False,False,True,False,False,False,False,False,False,Pottery,Typical Comb Ware,Typical Comb Ware,Ka 2,1.0,,,,,,,,"karsta (1719), koivuterva (870,2082)",,"29,21498006","61,97729515",hiekka,"orgaaninen, kivimurska",False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,246010004,Savonlinna,Kankaanlaita a,KM,26968,1-2098,6876514.0,3616302.0,80,False,False,False,False,True,True,False,False,False,False,False,Pottery,Middle and Late Neolithic Asbestos- and Organic Tempered Ware,Pöljä Ware,Pöljä,1.0,,,,,,,,karsta (805),,"29,21498006","61,97729515",asbesti,,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,974010013,Närpiö,Övermark-Högåsen 1,KM,26977,1-2,6955300.0,3220620.0,48,False,False,False,False,False,False,False,False,False,False,False,Pottery,Other pottery,Other pottery,keram,,,,,,,,,,,"21,55355684","62,59602584",orgaaninen,,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,272010009,Kruunupyy,Bläckisåsen  1-3,KM,26979,1-2,7069164.0,3333842.0,60,False,False,False,False,True,False,False,False,False,False,False,Pottery,Typical Comb Ware,Typical Comb Ware,Ka 2,1.0,,,,,,,,,,"23,63750655","63,68423652",orgaaninen,,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,623010072,Puumala,Pataniemenkannas,KM,27004,1-7,6809830.0,3566660.0,81,False,False,False,False,True,False,False,False,False,False,False,Pottery,Typical Comb Ware,Typical Comb Ware,Ka 2,1.0,,,,,,,,,,"28,2442203","61,39100927",orgaaninen,hiekka,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,623010074,Puumala,Karsikkolahti,KM,27006,1-13,6810460.0,3566880.0,82,False,False,False,False,True,False,False,False,False,False,False,Pottery,Typical Comb Ware,Typical Comb Ware,Ka 2,1.0,,,,,,,,,,"28,24856146","61,39662371",hiekka,,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,623010074,Puumala,Karsikkolahti,KM,27006,1-13,6810460.0,3566880.0,82,False,False,False,False,True,False,False,False,False,False,False,Pottery,Late Comb Ware,Late Comb Ware,Ka 3,3.0,,,,,,,,,,"28,24856146","61,39662371",hiekka,,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,623010077,Puumala,Martikkala 2,KM,27009,1-3,6824250.0,3554660.0,84,False,False,False,False,True,False,False,False,False,False,False,Pottery,Typical Comb Ware,Typical Comb Ware,Ka 2,2.0,,,,,,,,,,"28,02394665","61,52225636",kivimurska,,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,623010077,Puumala,Martikkala 2,KM,27009,1-3,6824250.0,3554660.0,84,False,False,False,False,True,False,False,False,False,False,False,Pottery,Late Comb Ware,Late Comb Ware,Ka 3,3.0,,,,,,,,,,"28,02394665","61,52225636",kivimurska,,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,623010078,Puumala,Kangaslampi,KM,27010,1-2,6811480.0,3555480.0,81,False,False,False,False,False,False,False,False,False,False,False,Pottery,Other pottery,Other pottery,keram,,,,,,,,,,,"28,03554387","61,40756491",kivimurska,,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,623010079,Puumala,Lahdenluhta,KM,27011,1-3,6811050.0,3555490.0,81,False,False,False,False,True,False,False,False,False,False,False,Pottery,Late Comb Ware,Late Comb Ware,Ka 3,3.0,,,,,,,,,,"28,03560334","61,40370541",kivimurska,,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,623010080,Puumala,Kuvanaluslahti,KM,27012,1-3,6810930.0,3555900.0,81,False,False,False,False,False,False,False,False,False,False,False,Pottery,Other pottery,Other pottery,keram,,,,,,,,,,,"28,04324126","61,40257015",kivimurska,,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,178010064,Juva,Päiväranta S,KM,27017,1,6864070.0,3547000.0,105,False,False,False,True,False,False,False,False,False,False,False,Pottery,Early Asbestos Ware,Early Asbestos Ware,Vasb,1.0,,,,,,,,,,"27,89025886","61,88053648",asbesti,,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,92010010,Vantaa,Sandåker,KM,27022,1-4334,6688673.0,3393159.0,23,False,False,False,False,True,False,False,False,False,False,False,Pottery,Typical Comb Ware,Typical Comb Ware,Ka 2,1.0,,,,,,,,karsta (706),,"25,06479551","60,29527674",orgaaninen,"kivimurska, hiekka",False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,92010010,Vantaa,Sandåker,KM,27022,1-4334,6688673.0,3393159.0,23,False,False,False,False,True,False,False,False,False,False,False,Pottery,Late Comb Ware,Late Comb Ware,Ka 3,1.0,,,,,,,,koivuterva (707),,"25,06479551","60,29527674",orgaaninen,"kivimurska, hiekka",False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,220010041,Raasepori,Lillsjön,KM,27023,1-312,6665710.0,3317259.0,29,False,False,False,True,False,False,False,False,False,False,False,Pottery,Early Comb Ware,Sperrings 2 Ware,Ka 1:2,1.0,,,,,,,,,,"23,71494562","60,06246124",orgaaninen,hiekka,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,290010134,Kuhmo,Järvelä,KM,27024,1-495,7113603.0,3600062.0,158,False,False,False,False,True,False,False,False,False,False,False,Pottery,Typical Comb Ware,Typical Comb Ware,Ka 2,1.0,,,,,,,,,,"29,0495878","64,10772676",hiekka,,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,290010134,Kuhmo,Järvelä,KM,27024,1-495,7113603.0,3600062.0,158,False,False,False,False,True,False,False,False,False,False,False,Pottery,Typical Comb Ware,Typical Comb Ware,Ka 2,1.0,,,,,,,,,,"29,0495878","64,10772676",hiekka,orgaaninen,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,691010058,Reisjärvi,Hylkiranta Luotola,KM,27042,1-13,7058395.0,3401535.0,115,False,False,False,False,True,False,False,False,False,False,False,Pottery,Typical Comb Ware,Typical Comb Ware,Ka 2,3.0,,,,,,,,,,"25,01141639","63,6131358",orgaaninen,hiekka,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,691010058,Reisjärvi,Hylkiranta Luotola,KM,27042,1-13,7058395.0,3401535.0,115,False,False,False,True,False,False,False,False,False,False,False,Pottery,Early Asbestos Ware,Early Asbestos Ware,Vasb,3.0,,,,,,,,,,"25,01141639","63,6131358",asbesti,,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,211010006,Kangasala,Sepänjärvi 1,KM,27047,1-380,6819282.0,3346633.0,90,False,False,False,True,False,False,False,False,False,False,False,Pottery,Early Comb Ware,Sperrings 1 Ware,Ka 1:1,1.0,,,,,,,,,,"24,12080425","61,4510897",kivimurska,,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,211010006,Kangasala,Sepänjärvi 1,KM,27047,1-380,6819282.0,3346633.0,90,False,False,False,False,True,False,False,False,False,False,False,Pottery,Late Comb Ware,Late Comb Ware,Ka 3,3.0,,,,,,,,,,"24,12080425","61,4510897",orgaaninen,,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,211010006,Kangasala,Sepänjärvi 1,KM,27047,1-380,6819282.0,3346633.0,90,False,False,False,False,False,True,False,False,False,False,False,Pottery,Corded Ware,Corded Ware,nuora,1.0,,,,,,,,,,"24,12080425","61,4510897",shamotti,,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,1000001323,Sulkava,Kapakkamäki,KM,27048,1-125,6854620.0,3572400.0,"82,5",False,False,False,False,True,False,False,False,False,False,False,Pottery,Typical Comb Ware,Typical Comb Ware,Ka 2,1.0,,,,,,,,,,"28,36920942","61,79179525",hiekka,luu,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
