Phase;Site id;Collection;Main number;Subnumber;Municipality;Site name;p;i;z;m1;m2;m3;n1;n2;n3;n4;p1;p2;r1;r2;Category;Type;Subtype;Subtype (Finnish);Certainty;Integrity;Length (mm);Width (mm);Thickness (mm);Fragment length (mm);Fragment width (mm);Fragment thickness (mm);Other notes (Finnish);Photo ID;X;Y
SA;754010011;KM;32688;1140;Kouvola;Ankkapurha;6732180;3490180;30;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Bone artefacts;Other bone artefact;Other bone artefact;Luuesineen katkelma;1;FALSE;;;;13;;;koukkupäisen esineen katkelma;KM 32688_1140;26,81709562;60,6997203
SA;681010027;KM;32718;983;Rantasalmi;Rantakartano;6883980;3569980;88;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Bone artefacts;Other bone artefact;Other bone artefact;Luuesineen katkelma;1;FALSE;;;;;;;luutapin puolikas, uurteita;KM 32718_983;28,33478607;62,05562313
SA;681010027;KM;32718;1019;Rantasalmi;Rantakartano;6883980;3569980;88;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Bone artefacts;Other bone artefact;Other bone artefact;Luuesineen katkelma;1;FALSE;;;;;;;uurrepintainen;KM 32718_1019;28,33478607;62,05562313
SA;729010062;KM;32862;2641;Saarijärvi;Summassaari Uimaranta;6952633;3415043;110;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;Bone artefacts;Other bone artefact;Other bone artefact;Luuesineen katkelma;1;FALSE;;;;10;5;3;teroitetun esineen katkelma;KM 32862_2641;25,33874433;62,66821424
SA;729010062;KM;32862;2678;Saarijärvi;Summassaari Uimaranta;6952633;3415043;110;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;Bone artefacts;Bone needle;Bone needle;Luuneula;1;FALSE;;;;22;5;2;kahdessa kappaleessa;KM 32862_2678;25,33874433;62,66821424
SA;729010062;KM;32862;3445;Saarijärvi;Summassaari Uimaranta;6952633;3415043;110;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;Bone artefacts;Other bone artefact;Other bone artefact;Luuesineen katkelma;1;FALSE;;;;15;15;4;;KM 32862_3445;25,33874433;62,66821424
SA;1000006785;KM;32877;5;Oulu;Hangaskangas E;7201550;3442660;30;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Bone artefacts;Bone needle;Bone needle;Luuneula;1;FALSE;;;;8;2;1;;KM 32877_5;25,78511063;64,90605404
SA;409010044;KM;32931;1306;Kristiinankaupunki;Lappfjärd-Rävåsen;6915549;3226085;54;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Bone artefacts;Other bone artefact;Other bone artefact;Luuesineen katkelma;1;FALSE;;;;;;;;KM 32931_1306;21,72257186;62,24498537
SA;211010004;KM;32990;820;Kangasala;Pohtiolampi ja Tiilitehdas;6819197;3346749;88;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;Bone artefacts;Bone ornament;Bone pendant;Luuriipus;2;FALSE;;;;12;9;3;;KM 32990_820;24,12304656;61,45037381
SA;211010004;KM;32990;1126;Kangasala;Pohtiolampi ja Tiilitehdas;6819197;3346749;88;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;Bone artefacts;Other bone artefact;Other bone artefact;Luuesineen katkelma;2;FALSE;;;;;;;viivakoristelua, useita paloja;KM 32990_1126;24,12304656;61,45037381
SA;211010004;KM;32990;1396;Kangasala;Pohtiolampi ja Tiilitehdas;6819197;3346749;88;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;Bone artefacts;Other bone artefact;Other bone artefact;Luuesineen katkelma;1;FALSE;;;;;;;poikittainen ura;KM 32990_1396;24,12304656;61,45037381
SA;211010004;KM;32990;1412;Kangasala;Pohtiolampi ja Tiilitehdas;6819197;3346749;88;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;Bone artefacts;Other bone artefact;Other bone artefact;Luuesineen katkelma;1;FALSE;;;;;;;;KM 32990_1412;24,12304656;61,45037381
SA;211010004;KM;32990;1710;Kangasala;Pohtiolampi ja Tiilitehdas;6819197;3346749;88;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;Bone artefacts;Other bone artefact;Other bone artefact;Luuesineen katkelma;1;FALSE;;;;;;;;KM 32990_1710;24,12304656;61,45037381
SA;99010002;KM;33137;24;Kankaanpää;Hietala-Hietaranta;6893259;3252016;107;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Bone artefacts;Bone chisel;Bone chisel;Luutaltta;2;FALSE;;;;18;13;4;;KM 33137_24;22,25110874;62,06372526
SA;99010002;KM;33137;179;Kankaanpää;Hietala-Hietaranta;6893259;3252016;107;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Bone artefacts;Bone arrowhead;Bone arrowhead;Luunuolenkärki;3;FALSE;;;;22;7;3;mahd. naskali tms;KM 33137_179;22,25110874;62,06372526
SA;99010002;KM;33137;306;Kankaanpää;Hietala-Hietaranta;6893259;3252016;107;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Bone artefacts;Other bone artefact;Other bone artefact;Luuesineen katkelma;1;FALSE;;;;17;6;4;;KM 33137_306;22,25110874;62,06372526
SA;99010002;KM;33137;332;Kankaanpää;Hietala-Hietaranta;6893259;3252016;107;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Bone artefacts;Other bone artefact;Other bone artefact;Luuesineen katkelma;2;FALSE;;;;;;;2 kpl;KM 33137_332;22,25110874;62,06372526
SA;832010063;KM;33303;607;Taivalkoski;Lummelampi W;7268298;3570151;225;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;TRUE;FALSE;FALSE;Bone artefacts;Other bone artefact;Other bone artefact;Luuesineen katkelma;1;FALSE;;;;;;;;KM 33303_607;28,51192829;65,5021327
SA;729010062;KM;33321;2728;Saarijärvi;Summassaari Uimaranta;6952633;3415043;110;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;Bone artefacts;Other bone artefact;Other bone artefact;Luuesineen katkelma;1;FALSE;;;;10;9;3;;KM 33321_2728;25,33874433;62,66821424
SA;534010017;KM;33378;59;Kuopio;Lohilahti;7012100;3560560;100;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Bone artefacts;Other bone artefact;Other bone artefact;Luuesineen katkelmia;2;FALSE;;;;;;;;KM 33378_59;28,2002796;63,20651377
SA;106010021;KM;33456;543;Hyvinkää;Joentaka;6722044;3369631;82,5;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Bone artefacts;Other bone artefact;Other bone artefact;Luuesineen katkelma;2;FALSE;;;;12;7;4;;KM 33456_543;24,61787958;60,58765191
SA;106010021;KM;33456;544;Hyvinkää;Joentaka;6722044;3369631;82,5;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Bone artefacts;Other bone artefact;Other bone artefact;Luuesineen katkelma;2;FALSE;;;;12;11;6;;KM 33456_544;24,61787958;60,58765191
SA;86010012;KM;33459;271;Hausjärvi;Lempiönkärki;6752170;3393494;85;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Bone artefacts;Other bone artefact;Other bone artefact;Luuesineen katkelma;2;FALSE;;;;;;;;KM 33459_271;25,03657869;60,86491275
SA;86010012;KM;33459;272;Hausjärvi;Lempiönkärki;6752170;3393494;85;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Bone artefacts;Other bone artefact;Other bone artefact;Luuesineen katkelma;2;FALSE;;;;;;;;KM 33459_272;25,03657869;60,86491275
SA;433010038;KM;33461;305;Loppi;Karhumäki;6735206;3358337;108;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Bone artefacts;Other bone artefact;Other bone artefact;Luuesineen katkelma;2;FALSE;;;;8;6;3;;KM 33461_305;24,4025334;60,70182809
SA;433010038;KM;33461;306;Loppi;Karhumäki;6735206;3358337;108;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Bone artefacts;Other bone artefact;Other bone artefact;Luuesineen katkelma;2;FALSE;;;;10;9;3;;KM 33461_306;24,4025334;60,70182809
SA;433010038;KM;33461;307;Loppi;Karhumäki;6735206;3358337;108;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Bone artefacts;Other bone artefact;Other bone artefact;Luuesineen katkelma;2;FALSE;;;;12;6;2;;KM 33461_307;24,4025334;60,70182809
SA;433010038;KM;33461;308;Loppi;Karhumäki;6735206;3358337;108;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Bone artefacts;Other bone artefact;Other bone artefact;Luuesineen katkelma;2;FALSE;;;;25;5;5;;KM 33461_308;24,4025334;60,70182809
SA;433010038;KM;33461;309;Loppi;Karhumäki;6735206;3358337;108;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Bone artefacts;Other bone artefact;Other bone artefact;Luuesineen katkelma;2;FALSE;;;;16;16;9;;KM 33461_309;24,4025334;60,70182809
SA;576010005;KM;33578;342;Padasjoki;Leirintäalue;6807471;3408806;85;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Bone artefacts;Other bone artefact;Other bone artefact;Luuesineen katkelma;1;FALSE;;;;;;;kapeaa urakoristelua;KM 33578_342;25,29167494;61,36479272
SA;576010005;KM;33578;353;Padasjoki;Leirintäalue;6807471;3408806;85;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Bone artefacts;Other bone artefact;Other bone artefact;Luuesineen katkelma;2;FALSE;;;;;;;2 kpl;KM 33578_353;25,29167494;61,36479272
SA;505010016;KM;33608;42;Mäntsälä;Pukinkallio;6715832;3400013;71;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Bone artefacts;Other bone artefact;Other bone artefact;Luuesineen katkelma;1;FALSE;;;;;;;;KM 33608_42;25,17506579;60,54065514
SA;171010004;KM;33923;614;Joroinen;Kanava;6898719;3544656;87;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Bone artefacts;Other bone artefact;Other bone artefact;Luuesineen katkelma;1;FALSE;;;;10;5;1;koristettu ohuin vinoviivoin;KM 33923_614;27,85437624;62,19168591
SA;171010004;KM;33923;846;Joroinen;Kanava;6898719;3544656;87;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Bone artefacts;Bone awl;Bone awl;Luunaskali;1;FALSE;;;;17;9;3;voi olla myös nuolenkärki;KM 33923_846;27,85437624;62,19168591
SA;171010004;KM;33923;915;Joroinen;Kanava;6898719;3544656;87;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Bone artefacts;Other bone artefact;Other bone artefact;Luuesineen katkelma;1;FALSE;;;;11;10;3;;KM 33923_915;27,85437624;62,19168591
SA;171010004;KM;33923;1272;Joroinen;Kanava;6898719;3544656;87;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Bone artefacts;Other bone artefact;Other bone artefact;Luuesineen katkelma;1;FALSE;;;;15;4;4;;KM 33923_1272;27,85437624;62,19168591
SA;171010004;KM;33923;1665;Joroinen;Kanava;6898719;3544656;87;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Bone artefacts;Other bone artefact;Other bone artefact;Luuesineen katkelma;1;FALSE;;;;8;9;3;;KM 33923_1665;27,85437624;62,19168591
SA;171010004;KM;33923;1692;Joroinen;Kanava;6898719;3544656;87;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Bone artefacts;Other bone artefact;Other bone artefact;Luuesineen katkelma;1;FALSE;;;;10;9;3;;KM 33923_1692;27,85437624;62,19168591
SA;171010004;KM;33923;2110;Joroinen;Kanava;6898719;3544656;87;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Bone artefacts;Other bone artefact;Other bone artefact;Luuesineen katkelma;1;FALSE;;;;;;;;KM 33923_2110;27,85437624;62,19168591
SA;171010004;KM;33923;2625;Joroinen;Kanava;6898719;3544656;87;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Bone artefacts;Other bone artefact;Other bone artefact;Luuesineen katkelma;1;FALSE;;;;20;6;6;;KM 33923_2625;27,85437624;62,19168591
SA;171010004;KM;33923;2668;Joroinen;Kanava;6898719;3544656;87;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Bone artefacts;Other bone artefact;Other bone artefact;Luuesineen katkelma;1;FALSE;;;;13;8;3;;KM 33923_2668;27,85437624;62,19168591
SA;171010004;KM;33923;2830;Joroinen;Kanava;6898719;3544656;87;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Bone artefacts;Bone ornament;Bone bead;Luuhelmi;1;FALSE;;;;5;4;2;;KM 33923_2830;27,85437624;62,19168591
SA;171010004;KM;33923;2981;Joroinen;Kanava;6898719;3544656;87;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Bone artefacts;Bone ornament;Bone bead;Luuhelmi;2;FALSE;3;4;2;;;;;KM 33923_2981;27,85437624;62,19168591
SA;171010004;KM;33923;3288;Joroinen;Kanava;6898719;3544656;87;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Bone artefacts;Bone ornament;Bone bead;Luuhelmi;2;FALSE;3;3;1;;;;;KM 33923_3288;27,85437624;62,19168591
SA;171010004;KM;33923;3364;Joroinen;Kanava;6898719;3544656;87;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Bone artefacts;Bone ornament;Bone ring;Luurengas;1;FALSE;;;;33;6;6;rengas;KM 33923_3364;27,85437624;62,19168591
SA;171010004;KM;33923;3884;Joroinen;Kanava;6898719;3544656;87;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Bone artefacts;Bone awl;Bone awl;Luunaskali;2;FALSE;;;;26;6;2;;KM 33923_3884;27,85437624;62,19168591
SA;171010004;KM;33923;3976;Joroinen;Kanava;6898719;3544656;87;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Bone artefacts;Other bone artefact;Other bone artefact;Luuesineen katkelma;1;FALSE;;;;;;;;KM 33923_3976;27,85437624;62,19168591
SA;171010004;KM;33923;4017;Joroinen;Kanava;6898719;3544656;87;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Bone artefacts;Other bone artefact;Other bone artefact;Luuesineen katkelma;1;FALSE;;;;25;12;4;riipuksen muotoinen;KM 33923_4017;27,85437624;62,19168591
SA;171010004;KM;33923;4958;Joroinen;Kanava;6898719;3544656;87;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Bone artefacts;Other bone artefact;Other bone artefact;Luuesineen katkelma;1;FALSE;;;;16;7;1;neulamainen;KM 33923_4958;27,85437624;62,19168591
SA;171010004;KM;33923;5380;Joroinen;Kanava;6898719;3544656;87;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Bone artefacts;Other bone artefact;Other bone artefact;Luuesineen katkelma;1;FALSE;;;;20;7;4;;KM 33923_5380;27,85437624;62,19168591
SA;171010004;KM;33923;5516;Joroinen;Kanava;6898719;3544656;87;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Bone artefacts;Bone ornament;Bone pendant;Luuriipus;2;FALSE;;;;8;9;2;;KM 33923_5516;27,85437624;62,19168591
SA;171010004;KM;33923;5517;Joroinen;Kanava;6898719;3544656;87;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Bone artefacts;Other bone artefact;Other bone artefact;Luuesineen katkelma;1;FALSE;;;;20;5;2;;KM 33923_5517;27,85437624;62,19168591
SA;171010004;KM;33923;5755;Joroinen;Kanava;6898719;3544656;87;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Bone artefacts;Other bone artefact;Other bone artefact;Luuesineen katkelma;1;FALSE;;;;73;7;7;;KM 33923_5755;27,85437624;62,19168591
SA;171010004;KM;33923;5781;Joroinen;Kanava;6898719;3544656;87;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Bone artefacts;Bone ornament;Bone bead;Luuhelmi;2;FALSE;;;;10;4;3;;KM 33923_5781;27,85437624;62,19168591
SA;171010004;KM;33923;5795;Joroinen;Kanava;6898719;3544656;87;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Bone artefacts;Bone ornament;Bone bead;Luuhelmi;2;FALSE;3;3;3;;;;;KM 33923_5795;27,85437624;62,19168591
SA;171010004;KM;33923;5838;Joroinen;Kanava;6898719;3544656;87;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Bone artefacts;Bone ornament;Bone bead;Luuhelmi;2;FALSE;3;3;2;;;;;KM 33923_5838;27,85437624;62,19168591
SA;171010004;KM;33923;5854;Joroinen;Kanava;6898719;3544656;87;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Bone artefacts;Bone ornament;Bone bead;Luuhelmi;2;FALSE;;;;;;;3 kpl;KM 33923_5854;27,85437624;62,19168591
SA;171010004;KM;33923;5855;Joroinen;Kanava;6898719;3544656;87;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Bone artefacts;Other bone artefact;Other bone artefact;Luuesineen katkelma;1;FALSE;;;;4;8;2;;KM 33923_5855;27,85437624;62,19168591
SA;171010004;KM;33923;6071;Joroinen;Kanava;6898719;3544656;87;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Bone artefacts;Bone ornament;Bone bead;Luuhelmi;2;FALSE;;;;3;2;1;;KM 33923_6071;27,85437624;62,19168591
SA;171010004;KM;33923;6106;Joroinen;Kanava;6898719;3544656;87;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Bone artefacts;Bone ornament;Bone bead;Luuhelmi;2;FALSE;3;3;2;;;;;KM 33923_6106;27,85437624;62,19168591
SA;171010004;KM;33923;6786;Joroinen;Kanava;6898719;3544656;87;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Bone artefacts;Bone awl;Bone awl;Luunaskali;2;FALSE;;;;9;4;1;nuolenkärjen tai neulan katkelma;KM 33923_6786;27,85437624;62,19168591
SA;171010004;KM;33923;6821;Joroinen;Kanava;6898719;3544656;87;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Bone artefacts;Bone ornament;Bone bead;Luuhelmi;2;FALSE;3;3;2;;;;;KM 33923_6821;27,85437624;62,19168591
SA;171010004;KM;33923;6844;Joroinen;Kanava;6898719;3544656;87;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Bone artefacts;Bone ornament;Bone bead;Luuhelmi;2;FALSE;3;3;1;;;;;KM 33923_6844;27,85437624;62,19168591
SA;171010004;KM;33923;7032;Joroinen;Kanava;6898719;3544656;87;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Bone artefacts;Other bone artefact;Other bone artefact;Luuesineen katkelma;1;FALSE;;;;;;;;KM 33923_7032;27,85437624;62,19168591
SA;171010004;KM;33923;7140;Joroinen;Kanava;6898719;3544656;87;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Bone artefacts;Bone ornament;Bone bead;Luuhelmi;2;FALSE;3;3;2;;;;;KM 33923_7140;27,85437624;62,19168591
SA;171010004;KM;33923;7216;Joroinen;Kanava;6898719;3544656;87;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Bone artefacts;Bone ornament;Bone ring;Luurengas;1;FALSE;;;;;;;;KM 33923_7216;27,85437624;62,19168591
SA;171010004;KM;33923;7238;Joroinen;Kanava;6898719;3544656;87;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Bone artefacts;Bone ornament;Bone bead;Luuhelmi;2;FALSE;;;;;;;8 kpl;KM 33923_7238;27,85437624;62,19168591
SA;171010004;KM;33923;7381;Joroinen;Kanava;6898719;3544656;87;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Bone artefacts;Other bone artefact;Other bone artefact;Luuesineen katkelma;1;FALSE;;;;16;4;3;;KM 33923_7381;27,85437624;62,19168591
SA;171010004;KM;33923;7415;Joroinen;Kanava;6898719;3544656;87;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Bone artefacts;Other bone artefact;Other bone artefact;Luuesineen katkelma;1;FALSE;;;;12;6;3;;KM 33923_7415;27,85437624;62,19168591
SA;171010004;KM;33923;7420;Joroinen;Kanava;6898719;3544656;87;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Bone artefacts;Other bone artefact;Other bone artefact;Luuesineen katkelma;1;FALSE;;;;13;4;2;;KM 33923_7420;27,85437624;62,19168591
SA;171010004;KM;33923;7436;Joroinen;Kanava;6898719;3544656;87;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Bone artefacts;Bone ornament;Bone bead;Luuhelmi;2;FALSE;;;;;;;2 kpl;KM 33923_7436;27,85437624;62,19168591
SA;171010004;KM;33923;7485;Joroinen;Kanava;6898719;3544656;87;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Bone artefacts;Bone ornament;Bone bead;Luuhelmi;2;FALSE;;;;;;;2 kpl;KM 33923_7485;27,85437624;62,19168591
SA;171010004;KM;33923;8036;Joroinen;Kanava;6898719;3544656;87;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Bone artefacts;Other bone artefact;Other bone artefact;Luuesineen katkelma;1;FALSE;;;;14;8;4;;KM 33923_8036;27,85437624;62,19168591
SA;171010004;KM;33923;8218;Joroinen;Kanava;6898719;3544656;87;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Bone artefacts;Bone fishhook;Bone fishhook;Luuongenkoukku;1;FALSE;;;;21;4;2;;KM 33923_8218;27,85437624;62,19168591
SA;214010019;KM;34015;120;Kankaanpää;Kaappikallio;6852940;3266101;90;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Bone artefacts;Other bone artefact;Other bone artefact;Luuesineen katkelma;1;FALSE;;;;18;6;4;;KM 34015_120;22,57217227;61,71201519
SA;214010019;KM;34015;129;Kankaanpää;Kaappikallio;6852940;3266101;90;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Bone artefacts;Other bone artefact;Other bone artefact;Luuesineen katkelma;1;FALSE;;;;16;7;3;;KM 34015_129;22,57217227;61,71201519
SA;220010110;KM;34305;214;Raasepori;Svartå slottspark;6675898;3324682;26;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Bone artefacts;Bone arrowhead;Bone arrowhead;Luunuolenkärki;1;FALSE;;;;;;;rautakautinen;KM 34305_214;23,83927529;60,15700678
SA;618010035;KM;34311;550;Savonlinna;Salkoniemi;6851939;3628771;79,3;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Bone artefacts;Other bone artefact;Other bone artefact;Luuesineen katkelma;2;FALSE;;;;;;;;KM 34311_550;29,43500171;61,75295935
SA;81010020;KM;34600;281;Hartola;Muikunlahti;6838180;3448740;100;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Bone artefacts;Other bone artefact;Other bone artefact;Luuesineen katkelma;1;FALSE;;;;27;8;4;;KM 34600_281;26,02963743;61,64765458
SA;1000002233;KM;34772;300;Luumäki;Reijonkangas;6753480;3541830;57,4;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;Bone artefacts;Other bone artefact;Other bone artefact;Luuesineen katkelma;2;FALSE;;;;25;10;4;kärkimäinen;KM 34772_300;27,76728092;60,88881835
SA;1000003341;KM;34843;2;Kitee;Hiidenniemi;6863023;3642452;75;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;TRUE;TRUE;Bone artefacts;Other bone artefact;Other bone artefact;Luuesineen katkelma;2;FALSE;;;;;;;piirtokoristelua?;KM 34843_2;29,70244004;61,84747042
SA;1000001221;KM;35224;1162;Utsjoki;Vetsijärvi 7 Sujala a ja b;7736580;3519870;282,5;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Bone artefacts;Other bone artefact;Other bone artefact;Luuesineen katkelma;2;FALSE;;;;4;3;1;;KM 35224_1162;27,50870076;69,70763246
