Phase;Site id;Municipality;Site name;p;i;z;Collection;Main number;Subnumber;m1;m2;m3;n1;n2;n3;n4;p1;p2;r1;r2;Category;Type;Subtype;Subtype (Finnish);Other notes (Finnish);Photo ID
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;12;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_12
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;13;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_13
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;14;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_14
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;15;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_15
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;16;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_16
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;17;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_17
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;18;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_18
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;19;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_19
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;20;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_20
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;21;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_21
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;22;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_22
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;23;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_23
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;24;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_24
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;25;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_25
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;26;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_26
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;27;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_27
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;28;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_28
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;29;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_29
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;30;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_30
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;31;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_31
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;32;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_32
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;33;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_33
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;34;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_34
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;35;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_35
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;36;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_36
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;37;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_37
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;38;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_38
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;39;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_39
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;40;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_40
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;41;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_41
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;42;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_42
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;43;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_43
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;44;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_44
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;45;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_45
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;46;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_46
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;47;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_47
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;48;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_48
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;49;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_49
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;50;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_50
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;51;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_51
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;52;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_52
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;53;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_53
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;54;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_54
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;55;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_55
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;56;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_56
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;57;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_57
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;58;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_58
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;59;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_59
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;60;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_60
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;61;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_61
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;62;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_62
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;64;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_64
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;65;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_65
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;66;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_66
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;67;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_67
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;69;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_69
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;70;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_70
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;71;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_71
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;72;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_72
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;73;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_73
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;74;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_74
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;75;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_75
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;76;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_76
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;77;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_77
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;78;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_78
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;79;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_79
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;80;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_80
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;81;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_81
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;82;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_82
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;83;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_83
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;84;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_84
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;85;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_85
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;86;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_86
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;87;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_87
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;88;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_88
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;89;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_89
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;90;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_90
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;91;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_91
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;92;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_92
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;93;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_93
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;94;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_94
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;95;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_95
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;96;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_96
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;97;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_97
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;98;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_98
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;99;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_99
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;100;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_100
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;101;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_101
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;102;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_102
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;103;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_103
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;104;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_104
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;105;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_105
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;106;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_106
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;107;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_107
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;108;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_108
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;109;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_109
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;110;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_110
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17399;112;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17399_112
SA;609010021;Pori;Lähdepuro;6826785;3217872;10;SatM;17400;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Fishing implement;Bark float;Kaarnakoho;;SatM 17400
SA;uusi 8103;Pori;Koivistonluoto;6828671;3226870;;SatM;17457;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Sledge runner;Sledge runner;Reenjalas;;SatM 17457_1
SA;uusi 8144;Pori;Myllypuron tila;6841148;3237537;;SatM;18464;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Sledge runner;Sledge runner;Reenjalas;;SatM 18464
SA;uusi 8244;Kankaanpää;Puuojankeidas;6887654;3257572;;SatM;19803;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Wooden artefacts;Ski;Ski;Suksi;;SatM 19803
