Phase;Site id;Municipality;Site name;Collection;Main number;Subnumber;p;i;z;m1;m2;m3;n1;n2;n3;n4;p1;p2;r1;r2;Category;Type;Subtype;Subtype (Finnish);Certainty;Integrity;Length (mm);Width (mm);Thickness (mm);Fragment length (mm);Fragment width (mm);Fragment thickness (mm);Other notes (Finnish);Photo ID
SA;595010006;Pielavesi;Meijerinkangas;KM;26088;6;6999920;3482310;103;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;;;;17;10;6;pisaranmuotoinen riipus;KM 26088_6
SA;595010006;Pielavesi;Meijerinkangas;KM;26088;9;6999920;3482310;103;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;;;;22;12;10;pisaranmuotoinen riipus;KM 26088_9
SA;92010010;Vantaa;Sandåker;KM;26173;466;6688673;3393159;23;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;1;FALSE;19;11;3;;;;epämuotoinen kappale;KM 26173_466
SA;92010010;Vantaa;Sandåker;KM;26173;668;6688673;3393159;23;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;1;FALSE;;;;;;;pieniä murusia;KM 26173_668
SA;92010010;Vantaa;Sandåker;KM;26173;955;6688673;3393159;23;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;1;FALSE;;;;;;;pieni murunen;KM 26173_955
SA;92010010;Vantaa;Sandåker;KM;26173;1130;6688673;3393159;23;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;1;FALSE;;;;;;;pieniä murusia;KM 26173_1130
SA;409010036;Kristiinankaupunki;Lappfjärd-Björnåsen;KM;26222;1;6905340;3222090;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber ring;Amber ring;Meripihkarengas;1;FALSE;22;22;6;;;;;KM 26222_1
SA;409010036;Kristiinankaupunki;Lappfjärd-Björnåsen;KM;26222;2;6905340;3222090;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber ring;Amber ring;Meripihkarengas;1;FALSE;20;20;5;;;;useita muruja;KM 26222_2
SA;409010036;Kristiinankaupunki;Lappfjärd-Björnåsen;KM;26222;8;6905340;3222090;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber ring;Amber ring;Meripihkarengas;2;FALSE;;;;;;;useita muruja;KM 26222_8
SA;409010036;Kristiinankaupunki;Lappfjärd-Björnåsen;KM;26222;9;6905340;3222090;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;;;;;;;;KM 26222_9
SA;696010003;Mikkeli;Astuvansalmi;KM;26331;1;6815240;3529200;80;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;32;12;14;;;;ihmiskasvot;KM 26331_1
SA;696010003;Mikkeli;Astuvansalmi;KM;26331;2;6815240;3529200;80;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;16;6;;;;;Ihmiskasvot;KM 26331_2
SA;853010008;Turku;Riihivainio;KM;26749;259;6716518;3242508;25;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;1;FALSE;;;;20;15;8;;KM 26749_259
SA;92010010;Vantaa;Sandåker;KM;27022;2347;6688673;3393159;23;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;1;FALSE;;;;15;11;2;;KM 27022_2347
SA;254010005;Sastamala;Kaunismäki;KM;27105;1;6825009;3268379;63;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Anthropomorphic or zoomorphic amber artefact;Anthropomorphic amber artefact;Meripihkariipus, ihmiskasvoinen;1;FALSE;61;29;12;;;;ihmisenmuotoinen;KM 27105_1
SA;696010003;Mikkeli;Astuvansalmi;KM;27146;;6815240;3529200;80;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;34;18;11;;;;karhunpää;KM 27146
SA;175010033;Kurikka;Keski-Mäntylä;KM;27444;5;6961410;3232850;56;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;;;;22;22;5;;KM 27444_5
SA;92010053;Vantaa;Tikkurilan maatalouden tutkimuskeskus;KM;28065;1463;6688595;3392905;20;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;1;FALSE;;;;;;;4 palaa, 2 isointa riipuksesta;KM 28065_1463
SA;92010053;Vantaa;Tikkurilan maatalouden tutkimuskeskus;KM;28065;2269;6688595;3392905;20;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;1;FALSE;;;;;;;4 palaa;KM 28065_2269
SA;92010010;Vantaa;Sandåker;KM;28203;1059;6688673;3393159;23;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;1;FALSE;;;;;;;;KM 28203_1059
SA;92010053;Vantaa;Tikkurilan maatalouden tutkimuskeskus;KM;28382;1878;6688595;3392905;20;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;;;;;;;nappimainen, viivakoristeinen;KM 28382_1878
SA;92010053;Vantaa;Tikkurilan maatalouden tutkimuskeskus;KM;28382;3096;6688595;3392905;20;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;1;FALSE;;;;;;;;KM 28382_3096
SA;92010053;Vantaa;Tikkurilan maatalouden tutkimuskeskus;KM;28382;3303;6688595;3392905;20;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;1;FALSE;;;;;;;;KM 28382_3303
SA;92010053;Vantaa;Tikkurilan maatalouden tutkimuskeskus;KM;28382;3616;6688595;3392905;20;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;1;FALSE;;;;;;;;KM 28382_3616
SA;92010053;Vantaa;Tikkurilan maatalouden tutkimuskeskus;KM;28382;4000;6688595;3392905;20;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;1;FALSE;;;;;;;;KM 28382_4000
SA;92010053;Vantaa;Tikkurilan maatalouden tutkimuskeskus;KM;28382;4094;6688595;3392905;20;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;1;FALSE;;;;;;;;KM 28382_4094
SA;615010076;Pudasjärvi;Aurala;KM;28391;644;7254770;3493110;109;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;;;;13;13;3;trapetsinmuotoisen riipuksen katkelma;KM 28391_644
SA;309010002;Outokumpu;Sätös;KM;28482;1738;6959520;3607260;86;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber button;Amber button with v-drilling;Meripihkanappi, v-porauksellinen;1;FALSE;10;9;2;;;;Napissa v-poraus;KM 28482_1738
SA;261010071;Kittilä;Vanhainkoti;KM;28555;465;7510750;3410720;177,5;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber button;Amber button with v-drilling;Meripihkanappi, v-porauksellinen;1;FALSE;;;;16;16;5;v-porauksellinen;KM 28555_465
SA;92010010;Vantaa;Sandåker;KM;28606;270;6688673;3393159;23;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber button;Amber button with v-drilling;Meripihkanappi, v-porauksellinen;2;FALSE;;;;;;;v-porausreikä, ei mittoja;KM 28606_270
SA;92010010;Vantaa;Sandåker;KM;28606;330;6688673;3393159;23;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;1;FALSE;;;;;;;murusia;KM 28606_330
SA;92010010;Vantaa;Sandåker;KM;28606;1196;6688673;3393159;23;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;1;FALSE;;;;48;20;10;hyvin katkelmallinen ja epäsäänn. muotoinen;KM 28606_1196
SA;92010010;Vantaa;Sandåker;KM;28606;1595;6688673;3393159;23;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;1;FALSE;;;;;;;murusia;KM 28606_1595
SA;409010044;Kristiinankaupunki;Lappfjärd-Rävåsen;KM;28863;674;6915549;3226085;54;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;1;FALSE;32;18;11;;;;kappale;KM 28863_674
SA;409010044;Kristiinankaupunki;Lappfjärd-Rävåsen;KM;28863;678;6915549;3226085;54;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;1;FALSE;;;;;;;useita kappaleita;KM 28863_678
SA;409010044;Kristiinankaupunki;Lappfjärd-Rävåsen;KM;28863;1733;6915549;3226085;54;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;1;FALSE;;;;;;;mahdollisesti v-porausnapin katkelma;KM 28863_1733
SA;163010005;Kouvola;Pukkisaari;KM;29098;1;6784680;3478120;73;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;;;;20;15;5;v-porattu reikä;KM 29098_1
SA;163010005;Kouvola;Pukkisaari;KM;29098;168;6784680;3478120;73;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber bead;Amber bead;Meripihkahelmi;1;FALSE;;;;10;8;5;;KM 29098_168
SA;236010002;Kaustinen;Kangas;KM;29126;1;7055998;3335286;55;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;39;21;7;;;;tipan muotoinen;KM 29126_1
SA;236010002;Kaustinen;Kangas;KM;29126;2;7055998;3335286;55;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber ring;Amber ring;Meripihkarengas;1;FALSE;28;28;6;;;;renkaanmuotoinen;KM 29126_2
SA;236010002;Kaustinen;Kangas;KM;29126;3;7055998;3335286;55;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;30;16;5;;;;suorakaiteen muotoinen;KM 29126_3
SA;236010002;Kaustinen;Kangas;KM;29126;4;7055998;3335286;55;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber ring;Amber ring;Meripihkarengas;1;FALSE;;;;25;25;4;renkaan puolikas;KM 29126_4
SA;236010002;Kaustinen;Kangas;KM;29126;5;7055998;3335286;55;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;1;FALSE;;;;;;;osa paloista liimattu;KM 29126_5
SA;220010002;Raasepori;Domargård I;KM;29410;600;6663430;3312339;25;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Amber artefacts;Amber bead;Amber bead;Meripihkahelmi;1;FALSE;9;9;4;;;;;KM 29410_600
SA;309010006;Outokumpu;Laavussuo;KM;29556;1051;6957657;3607870;85;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber button;Amber button with v-drilling;Meripihkanappi, v-porauksellinen;1;FALSE;28;25;8;;;;v-porauksellinen;KM 29556_1051
SA;309010006;Outokumpu;Laavussuo;KM;29556;1581;6957657;3607870;85;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Anthropomorphic or zoomorphic amber artefact;Anthropomorphic amber artefact;"Meripihkariipus, ihmiskasvoinen
, v-porauksellinen";1;FALSE;39;23;9;;;;v-porauksellinen ripustusreikä, ihmiskasvot;KM 29556_1581
SA;40010027;Kemiönsaari;Kyrksundet;KM;29578;118;6649270;3247493;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;1;FALSE;;;;;;;;KM 29578_118
SA;409010044;Kristiinankaupunki;Lappfjärd-Rävåsen;KM;29610;116;6915549;3226085;54;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber button;Amber button with v-drilling;Meripihkanappi, v-porauksellinen;2;FALSE;;;;16;14;6;;KM 29610_116
SA;409010044;Kristiinankaupunki;Lappfjärd-Rävåsen;KM;29610;580;6915549;3226085;54;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;;;;;;;soikea, ripustusreikä;KM 29610_580
SA;409010044;Kristiinankaupunki;Lappfjärd-Rävåsen;KM;29610;1573;6915549;3226085;54;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;1;FALSE;;;;;;;;KM 29610_1573
SA;707010007;Rääkkylä;Pörrinmökki;KM;29713;4329;6901557;3651138;80;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;;;;25;18;6;neljännes riipuksesta;KM 29713_4329
SA;707010007;Rääkkylä;Pörrinmökki;KM;29713;6149;6901557;3651138;80;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;;;;21;16;9;epämääräisen soikea riipus;KM 29713_6149
SA;707010007;Rääkkylä;Pörrinmökki;KM;29713;7443;6901557;3651138;80;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;;;;10;9;4;;KM 29713_7443
SA;236010002;Kaustinen;Kangas;KM;29906;1996;7055998;3335286;55;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;1;FALSE;;;;;;;ei mittoja;KM 29906_1996
SA;236010002;Kaustinen;Kangas;KM;29906;1998;7055998;3335286;55;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;27;15;6;;;;kielenmuotoinen;KM 29906_1998
SA;236010002;Kaustinen;Kangas;KM;29906;1999;7055998;3335286;55;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;20;16;5;;;;kielenmuotoinen, 2 kpl;KM 29906_1999
SA;236010002;Kaustinen;Kangas;KM;29906;2000;7055998;3335286;55;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;21;12;5;;;;kielenmuotoinen;KM 29906_2000
SA;236010002;Kaustinen;Kangas;KM;29906;2001;7055998;3335286;55;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;24;16;6;;;;kielenmuotoinen;KM 29906_2001
SA;236010002;Kaustinen;Kangas;KM;29906;2002;7055998;3335286;55;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;;;;;;;"ei mittoja; kolmessa osassa";KM 29906_2002
SA;236010002;Kaustinen;Kangas;KM;29906;2003;7055998;3335286;55;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;23;14;7;;;;pisaranmuotoinen;KM 29906_2003
SA;236010002;Kaustinen;Kangas;KM;29906;2004;7055998;3335286;55;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;;;;;;;"ei mittoja; 12 osassa";KM 29906_2004
SA;236010002;Kaustinen;Kangas;KM;29906;2004;7055998;3335286;55;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;24;22;6;;;;kielenmuotoinen;KM 29906_2004
SA;236010002;Kaustinen;Kangas;KM;29906;2005;7055998;3335286;55;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;21;16;8;;;;pisaranmuotoinen;KM 29906_2005
SA;236010002;Kaustinen;Kangas;KM;29906;2006;7055998;3335286;55;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;28;23;7;;;;kielenmuotoinen;KM 29906_2006
SA;236010002;Kaustinen;Kangas;KM;29906;2007;7055998;3335286;55;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;28;21;7;;;;;KM 29906_2007
SA;236010002;Kaustinen;Kangas;KM;29906;2008;7055998;3335286;55;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;32;12;8;;;;puikonmuotoinen;KM 29906_2008
SA;236010002;Kaustinen;Kangas;KM;29906;2009;7055998;3335286;55;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;28;24;4;;;;kielenmuotoinen;KM 29906_2009
SA;236010002;Kaustinen;Kangas;KM;29906;2010;7055998;3335286;55;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;23;14;5;;;;kielenmuotoinen;KM 29906_2010
SA;236010002;Kaustinen;Kangas;KM;29906;2011;7055998;3335286;55;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;29;13;7;;;;;KM 29906_2011
SA;236010002;Kaustinen;Kangas;KM;29906;2012;7055998;3335286;55;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;26;14;7;;;;kielenmuotoinen;KM 29906_2012
SA;236010002;Kaustinen;Kangas;KM;29906;2012;7055998;3335286;55;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;43;24;7;;;;kielenmuotoinen;KM 29906_2012
SA;236010002;Kaustinen;Kangas;KM;29906;2017;7055998;3335286;55;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber disc;Amber disc;Meripihkakiekko;1;FALSE;26;26;8;;;;ei reikiä;KM 29906_2017
SA;236010002;Kaustinen;Kangas;KM;29906;2018;7055998;3335286;55;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber disc;Amber disc;Meripihkakiekko;1;FALSE;27;25;7;;;;ei reikiä;KM 29906_2018
SA;236010002;Kaustinen;Kangas;KM;29906;2021;7055998;3335286;55;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;1;FALSE;;;;;;;;KM 29906_2021
SA;236010002;Kaustinen;Kangas;KM;29906;2023;7055998;3335286;55;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;1;FALSE;;;;;;;;KM 29906_2023
SA;236010002;Kaustinen;Kangas;KM;29906;2024;7055998;3335286;55;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;27;19;6;;;;kuuluu yhteen :2029 kanssa;KM 29906_2024
SA;236010002;Kaustinen;Kangas;KM;29906;2025;7055998;3335286;55;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;1;FALSE;;;;;;;;KM 29906_2025
SA;236010002;Kaustinen;Kangas;KM;29906;2029;7055998;3335286;55;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;;FALSE;;;;;;;kuuluu yhteen :2024 kanssa;KM 29906_2029
SA;236010002;Kaustinen;Kangas;KM;29906;2032;7055998;3335286;55;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;1;FALSE;;;;;;;muruja;KM 29906_2032
SA;236010002;Kaustinen;Kangas;KM;29906;2035;7055998;3335286;55;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;1;FALSE;;;;;;;muruja;KM 29906_2035
SA;236010002;Kaustinen;Kangas;KM;29906;2036;7055998;3335286;55;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;17;16;3;;;;kolmiomainen;KM 29906_2036
SA;236010002;Kaustinen;Kangas;KM;29906;2037;7055998;3335286;55;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;1;FALSE;;;;;;;muruja;KM 29906_2037
SA;236010002;Kaustinen;Kangas;KM;29906;2040;7055998;3335286;55;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;1;FALSE;;;;;;;muruja;KM 29906_2040
SA;236010002;Kaustinen;Kangas;KM;29906;2041;7055998;3335286;55;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;1;FALSE;;;;;;;muruja;KM 29906_2041
SA;236010002;Kaustinen;Kangas;KM;29906;2042;7055998;3335286;55;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;1;FALSE;;;;;;;muruja;KM 29906_2042
SA;236010002;Kaustinen;Kangas;KM;29906;2043;7055998;3335286;55;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;1;FALSE;;;;;;;muruja;KM 29906_2043
SA;236010002;Kaustinen;Kangas;KM;29906;2044;7055998;3335286;55;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber piece;Amber piece;Meripihkaa;1;FALSE;;;;;;;palasia;KM 29906_2044
