Phase;Site id;Municipality;Site name;Collection;Main number;Subnumber;p;i;z;m1;m2;m3;n1;n2;n3;n4;p1;p2;r1;r2;Category;Type;Subtype;Subtype (Finnish);Certainty;Integrity;Length (mm);Width (mm);Thickness (mm);Fragment length (mm);Fragment width (mm);Fragment thickness (mm);Other notes (Finnish);Photo ID
SA;423010015;Lieto;Kukkarkoski I;KM;19727;372;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;46;32;9;;;;kielen muotoinen;KM 19727_372
SA;423010015;Lieto;Kukkarkoski I;KM;19727;373;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;45;29;6;;;;kielen muotoinen;KM 19727_373
SA;423010015;Lieto;Kukkarkoski I;KM;19727;373;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;23;13;6;;;;hampaan muotoinen;KM 19727_373
SA;423010015;Lieto;Kukkarkoski I;KM;19727;374;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;15;9;4;;;;trapetsin muotoinen;KM 19727_374
SA;423010015;Lieto;Kukkarkoski I;KM;19727;375;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;;;;51;38;10;kielen muotoinen;KM 19727_375
SA;423010015;Lieto;Kukkarkoski I;KM;19727;376;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;50;35;8;;;;kielen muotoinen;KM 19727_376
SA;423010015;Lieto;Kukkarkoski I;KM;19727;377;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;;;;;;;paloina;KM 19727_377
SA;423010015;Lieto;Kukkarkoski I;KM;19727;378;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;59;32;10;;;;kielen muotoinen;KM 19727_378
SA;423010015;Lieto;Kukkarkoski I;KM;19727;379;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;15;9;5;;;;kielen muotoinen;KM 19727_379
SA;423010015;Lieto;Kukkarkoski I;KM;19727;380;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;;;;;;;siruina;KM 19727_380
SA;423010015;Lieto;Kukkarkoski I;KM;19727;381;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;19;9;4;;;;trapetsin muotoinen;KM 19727_381
SA;423010015;Lieto;Kukkarkoski I;KM;19727;382;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;20;10;5;;;;trapetsin muotoinen;KM 19727_382
SA;423010015;Lieto;Kukkarkoski I;KM;19727;383;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;53;30;8;;;;kielen muotoinen;KM 19727_383
SA;423010015;Lieto;Kukkarkoski I;KM;19727;384;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;27;19;5;;;;kielen muotoinen;KM 19727_384
SA;423010015;Lieto;Kukkarkoski I;KM;19727;384;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;;;;27;;5;kielen muotoinen;KM 19727_384
SA;423010015;Lieto;Kukkarkoski I;KM;19727;385;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;24;24;7;;;;diskoksen muotoinen;KM 19727_385
SA;423010015;Lieto;Kukkarkoski I;KM;19727;386;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber ring;Amber ring;Meripihkarengas;1;FALSE;23;23;6;;;;renkaan muotoinen;KM 19727_386
SA;423010015;Lieto;Kukkarkoski I;KM;19727;387;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;47;27;9;;;;kielen muotoinen;KM 19727_387
SA;423010015;Lieto;Kukkarkoski I;KM;19727;388;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;;;;;;;hampaan muotoinen?;KM 19727_388
SA;423010015;Lieto;Kukkarkoski I;KM;19727;389;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;44;32;7;;;;kielen muotoinen;KM 19727_389
SA;423010015;Lieto;Kukkarkoski I;KM;19727;390;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;27;11;10;;;;hampaan muotoinen;KM 19727_390
SA;423010015;Lieto;Kukkarkoski I;KM;19727;391;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;24;12;5;;;;kielen muotoinen;KM 19727_391
SA;423010015;Lieto;Kukkarkoski I;KM;19727;392;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;59;49;12;;;;kolmion muotoinen;KM 19727_392
SA;423010015;Lieto;Kukkarkoski I;KM;19727;393;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;16;8;5;;;;pisaran muotoinen;KM 19727_393
SA;423010015;Lieto;Kukkarkoski I;KM;19727;394;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;18;9;4;;;;pisaran muotoinen;KM 19727_394
SA;423010015;Lieto;Kukkarkoski I;KM;19727;395;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;46;35;8;;;;kielen muotoinen;KM 19727_395
SA;423010015;Lieto;Kukkarkoski I;KM;19727;396;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;41;38;8;;;;kielen muotoinen;KM 19727_396
SA;423010015;Lieto;Kukkarkoski I;KM;19727;398;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;19;9;5;;;;trapetsin muotoinen;KM 19727_398
SA;423010015;Lieto;Kukkarkoski I;KM;19727;399;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;18;9;4;;;;trapetsin muotoinen;KM 19727_399
SA;423010015;Lieto;Kukkarkoski I;KM;19727;400;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;60;31;9;;;;kielen muotoinen;KM 19727_400
SA;423010015;Lieto;Kukkarkoski I;KM;19727;401;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;56;30;9;;;;kielen muotoinen;KM 19727_401
SA;423010015;Lieto;Kukkarkoski I;KM;19727;402;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;;;;;;;kielen muotoinen, paloina;KM 19727_402
SA;423010015;Lieto;Kukkarkoski I;KM;19727;403;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;18;9;4;;;;trapetsin muotoinen;KM 19727_403
SA;423010015;Lieto;Kukkarkoski I;KM;19727;405;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;;;;;;;trapetsin muotoinen;KM 19727_405
SA;423010015;Lieto;Kukkarkoski I;KM;19727;406;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;18;8;5;;;;trapetsin muotoinen;KM 19727_406
SA;423010015;Lieto;Kukkarkoski I;KM;19727;407;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;17;14;5;;;;kielen muotoinen;KM 19727_407
SA;423010015;Lieto;Kukkarkoski I;KM;19727;408;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;;;;13;;4;kielen muotoinen;KM 19727_408
SA;423010015;Lieto;Kukkarkoski I;KM;19727;409;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;18;8;4;;;;trapetsin muotoinen;KM 19727_409
SA;423010015;Lieto;Kukkarkoski I;KM;19727;410;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;19;12;3;;;;kielen muotoinen;KM 19727_410
SA;423010015;Lieto;Kukkarkoski I;KM;19727;411;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;19;9;4;;;;trapetsin muotoinen;KM 19727_411
SA;423010015;Lieto;Kukkarkoski I;KM;19727;412;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;17;10;4;;;;trapetsin muotoinen;KM 19727_412
SA;423010015;Lieto;Kukkarkoski I;KM;19727;413;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;19;9;5;;;;trapetsin muotoinen;KM 19727_413
SA;423010015;Lieto;Kukkarkoski I;KM;19727;414;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;20;10;5;;;;trapetsin muotoinen;KM 19727_414
SA;423010015;Lieto;Kukkarkoski I;KM;19727;415;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;21;10;6;;;;pisaran muotoinen;KM 19727_415
SA;423010015;Lieto;Kukkarkoski I;KM;19727;416;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;18;8;5;;;;trapetsin muotoinen;KM 19727_416
SA;423010015;Lieto;Kukkarkoski I;KM;19727;417;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;18;9;4;;;;pisaran muotoinen;KM 19727_417
SA;423010015;Lieto;Kukkarkoski I;KM;19727;418;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;55;37;10;;;;kolmion muotoinen;KM 19727_418
SA;423010015;Lieto;Kukkarkoski I;KM;19727;419;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;20;7;4;;;;trapetsin muotoinen;KM 19727_419
SA;423010015;Lieto;Kukkarkoski I;KM;19727;420;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;19;8;4;;;;trapetsin muotoinen;KM 19727_420
SA;423010015;Lieto;Kukkarkoski I;KM;19727;421;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;;;;32;;8;kielen muotoinen;KM 19727_421
SA;423010015;Lieto;Kukkarkoski I;KM;19727;422;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;16;10;7;;;;satunnaismuotoinen;KM 19727_422
SA;423010015;Lieto;Kukkarkoski I;KM;19727;423;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;20;7;6;;;;hampaan muotoinen;KM 19727_423
SA;423010015;Lieto;Kukkarkoski I;KM;19727;424;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;18;9;5;;;;pisaran muotoinen;KM 19727_424
SA;423010015;Lieto;Kukkarkoski I;KM;19727;425;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;18;8;4;;;;pisaran muotoinen;KM 19727_425
SA;423010015;Lieto;Kukkarkoski I;KM;19727;426;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;20;9;4;;;;kielen muotoinen;KM 19727_426
SA;423010015;Lieto;Kukkarkoski I;KM;19727;427;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;19;9;4;;;;trapetsin muotoinen;KM 19727_427
SA;423010015;Lieto;Kukkarkoski I;KM;19727;428;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;20;7;4;;;;pisaran muotoinen;KM 19727_428
SA;423010015;Lieto;Kukkarkoski I;KM;19727;429;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;20;7;4;;;;hampaan muotoinen;KM 19727_429
SA;423010015;Lieto;Kukkarkoski I;KM;19727;430;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;;;;8;;4;hampaan muotoinen;KM 19727_430
SA;423010015;Lieto;Kukkarkoski I;KM;19727;432;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;27;17;10;;;;pisaran muotoinen;KM 19727_432
SA;423010015;Lieto;Kukkarkoski I;KM;19727;433;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber ring;Amber ring;Meripihkarengas;1;FALSE;;;;14;7;4;pala renkaan kehää;KM 19727_433
SA;423010015;Lieto;Kukkarkoski I;KM;19727;434;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;33;26;6;;;;kielen muotoinen;KM 19727_434
SA;423010015;Lieto;Kukkarkoski I;KM;19727;435;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;21;20;5;;;;kielen muotoinen;KM 19727_435
SA;423010015;Lieto;Kukkarkoski I;KM;19727;436;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;20;15;7;;;;satunnaismuotoinen;KM 19727_436
SA;423010015;Lieto;Kukkarkoski I;KM;19727;437;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber ring;Amber ring;Meripihkarengas;1;FALSE;;;;3;8;17;pala renkaan kehää;KM 19727_437
SA;423010015;Lieto;Kukkarkoski I;KM;19727;438;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber ring;Amber ring;Meripihkarengas;1;FALSE;27;27;6;;;;renkaan muotoinen;KM 19727_438
SA;423010015;Lieto;Kukkarkoski I;KM;19727;439;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber ring;Amber ring;Meripihkarengas;1;FALSE;14;14;6;;;;renkaan muotoinen helmi;KM 19727_439
SA;423010015;Lieto;Kukkarkoski I;KM;19727;440;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;23;15;7;;;;kielen muotoinen;KM 19727_440
SA;423010015;Lieto;Kukkarkoski I;KM;19727;441;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;32;18;10;;;;kielen muotoinen;KM 19727_441
SA;423010015;Lieto;Kukkarkoski I;KM;19727;442;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;;;;;;4;pisaranmuotoinen;KM 19727_442
SA;423010015;Lieto;Kukkarkoski I;KM;19727;443;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber ring;Amber ring;Meripihkarengas;1;FALSE;;;;;;;pala renkaan kehää;KM 19727_443
SA;423010015;Lieto;Kukkarkoski I;KM;19727;444;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;28;19;8;;;;satunnaismuotoinen;KM 19727_444
SA;423010015;Lieto;Kukkarkoski I;KM;19727;445;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;32;24;8;;;;satunnaismuotoinen;KM 19727_445
SA;423010015;Lieto;Kukkarkoski I;KM;19727;446;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;27;26;6;;;;kielen muotoinen;KM 19727_446
SA;423010015;Lieto;Kukkarkoski I;KM;19727;447;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;20;12;7;;;;tunnistamaton;KM 19727_447
SA;423010015;Lieto;Kukkarkoski I;KM;19727;448;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;26;14;10;;;;pisaran muotoinen;KM 19727_448
SA;423010015;Lieto;Kukkarkoski I;KM;19727;449;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;;;;20;15;5;kielen muotoinen;KM 19727_449
SA;423010015;Lieto;Kukkarkoski I;KM;19727;450;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;25;16;5;;;;kielen muotoinen;KM 19727_450
SA;423010015;Lieto;Kukkarkoski I;KM;19727;451;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;;;;8;6;5;kielen muotoinen;KM 19727_451
SA;423010015;Lieto;Kukkarkoski I;KM;19727;452;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;20;15;4;;;;kielen muotoinen;KM 19727_452
SA;423010015;Lieto;Kukkarkoski I;KM;19727;453;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;20;14;5;;;;kielen muotoinen;KM 19727_453
SA;423010015;Lieto;Kukkarkoski I;KM;19727;454;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;23;14;9;;;;satunnaismuotoinen;KM 19727_454
SA;423010015;Lieto;Kukkarkoski I;KM;19727;455;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;25;13;6;;;;pisaran muotoinen;KM 19727_455
SA;423010015;Lieto;Kukkarkoski I;KM;19727;458;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;;;;21;20;6;kielen muotoinen;KM 19727_458
SA;423010015;Lieto;Kukkarkoski I;KM;19727;459;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;;;;;;8;kielen muotoinen;KM 19727_459
SA;423010015;Lieto;Kukkarkoski I;KM;19727;460;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Amber artefacts;Amber pendant;Amber pendant;Meripihkariipus;1;FALSE;;;;;;;paloina;KM 19727_460
