Phase;Site id;Collection;Main number;Subnumber;Municipality;Site name;p;i;z;m1;m2;m3;n1;n2;n3;n4;p1;p2;r1;r2;Category;Type;Subtype;Subtype (Finnish);Certainty;Main temper (Finnish);Other tempers (Finnish);Count (1-10);Count (10-100);Count (>100);Other notes (Finnish)
SA;619010002;KM;13669;1-461;Punkalaidun;Rautionmaa;6781987;3292623;75;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;2;;;TRUE;FALSE;FALSE;415, 437
SA;846010004;KM;13671;1-79;Teuva;Pappilankangas;6937861;3226342;62,5;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Early Comb Ware;Sperrings 2 Ware;Ka 1:2;2;hiekka;orgaaninen;TRUE;FALSE;FALSE;
SA;846010004;KM;13671;82-83;Teuva;Pappilankangas;6937861;3226342;62,5;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Other pottery;Other pottery;keram;;sekoitteeton;;TRUE;FALSE;FALSE;
SA;277010014;KM;13738;1-3;Jyv„skyl„;Innala;6875960;3434560;85;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Early Asbestos Ware;Early Asbestos Ware;Vasb;1;asbesti;;TRUE;FALSE;FALSE;Kaunissaari
SA;889010085;KM;13754;1-4;Utaj„rvi;Roinila;7187280;3468220;75;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;S„r„isniemi 1 Ware;S„r„isniemi 1 Ware;S„r 1;1;hiekka;;TRUE;FALSE;FALSE;
SA;857010001;KM;13759;;Tuusniemi;Laukansalo;6944560;3576800;90;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;talkki;;TRUE;FALSE;FALSE;
SA;699010254;KM;13768;1-515;Rovaniemi;Kolpene;7377250;3445960;77;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;orgaaninen;;FALSE;FALSE;TRUE;koivuterva (370)
SA;503010030;KM;13773;1-41;Myn„m„ki;Myllynummi;6750401;3240022;48;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Early Comb Ware;Sperrings 1 Ware;Ka 1:1;1;kivimurska;;FALSE;TRUE;FALSE;karsta (18,27)
SA;50010022;KM;13780;1-10;Eura;Uusi kansakoulu (Kauttuan ala-aste);6788707;3239300;45;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;orgaaninen;;TRUE;FALSE;FALSE;
SA;271010016;KM;13786;1-109;Kokem„ki;Pispa;6804950;3253395;43,5;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;kivimurska;orgaaninen;FALSE;TRUE;FALSE;
SA;44010009;KM;13837;1-4;Kouvola;H„meenkyl„;6723570;3473800;20;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;hiekka;;TRUE;FALSE;FALSE;
SA;701010006;KM;13841;1-3;Loviisa;Holmg†rd;6709060;3461880;20;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;hiekka;kivimurska;FALSE;TRUE;FALSE;
SA;79010025;KM;13842;1-616;Harjavalta;Lyytik„nharju;6809597;3239454;35;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Pottery;Kiukainen Ware;Kiukainen Ware;Kiukainen;2;kivimurska;;FALSE;FALSE;TRUE;
SA;79010025;KM;13842;1-616;Harjavalta;Lyytik„nharju;6809597;3239454;35;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Pyheensilta Ware;Pyheensilta Ware;Pyheensilta;1;orgaaninen;;FALSE;FALSE;TRUE;pikkukuppi (315), karsta (338)
SA;50010033;KM;13852;1-200;Eura;Kolmhaara;6770412;3232884;42;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;J„k„rl„ Ware;J„k„rl„ Ware;J„k„rl„;1;orgaaninen;;FALSE;FALSE;TRUE;karsta (72,90,137)
SA;50010033;KM;13852;1-200;Eura;Kolmhaara;6770412;3232884;42;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;hiekka;orgaaninen;FALSE;FALSE;TRUE;
SA;635010001;KM;13880;1-131;P„lk„ne;Hirvo;6804345;3346146;85;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Early Comb Ware;Sperrings 2 Ware;Ka 1:2;2;kivimurska;;TRUE;FALSE;FALSE;
SA;420010002;KM;13886;1-453;Lepp„virta;Voutilainen;6925820;3555440;90;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;talkki;shamotti, hiekka, kivimurska;FALSE;FALSE;TRUE;koivuterva (1,2,143,234 C14-n„yte,253,262,304), pikkukuppi (23,178,188,392), karsta (88,92,168)
SA;420010002;KM;13886;1-453;Lepp„virta;Voutilainen;6925820;3555440;90;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Middle and Late Neolithic Asbestos- and Organic Tempered Ware;Orovnavolok Ware;Orovnavolok;3;orgaaninen;asbesti;TRUE;FALSE;FALSE;muistuttaa Uskelaa (224)
SA;420010002;KM;13886;1-453;Lepp„virta;Voutilainen;6925820;3555440;90;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Early Asbestos Ware;Early Asbestos Ware;Vasb;1;asbesti;;FALSE;FALSE;TRUE;Kaunissaari, karsta (151 runsaasti!), maalia?(254), plastinen koristelu (325)
SA;601010009;KM;13887;1-83;Pihtipudas;Karjalanm„ki;7031100;3426740;115;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Early Comb Ware;Sperrings 1 Ware;Ka 1:1;1;kivimurska;;TRUE;FALSE;FALSE;
SA;601010009;KM;13887;1-83;Pihtipudas;Karjalanm„ki;7031100;3426740;115;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Early Comb Ware;Sperrings 2 Ware;Ka 1:2;1;kivimurska;;FALSE;FALSE;TRUE;
SA;601010009;KM;13887;1-83;Pihtipudas;Karjalanm„ki;7031100;3426740;115;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;hiekka;;TRUE;FALSE;FALSE;
SA;601010009;KM;13887;1-83;Pihtipudas;Karjalanm„ki;7031100;3426740;115;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Middle and Late Neolithic Asbestos- and Organic Tempered Ware;P”lj„ Ware;P”lj„;1;asbesti;;FALSE;FALSE;TRUE;
SA;601010012;KM;13887;84-91;Pihtipudas;Madeneva;7031680;3427980;115;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;hiekka;;FALSE;TRUE;FALSE;
SA;1000005084;KM;13899;;Myrskyl„;Hjulmalmen;6726220;3436380;40;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Corded Ware;Corded Ware;nuora;1;shamotti;;TRUE;FALSE;FALSE;
SA;624010013;KM;13919;2-4;Pyht„„;Kinttum„ki;6720087;3478930;22,5;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;orgaaninen;;TRUE;FALSE;FALSE;
SA;785010041;KM;13936;1-2;Vaala;Muinaiskirkko;7146300;3506970;125;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;orgaaninen;;TRUE;FALSE;FALSE;
SA;785010041;KM;13936;1-2;Vaala;Muinaiskirkko;7146300;3506970;125;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Middle and Late Neolithic Asbestos- and Organic Tempered Ware;Kierikki/P”lj„ Ware;Kierikki/P”lj„;2;asbesti;;TRUE;FALSE;FALSE;
SA;50010033;KM;13943;1-47;Eura;Kolmhaara;6770412;3232884;42;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;hiekka;orgaaninen;FALSE;FALSE;TRUE;ulosp„in ty”ntyv„ reuna (esim 42), karsta (42)
SA;140010001;KM;13944;1-73;Iisalmi;Jysm„;7055050;3495500;100;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Middle and Late Neolithic Asbestos- and Organic Tempered Ware;P”lj„ Ware;P”lj„;1;asbesti;;FALSE;FALSE;TRUE;karsta (21 C14-ajoitus/M”kk”nen,25,30,35,37 C14x2/M”kk”nen,45,47,65,73 C14x2/M”kk”nen)
SA;407010012;KM;13948;1-82;Lapinj„rvi;Malm (Malmbacken/Malms);6725780;3458000;25;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Early Comb Ware;Sperrings 1 Ware;Ka 1:1;1;kivimurska;;FALSE;FALSE;FALSE;karsta (23)
SA;407010012;KM;13948;1-82;Lapinj„rvi;Malm (Malmbacken/Malms);6725780;3458000;25;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Corded Ware;Corded Ware;nuora;1;shamotti;;FALSE;FALSE;TRUE;karsta (17)
SA;52010004;KM;13950;1-10;Evij„rvi;Koskim„ki-Hautapelto;7030167;3328092;70;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Early Comb Ware;Early Comb Ware;Ka 1;2;kivimurska;;TRUE;FALSE;FALSE;Ka 1:1 tai Ka 1:2
SA;701010006;KM;13957;1-350;Loviisa;Holmg†rd;6709060;3461880;20;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;kivimurska;orgaaninen;FALSE;FALSE;TRUE;karsta (117), pikkukuppi (184)
SA;701010006;KM;13957;1-350;Loviisa;Holmg†rd;6709060;3461880;20;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Late Comb Ware;Late Comb Ware;Ka 3;1;orgaaninen;luu;FALSE;FALSE;TRUE;karsta (162,221)
SA;701010006;KM;13957;1-350;Loviisa;Holmg†rd;6709060;3461880;20;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Corded Ware;Corded Ware;nuora;2;;;TRUE;FALSE;FALSE;
SA;701010006;KM;13957;1-350;Loviisa;Holmg†rd;6709060;3461880;20;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Middle and Late Neolithic Asbestos- and Organic Tempered Ware;P”lj„ Ware;P”lj„;2;asbesti;;TRUE;FALSE;FALSE;karsta (132)
SA;857010001;KM;13964;1-212;Tuusniemi;Laukansalo;6944560;3576800;90;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;talkki;asbesti;FALSE;FALSE;TRUE;karsta (3,9,46,90,149,155,204), koivuterva (3,28,154,158), mustaa maalia (171)
SA;857010001;KM;13964;1-212;Tuusniemi;Laukansalo;6944560;3576800;90;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Middle and Late Neolithic Asbestos- and Organic Tempered Ware;Kierikki/P”lj„ Ware;Kierikki/P”lj„;2;asbesti;;FALSE;FALSE;FALSE;
SA;699010253;KM;13985;1-694;Rovaniemi;Kolpene;7377220;3446040;77;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;orgaaninen;shamotti;FALSE;TRUE;FALSE;rastikoristeinen pala (465)
SA;691010058;KM;14068;1-3;Reisj„rvi;Hylkiranta Luotola;7058395;3401535;115;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;hiekka;shamotti;FALSE;TRUE;FALSE;
SA;142010009;KM;14097;;Iitti;Salmenniemi;6765870;3452550;70;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;orgaaninen;kivimurska;FALSE;TRUE;FALSE;
SA;uusi 3664;KM;14102;1-49;Porvoo;Ali-Nikula;6705663;3431506;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Early Comb Ware;Sperrings 1 Ware;Ka 1:1;1;kivimurska;;FALSE;FALSE;FALSE;
SA;uusi 3664;KM;14102;1-49;Porvoo;Ali-Nikula;6705663;3431506;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;kivimurska;;FALSE;FALSE;FALSE;
SA;uusi 3664;KM;14102;1-49;Porvoo;Ali-Nikula;6705663;3431506;;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Corded Ware;Corded Ware;nuora;1;shamotti;;FALSE;FALSE;FALSE;
SA;1000016656;KM;14110;1-762;Rovaniemi;Muurolan Puustelli;7364580;3428700;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;2;orgaaninen;hiekka, shamotti;FALSE;TRUE;FALSE;karsta (623)
SA;699010297;KM;14114;1-68;Rovaniemi;Lahenoja;7352480;3498360;125;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Other pottery;Other pottery;keram;;asbesti;;TRUE;FALSE;FALSE;
SA;408010016;KM;14117;1-32;Lapua;Pitk„m„ki;6992765;3303163;55;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;orgaaninen;hiekka;FALSE;FALSE;TRUE;koivuterva (31, C14 n„yte),  karsta (17), pikkukuppi (16)
SA;917010050;KM;14123;1-3;Hamina;Lamminmaa;6730290;3524000;25;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Corded Ware;Corded Ware;nuora;1;shamotti;;FALSE;TRUE;FALSE;
SA;277010014;KM;14130;1-89;Jyv„skyl„;Innala;6875960;3434560;85;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Early Asbestos Ware;Early Asbestos Ware;Vasb;1;asbesti;;FALSE;TRUE;FALSE;
SA;408010016;KM;14133;1-3;Lapua;Pitk„m„ki;6992765;3303163;55;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Corded Ware;Corded Ware;nuora;3;shamotti;;TRUE;FALSE;FALSE;
SA;917010050;KM;14152;1-53;Hamina;Lamminmaa;6730290;3524000;25;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Corded Ware;Corded Ware;nuora;1;shamotti;;FALSE;FALSE;TRUE;
SA;613010054;KM;14163;1-11;Porvoo;Forsberg;6715100;3432700;37;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Corded Ware;Corded Ware;nuora;1;shamotti;;FALSE;FALSE;TRUE;karsta (4)
SA;49010054;KM;14164;;Espoo;Stenbacka;6676350;3366873;20;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;hiekka;;TRUE;FALSE;FALSE;
SA;50010022;KM;14168;1-2;Eura;Uusi kansakoulu (Kauttuan ala-aste);6788707;3239300;45;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;hiekka;;TRUE;FALSE;FALSE;
SA;140010001;KM;14195;1-3;Iisalmi;Jysm„;7055050;3495500;100;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Middle and Late Neolithic Asbestos- and Organic Tempered Ware;P”lj„ Ware;P”lj„;1;asbesti;;TRUE;FALSE;FALSE;
SA;142010009;KM;14201;1-3;Iitti;Salmenniemi;6765870;3452550;70;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;orgaaninen;kivimurska;TRUE;FALSE;FALSE;
SA;691010058;KM;14210;1-462;Reisj„rvi;Hylkiranta Luotola;7058395;3401535;115;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;orgaaninen;shamotti;FALSE;FALSE;TRUE;pikkukuppi (8,90,258,301,371), maalia (31,41)
SA;691010058;KM;14210;1-462;Reisj„rvi;Hylkiranta Luotola;7058395;3401535;115;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Late Comb Ware;Late Comb Ware;Ka 3;3;orgaaninen;;FALSE;FALSE;TRUE;koristeeton keramiikka
SA;691010058;KM;14210;1-462;Reisj„rvi;Hylkiranta Luotola;7058395;3401535;115;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Middle and Late Neolithic Asbestos- and Organic Tempered Ware;P”lj„ Ware;P”lj„;1;asbesti;;FALSE;FALSE;TRUE;reuna (417)
SA;777010025;KM;14244;1-12;Suomussalmi;Kalmos„rkk„;7237045;3614621;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Other pottery;Other pottery;keram;;orgaaninen;hiekka;TRUE;FALSE;FALSE;
SA;699010134;KM;14278;1551-1735;Rovaniemi;Vinnari;7370580;3434870;73;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Other pottery;Other pottery;keram;;hiekka;;TRUE;FALSE;FALSE;
SA;699010134;KM;14278;1-1490;Rovaniemi;Vinnari;7370580;3434870;73;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;S„r„isniemi 1 Ware;S„r„isniemi 1 Ware;S„r 1;1;hiekka;;TRUE;FALSE;FALSE;
SA;40010016;KM;14289;1-5;Kemi”nsaari;Ansvedja 1;6668557;3249952;25;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Other pottery;Other pottery;keram;;orgaaninen;;TRUE;FALSE;FALSE;
SA;423010015;KM;14290;1-23;Lieto;Kukkarkoski I;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;orgaaninen;hiekka;FALSE;TRUE;FALSE;
SA;778010001;KM;14295;1-1;Suonenjoki;Saunaniemi;6951100;3497200;100;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;hiekka;;TRUE;FALSE;FALSE;
SA;424010007;KM;14306;1-1;Loviisa;Hommansby Kvarnbacken;6717910;3454060;20;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;hiekka;;FALSE;TRUE;FALSE;
SA;1000001326;KM;14309;1-423;Sulkava;Ruunap„„nniemi;6854060;3574000;80;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;hiekka;orgaaninen;FALSE;FALSE;TRUE;koivuterva (10,22,37,64,175,244,340), pikkukuppi (20), mustaa maalia (319)
SA;1000001326;KM;14309;1-423;Sulkava;Ruunap„„nniemi;6854060;3574000;80;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Late Comb Ware;Late Comb Ware;Ka 3;1;orgaaninen;asbesti;FALSE;FALSE;TRUE;67,86,111, py”re„ pohja (173)
SA;1000001326;KM;14309;1-423;Sulkava;Ruunap„„nniemi;6854060;3574000;80;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Middle and Late Neolithic Asbestos- and Organic Tempered Ware;Kierikki Ware;Kierikki;1;asbesti;talkki;FALSE;FALSE;TRUE;
SA;1000001326;KM;14309;1-423;Sulkava;Ruunap„„nniemi;6854060;3574000;80;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Middle and Late Neolithic Asbestos- and Organic Tempered Ware;Orovnavolok Ware;Orovnavolok;2;asbesti;;FALSE;FALSE;TRUE;
SA;1000001326;KM;14309;1-423;Sulkava;Ruunap„„nniemi;6854060;3574000;80;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Middle and Late Neolithic Asbestos- and Organic Tempered Ware;P”lj„ Ware;P”lj„;2;asbesti;luu;FALSE;FALSE;TRUE;luusekoitteinen reunapala (101,162,212), tasapohja luusekoite (102)
SA;1000001323;KM;14316;1-51;Sulkava;Kapakkam„ki;6854620;3572400;82,5;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;kivimurska;hiekka, talkki;FALSE;FALSE;TRUE;koivuterva (8,18)
SA;1000001323;KM;14316;1-51;Sulkava;Kapakkam„ki;6854620;3572400;82,5;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Late Comb Ware;Late Comb Ware;Ka 3;2;luu;orgaaninen;FALSE;FALSE;TRUE;Ka 2 ja 3 v„limuoto
SA;423010015;KM;14324;1-10;Lieto;Kukkarkoski I;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;orgaaninen;;FALSE;TRUE;FALSE;
SA;699010123;KM;14338;1-330;Rovaniemi;Siikaniemi 1-3;7370940;3436570;71;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Early Comb Ware;Sperrings 2 Ware;Ka 1:2;1;hiekka;;TRUE;FALSE;FALSE;289,294,300, mustaa maalia  (300)
SA;778010001;KM;14339;1-9;Suonenjoki;Saunaniemi;6951100;3497200;100;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;hiekka;shamotti;FALSE;TRUE;FALSE;
SA;778010001;KM;14339;1-9;Suonenjoki;Saunaniemi;6951100;3497200;100;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Middle and Late Neolithic Asbestos- and Organic Tempered Ware;P”lj„ Ware;P”lj„;1;asbesti;;TRUE;FALSE;FALSE;
SA;320010074;KM;14345;1-84;Kemij„rvi;Juuniemi;7365260;3514770;130;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;S„r„isniemi 1 Ware;S„r„isniemi 1 Ware;S„r 1;1;hiekka;;TRUE;FALSE;TRUE;
SA;424010007;KM;14407;1-70;Loviisa;Hommansby Kvarnbacken;6717910;3454060;20;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;hiekka;orgaaninen;FALSE;FALSE;TRUE;
SA;424010007;KM;14407;1-70;Loviisa;Hommansby Kvarnbacken;6717910;3454060;20;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Corded Ware;Corded Ware;nuora;1;shamotti;;TRUE;FALSE;FALSE;
SA;699010123;KM;14410;1-690;Rovaniemi;Siikaniemi 1-3;7370940;3436570;71;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Early Comb Ware;Sperrings 2 Ware;Ka 1:2;1;hiekka;;TRUE;FALSE;FALSE;
