Phase;Site id;Collection;Main number;Subnumber;Municipality;Site name;p;i;z;m1;m2;m3;n1;n2;n3;n4;p1;p2;r1;r2;Category;Type;Subtype;Subtype (Finnish);Certainty;Main temper (Finnish);Other tempers (Finnish);Count (1-10);Count (10-100);Count (>100);Other notes (Finnish)
SA;porvoo 1;BM;57,297;;Porvoo;Ilola;6705663;3431506;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Late Comb Ware;Late Comb Ware;Ka 3;1;orgaaninen;;TRUE;FALSE;FALSE;
SA;613010040;BM;67,352;;Porvoo;B”le;6702770;3433160;10;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Early Comb Ware;Sperrings 1 Ware;Ka 1:1;1;kivimurska;;TRUE;FALSE;FALSE;
SA;613010040;BM;67,352;;Porvoo;B”le;6702770;3433160;10;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;orgaaninen;;TRUE;FALSE;FALSE;
SA;613010001;BM;67,408;;Porvoo;Bast„ng;6700317;3411819;20;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Corded Ware;Corded Ware;nuora;1;shamotti;;TRUE;FALSE;FALSE;
SA;613010002;BM;67,43;;Porvoo;V„stan† I;6700772;3411950;17;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Corded Ware;Corded Ware;nuora;2;shamotti;;TRUE;FALSE;FALSE;
SA;613010013;BM;67,468;;Porvoo;Henttala;6706900;3423780;20;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Early Comb Ware;Sperrings 1 Ware;Ka 1:1;1;kivimurska;;TRUE;FALSE;FALSE;
SA;613010013;BM;67,468;;Porvoo;Henttala;6706900;3423780;20;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;orgaaninen;;TRUE;FALSE;FALSE;
SA;613010040;BM;67,8;;Porvoo;B”le;6702770;3433160;10;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Early Comb Ware;Sperrings 1 Ware;Ka 1:1;1;kivimurska;;TRUE;FALSE;FALSE;
SA;613010040;BM;67,8;;Porvoo;B”le;6702770;3433160;10;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;kivimurska;;TRUE;FALSE;FALSE;
SA;porvoo 3;BM;68,149;;Sipoo;Fredriksdal;6701587;3407954;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Other pottery;Other pottery;keram;;orgaaninen;;TRUE;FALSE;FALSE;
SA;k„kisalmi 0;EKM;3238;;K„kisalmi;K„kisalmi?;6773607;3668466;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Early Asbestos Ware;Early Asbestos Ware;vasb;1;asbesti;;TRUE;FALSE;FALSE;
SA;831010006;EKM;11478;1-7;Taipalsaari;Vaateranta;6780780;3559700;79;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;hiekka;;FALSE;TRUE;FALSE;
SA;402010002;KHMESIE;1753;;Lapinlahti;K„rkk„inen;7029450;3520480;102,5;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;0;kivimurska;;FALSE;TRUE;TRUE;
SA;595010001;KHMESIE;2688;1-21;Pielavesi;Virranniska;7011000;3484020;105;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;0;kivimurska;;TRUE;FALSE;TRUE;
SA;740010001;KHMESIE;2696;;Savonlinna;P„„skylahti;6862231;3602745;85;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;-1;kivimurska;;FALSE;FALSE;TRUE;
SA;1000001323;KHMESIE;2984;1;Sulkava;Kapakkam„ki;6854620;3572400;82,5;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;-1;kivimurska;;FALSE;FALSE;TRUE;
SA;kuopio220;KHMESIE;4061;;Savonlinna;Kuokkala Pennanen;6879044;3606932;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;-1;asbesti;;FALSE;FALSE;FALSE;
SA;uusi 8364;KHMESIE;4081;;tuntematon;;;;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;0;orgaaninen;;TRUE;FALSE;TRUE;
SA;uusi 8364;KHMESIE;4081;;tuntematon;;;;;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Middle and Late Neolithic Asbestos- and Organic Tempered Ware;P”lj„ Ware;P”lj„;0;asbesti;;TRUE;FALSE;TRUE;
SA;749010003;KHMESIE;4305;;Siilinj„rvi;P”lj„n vanha kansakoulu;7002500;3531750;100;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;-1;kivimurska;;FALSE;FALSE;TRUE;
SA;919010001;KHMESIE;4326;1;Kuopio;Roikanm„ki;6968240;3558240;95;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;-1;kivimurska;asbesti;FALSE;FALSE;TRUE;
SA;857010001;KHMESIE;4444;1;Tuusniemi;Laukansalo;6944560;3576800;90;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;-1;kivimurska;;FALSE;FALSE;TRUE;
SA;uusi 8365;KHMESIE;4461;;tuntematon;;;;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Early Asbestos Ware;Early Asbestos Ware;Vasb;-1;asbesti;;FALSE;FALSE;TRUE;
SA;857010001;KHMESIE;5653;;Tuusniemi;Laukansalo;6944560;3576800;90;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;-1;hiekka;;FALSE;FALSE;TRUE;
SA;297010005;KHMESIE;5818;1;Kuopio;Holoppalan vaaru;6977490;3562340;95;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;0;asbesti;;TRUE;FALSE;FALSE;
SA;297010011;KHMESIE;5821;1;Kuopio;Kuoppam„ki;6983460;3548330;90;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Middle and Late Neolithic Asbestos- and Organic Tempered Ware;Kierikki Ware;Kierikki;0;;;TRUE;FALSE;TRUE;
SA;749010001;KHMESIE;5826;1;Siilinj„rvi;P”lj„;7002000;3531950;95;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Middle and Late Neolithic Asbestos- and Organic Tempered Ware;P”lj„ Ware;P”lj„;0;asbesti;;FALSE;FALSE;TRUE;
SA;595010001;KHMESIE;5828;1;Pielavesi;Virranniska;7011000;3484020;105;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;-1;kivimurska;;FALSE;FALSE;TRUE;
SA;595010006;KHMESIE;5830;1;Pielavesi;Meijerinkangas;6999920;3482310;103;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;S„r„isniemi 2 Ware;S„r„isniemi 2 Ware;S„r 2;-1;asbesti;;FALSE;FALSE;FALSE;
SA;595010014;KHMESIE;5834;1;Pielavesi;Vanhapappila;7016439;3484244;105;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;0;;;FALSE;FALSE;FALSE;
SA;140010001;KHMESIE;5839;1;Iisalmi;Jysm„;7055050;3495500;100;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;-1;kivimurska;;FALSE;FALSE;TRUE;
SA;402010006;KHMESIE;5840;1-4;Lapinlahti;Honkaharju;7031380;3519540;102;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;0;;;TRUE;FALSE;TRUE;
SA;297010006;KHMESIE;5865;1;Kuopio;V„lisalmen vaaru;6977240;3563000;95;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;-1;asbesti;;FALSE;FALSE;TRUE;
SA;749010008;KHMESIE;5933;1-2;Siilinj„rvi;Jokela;7001600;3532390;97;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Middle and Late Neolithic Asbestos- and Organic Tempered Ware;Kierikki Ware;Kierikki;0;asbesti;;TRUE;FALSE;TRUE;
SA;749010001;KHMESIE;5935;1-6;Siilinj„rvi;P”lj„;7002000;3531950;95;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;S„r„isniemi 2 Ware;Luukonsaari Ware;Luukonsaari;0;asbesti;;TRUE;FALSE;FALSE;
SA;402010006;KHMESIE;5947;;Lapinlahti;Honkaharju;7031380;3519540;102;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;-1;hiekka;asbesti;FALSE;FALSE;TRUE;
SA;749010003;KHMESIE;5948;1-263;Siilinj„rvi;P”lj„n vanha kansakoulu;7002500;3531750;100;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;0;hiekka;;FALSE;TRUE;TRUE;
SA;749010003;KHMESIE;5948;1-263;Siilinj„rvi;P”lj„n vanha kansakoulu;7002500;3531750;100;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;0;asbesti;;FALSE;TRUE;TRUE;
SA;749010003;KHMESIE;5948;1-263;Siilinj„rvi;P”lj„n vanha kansakoulu;7002500;3531750;100;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Early Asbestos Ware;Early Asbestos Ware;Vasb;0;asbesti;;FALSE;TRUE;TRUE;Ka 1:2 (asb), Kaunissaari
SA;925010001;KHMESIE;5949;1-53;Vierem„;Hukkalanharju;7072400;3499640;110;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;0;hiekka;;TRUE;FALSE;TRUE;
SA;925010001;KHMESIE;5949;1-53;Vierem„;Hukkalanharju;7072400;3499640;110;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Early Asbestos Ware;Early Asbestos Ware;Vasb;0;asbesti;;TRUE;FALSE;TRUE;
SA;595010015;KHMESIE;5952;1-4;Pielavesi;Kivim„ki;7038440;3480630;113;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Early Comb Ware;Sperrings 2 Ware;Ka 1:2;-1;kivimurska;;FALSE;TRUE;FALSE;
SA;595010014;KHMESIE;5955;1-11;Pielavesi;Vanhapappila;7016439;3484244;105;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;-1;talkki;;FALSE;FALSE;TRUE;
SA;595010014;KHMESIE;5955;1-11;Pielavesi;Vanhapappila;7016439;3484244;105;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Other pottery;Other pottery;keram;-1;asbesti;;FALSE;FALSE;TRUE;
SA;595010014;KHMESIE;5955;1-11;Pielavesi;Vanhapappila;7016439;3484244;105;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Early Asbestos Ware;Early Asbestos Ware;Vasb;-1;kivimurska;;FALSE;FALSE;TRUE;
SA;857010003;KHMESIE;5962;2;Tuusniemi;Multim„ki;6953705;3582685;102;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;0;asbesti;;TRUE;FALSE;FALSE;
SA;857010003;KHMESIE;5962;2;Tuusniemi;Multim„ki;6953705;3582685;102;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Middle and Late Neolithic Asbestos- and Organic Tempered Ware;P”lj„ Ware;P”lj„;0;;;TRUE;FALSE;FALSE;
SA;857010003;KHMESIE;5962;2;Tuusniemi;Multim„ki;6953705;3582685;102;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Early Asbestos Ware;Early Asbestos Ware;Vasb;0;;;FALSE;FALSE;TRUE;
SA;297010011;KHMESIE;5966;1;Kuopio;Kuoppam„ki;6983460;3548330;90;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Kierikki Ware;Kierikki Ware;Kierikki;-1;asbesti;;FALSE;TRUE;FALSE;
SA;204010001;KHMESIE;6146;1-5;Kaavi;Tyynel„;6970343;3595986;102;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;0;hiekka;;TRUE;FALSE;TRUE;karsta (1)
SA;204010001;KHMESIE;6146;1-5;Kaavi;Tyynel„;6970343;3595986;102;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Early Asbestos Ware;Early Asbestos Ware;Vasb;2;asbesti;;TRUE;FALSE;FALSE;erikoinen, muistuttaa Kierikki„
SA;925010001;KHMESIE;6152;1;Vierem„;Hukkalanharju;7072400;3499640;110;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Early Asbestos Ware;Kierikki WareEarly Asbestos Ware;Vasb;2;asbesti;;TRUE;FALSE;FALSE;
SA;297010011;KHMESIE;6153;1-121;Kuopio;Kuoppam„ki;6983460;3548330;90;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Middle and Late Neolithic Asbestos- and Organic Tempered Ware;Kierikki Ware;Kierikki;0;asbesti;;FALSE;TRUE;TRUE;
SA;749010003;KHMESIE;6155;1-16;Siilinj„rvi;P”lj„n vanha kansakoulu;7002500;3531750;100;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;0;asbesti;;TRUE;FALSE;TRUE;
SA;749010003;KHMESIE;6155;1-16;Siilinj„rvi;P”lj„n vanha kansakoulu;7002500;3531750;100;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;0;hiekka;;TRUE;FALSE;TRUE;
SA;749010003;KHMESIE;6155;1-16;Siilinj„rvi;P”lj„n vanha kansakoulu;7002500;3531750;100;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Middle and Late Neolithic Asbestos- and Organic Tempered Ware;Kierikki Ware;Kierikki;2;asbesti;;TRUE;FALSE;FALSE;
SA;174010002;KHMESIE;6163;1;Kuopio;Kalmoniemi;7001870;3567200;95;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Other pottery;Other pottery;keram;-1;asbesti;talkki;FALSE;FALSE;FALSE;
SA;420010006;KHMESIE;6180;1-2;Lepp„virta;Lahdenranta;6926400;3538120;90;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;0;talkki;;TRUE;FALSE;TRUE;
SA;420010006;KHMESIE;6180;1-2;Lepp„virta;Lahdenranta;6926400;3538120;90;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;0;asbesti;;TRUE;FALSE;TRUE;
SA;420010007;KHMESIE;6181;;Lepp„virta;Harjula;6928300;3561653;92;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;0;talkki;;TRUE;FALSE;TRUE;
SA;420010001;KHMESIE;6182;;Lepp„virta;Turpeensalmi;6928650;3561000;92;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;0;hiekka;talkki;TRUE;FALSE;FALSE;
SA;420010005;KHMESIE;6186;;Lepp„virta;Kiesinkivi;6923640;3555540;90;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Middle and Late Neolithic Asbestos- and Organic Tempered Ware;Kierikki Ware;Kierikki;0;asbesti;;FALSE;FALSE;TRUE;
SA;420010004;KHMESIE;6187;1;Lepp„virta;Valkama;6925530;3556300;92;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Other pottery;Other pottery;keram;-1;hiekka;talkki;FALSE;FALSE;FALSE;
SA;420010002;KHMESIE;6188;;Lepp„virta;Voutilainen;6925820;3555440;90;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;-1;hiekka;talkki;FALSE;FALSE;TRUE;
SA;420010011;KHMESIE;6189;1;Lepp„virta;Vetotaipale 2;6925560;3555970;90;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;-1;talkki;;FALSE;FALSE;TRUE;
SA;844010008;KHMESIE;6245;;Tervo;Syv„salmi;6984410;3491510;100;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;-1;asbesti;;FALSE;FALSE;TRUE;karsta (1)
SA;263010014;KHMESIE;6253;1;Kiuruvesi;Jokela;7068520;3473860;107;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;2;hiekka;;TRUE;FALSE;FALSE;
SA;263010001;KHMESIE;6266;1-4;Kiuruvesi;Hinkusalmi;7070360;3471400;107;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Other pottery;Other pottery;keram;-1;asbesti;;FALSE;FALSE;FALSE;
SA;263010001;KHMESIE;6266;1-4;Kiuruvesi;Hinkusalmi;7070360;3471400;107;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Other pottery;Other pottery;keram;-1;hiekka;;FALSE;FALSE;FALSE;
SA;263010004;KHMESIE;6270;1-2;Kiuruvesi;Hukkala;7075160;3467640;117;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;kivimurska;;TRUE;FALSE;FALSE;
SA;263010013;KHMESIE;6271;;Kiuruvesi;Tuonelanharju;7064660;3477780;135;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Early Comb Ware;Sperrings 2 Ware;Ka 1:2;1;kivimurska;;TRUE;FALSE;FALSE;
SA;140010001;KHMESIE;6294;1-4;Iisalmi;Jysm„;7055050;3495500;100;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Other pottery;Other pottery;keram;-1;asbesti;;FALSE;FALSE;FALSE;
SA;426010001;KHMESIE;6345;;Liperi;Kyl„s„rkk„;6937390;3624420;85;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;0;asbesti;;TRUE;FALSE;TRUE;
SA;857010003;KHMESIE;6351;;Tuusniemi;Multim„ki;6953705;3582685;102;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;0;talkki;;TRUE;FALSE;TRUE;
SA;857010003;KHMESIE;6351;;Tuusniemi;Multim„ki;6953705;3582685;102;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Early Asbestos Ware;Early Asbestos Ware;Vasb;-1;asbesti;;FALSE;FALSE;TRUE;
SA;857010004;KHMESIE;6393;1;Tuusniemi;Mustonen;6967717;3577027;105;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Early Comb Ware;Sperrings 2 Ware;Ka 1:2;2;hiekka;;TRUE;FALSE;FALSE;
SA;140010001;KHMESIE;6483;;Iisalmi;Jysm„;7055050;3495500;100;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Middle and Late Neolithic Asbestos- and Organic Tempered Ware;Jysm„ Ware;Jysm„;0;asbesti;;TRUE;FALSE;TRUE;karsta (12), mahdollisesti Orovnavolok
SA;140010010;KHMESIE;6489;;Iisalmi;Kauppis-Heikin koulu;7046080;3512260;100;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;0;orgaaninen;;TRUE;FALSE;TRUE;
SA;140010010;KHMESIE;6489;;Iisalmi;Kauppis-Heikin koulu;7046080;3512260;100;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;0;kivimurska;;TRUE;FALSE;TRUE;
SA;140010010;KHMESIE;6489;;Iisalmi;Kauppis-Heikin koulu;7046080;3512260;100;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Middle and Late Neolithic Asbestos- and Organic Tempered Ware;Kierikki Ware;Kierikki;0;asbesti;;TRUE;FALSE;TRUE;
SA;595010015;KHMESIE;6495;;Pielavesi;Kivim„ki;7038440;3480630;113;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;-1;kivimurska;;FALSE;FALSE;TRUE;
SA;857010003;KHMESIE;6497;;Tuusniemi;Multim„ki;6953705;3582685;102;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;-1;hiekka;;TRUE;FALSE;FALSE;
SA;857010003;KHMESIE;6497;;Tuusniemi;Multim„ki;6953705;3582685;102;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Early Asbestos Ware;Early Asbestos Ware;Vasb;-1;asbesti;;FALSE;FALSE;TRUE;
SA;309010001;KHMESIE;6498;1;Outokumpu;Laitasaari;6949729;3594052;102;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Other pottery;Other pottery;keram;-1;asbesti;;FALSE;FALSE;FALSE;
SA;778010001;KHMESIE;6514;1-3;Suonenjoki;Saunaniemi;6951100;3497200;100;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Other pottery;Other pottery;keram;-1;kivimurska;;FALSE;FALSE;FALSE;
SA;844010005;KHMESIE;6519;;Tervo;Hiekkaniemi;6973960;3494700;100;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;0;asbesti;;FALSE;FALSE;TRUE;
SA;925010001;KHMESIE;6521;1-159;Vierem„;Hukkalanharju;7072400;3499640;110;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;-1;kivimurska;;FALSE;TRUE;TRUE;
SA;925010001;KHMESIE;6521;1-159;Vierem„;Hukkalanharju;7072400;3499640;110;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Early Asbestos Ware;Early Asbestos Ware;Vasb;0;asbesti;;FALSE;TRUE;TRUE;karsta (2)
