Phase;Site id;Collection;Main number;Subnumber;Municipality;Site name;p;i;z;m1;m2;m3;n1;n2;n3;n4;p1;p2;r1;r2;Category;Type;Subtype;Subtype (Finnish);Certainty;Integrity;Length (mm);Width (mm);Thickness (mm);Fragment length (mm);Fragment width (mm);Fragment thickness (mm);Other notes (Finnish)
SA;503010040;KM;10903;117;MynÑmÑki;Pyheensilta, Laajoen luoteispuoli;6747129;3223642;30;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;1;TRUE;21;6;5;;;;
SA;613010013;KM;11143;285;Porvoo;Henttala;6706900;3423780;20;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;2;FALSE;;;;20;20;5;
SA;613010013;KM;11143;402;Porvoo;Henttala;6706900;3423780;20;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;1;FALSE;;;;31;28;10;
SA;613010013;KM;11143;420;Porvoo;Henttala;6706900;3423780;20;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;1;FALSE;;;;37;21;11;
SA;613010013;KM;11143;495;Porvoo;Henttala;6706900;3423780;20;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;1;FALSE;;;;19;11;8;
SA;613010013;KM;11143;495;Porvoo;Henttala;6706900;3423780;20;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;1;FALSE;;;;21;18;4;piirtokoristelua
SA;50010033;KM;11196;829;Eura;Kolmhaara;6770412;3232884;42;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay button;Saviesine, nappi;1;TRUE;24;24;8;;;;
SA;252010025;KM;11305;11;Salo;Krapi (eli SeppÑ);6708215;3311252;70;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay ring;Saviesine, rengas;2;FALSE;48;40;22;;;;kuonaantunut (palkeen suu?)
SA;uusi 3322;KM;11425;8;Vuoksenranta;Sintola;6744545;3632944;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay ball;Saviesine, pallo;1;TRUE;9;9;8;;;;
SA;uusi 3322;KM;11425;8;Vuoksenranta;Sintola;6744545;3632944;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay ball;Saviesine, pallo;1;TRUE;10;9;8;;;;
SA;uusi 3322;KM;11425;8;Vuoksenranta;Sintola;6744545;3632944;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay ball;Saviesine, pallo;1;TRUE;10;9;9;;;;
SA;uusi 3322;KM;11425;8;Vuoksenranta;Sintola;6744545;3632944;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay ball;Saviesine, pallo;1;TRUE;8;8;7;;;;
SA;uusi 3322;KM;11425;8;Vuoksenranta;Sintola;6744545;3632944;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay ball;Saviesine, pallo;1;TRUE;9;8;7;;;;
SA;408010016;KM;11491;242;Lapua;PitkÑmÑki;6992765;3303163;55;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;1;FALSE;;;;27;8;8;
SA;924010008;KM;11600;1;Veteli;Hautaketo/EmÑntÑkoulu;7047526;3338694;75;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;1;FALSE;;;;33;23;14;Paimion tyyppi?
SA;613010013;KM;11617;103;Porvoo;Henttala;6706900;3423780;20;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;2;FALSE;;;;40;27;14;koristeltu, ehkÑ Paimion tyyppi
SA;613010013;KM;11617;107;Porvoo;Henttala;6706900;3423780;20;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;1;FALSE;;;;23;18;4;levymÑinen esine
SA;613010013;KM;11617;224;Porvoo;Henttala;6706900;3423780;20;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;2;FALSE;;;;36;20;9;
SA;601010012;KM;12520;13;Pihtipudas;Madeneva;7031680;3427980;115;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Bent clay idol;Savi-idoli, kÑyrÑ;1;TRUE;56;24;20;;;;
SA;489010016;KM;12674;;MiehikkÑlÑ;Villasiinpolvi;6724150;3549120;17;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;1;FALSE;;;;34;24;14;
SA;853010019;KM;12686;173;Turku;Maaria KÑrsÑmÑki;6716949;3241201;25;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay ball;Saviesine, pallo;1;FALSE;;;;15;15;8;
SA;853010019;KM;12686;181;Turku;Maaria KÑrsÑmÑki;6716949;3241201;25;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;1;FALSE;;;;21;12;7;
SA;285010043;KM;12750;17;Kotka;Juurikorpi 1;6721200;3497360;20;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;1;FALSE;;;;24;12;12;
SA;285010043;KM;12750;29;Kotka;Juurikorpi 1;6721200;3497360;20;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay pendant;Saviesine, riipus;1;TRUE;36;32;8;;;;
SA;613010038;KM;12874;9;Porvoo;VÑvarsbacka;6707940;3430720;15;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;2;TRUE;29;16;11;;;;
SA;613010038;KM;12874;26;Porvoo;VÑvarsbacka;6707940;3430720;15;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;1;FALSE;;;;26;11;11;
SA;246010001;KM;13061;132;Savonlinna;Vehkaranta;6878610;3610748;82,5;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;1;FALSE;;;;21;7;7;
SA;853010019;KM;13075;1051;Turku;Maaria KÑrsÑmÑki;6716949;3241201;25;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;2;FALSE;;;;;;;kaksi palaa
SA;853010019;KM;13075;1113;Turku;Maaria KÑrsÑmÑki;6716949;3241201;25;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;2;FALSE;;;;37;17;16;
SA;853010019;KM;13075;1363;Turku;Maaria KÑrsÑmÑki;6716949;3241201;25;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;1;FALSE;;;;32;24;14;savipallukka
SA;853010019;KM;13075;1801;Turku;Maaria KÑrsÑmÑki;6716949;3241201;25;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;1;FALSE;;;;33;15;10;
SA;408010016;KM;13306;5;Lapua;PitkÑmÑki;6992765;3303163;55;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;1;FALSE;;;;20;19;8;
SA;408010016;KM;13306;49;Lapua;PitkÑmÑki;6992765;3303163;55;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;1;FALSE;;;;25;11;6;
SA;408010016;KM;13306;143;Lapua;PitkÑmÑki;6992765;3303163;55;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;2;FALSE;;;;34;28;16;pyîreÑhkî klîntti
SA;408010016;KM;13306;238;Lapua;PitkÑmÑki;6992765;3303163;55;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay disc;Saviesine, kiekko;2;FALSE;;;;41;20;11;
SA;408010016;KM;13306;522;Lapua;PitkÑmÑki;6992765;3303163;55;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;2;FALSE;;;;21;18;9;
SA;408010016;KM;13306;710;Lapua;PitkÑmÑki;6992765;3303163;55;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;1;FALSE;;;;18;10;6;kÑyrÑ tanko, ehkÑ idolin jalka
SA;408010016;KM;13563;124;Lapua;PitkÑmÑki;6992765;3303163;55;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Bent clay idol;Savi-idoli, kÑyrÑ;1;FALSE;;;;30;22;11;kÑyrÑ idoli, selkÑharjallinen
SA;408010016;KM;13563;172;Lapua;PitkÑmÑki;6992765;3303163;55;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;1;FALSE;;;;34;12;8;
SA;408010016;KM;13563;351;Lapua;PitkÑmÑki;6992765;3303163;55;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Bent clay idol;Savi-idoli, kÑyrÑ;2;FALSE;;;;28;24;14;istuvan/kÑyrÑn idolin katkelma
SA;408010016;KM;13563;428;Lapua;PitkÑmÑki;6992765;3303163;55;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;2;FALSE;;;;;;;kaksi kiemuraista kappaletta
SA;408010016;KM;13563;609;Lapua;PitkÑmÑki;6992765;3303163;55;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Bent clay idol;Savi-idoli, kÑyrÑ;1;FALSE;;;;26;20;12;kÑyrÑ idoli, selkÑharjallinen
SA;408010016;KM;13563;684;Lapua;PitkÑmÑki;6992765;3303163;55;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Bent clay idol;Savi-idoli, kÑyrÑ;1;FALSE;;;;28;15;12;kÑyrÑn idolin jalka
SA;408010016;KM;13563;706;Lapua;PitkÑmÑki;6992765;3303163;55;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;1;FALSE;;;;37;22;16;iso savikiekon tms katkelma
SA;44010009;KM;13649;43;Kouvola;HÑmeenkylÑ;6723570;3473800;20;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;1;FALSE;;;;37;14;16;ehkÑ idolista
SA;44010009;KM;13649;54;Kouvola;HÑmeenkylÑ;6723570;3473800;20;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Anthropomorphic clay idol;Savi-idoli, ihminen;2;FALSE;;;;31;18;7;koristeltu
SA;420010002;KM;13886;91;LeppÑvirta;Voutilainen;6925820;3555440;90;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Anthropomorphic clay idol;Savi-idoli, ihminen;1;FALSE;;;;23;19;15;
SA;420010002;KM;13886;208;LeppÑvirta;Voutilainen;6925820;3555440;90;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;1;FALSE;;;;;;;kaksi spiraalimaista katkelmaa
SA;701010006;KM;13957;199;Loviisa;HolmgÜrd;6709060;3461880;20;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;2;TRUE;30;14;10;;;;
SA;uusi 3664;KM;14102;5;Porvoo;Ali-Nikula;6705663;3431506;;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;1;FALSE;;;;25;10;9;
SA;50010033;KM;14742;;Eura;Kolmhaara;6770412;3232884;42;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;1;FALSE;;;;43;20;15;
SA;503010040;KM;14775;85;MynÑmÑki;Pyheensilta, Laajoen luoteispuoli;6747129;3223642;30;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;1;FALSE;;;;25;9;8;ei mittoja
SA;503010040;KM;14775;281;MynÑmÑki;Pyheensilta, Laajoen luoteispuoli;6747129;3223642;30;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;1;FALSE;;;;26;23;10;kartio
SA;503010040;KM;14775;282;MynÑmÑki;Pyheensilta, Laajoen luoteispuoli;6747129;3223642;30;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;2;FALSE;;;;23;20;13;mîykky
SA;503010040;KM;14775;319;MynÑmÑki;Pyheensilta, Laajoen luoteispuoli;6747129;3223642;30;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;2;FALSE;;;;25;14;14;pîtkî
SA;503010040;KM;14775;430;MynÑmÑki;Pyheensilta, Laajoen luoteispuoli;6747129;3223642;30;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay disc;Saviesine, kiekko;1;FALSE;;;;27;15;7;ei mittoja
SA;778010001;KM;14821;25;Suonenjoki;Saunaniemi;6951100;3497200;100;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;1;FALSE;;;;26;22;14;spiraalinmuotoinen tanko
SA;778010001;KM;14821;30;Suonenjoki;Saunaniemi;6951100;3497200;100;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Bent clay idol;Savi-idoli, kÑyrÑ;2;FALSE;;;;31;17;10;kÑyrÑn idolin jalka
SA;778010001;KM;14821;106;Suonenjoki;Saunaniemi;6951100;3497200;100;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Bent clay idol;Savi-idoli, kÑyrÑ;1;FALSE;;;;55;19;7;kÑyrÑn idolin pÑÑ
SA;831010010;KM;14952;2;Taipalsaari;SyrjÑlÑ 1;6789890;3559700;82;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Anthropomorphic clay idol;Savi-idoli, ihminen;2;FALSE;;;;31;18;13;kalannikamapainanteita koristeena
SA;831010010;KM;14952;3;Taipalsaari;SyrjÑlÑ 1;6789890;3559700;82;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;1;FALSE;;;;46;31;16;iso pyîreÑhkî kappale
SA;271010016;KM;14957;82;KokemÑki;Pispa;6804950;3253395;43,5;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;2;FALSE;;;;;;;epÑmuotoinen palanen
SA;90010001;KM;15036;3;HeinÑvesi;Kuusranta;6933177;3588585;90;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Anthropomorphic clay idol;Savi-idoli, ihminen;1;FALSE;;;;35;32;23;talkkisekoite
SA;90010001;KM;15036;4;HeinÑvesi;Kuusranta;6933177;3588585;90;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;1;FALSE;;;;26;10;10;sÑrmikÑs talkkisekoitteinen tanko
SA;607010001;KM;15124;190;PolvijÑrvi;Suovaara;6967560;3620485;90;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;1;FALSE;;;;25;12;6;ei mittoja
SA;632010001;KM;15125;88;Joensuu;Saviniemi;6923154;3650216;83;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay ring;Saviesine, rengas;1;TRUE;29;28;12;;;;toisella pinnalla kampaleimapainannetta?
SA;271010016;KM;15168;25;KokemÑki;Pispa;6804950;3253395;43,5;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay sheet;Saviesine, levy;1;TRUE;28;23;8;;;;sormenjÑlkiÑ
SA;285010037;KM;15194;115;Kotka;NikkarinmÑki;6719730;3498230;15;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;1;FALSE;;;;22;18;12;kampaleimoja
SA;285010037;KM;15194;354;Kotka;NikkarinmÑki;6719730;3498230;15;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Bent clay idol;Savi-idoli, kÑyrÑ;1;TRUE;50;40;35;;;;ihmishahmo
SA;285010037;KM;15194;355;Kotka;NikkarinmÑki;6719730;3498230;15;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;1;FALSE;;;;32;11;8;kaareva
SA;285010037;KM;15194;356;Kotka;NikkarinmÑki;6719730;3498230;15;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;1;FALSE;;;;20;8;8;pitkulainen
SA;285010037;KM;15194;357;Kotka;NikkarinmÑki;6719730;3498230;15;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;1;FALSE;;;;20;12;11;
SA;285010037;KM;15194;484;Kotka;NikkarinmÑki;6719730;3498230;15;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay sheet;Saviesine, levy;1;FALSE;;;;22;9;4;epÑmÑÑrÑinen levynen
SA;285010037;KM;15194;673;Kotka;NikkarinmÑki;6719730;3498230;15;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;1;FALSE;28;7;7;;;;
SA;50010033;KM;15218;141;Eura;Kolmhaara;6770412;3232884;42;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;1;FALSE;0;0;0;24;14;14;paksu tankomainen
SA;50010033;KM;15218;210;Eura;Kolmhaara;6770412;3232884;42;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;1;FALSE;;;;;;;kaksi pyîreÑhkîÑ pientÑ palasta
SA;586010001;KM;15251;30;Salo;Mutainen;6692296;3279259;25;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;2;FALSE;;;;;;;
SA;407010011;KM;15271;4;LapinjÑrvi;Gammelby;6725600;3455740;25;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Anthropomorphic clay idol;Savi-idoli, ihminen;1;FALSE;;;;;;;koristeltu viivoin
SA;407010011;KM;15271;5;LapinjÑrvi;Gammelby;6725600;3455740;25;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Anthropomorphic clay idol;Savi-idoli, ihminen;1;FALSE;;;;;;;
SA;407010011;KM;15271;6;LapinjÑrvi;Gammelby;6725600;3455740;25;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;2;FALSE;;;;;;;
SA;407010011;KM;15271;7;LapinjÑrvi;Gammelby;6725600;3455740;25;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;2;FALSE;;;;;;;
SA;503010040;KM;15328;708;MynÑmÑki;Pyheensilta, Laajoen luoteispuoli;6747129;3223642;30;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay button;Saviesine, nappi;2;FALSE;;;;;;;puolikas
SA;503010040;KM;15328;709;MynÑmÑki;Pyheensilta, Laajoen luoteispuoli;6747129;3223642;30;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;2;FALSE;;;;;;;
SA;503010040;KM;15328;710;MynÑmÑki;Pyheensilta, Laajoen luoteispuoli;6747129;3223642;30;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;1;FALSE;;;;;;;
SA;935010031;KM;15329;341;Virolahti;Mattilan VPK;6723120;3541780;15;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay sheet;Saviesine, levy;1;FALSE;;;;;;;hiottu kampakeraamisen saviastian pala
SA;632010001;KM;15339;23;Joensuu;Saviniemi;6923154;3650216;83;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay sheet;Saviesine, levy;1;FALSE;;;;;;;pyîreÑ keramiikan palasta hiottu levy, jossa reikÑ keskellÑ
SA;607010001;KM;15341;17;PolvijÑrvi;Suovaara;6967560;3620485;90;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Bent clay idol;Savi-idoli, kÑyrÑ;2;FALSE;51;45;16;;;;toukkatyyppiÑ
SA;50010033;KM;15512;194;Eura;Kolmhaara;6770412;3232884;42;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;2;FALSE;;;;;;;
SA;846010004;KM;15799;126;Teuva;Pappilankangas;6937861;3226342;62,5;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;2;FALSE;;;;;;;
SA;831010010;KM;15831;1;Taipalsaari;SyrjÑlÑ 1;6789890;3559700;82;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Bent clay idol;Savi-idoli, kÑyrÑ;1;FALSE;;;;29;24;18;kÑyrÑn idolin jalka
