Phase;Site id;Municipality;Site name;Collection;Main number;Subnumber;p;i;z;m1;m2;m3;n1;n2;n3;n4;p1;p2;r1;r2;Category;Type;Subtype;Subtype (Finnish);Certainty;Integrity;Length (mm);Width (mm);Thickness (mm);Fragment length (mm);Fragment width (mm);Fragment thickness (mm);Other notes (Finnish);Photo ID
SA;309010002;Outokumpu;Sätös;KM;27704;351;6959520;3607260;86;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;;KM 27704_351
SA;309010002;Outokumpu;Sätös;KM;27704;430;6959520;3607260;86;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;;KM 27704_430
SA;422010026;Lieksa;Haasiinniemi;KM;27734;282;7005283;3651592;100;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;6 kpl;KM 27734_282
SA;707010007;Rääkkylä;Pörrinmökki;KM;28013;13324;6901557;3651138;80;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;36;25;17;;;;hampaanjälkiä;KM 28013_13324
SA;422010026;Lieksa;Haasiinniemi;KM;28066;216;7005283;3651592;100;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Birch bark tar piece;;Koivutervaa;1;FALSE;35;20;10;;;;kolmionmuotoinen, nauhamaisia painanteita, nyörityksen jälkiä, käytetty esineen varttamisessa;KM 28066_216
SA;309010002;Outokumpu;Sätös;KM;28153;2603;6959520;3607260;86;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;15;12;10;;;;hampaanjäljet;KM 28153_2603
SA;92010010;Vantaa;Sandåker;KM;28203;971;6688673;3393159;23;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;24;10;8;;;;;KM 28203_971
SA;148010013;Inari;Saamen museo / Vuopaja;KM;28365;578;7647620;3500800;121;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;38;33;11;;;;;KM 28365_578
SA;148010013;Inari;Saamen museo / Vuopaja;KM;28365;579;7647620;3500800;121;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;20;21;7;;;;;KM 28365_579
SA;148010013;Inari;Saamen museo / Vuopaja;KM;28365;580;7647620;3500800;121;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;33;21;7;;;;;KM 28365_580
SA;601010049;Pihtipudas;Lylysaari 1;KM;28367;40;7024940;3431980;115;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;31;13;9;;;;hampaanjäljet;KM 28367_40
SA;309010002;Outokumpu;Sätös;KM;28482;2243;6959520;3607260;86;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;13;14;6;;;;Palassa on ilmeisesti hampaanjälkiä;KM 28482_2243
SA;309010002;Outokumpu;Sätös;KM;28482;3036;6959520;3607260;86;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;;KM 28482_3036
SA;832010037;Taivalkoski;Tervaniemi, Ahola;KM;28687;580;7276714;3592546;237,5;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;28;14;10;;;;Palasta otettu ajoitusnäyte, hampaanjälkiä;KM 28687_580
SA;729010055;Saarijärvi;Haikanniemi N;KM;28691;3;6951522;3415471;112;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;2;FALSE;14;12;5;;;;;KM 28691_3
SA;707010015;Rääkkylä;Kivilampi;KM;28771;3;6905987;3646477;82;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Birch bark tar piece;;Koivutervaa;2;FALSE;;;;;;;mustaa pihkamaista ainetta;KM 28771_3
SA;707010016;Rääkkylä;Mikinsärkkä;KM;28772;10;6905752;3646788;80;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Birch bark tar piece;;Koivutervaa;1;FALSE;;;;;;;pieni pala;KM 28772_10
SA;409010044;Kristiinankaupunki;Lappfjärd-Rävåsen;KM;28863;1556;6915549;3226085;54;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;;KM 28863_1556
SA;832010037;Taivalkoski;Tervaniemi, Ahola;KM;28899;535;7276714;3592546;237,5;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;pieni kappale;KM 28899_535
SA;972010043;Oulu;Kuuselankangas;KM;28943;1070;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;20;8;5;;;;pieni näytepala otettu ajoitusta varten;KM 28943_1070
SA;972010043;Oulu;Kuuselankangas;KM;28943;1418;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;hampaanjälkiä, näytepala ajoitusta varten;KM 28943_1418
SA;972010043;Oulu;Kuuselankangas;KM;28943;2027;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;hampaanjälkiä, näyte ajoitusta varten, 2 kpl;KM 28943_2027
SA;601010049;Pihtipudas;Lylysaari 1;KM;28984;1;7024940;3431980;115;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;3 kpl, hampaanjälkiä;KM 28984_1
SA;601010049;Pihtipudas;Lylysaari 1;KM;28984;4;7024940;3431980;115;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;22;10;7;;;;2 kpl, hampaanjälkiä;KM 28984_4
SA;601010049;Pihtipudas;Lylysaari 1;KM;28984;24;7024940;3431980;115;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;;KM 28984_24
SA;163010005;Kouvola;Pukkisaari;KM;29098;69;6784680;3478120;73;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;hampaanjäljet näkyvissä;KM 29098_69
SA;163010005;Kouvola;Pukkisaari;KM;29098;80;6784680;3478120;73;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;hampaanjäljet näkyvissä;KM 29098_80
SA;163010005;Kouvola;Pukkisaari;KM;29098;169;6784680;3478120;73;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;;KM 29098_169
SA;163010005;Kouvola;Pukkisaari;KM;29098;197;6784680;3478120;73;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;;KM 29098_197
SA;290010053;Kuhmo;Vasikkaniemi SW;KM;29136;2630;7112834;3598406;159;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;hampaanjälkiä, deponoitu Kainuun museeon;KM 29136_2630
SA;835010089;Raasepori;Timmerkärr;KM;29155;300;6669958;3297823;32;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;16;18;8;;;;hampaanjälkiä, deponoitu Tammisaaren museoon;KM 29155_300
SA;309010006;Outokumpu;Laavussuo;KM;29556;2243;6957657;3607870;85;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;ei mittoja;KM 29556_2243
SA;409010044;Kristiinankaupunki;Lappfjärd-Rävåsen;KM;29610;449;6915549;3226085;54;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;hampaanjälkiä;KM 29610_449
SA;707010007;Rääkkylä;Pörrinmökki;KM;29713;5470;6901557;3651138;80;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;ei mittoja, hampaanjälkiä, Hela-151 4880 +/- 65 BP;KM 29713_5470
SA;707010007;Rääkkylä;Pörrinmökki;KM;29713;5471;6901557;3651138;80;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Birch bark tar piece;;Koivutervaa;2;FALSE;;;;;;;;KM 29713_5471
SA;707010007;Rääkkylä;Pörrinmökki;KM;29713;5477;6901557;3651138;80;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;2 kpl, pyöreitä mällejä;KM 29713_5477
SA;707010007;Rääkkylä;Pörrinmökki;KM;29713;5478;6901557;3651138;80;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Birch bark tar piece;;Koivutervaa;2;FALSE;;;;;;;;KM 29713_5478
SA;707010007;Rääkkylä;Pörrinmökki;KM;29713;5479;6901557;3651138;80;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;pyöreä mälli;KM 29713_5479
SA;707010007;Rääkkylä;Pörrinmökki;KM;29713;5484;6901557;3651138;80;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;pyöreähkö mälli;KM 29713_5484
SA;707010007;Rääkkylä;Pörrinmökki;KM;29713;5494;6901557;3651138;80;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;2 kpl, heikkoja hampaanjälkiä;KM 29713_5494
SA;707010007;Rääkkylä;Pörrinmökki;KM;29713;5495;6901557;3651138;80;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Birch bark tar piece;;Koivutervaa;2;FALSE;;;;;;;;KM 29713_5495
SA;707010007;Rääkkylä;Pörrinmökki;KM;29713;7341;6901557;3651138;80;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Birch bark tar piece;;Koivutervaa;1;FALSE;;;;;;;;KM 29713_7341
SA;91010004;Helsinki;Malminkartano Kårböle folkskola;KM;29890;2266;6684221;3382324;23,5;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Birch bark tar piece;;Koivutervaa;2;FALSE;;;;;;;;KM 29890_2266
SA;91010004;Helsinki;Malminkartano Kårböle folkskola;KM;29890;2292;6684221;3382324;23,5;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Birch bark tar piece;;Koivutervaa;1;FALSE;;;;;;;;KM 29890_2292
SA;91010004;Helsinki;Malminkartano Kårböle folkskola;KM;29890;2370;6684221;3382324;23,5;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Birch bark tar piece;;Koivutervaa;1;FALSE;;;;;;;;KM 29890_2370
SA;91010004;Helsinki;Malminkartano Kårböle folkskola;KM;29890;2411;6684221;3382324;23,5;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Birch bark tar piece;;Koivutervaa;1;FALSE;;;;;;;;KM 29890_2411
SA;91010004;Helsinki;Malminkartano Kårböle folkskola;KM;29890;2422;6684221;3382324;23,5;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Birch bark tar piece;;Koivutervaa;1;FALSE;;;;;;;;KM 29890_2422
SA;91010004;Helsinki;Malminkartano Kårböle folkskola;KM;29890;2542;6684221;3382324;23,5;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Birch bark tar piece;;Koivutervaa;2;FALSE;;;;;;;;KM 29890_2542
SA;91010004;Helsinki;Malminkartano Kårböle folkskola;KM;29890;2581;6684221;3382324;23,5;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Birch bark tar piece;;Koivutervaa;2;FALSE;;;;;;;;KM 29890_2581
SA;972010043;Oulu;Kuuselankangas;KM;29907;98;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;hampaanjälkiä;KM 29907_98
SA;972010043;Oulu;Kuuselankangas;KM;29907;190;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;hampaanjälkiä;KM 29907_190
SA;972010043;Oulu;Kuuselankangas;KM;29907;191;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;;KM 29907_191
SA;972010043;Oulu;Kuuselankangas;KM;29907;756;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;hampaanjälkiä;KM 29907_756
SA;972010043;Oulu;Kuuselankangas;KM;29907;783;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;hampaanjälkiä;KM 29907_783
SA;972010043;Oulu;Kuuselankangas;KM;29907;1106;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;hampaanjälkiä;KM 29907_1106
SA;972010043;Oulu;Kuuselankangas;KM;29907;1159;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;;KM 29907_1159
SA;972010043;Oulu;Kuuselankangas;KM;29907;1160;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;hampaanjälkiä;KM 29907_1160
SA;972010043;Oulu;Kuuselankangas;KM;29907;1169;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;hampaanjälkiä;KM 29907_1169
SA;972010043;Oulu;Kuuselankangas;KM;29907;1184;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;;KM 29907_1184
SA;972010043;Oulu;Kuuselankangas;KM;29907;1680;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;hampaanjälkiä;KM 29907_1680
SA;972010043;Oulu;Kuuselankangas;KM;29907;1681;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;hampaanjälkiä;KM 29907_1681
SA;972010043;Oulu;Kuuselankangas;KM;29907;1802;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;hampaanjälkiä;KM 29907_1802
SA;410010041;Laukaa;Harjukangas D;KM;29911;9;6909310;3449500;95;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;hampaanjälkiä;KM 29911_9
SA;92010043;Vantaa;Stenkulla;KM;29954;1171;6688737;3393380;20;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;;KM 29954_1171
SA;92010043;Vantaa;Stenkulla;KM;29954;2516;6688737;3393380;20;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;ei mittoja, mahd. hampaanjälkiä;KM 29954_2516
SA;92010043;Vantaa;Stenkulla;KM;29954;10679;6688737;3393380;20;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Birch bark tar piece;;Koivutervaa;1;FALSE;;;;;;;;KM 29954_10679
SA;92010043;Vantaa;Stenkulla;KM;29954;10684;6688737;3393380;20;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Birch bark tar piece;;Koivutervaa;3;FALSE;;;;;;;kiiltävä musta pallo;KM 29954_10684
SA;707010045;Rääkkylä;Vihi 1;KM;30460;10021;6915236;3654169;80;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;hampaanjälkiä, 2 kpl;KM 30460_10021
SA;707010045;Rääkkylä;Vihi 1;KM;30460;10044;6915236;3654169;80;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;;KM 30460_10044
SA;707010045;Rääkkylä;Vihi 1;KM;30460;10134;6915236;3654169;80;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;24;8;6;;;;hampaanjälkiä;KM 30460_10134
SA;707010045;Rääkkylä;Vihi 1;KM;30460;10198;6915236;3654169;80;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;2 kpl;KM 30460_10198
SA;707010045;Rääkkylä;Vihi 1;KM;30460;10245;6915236;3654169;80;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;31;12;7;;;;hampaanjälkiä;KM 30460_10245
SA;707010045;Rääkkylä;Vihi 1;KM;30460;10283;6915236;3654169;80;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;2;FALSE;;;;;;;;KM 30460_10283
SA;707010045;Rääkkylä;Vihi 1;KM;30460;10321;6915236;3654169;80;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;2;FALSE;;;;;;;;KM 30460_10321
SA;707010045;Rääkkylä;Vihi 1;KM;30460;10381;6915236;3654169;80;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;2;FALSE;;;;;;;;KM 30460_10381
SA;707010045;Rääkkylä;Vihi 1;KM;30460;10395;6915236;3654169;80;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;2;FALSE;;;;;;;;KM 30460_10395
SA;973010046;Oulu;Vepsänkangas;KM;30561;204;7210650;3463460;79;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;19;12;6;;;;hampaanjälkiä;KM 30561_204
SA;973010046;Oulu;Vepsänkangas;KM;30561;269;7210650;3463460;79;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;33;11;7;;;;C14-ajoitettu, Hela-235: 6065 +/- 75 BP, hampaanjälkiä;KM 30561_269
SA;973010046;Oulu;Vepsänkangas;KM;30561;313;7210650;3463460;79;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;40;17;12;;;;hampaanjälkiä;KM 30561_313
SA;973010046;Oulu;Vepsänkangas;KM;30561;314;7210650;3463460;79;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;25;18;8;;;;litteä pallo;KM 30561_314
SA;973010046;Oulu;Vepsänkangas;KM;30561;468;7210650;3463460;79;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;44;20;14;;;;hampaanjälkiä;KM 30561_468
SA;409010044;Kristiinankaupunki;Lappfjärd-Rävåsen;KM;30588;1043;6915549;3226085;54;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;3 kpl;KM 30588_1043
SA;49010012;Espoo;Bergdal;KM;30601;145;6679974;3366855;25;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;3;FALSE;;;;;;;;KM 30601_145
SA;972010043;Oulu;Kuuselankangas;KM;30665;449;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;2;FALSE;;;;21;20;12;;KM 30665_449
SA;972010043;Oulu;Kuuselankangas;KM;30665;533;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;2;FALSE;;;;;;;;KM 30665_533
SA;972010043;Oulu;Kuuselankangas;KM;30665;2185;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;2;FALSE;18;15;6;;;;;KM 30665_2185
SA;972010043;Oulu;Kuuselankangas;KM;30665;2193;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;2;FALSE;22;12;6;;;;;KM 30665_2193
SA;972010043;Oulu;Kuuselankangas;KM;30665;2456;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;2;FALSE;;;;;;;;KM 30665_2456
SA;972010043;Oulu;Kuuselankangas;KM;30665;2457;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;2;FALSE;;;;;;;;KM 30665_2457
SA;972010043;Oulu;Kuuselankangas;KM;30665;2852;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;2;FALSE;23;11;9;;;;;KM 30665_2852
SA;972010043;Oulu;Kuuselankangas;KM;30665;2977;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;2;FALSE;22;12;6;;;;hampaanjälkiä, Oulun yliopistossa?;KM 30665_2977
