Phase;Site id;Municipality;Site name;Collection;Main number;Subnumber;p;i;z;m1;m2;m3;n1;n2;n3;n4;p1;p2;r1;r2;Category;Type;Subtype;Subtype (Finnish);Certainty;Integrity;Length (mm);Width (mm);Thickness (mm);Fragment length (mm);Fragment width (mm);Fragment thickness (mm);Other notes (Finnish);Photo ID
SA;972010043;Oulu;Kuuselankangas;KM;30665;3426;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;2;FALSE;;;;;;;2 palaa, Oulun yliopistossa?;KM 30665_3426
SA;972010043;Oulu;Kuuselankangas;KM;30666;371;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Birch bark tar piece;;Koivutervaa;3;FALSE;;;;;;;2 kpl, Oulun yliopistossa?;KM 30666_371
SA;972010043;Oulu;Kuuselankangas;KM;30666;376;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Birch bark tar piece;;Koivutervaa;3;FALSE;;;;;;;;KM 30666_376
SA;972010043;Oulu;Kuuselankangas;KM;30666;637;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;20;10;8;;;;;KM 30666_637
SA;972010043;Oulu;Kuuselankangas;KM;30666;804;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;;KM 30666_804
SA;972010043;Oulu;Kuuselankangas;KM;30666;1613;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;17;7;7;;;;;KM 30666_1613
SA;972010043;Oulu;Kuuselankangas;KM;30666;2529;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;2;FALSE;;;;;;;;KM 30666_2529
SA;972010043;Oulu;Kuuselankangas;KM;30666;2654;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;21;10;4;;;;hampaanjälkiä, Oulun yliopistossa?;KM 30666_2654
SA;972010043;Oulu;Kuuselankangas;KM;30667;342;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;19;20;17;;;;hampaanjälkiä, Oulun yliopistossa?;KM 30667_342
SA;831010006;Taipalsaari;Vaateranta;KM;30887;816;6780780;3559700;79;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;AMS-ajoitettu (lisänäyte);KM 30887_816
SA;831010006;Taipalsaari;Vaateranta;KM;30887;1572;6780780;3559700;79;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;AMS-ajoitettu;KM 30887_1572
SA;831010006;Taipalsaari;Vaateranta;KM;30887;1582;6780780;3559700;79;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;folioon pakattu;KM 30887_1582
SA;831010006;Taipalsaari;Vaateranta;KM;30887;1583;6780780;3559700;79;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;2;FALSE;;;;;;;folioon pakattu;KM 30887_1583
SA;831010006;Taipalsaari;Vaateranta;KM;30887;1584;6780780;3559700;79;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;2;FALSE;;;;;;;folioon pakattu;KM 30887_1584
SA;831010006;Taipalsaari;Vaateranta;KM;30887;1585;6780780;3559700;79;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;2;FALSE;;;;;;;folioon pakattu;KM 30887_1585
SA;831010006;Taipalsaari;Vaateranta;KM;30887;1586;6780780;3559700;79;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;2;FALSE;;;;;;;folioon pakattu;KM 30887_1586
SA;831010006;Taipalsaari;Vaateranta;KM;30887;1587;6780780;3559700;79;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;2;FALSE;;;;;;;folioon pakattu;KM 30887_1587
SA;831010006;Taipalsaari;Vaateranta;KM;30887;1588;6780780;3559700;79;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;2;FALSE;;;;;;;folioon pakattu;KM 30887_1588
SA;831010006;Taipalsaari;Vaateranta;KM;30887;1589;6780780;3559700;79;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;2;FALSE;;;;;;;folioon pakattu;KM 30887_1589
SA;831010006;Taipalsaari;Vaateranta;KM;30887;1590;6780780;3559700;79;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;2;FALSE;;;;;;;folioon pakattu;KM 30887_1590
SA;831010006;Taipalsaari;Vaateranta;KM;30887;1591;6780780;3559700;79;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;2;FALSE;;;;;;;folioon pakattu;KM 30887_1591
SA;831010006;Taipalsaari;Vaateranta;KM;30887;1592;6780780;3559700;79;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;2;FALSE;;;;;;;folioon pakattu;KM 30887_1592
SA;831010006;Taipalsaari;Vaateranta;KM;30887;1593;6780780;3559700;79;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;2;FALSE;;;;;;;folioon pakattu;KM 30887_1593
SA;831010006;Taipalsaari;Vaateranta;KM;30887;1594;6780780;3559700;79;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;2;FALSE;;;;;;;folioon pakattu;KM 30887_1594
SA;831010006;Taipalsaari;Vaateranta;KM;30887;1595;6780780;3559700;79;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;2;FALSE;;;;;;;folioon pakattu;KM 30887_1595
SA;831010006;Taipalsaari;Vaateranta;KM;30887;1596;6780780;3559700;79;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;2;FALSE;;;;;;;folioon pakattu;KM 30887_1596
SA;831010006;Taipalsaari;Vaateranta;KM;30887;1599;6780780;3559700;79;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;2;FALSE;;;;;;;folioon pakattu;KM 30887_1599
SA;831010006;Taipalsaari;Vaateranta;KM;30887;1601;6780780;3559700;79;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;2;FALSE;;;;;;;folioon pakattu;KM 30887_1601
SA;831010006;Taipalsaari;Vaateranta;KM;30887;1605;6780780;3559700;79;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;2;FALSE;;;;;;;folioon pakattu;KM 30887_1605
SA;494010040;Muhos;Halosentörmä;KM;30888;35;7200150;3442850;32,5;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;2;FALSE;;;;;;;2 kpl, Oulun yliopistossa?;KM 30888_35
SA;309010002;Outokumpu;Sätös;KM;30892;87;6959520;3607260;86;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;15;13;9;;;;pihkapallo;KM 30892_87
SA;309010002;Outokumpu;Sätös;KM;30892;3260;6959520;3607260;86;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;2;FALSE;18;15;14;;;;;KM 30892_3260
SA;601010012;Pihtipudas;Madeneva;KM;30978;220;7031680;3427980;115;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;TRUE;TRUE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;pallo;KM 30978_220
SA;972010038;Oulu;Purkajasuo, Korvala;KM;31020;411;7252860;3448740;52;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;pallo;KM 31020_411
SA;972010038;Oulu;Purkajasuo, Korvala;KM;31020;1090;7252860;3448740;52;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;25;10;9;;;;hampaanjälkiä;KM 31020_1090
SA;973010046;Oulu;Vepsänkangas;KM;31036;128;7210650;3463460;79;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;27;15;7;;;;hampaanjälkiä;KM 31036_128
SA;973010046;Oulu;Vepsänkangas;KM;31036;868;7210650;3463460;79;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;AMS-ajoitettu, Hela-312, 5990 +/- 60;KM 31036_868
SA;972010028;Oulu;Kierikinkangas;KM;31072;450;7252080;3451210;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Birch bark tar piece;;Koivutervaa;1;FALSE;;;;;;;;KM 31072_450
SA;972010043;Oulu;Kuuselankangas;KM;31143;13;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Birch bark tar piece;;Koivutervaa;2;FALSE;18;15;3;;;;;KM 31143_13
SA;623010013;Puumala;Kärmelahti;KM;31376;2170;6820640;3557460;81;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;;KM 31376_2170
SA;623010013;Puumala;Kärmelahti;KM;31376;2172;6820640;3557460;81;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;hampaanjälkiä, AMS-ajoitettu;KM 31376_2172
SA;623010013;Puumala;Kärmelahti;KM;31376;2174;6820640;3557460;81;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;;KM 31376_2174
SA;623010013;Puumala;Kärmelahti;KM;31376;2175;6820640;3557460;81;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;;KM 31376_2175
SA;623010013;Puumala;Kärmelahti;KM;31376;2176;6820640;3557460;81;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;hampaanjälkiä;KM 31376_2176
SA;623010013;Puumala;Kärmelahti;KM;31376;2180;6820640;3557460;81;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;hampaanjälkiä;KM 31376_2180
SA;623010013;Puumala;Kärmelahti;KM;31376;2186;6820640;3557460;81;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;AMS-ajoitettu;KM 31376_2186
SA;831010006;Taipalsaari;Vaateranta;KM;31494;2378;6780780;3559700;79;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;2;FALSE;;;;;;;;KM 31494_2378
SA;831010006;Taipalsaari;Vaateranta;KM;31494;2379;6780780;3559700;79;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;2;FALSE;;;;;;;;KM 31494_2379
SA;831010006;Taipalsaari;Vaateranta;KM;31494;2380;6780780;3559700;79;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;2;FALSE;;;;;;;;KM 31494_2380
SA;831010006;Taipalsaari;Vaateranta;KM;31494;2381;6780780;3559700;79;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;2;FALSE;;;;;;;;KM 31494_2381
SA;831010006;Taipalsaari;Vaateranta;KM;31494;2382;6780780;3559700;79;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;2;FALSE;;;;;;;;KM 31494_2382
SA;831010006;Taipalsaari;Vaateranta;KM;31494;2388;6780780;3559700;79;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;hampaanjälkiä;KM 31494_2388
SA;831010006;Taipalsaari;Vaateranta;KM;31494;2394;6780780;3559700;79;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;2;FALSE;;;;;;;;KM 31494_2394
SA;831010006;Taipalsaari;Vaateranta;KM;31494;2395;6780780;3559700;79;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;2;FALSE;;;;;;;;KM 31494_2395
SA;777010114;Suomussalmi;Kukkosaari;KM;31530;4;7201478;3592642;199;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;19;9;9;;;;hampaanjälkiä;KM 31530_4
SA;246010105;Savonlinna;Martinniemi 1-5;KM;31691;1961;6884123;3629707;79;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;2;FALSE;;;;;;;;KM 31691_1961
SA;246010105;Savonlinna;Martinniemi 1-5;KM;31691;2200;6884123;3629707;79;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;3;FALSE;;;;;;;;KM 31691_2200
SA;972010028;Oulu;Kierikinkangas;KM;31829;3113;7252080;3451210;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Birch bark tar piece;;Koivutervaa;1;FALSE;;;;;;;;KM 31829_3113
SA;972010038;Oulu;Purkajasuo, Korvala;KM;31835;300;7252860;3448740;52;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;hampaanjälkiä;KM 31835_300
SA;494010040;Muhos;Halosentörmä;KM;32048;1;7200150;3442850;32,5;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;18;15;10;;;;;KM 32048_1
SA;972010038;Oulu;Purkajasuo, Korvala;KM;32134;1184;7252860;3448740;52;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;3;FALSE;;;;;;;;KM 32134_1184
SA;494010073;Muhos;Pyhäkoski 1;KM;32170;2;7195350;3455460;67,5;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;2;FALSE;11;18;4;;;;;KM 32170_2
SA;494010073;Muhos;Pyhäkoski 1;KM;32170;3;7195350;3455460;67,5;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;2;FALSE;12;18;6;;;;;KM 32170_3
SA;494010073;Muhos;Pyhäkoski 1;KM;32170;4;7195350;3455460;67,5;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;2;FALSE;11;13;5;;;;;KM 32170_4
SA;494010040;Muhos;Halosentörmä;KM;32171;38;7200150;3442850;32,5;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Birch bark tar;Birch bark tar piece;;Koivutervaa;2;FALSE;;;;;;;;KM 32171_38
SA;494010040;Muhos;Halosentörmä;KM;32171;50;7200150;3442850;32,5;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;2;FALSE;23;10;5;;;;;KM 32171_50
SA;494010040;Muhos;Halosentörmä;KM;32171;50;7200150;3442850;32,5;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;2;FALSE;19;8;5;;;;;KM 32171_50
SA;305010201;Kuusamo;Kotaniemi E;KM;32178;24;7330826;3593704;263;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;hampaanjälkiä;KM 32178_24
SA;601010010;Pihtipudas;Majakaarre 1/Kumpulainen;KM;32189;50;7031005;3426500;115;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;2;FALSE;;;;;;;yksi paloista on purupihkaa, muut jotain muuta;KM 32189_50
SA;754010011;Kouvola;Ankkapurha;KM;32191;1106;6732180;3490180;30;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;2;FALSE;;;;;;;3 kpl, hampaanjälkiä, deponoitu jonnekin;KM 32191_1106
SA;972010043;Oulu;Kuuselankangas;KM;32220;37;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;19;9;6;;;;pureskeltu möykky;KM 32220_37
SA;972010043;Oulu;Kuuselankangas;KM;32220;38;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;22;15;7;;;;hampaanjälkiä;KM 32220_38
SA;972010043;Oulu;Kuuselankangas;KM;32220;39;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;32;16;9;;;;hampaanjälkiä;KM 32220_39
SA;972010043;Oulu;Kuuselankangas;KM;32220;40;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;14;11;6;;;;pureskeltu möykky;KM 32220_40
SA;972010043;Oulu;Kuuselankangas;KM;32220;41;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;;KM 32220_41
SA;972010043;Oulu;Kuuselankangas;KM;32220;42;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;17;15;14;;;;pyöreä pallo;KM 32220_42
SA;972010043;Oulu;Kuuselankangas;KM;32220;43;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;13;9;3;;;;;KM 32220_43
SA;972010043;Oulu;Kuuselankangas;KM;32220;44;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;19;13;11;;;;;KM 32220_44
SA;972010043;Oulu;Kuuselankangas;KM;32220;45;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;11;6;3;;;;;KM 32220_45
SA;972010043;Oulu;Kuuselankangas;KM;32220;6798;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;22;9;7;;;;hampaanjälkiä;KM 32220_6798
SA;972010043;Oulu;Kuuselankangas;KM;32220;6799;7252100;3450590;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;17;16;11;;;;hampaanjälkiä;KM 32220_6799
SA;441010019;Luumäki;Niitniemi;KM;32450;182;6755140;3541700;58;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;hampaanjälkiä;KM 32450_182
SA;681010027;Rantasalmi;Rantakartano;KM;32469;98;6883980;3569980;88;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;hampaanjälkiä, 2 kpl;KM 32469_98
SA;700010030;Ruokolahti;Karoniemi;KM;32470;1082;6804443;3580942;80;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;hampaanjälkiä;KM 32470_1082
SA;700010030;Ruokolahti;Karoniemi;KM;32470;1109;6804443;3580942;80;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;hampaanjälkiä;KM 32470_1109
SA;433010032;Loppi;Teväntö;KM;32623;29;6727553;3350277;107;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;3;FALSE;;;;;;;;KM 32623_29
SA;972010089;Oulu;Saarikoski;KM;32707;88;7259200;3448890;55;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;15;8;6;;;;;KM 32707_88
SA;681010027;Rantasalmi;Rantakartano;KM;32718;599;6883980;3569980;88;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;isommassa palassa hampaanjäljet;KM 32718_599
SA;594010011;Pieksämäki;Marketanhiekka;KM;32719;43;6899800;3507980;112;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;3;FALSE;;;;;;;2 kpl;KM 32719_43
SA;729010062;Saarijärvi;Summassaari Uimaranta;KM;32862;3809;6952633;3415043;110;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;hampaanjälkiä;KM 32862_3809
SA;729010062;Saarijärvi;Summassaari Uimaranta;KM;32862;3813;6952633;3415043;110;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;hampaanjälkiä;KM 32862_3813
SA;729010062;Saarijärvi;Summassaari Uimaranta;KM;33321;2306;6952633;3415043;110;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;;KM 33321_2306
SA;729010062;Saarijärvi;Summassaari Uimaranta;KM;33321;2307;6952633;3415043;110;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;Birch bark tar;Chewing pitch;;Purupihka;1;FALSE;;;;;;;;KM 33321_2307
