Phase;Site id;Municipality;Site name;Collection;Main number;Subnumber;p;i;z;Category;Type;Subtype;Type (Finnish);Certainty;Integrity;Length (mm);Width (mm);Thickness (mm);Fragment length (mm);Fragment width (mm);Fragment thickness (mm);Preroman IA;Early Roman IA;Late Roman IA;Migration period;Merovingian period;Viking period;Crusade period;1100-1300;1400-1500;Settlement site;Cremation cemetery;Inhumation cemetery;Stray find;Cairn;Hoard;Other context;Other notes (Finnish);;Photo ID
IA;291010007;Kuhmoinen;Päijälän Linnavuori;;22029;1;6837283;3404482;140;Iron artefact;Iron spearhead;Petersen M type iron spearhead;"Keihäänkärki; Petersen M";1;TRUE;442;56;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Palopatinaa. Tosi iso.;; 22029_1
IA;291010007;Kuhmoinen;Päijälän Linnavuori;;22029;1;6837283;3404482;140;Iron artefact;Iron spearhead;Petersen M type iron spearhead;"Keihäänkärki; Petersen M";1;TRUE;442;56;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Palopatinaa. Tosi iso.;; 22029_1
IA;283010003;Hollola;Santahaudanmäki;;22079;2;6770569;3399433;135;Iron artefact;Iron spearhead;Petersen G type iron spearhead;"Keihäänkärki; Petersen G";0;TRUE;200;;;;;0;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Lähinnä g-tyyppiä, taivutettu, vasarointijälkiä putken päässä, kuparia putkessa? Hopealevyä - ei koristelua??? Palopatinaa lehdessä???;; 22079_2
IA;283010003;Hollola;Santahaudanmäki;;22079;2;6770569;3399433;135;Iron artefact;Iron spearhead;Petersen G type iron spearhead;"Keihäänkärki; Petersen G";0;TRUE;200;;;;;0;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Lähinnä g-tyyppiä, taivutettu, vasarointijälkiä putken päässä, kuparia putkessa? Hopealevyä - ei koristelua??? Palopatinaa lehdessä???;; 22079_2
IA;283010003;Hollola;Santahaudanmäki;;22079;3;6770569;3399433;135;Iron artefact;Iron spearhead;Petersen G type variant iron spearhead;"Keihäänkärki; Petersen G variantti";2;TRUE;165;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;G-tyypin variantti? Taivutettu.;; 22079_3
IA;283010003;Hollola;Santahaudanmäki;;22079;3;6770569;3399433;135;Iron artefact;Iron spearhead;Petersen G type variant iron spearhead;"Keihäänkärki; Petersen G variantti";2;TRUE;165;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;G-tyypin variantti? Taivutettu.;; 22079_3
IA;283010003;Hollola;Santahaudanmäki;;22079;4;6770569;3399433;135;Iron artefact;Iron spearhead;Petersen G type variant iron spearhead;"Keihäänkärki; Petersen G variantti";2;TRUE;;;;;;0;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Taivutettu, taitekohdassa hieman puujäänteitä, syyt poikittain!!!!!!!!!! Kärki puuttuu;; 22079_4
IA;283010003;Hollola;Santahaudanmäki;;22079;4;6770569;3399433;135;Iron artefact;Iron spearhead;Petersen G type variant iron spearhead;"Keihäänkärki; Petersen G variantti";2;TRUE;;;;;;0;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Taivutettu, taitekohdassa hieman puujäänteitä, syyt poikittain!!!!!!!!!! Kärki puuttuu;; 22079_4
IA;283010003;Hollola;Santahaudanmäki;;22079;5;6770569;3399433;135;Iron artefact;Iron spearhead;Iron spearhead;Keihäänkärki;2;TRUE;;;;;;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Taivutettu, kahdessa osassa, poikki taivutuskohdasta. Luettelon mukaan ristiretkiaikaista itäbalttilaista tyyppiä! Harjava.;; 22079_5
IA;283010003;Hollola;Santahaudanmäki;;22079;5;6770569;3399433;135;Iron artefact;Iron spearhead;Iron spearhead;Keihäänkärki;2;TRUE;;;;;;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Taivutettu, kahdessa osassa, poikki taivutuskohdasta. Luettelon mukaan ristiretkiaikaista itäbalttilaista tyyppiä! Harjava.;; 22079_5
IA;1000017706;Sastamala;Laukula;HM;812;5;6809970;3286703;;Iron artefact;Iron spearhead;Iron spearhead;Keihäänkärki;0;FALSE;0;0;0;0;0;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Katkelma. Löysi Ville Keronen Vammalan (nyk. Sastamalaa) Ekosta pellosta, tonttimaan peltoa tehdessä. Samalla kerralla löytyi messinkirengas, mutta se katosi. Museolle myi Yrjö Rautakallio 1911.;;HM 812_5
IA;165010026;Janakkala;Kinnari 1;HM;993;18;6760979;3369699;90;Iron artefact;Iron spearhead;Tanged iron spearhead;"Keihäänkärki; Ruodollinen";1;FALSE;0;0;0;0;0;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;E:n ruodollinen variantti? Löydetty noin vuonna 1910 lahjoittajan, maanviljelijä Otto Kinnarin pellosta Vanajan (nyk. Hämeenlinnaa) Ikaaloisista. Kinnari lahjoitti esineen museolle 1913.;;HM 993_18
IA;912010003;Sastamala;Torra-Maijala;HM;1114;2;6809980;3280242;60;Iron artefact;Iron spearhead;Tanged iron spearhead;"Keihäänkärki; Ruodollinen";1;FALSE;0;0;0;0;0;0;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE; Löydetty noin vuonna 1911 Torran talon pellosta Vammalasta (nyk. Sastamalaa). Museolle lahjoitti A.H. Torra vuonna 1916.;;HM 1114_2
IA;912010003;Sastamala;Torra-Maijala;HM;1114;3;6809980;3280242;60;Iron artefact;Iron spearhead;Tanged iron spearhead;"Keihäänkärki; Ruodollinen";0;FALSE;0;0;0;0;0;0;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;HM 1114_3
IA;912010003;Sastamala;Torra-Maijala;HM;1114;4;6809980;3280242;60;Iron artefact;Iron spearhead;Tanged iron spearhead;"Keihäänkärki; Ruodollinen";0;FALSE;0;0;0;0;0;0;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;HM 1114_4
IA;912010003;Sastamala;Torra-Maijala;HM;1114;5;6809980;3280242;60;Iron artefact;Iron spearhead;Tanged iron spearhead;"Keihäänkärki; Ruodollinen";0;FALSE;0;0;0;0;0;0;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;HM 1114_5
IA;912010003;Sastamala;Torra-Maijala;HM;1114;6;6809980;3280242;60;Iron artefact;Iron spearhead;Iron spearhead;Keihäänkärki;0;FALSE;0;0;0;0;0;0;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;HM 1114_6
IA;1000023025;Jämsä                                                                                               ;Lopotti                                                                                             ;HM;1133;11;6864470;3404093;;Iron artefact;Iron axe;Iron axe;Kirves;1;TRUE;137;90;37;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Pieni sievä, onko teroitettu löytämisen jälk? Löydetty Jämsän pitäjästä jokivarresta kirkkoa vastapäätä erään torpan pihalle kaivoa kaivettaessa n. 2 m syvyydestä. Todnäk yhdistettävissä kohteeseen Lopotti.;;HM 1133_11
IA;536010005;Nokia;Laurila;HM;1177;33;6822789;3308540;85;Iron artefact;Iron spearhead;Iron ango spearhead;"Keihäänkärki; Ango";1;TRUE;0;0;0;0;0;0;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Löysi työmies Y. Siltanen 1912 kaivaessaan Laurilan talon päärakennuksen perushautaa noin 80 cm syvyydestä Pirkkalan Korvolassa (nyk. Nokiaa). H. Laurila säilyttänyt. Museolle toimitti A. Winter 1921.;;HM 1177_33
IA;536010005;Nokia;Laurila;HM;1177;34;6822789;3308540;85;Iron artefact;Iron spearhead;Socketed iron spearhead;"Keihäänkärki; Putkellinen";1;FALSE;0;0;0;0;0;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Katkelma;;HM 1177_34
IA;1000032454;Kokemäki                                                                                            ;Vallila/Pispa                                                                                       ;HM;1177;51;6804925;3253369;;Iron artefact;Iron axe;Iron axe;Kirves;1;TRUE;170;73;42;;;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Kokemäki Vallila Vallimäen talon peltotöissä. Mahd yhdistettävissä Vallila/Pispa -kohteeseen, joka tosin muu kulttuuriperintökohde.;;HM 1177_51
IA;988010019;Sastamala;Kikkelänmäki Selven;HM;1179;15;6808756;3274612;61;Iron artefact;Iron spearhead;Iron spearhead;Keihäänkärki;0;FALSE;0;0;0;0;0;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE; Löysi teurastajan poika Manne Nikolai Selveni Kiikan (nyk. Sastamalaa) Nikkilän/Kikkelän Yli-Maijalan talon maalta uutta maata tehdessä noin 15 cm syvyydestä asuinrakennuksesta noin 8 metriä kaakkoon. Museolle toimitti A. Winter 1921.;;HM 1179_15
IA;271010010;Kokemäki;Linnaluoto;HM;1179;20;6805255;3252772;43;Iron artefact;Iron penannular brooch;Iron penannular brooch with rolled terminals;"Hevosenkenkäsolki; Rullapäinen";1;TRUE;45;50;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Harolan Linnaluodosta peltoa tekdessä n 20 cm syvältä.;;HM 1179_20
IA;1000019701;Punkalaidun                                                                                         ;Teikarla                                                                                            ;HM;1182;4;6785544;3286400;;Iron artefact;Iron spearhead;Iron ango spearhead;"Keihäänkärki; Ango";1;TRUE;0;0;0;0;0;0;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;Löysi Y. Lehtiö noin vuonna 1892 Punkalaitumen Teikalan/Teikarlan kylästä kumpumaisesta paikasta kaivettaessa, läheltä joen rantaa. Museolle toimitti A. Winter 1922.;;HM 1182_4
IA;1000000149;Laitila;Sonkkila;HM;1193;1;6765750;3208380;17,5;Iron artefact;Iron spearhead;Tanged iron spearhead;"Keihäänkärki; Ruodollinen";0;TRUE;0;0;0;0;0;0;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Löysi talollisen poika Kustaa Sonkkila Laitilasta Salonkylästä Sonkkilan maalta vuonna 1920 perustaa kaivaessaan puolen metrin syvyydestä kivisestä mäkimaasta asuinakennuksesta 20 m länteen. Museolle toimitti A. Winter 1923.;;HM 1193_1
IA;1000000149;Laitila;Sonkkila;HM;1193;2;6765750;3208380;17,5;Iron artefact;Iron spearhead;Barbed iron spearhead;"Keihäänkärki; Väkäsellinen";1;FALSE;0;0;0;0;0;0;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;;;HM 1193_2
IA;912010010;Sastamala;Kalliala;HM;1197;9;6811841;3282657;60;Iron artefact;Iron spearhead;Iron ango spearhead;"Keihäänkärki; Ango";1;TRUE;0;0;0;0;0;0;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Löysityömies Herman Mikkonen vuonna 1922 multaa ajaessaan 10 cm syvyydestä Tyrvään/Vammalan kauppalan Kalliolan Rannan talon maasta puoli kilometriä asuinrakennuksesta. Museolle toimitti A. Winter 1924.;;HM 1197_9
IA;271010027;Kokemäki;Maamieskoulu 1;HM;1205;12;6804948;3250644;41;Iron artefact;Iron spearhead;Iron ango spearhead;"Keihäänkärki; Ango";0;FALSE;0;0;0;0;0;0;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Taipunut, katkelmallinen;;HM 1205_12
IA;895010056;Uusikaupunki;Kalmumäki;HM;1207;28;6755826;3209905;12,5;Iron artefact;Iron spearhead;Iron spearhead;Keihäänkärki;0;FALSE;0;0;0;0;0;0;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;öytänyt työmies Kosti Siivonen Uudenkaupungin Hallun kylän Pietilän talon maalta niittymaata kyntäessään vuonna 1922, asuinrakennuksesta 100 m pohjoiseen. Museolle toimitti A. Winter 1925.;;HM 1207_28
IA;1000000106;Laitila;Ristenkömppä;HM;1207;29;6761583;3210360;17,5;Iron artefact;Iron spearhead;Iron ango spearhead;"Keihäänkärki; Ango";1;FALSE;0;0;0;0;0;0;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Löysi talollisen poika Mauri Lukkala 1920 santaa ottaessaan kuopasta 20 cm syvyydestä, asuinrakennuksesta 200 m itään Laitilan Kodjalan Lukkalasta Risteenkömpästä/Ristenkömpästä (kalmiston nimi). Museolle toimitti A. Winter 1925.;;HM 1207_29
IA;538010038;Nousiainen;Koivuniemi;HM;1209;24;6730375;3227907;30;Iron artefact;Iron sword;Iron sword;Miekka;1;TRUE;83;47;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;Löytänyt lohkotilallinen Emil Sulanen v. 1920 kivirauniosta oman talon maalta asuinrakennuksesta 100 m kaakkoon Nousiaisten Aatalan (Aatoila?) kylässä. Mahd. kohde Koivuniemi. Päällä oli hiiliä. Jäänteitä suorista metallilankaupotuksista;;HM 1209_24
IA;538010038;Nousiainen;Koivuniemi;HM;1209;25;6730375;3227907;30;Iron artefact;Iron spearhead;Petersen E type iron spearhead;"Keihäänkärki; Petersen E";1;TRUE;547;31;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;Emil Sulanen v 1920 kivirauniosta kivilaakojen alta hiilen ja esineiden joukosta. Aatalan kylä Sulanen n 100 m rakennuksesta löytöpaikkaan.;;HM 1209_25
IA;538010038;Nousiainen;Koivuniemi;HM;1209;26;6730375;3227907;30;Iron artefact;Iron spearhead;Petersen E type iron spearhead;"Keihäänkärki; Petersen E";1;TRUE;292;20;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;Emil Sulanen löytänyt kuten edellisen;;HM 1209_26
IA;1000000171;Laitila;Kylämäki;HM;1211;36;6764470;3210650;15;Iron artefact;Iron spearhead;Tanged iron spearhead;"Keihäänkärki; Ruodollinen";1;TRUE;320;23;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Löytänyt työmies Jussi Grönroos vuonna 1920 perustuksia kaivaessaan Jaakkolan talon maalta Laitilan Sulan kylästä. Museolle välitti A. Winter 1925. Huom. Sula = Silo?? Jaakkolan talo löytyy Palttilan Kylämäeltä.;;HM 1211_36
IA;1000000171;Laitila;Kylämäki;HM;1211;37;6764470;3210650;15;Iron artefact;Iron spearhead;Socketed iron spearhead;"Keihäänkärki; Putkellinen";1;TRUE;142;34;;;;;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Kaukolan sotilasvirkatalon maalta maantien veirestä 1925, luunsiruja näkyvissä.;;HM 1211_37
IA;1000000171;Laitila;Kylämäki;HM;1211;38;6764470;3210650;15;Iron artefact;Iron spearhead;Petersen E type iron spearhead;"Keihäänkärki; Petersen E";1;TRUE;315;24;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Laitilan Kodjalan Pänkän vai Pärkän maalta uutta peltoa raivatessa 1915. uurrekoristeinen;;HM 1211_38
IA;1000000171;Laitila;Kylämäki;HM;1211;39;6764470;3210650;15;Iron artefact;Iron spearhead;Iron spearhead;Keihäänkärki;1;TRUE;195;40;;;;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;-II- ilmeisesti yhdessä edellisen kanssa? Lehti harjava;;HM 1211_39
IA;1000015549;Kangasala;Vääksyn (Vääksy) kylä ja kartano;HM;1221;1;6819870;3346740;;Iron artefact;Iron scramasax;Iron scramasax;Väkipuukko;1;TRUE;;;;;;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;Palopatinaa, kahvan hela tallella, helassa viivakoristelua, joka helan yläpuolella menee ristikkäin kaarevasti. Palopatinassa säilyneenä häränsilmäkuvio, tämä terässä siis.;;HM 1221_1
IA;1000015549;Kangasala;Vääksyn (Vääksy) kylä ja kartano;HM;1221;2;6819870;3346740;;Iron artefact;Iron spearhead;Iron spearhead;Keihäänkärki;1;TRUE;213;43;;;;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;Vääksyn kartano kuten väkipuukko 124:1 samasta paikasta, oletus röykkiöstä. Löyt ojaa kaivettaessa;;HM 1221_2
IA;1000007490;Nokia;Knuutila;HM;1234;5;6823490;3306000;;Iron artefact;Iron spearhead;Iron spearhead;Keihäänkärki;1;TRUE;123;45;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;"Nokia Penttilä Knuutila asuinrakennuksesta 8 m; Salmon mukaan kummusya";;HM 1234_5
IA;1000007490;Nokia;Knuutila;HM;1234;6;6823490;3306000;;Iron artefact;Iron spearhead;Iron spearhead;Keihäänkärki;1;TRUE;220;30;;;;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Nokia Penttilä Knuutila 1928 peltoa tehdessä 50 m asuinrakennuksesta 8 m järven rannasta, Salmon mukaan kummusta;;HM 1234_6
IA;1000007490;Nokia;Knuutila;HM;1234;8;6823490;3306000;;Iron artefact;Iron spearhead;Iron spearhead;Keihäänkärki;1;FALSE;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;8a Nokia Penttilä Knuutila 1928 peltoa tehdessä 50 m asuinrakennuksesta 8 m järven rannasta, kuten edellinen. 8b on jokokeihäänkärkeä tai veistä, tarkista;;HM 1234_8
IA;1000031568;Pälkäne                                                                                             ;Ahtiala 2                                                                                           ;HM;1268;1;6797845;3357383;;Iron artefact;Iron spearhead;Petersen E type iron spearhead;"Keihäänkärki; Petersen E";1;TRUE;286;29;0;0;0;0;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Laitikkala Kokkonen saunan perustusta kaivettaessa;;HM 1268_1
IA;50010029;Eura;Pappilanmäki;HM;1283;58;6790601;3237615;34;Iron artefact;Iron spearhead;Petersen E type iron spearhead;"Keihäänkärki; Petersen E";1;TRUE;275;17;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Pappilan pihamaalta 60 cm syvyydestä kesällä 1929.;;HM 1283_58
IA;271010027;Kokemäki;Maamieskoulu 1;HM;1299;3;6804948;3250644;41;Iron artefact;Iron spearhead;Iron spearhead;Keihäänkärki;1;TRUE;160;35;0;0;0;0;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Maamieskoulun rakennustyömaalta 1926;;HM 1299_3
IA;1000029948;Nokia                                                                                               ;Memmola (Memmola) Ylinen                                                                            ;HM;1383;9;6822094;3308319;;Iron artefact;Iron axe;Iron axe;Kirves;1;TRUE;198;87;;;;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Nokia Ylistalon maalta, museoon 1934. Keskivenäläinen merovingiaikainen;;HM 1383_9
IA;1000015549;Kangasala;Vääksyn (Vääksy) kylä ja kartano;HM;1438;1;6819870;3346740;;Iron artefact;Iron spearhead;Socketed iron spearhead;"Keihäänkärki; Putkellinen";1;TRUE;290;25;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Pistimen muotoinen. Onko mikä? Luettelossa rveltu nuoremman roomalaisajan kärjeksi. Taipunut. Vääksyn kartanosta Längelmäveteen päin tien varrella Vääksyn ja Kerppolan välissä 400 m matkaan suomaalta.;;HM 1438_1
IA;837010023;Tampere;Vilusenharju;HM;1702;1;6822432;3333690;120;Iron artefact;Iron axe;Iron axe;Kirves;1;TRUE;141;88;17;;;;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Tarkista löytlpaikka: Kalevanharju;;HM 1702_1
IA;837010020;Tampere;Kukkojenkivenmäki;HM;1728;;6824359;3332947;100;Iron artefact;Pin;Shepherd's pin;"Koruneula; Paimensauvaneula";1;TRUE;134;;;;;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Ville Luhon toimittama 1951.;;HM 1728
IA;418010013;Lempäälä;Torisevankulma;HM;1918;;6803174;3328936;110;Iron artefact;Iron spearhead;Petersen F type iron spearhead;"Keihäänkärki; Petersen F";2;TRUE;325;45;20;;;;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;Hieman vääntynyt. Lempäälän Ämmänristinmäestä tieoikaisua tehdessä. Huonokuntoinen.;;HM 1918
IA;211010032;Kangasala;Torkkeli;HM;2146;1;6818764;3348331;93;Iron artefact;Iron sword;Iron sword;Miekka;1;TRUE;;;;;;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Sarasmon kaivaus löytöpaikalla, joka ison kiven juurella. Asehauta.;;HM 2146_1
IA;211010032;Kangasala;Torkkeli;HM;2146;2;6818764;3348331;93;Iron artefact;Iron spearhead;Iron spearhead;Keihäänkärki;1;TRUE;305;;;;;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Sulevi Uusitalon myymä, Sarasmon kaivaus 1956, Kangasalan Torkkeli;;HM 2146_2
IA;211010032;Kangasala;Torkkeli;HM;2146;3;6818764;3348331;93;Iron artefact;Iron spearhead;Tanged iron spearhead;"Keihäänkärki; Ruodollinen";1;TRUE;262;40;;;;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Sulevi Uusitalon myymä, Sarasmon kaivaus 1956, Kangasalan Torkkeli;;HM 2146_3
IA;211010032;Kangasala;Torkkeli;HM;2146;4;6818764;3348331;93;Iron artefact;Iron spearhead;Iron ango spearhead;"Keihäänkärki; Ango";1;TRUE;;;;;;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Sulevi Uusitalon myymä, Sarasmon kaivaus 1956, Kangasalan Torkkeli;;HM 2146_4
IA;837010029;Tampere;Lammassaari;HM;2368;;6827787;3335038;95;Iron artefact;Iron spearhead;Iron spearhead;Keihäänkärki;1;TRUE;215;50;;;;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Perunamaasta Pappilan Kartanonsaaresta ent. Lammassaari, Päivärinteen huvilan palsta kivikkomaasta. Unto Salon (1988) mukaan Tampereen vanhin (500-550 jaa.) tarkkaan ajoitettu rautakauden löytö. Harjallinen lehti, korkea harja, putk jatkuu lehden päälle h;;HM 2368
IA;837010023;Tampere;Vilusenharju;HM;2463;1;6822432;3333690;120;Iron artefact;Iron spearhead;Petersen G type iron spearhead;"Keihäänkärki; Petersen G";1;TRUE;;;;;;;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;Palopatinaa. Hieman taipunut, tarkista vielä tyyppi vaikka aika varma olen;;HM 2463_1
