Phase;Site id;Municipality;Site name;Collection;Main number;Subnumber;p;i;z;m1;m2;m3;n1;n2;n3;n4;p1;p2;r1;r2;Category;Type;Subtype;Subtype (Finnish);Certainty;Main temper (Finnish);Other tempers (Finnish);Count (1-10);Count (10-100);Count (>100);Other notes (Finnish)
IA;40010027;Kemiönsaari;Kyrksundet;KM;28363;1-303;6649270;3247493;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;3;kivimurska;;TRUE;FALSE;FALSE;
IA;729010004;Saarijärvi;Kantoniemi;KM;28380;1-36;6950284;3414533;108;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;kivimurska;;FALSE;TRUE;FALSE;
IA;73010040;Salo;Riihikankare;KM;28386;1-781;6708636;3281576;26;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;kivimurska;;FALSE;FALSE;TRUE;
IA;73010041;Salo;Krapuoja;KM;28387;1-122;6708250;3281488;26;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;;;FALSE;FALSE;TRUE;
IA;73010043;Salo;Munismäki;KM;28388;1-7;6708159;3281283;26;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;;;FALSE;TRUE;FALSE;
IA;49010108;Espoo;Kirskunmäki;KM;28435;1-231;6680671;3370549;17;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Pottery;Morby Ware;Morby Ware;Morby;2;kivimurska;;FALSE;FALSE;TRUE;karsta (169)
IA;182010057;Jämsä;Valtakunnansali 2;KM;28583;1-16;6862719;3405985;87;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;kivimurska;;TRUE;FALSE;FALSE;
IA;905010001;Vaasa;Djupkärrsbacken;KM;28609;1-2;7003717;3223215;20;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Pottery;Morby Ware;Morby Ware;Morby;3;;;TRUE;FALSE;FALSE;
IA;248010010;Kitee;Suurikylä Myllyjoki;KM;28710;1-18;6863997;3643720;85;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Carelian Ware;Carelian Ware;karjalainen keramiikka;1;;;FALSE;TRUE;FALSE;
IA;248010011;Kitee;Suurenkylänlahti 1;KM;28711;1-41;6864036;3643440;77;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Carelian Ware;Carelian Ware;karjalainen keramiikka;1;;;FALSE;FALSE;FALSE;
IA;248010012;Kitee;Suurenkylänlahti 2;KM;28712;1-6;6863809;3643570;77;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Carelian Ware;Carelian Ware;karjalainen keramiikka;2;;;TRUE;FALSE;FALSE;
IA;260010039;Kitee;Suorlahti Pajalahti;KM;28714;1-4;6895225;3655387;85;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Carelian Ware;Carelian Ware;karjalainen keramiikka;2;;;TRUE;FALSE;FALSE;
IA;260000002;Kitee;Kiermi;KM;28715;;6875413;3673448;75;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Carelian Ware;Carelian Ware;karjalainen keramiikka;2;;;TRUE;FALSE;FALSE;
IA;260010040;Kitee;Vaaranmäki;KM;28716;1-7;6889195;3669185;107;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Carelian Ware;Carelian Ware;karjalainen keramiikka;1;;;TRUE;FALSE;FALSE;
IA;607010010;Polvijärvi;Sotkuma Lamminniemi;KM;28717;1-18;6960658;3625142;82;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Carelian Ware;Carelian Ware;karjalainen keramiikka;1;;;FALSE;TRUE;FALSE;
IA;607010011;Polvijärvi;Sotkuma Kylänlampi 1;KM;28718;1-8;6961146;3625089;82;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Carelian Ware;Carelian Ware;karjalainen keramiikka;1;;;TRUE;FALSE;FALSE;
IA;607010012;Polvijärvi;Sotkuma Kylänlampi 2;KM;28719;1-28;6961313;3625011;82;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Carelian Ware;Carelian Ware;karjalainen keramiikka;1;;;FALSE;TRUE;FALSE;
IA;848010010;Tohmajärvi;Peijonniemi Valopelto;KM;28722;1-3;6902517;3677881;85;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Carelian Ware;Carelian Ware;karjalainen keramiikka;2;;;TRUE;FALSE;FALSE;
IA;856010008;Joensuu;Saaroinen Saaroisranta;KM;28723;1-5;6918392;3701882;140;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Carelian Ware;Carelian Ware;karjalainen keramiikka;2;;;TRUE;FALSE;FALSE;
IA;856010009;Joensuu;Konnunniemi Tuupala;KM;28724;1-9;6936530;3681410;115;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Carelian Ware;Carelian Ware;karjalainen keramiikka;1;;;TRUE;FALSE;FALSE;
IA;1000004678;Laitila;Penttilä;KM;28729;1-2;6766740;3206615;20;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;hiekka;;TRUE;FALSE;FALSE;
IA;1000000171;Laitila;Kylämäki;KM;28732;1-2;6764470;3210650;15;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;kivimurska;;TRUE;FALSE;FALSE;
IA;1000004876;Laitila;Marttila 2;KM;28733;1-2;6768450;3207480;17,5;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;hiekka;;TRUE;FALSE;FALSE;
IA;1000000153;Laitila;Seikola-Niemispää;KM;28736;;6766610;3208625;12,5;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;hiekka;;TRUE;FALSE;FALSE;
IA;1000000149;Laitila;Sonkkila;KM;28737;;6765750;3208380;17,5;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;hiekka;;TRUE;FALSE;FALSE;
IA;1000004579;Laitila;Ylisaari;KM;28738;;6769110;3208850;19;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;hiekka;;TRUE;FALSE;FALSE;
IA;580010029;Parikkala;Kärikkä;KM;28747;1-10;6835926;3633475;74;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;kivimurska;;TRUE;FALSE;FALSE;
IA;734010051;Salo;Ruoksmäki;KM;28759;1-87;6707088;3288957;30;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;3;hiekka;;FALSE;FALSE;TRUE;
IA;979010005;Pöytyä;Kappelniitty;KM;28763;1-30;6760148;3251428;55;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;kivimurska;;FALSE;TRUE;FALSE;
IA;536010042;Nokia;Pelto-Aho;KM;28792;1-5;6817638;3300341;80;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;hiekka;;TRUE;FALSE;FALSE;
IA;1000001490;Nousiainen;Alho;KM;28794;1-2;6735350;3235810;27,5;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Pottery;Morby Ware;Morby Ware;Morby;3;kivimurska;;FALSE;TRUE;FALSE;
IA;1000014631;Vehmaa;Katajarinne;KM;28797;1-8;6742523;3209485;15;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;;;TRUE;FALSE;FALSE;
IA;142010045;Iitti;Ojala;KM;28815;1-133;6759456;3457433;85;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;hiekka;;FALSE;FALSE;TRUE;
IA;400010150;Laitila;Vainionmäki;KM;28816;1-11;6760640;3211195;18;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;;;TRUE;FALSE;FALSE;
IA;1000002232;Mikkeli;Kenkäveronniemi;KM;28819;1-12;6841530;3515121;79;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;hiekka;;TRUE;FALSE;FALSE;
IA;73010040;Salo;Riihikankare;KM;28825;1-1627;6708636;3281576;26;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;;;FALSE;FALSE;TRUE;
IA;73010043;Salo;Munismäki;KM;28826;1-41;6708159;3281283;26;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;;;FALSE;TRUE;FALSE;
IA;418010022;Lempäälä;Jutila;KM;28840;1-10;6805591;3328188;85;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;kivimurska;;FALSE;TRUE;FALSE;
IA;418010012;Lempäälä;Aimalankangas;KM;28841;1-13;6806580;3323447;80;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;kivimurska;;FALSE;TRUE;FALSE;
IA;418010019;Lempäälä;Hääkivi I;KM;28848;1-13;6805717;3326962;84;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;;;TRUE;FALSE;FALSE;
IA;418010020;Lempäälä;Hääkivi II;KM;28849;1-4;6805739;3327144;86;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;;;TRUE;FALSE;FALSE;
IA;418010013;Lempäälä;Torisevankulma;KM;28850;;6803174;3328936;110;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;;;TRUE;FALSE;FALSE;
IA;418010023;Lempäälä;Mottinen;KM;28852;1-17;6804719;3326872;84;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;kivimurska;;FALSE;TRUE;FALSE;
IA;418010024;Lempäälä;Vuollesaari;KM;28856;1-5;6805971;3323629;80;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;hiekka;;TRUE;FALSE;FALSE;
IA;912010049;Sastamala;Tyrvään vanha kirkko;KM;28893;1-49;6811740;3283124;61;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;kivimurska;;FALSE;TRUE;FALSE;
IA;912010004;Sastamala;Rautajoki;KM;28894;1-175;6812389;3284255;61;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;kivimurska;;FALSE;FALSE;TRUE;
IA;400010252;Laitila;Untamalan kirkko;KM;28897;1-4;6767416;3209250;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;hiekka;;TRUE;FALSE;FALSE;
IA;220010084;Raasepori;Camillaskog;KM;29019;1-47;6674477;3319360;25;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;;;TRUE;FALSE;FALSE;
IA;220010095;Raasepori;Lillmalmen;KM;29021;1-82;6676519;3320484;43;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Pottery;Morby Ware;Morby Ware;Morby;2;kivimurska;;TRUE;FALSE;FALSE;
IA;220010082;Raasepori;Grågälan - Tröskhusåkern;KM;29028;1-8;6674138;3319555;12;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Pottery;Morby Ware;Morby Ware;Morby;2;hiekka;;TRUE;FALSE;FALSE;pohjapala (4)
IA;220010101;Raasepori;Bällby;KM;29033;1-223;6679951;3324295;46;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Pottery;Morby Ware;Morby Ware;Morby;2;;;FALSE;FALSE;TRUE;
IA;602010031;Kaarina;Ristkankare;KM;29084;1-6;6710231;3251369;15;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;hiekka;;TRUE;FALSE;FALSE;
IA;602010027;Kaarina;Huttalan linnavuori;KM;29085;1-8;6709576;3255255;30;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;hiekka;;FALSE;TRUE;FALSE;
IA;602010036;Kaarina;Alistalo;KM;29086;1-5;6709476;3256353;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Pottery;Morby Ware;Morby Ware;Morby;3;kivimurska;;FALSE;TRUE;FALSE;
IA;602010008;Kaarina;Hepojoenranta;KM;29087;1-5;6712825;3255173;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;hiekka;;TRUE;FALSE;FALSE;
IA;602010011;Kaarina;Rekolanmäki;KM;29092;1-43;6709916;3252646;15;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;hiekka;;FALSE;TRUE;FALSE;
IA;912010040;Sastamala;Vanhamoisio;KM;29095;1-3;6817649;3293341;60;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;;;TRUE;FALSE;FALSE;
IA;635010030;Pälkäne;Heikkilä;KM;29226;1-7;6796858;3358499;90;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;kivimurska;;TRUE;FALSE;FALSE;
IA;635010004;Pälkäne;Myttäälä;KM;29230;1-4;6806264;3351001;93;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;hiekka;;TRUE;FALSE;FALSE;
IA;418010025;Lempäälä;Naarankalmanmäki;KM;29290;1-99;6808215;3328389;86;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;;;FALSE;FALSE;TRUE;karsta (56,73,80 ym)
IA;580010046;Parikkala;Kurkkallio;KM;29324;1-3;6831285;3642921;73;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Carelian Ware;Carelian Ware;karjalainen keramiikka;2;kivimurska;;TRUE;FALSE;FALSE;
IA;580010047;Parikkala;Sepänrinne;KM;29325;1-6;6826506;3634400;73;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Carelian Ware;Carelian Ware;karjalainen keramiikka;2;kivimurska;;TRUE;FALSE;FALSE;
IA;580010051;Parikkala;Likolahti A;KM;29329;1-2;6832377;3644453;73;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Carelian Ware;Carelian Ware;karjalainen keramiikka;2;kivimurska;;TRUE;FALSE;FALSE;
IA;728010006;Parikkala;Kostamonlahti;KM;29342;1-11;6844632;3647032;82;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Carelian Ware;Carelian Ware;karjalainen keramiikka;2;kivimurska;;TRUE;FALSE;FALSE;
IA;728010013;Parikkala;Linnamäki A;KM;29347;1-3;6849115;3644151;83;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Carelian Ware;Carelian Ware;karjalainen keramiikka;2;kivimurska;;TRUE;FALSE;FALSE;
IA;912010032;Sastamala;Louhilinna-Kotiranta;KM;29350;1-4;6821381;3289727;60;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;kivimurska;;FALSE;TRUE;FALSE;
IA;778010001;Suonenjoki;Saunaniemi;KM;29352;1-47;6951100;3497200;100;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;kivimurska;;FALSE;TRUE;FALSE;karsta (40)
IA;778010001;Suonenjoki;Saunaniemi;KM;29354;1-31;6951100;3497200;100;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;kivimurska;;FALSE;TRUE;FALSE;
IA;778010001;Suonenjoki;Saunaniemi;KM;29356;1-54;6951100;3497200;100;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;kivimurska;;TRUE;FALSE;FALSE;
IA;686010018;Rautalampi;Hämeenniemi;KM;29357;1-13;6952393;3496223;98;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;kivimurska;;FALSE;FALSE;TRUE;
IA;602010014;Kaarina;Mattilanmaa;KM;29409;1-3;6709990;3252780;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;;;TRUE;FALSE;FALSE;
IA;220010002;Raasepori;Domargård I;KM;29410;1-634;6663430;3312339;25;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;kivimurska;;FALSE;FALSE;TRUE;
IA;49010057;Espoo;Lilltorp;KM;29412;1-74;6680025;3369358;23;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Pottery;Morby Ware;Morby Ware;Morby;1;kivimurska;;FALSE;FALSE;TRUE;
IA;1000003685;Espoo;Oittaan leirintäalue;KM;29419;1-13;6683021;3370253;28;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Pottery;Morby Ware;Morby Ware;Morby;2;kivimurska;orgaaninen;FALSE;TRUE;FALSE;
IA;49010056;Espoo;Mickels (Mikkelä);KM;29420;1-33;6679500;3369234;17;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Pottery;Morby Ware;Morby Ware;Morby;2;kivimurska;orgaaninen;FALSE;TRUE;FALSE;
IA;182010056;Jämsä;Valtakunnansali 1;KM;29446;1-2;6862746;3405812;87;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;hiekka;;TRUE;FALSE;FALSE;
IA;182010057;Jämsä;Valtakunnansali 2;KM;29447;1-2;6862719;3405985;87;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;hiekka;;TRUE;FALSE;FALSE;
IA;b139;Jämsä;Ylä-Manninen;KM;29448;1-3;6862264;3406644;90;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;;;TRUE;FALSE;FALSE;
IA;532010010;Lahti;Lassinkoski A;KM;29449;1-4;6771620;3446820;95;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;hiekka;;TRUE;FALSE;FALSE;
IA;532010011;Lahti;Lassinkoski B-C;KM;29450;;6771720;3446780;95;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;hiekka;;TRUE;FALSE;FALSE;
IA;532010011;Lahti;Lassinkoski B-C;KM;29451;1-4;6771720;3446780;95;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;hiekka;;TRUE;FALSE;FALSE;
IA;532010013;Lahti;Anttila;KM;29453;1-3;6772600;3446140;110;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;hiekka;;FALSE;TRUE;FALSE;
IA;532010012;Lahti;Töyrylä;KM;29455;1-2;6772600;3446680;110;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;;;TRUE;FALSE;FALSE;
IA;607000002;Polvijärvi;Sotkuma Iljala;KM;29465;1-2;6961389;3624277;85;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Carelian Ware;Carelian Ware;karjalainen keramiikka;1;;;TRUE;FALSE;FALSE;
IA;912010031;Sastamala;Tulonen;KM;29560;1-21;6821354;3289223;65;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;kivimurska;;FALSE;TRUE;FALSE;
IA;912010032;Sastamala;Louhilinna-Kotiranta;KM;29561;1-68;6821381;3289727;60;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;kivimurska;;FALSE;TRUE;FALSE;
IA;912010050;Sastamala;Tuomisto 2;KM;29562;1-9;6821210;3289308;62;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;kivimurska;;TRUE;FALSE;FALSE;
IA;912010051;Sastamala;Lautatarha;KM;29563;1-10;6821360;3289535;60;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;kivimurska;;TRUE;FALSE;FALSE;
IA;912010052;Sastamala;Rautatiealue 1;KM;29564;1-20;6821387;3289396;65;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;kivimurska;;FALSE;TRUE;FALSE;
IA;912010053;Sastamala;Rautatiealue 2;KM;29565;1-15;6821548;3289594;65;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;kivimurska;;TRUE;FALSE;FALSE;
IA;912010054;Sastamala;Rautatiealue 3;KM;29566;1-7;6821584;3289676;65;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;kivimurska;;TRUE;FALSE;FALSE;
IA;538010002;Nousiainen;Mäeksmäki;KM;29577;;6732993;3233674;17;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;kivimurska;hiekka, orgaaninen;TRUE;FALSE;FALSE;
