Phase;Site id;Municipality;Site name;Collection;Main number;Subnumber;p;i;z;m1;m2;m3;n1;n2;n3;n4;p1;p2;r1;r2;Category;Type;Subtype;Subtype (Finnish);Certainty;Main temper (Finnish);Other tempers (Finnish);Count (1-10);Count (10-100);Count (>100);Other notes (Finnish)
IA;220010045;Raasepori;Storåkerskullen;KM;19966;1-148;6666004;3314759;15;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;kivimurska;;FALSE;FALSE;TRUE;
IA;423010015;Lieto;Kukkarkoski I;KM;19991;1-803;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;kivimurska;;FALSE;TRUE;FALSE;
IA;781010021;Sysmä;Ihananiemi;KM;19997;1-265;6821900;3429410;80;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;kivimurska;;FALSE;FALSE;TRUE;
IA;426010005;Liperi;Kuoppala;KM;20010;1-4;6950840;3614054;82;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Carelian Ware;Carelian Ware;karjalainen keramiikka;1;hiekka;;TRUE;FALSE;FALSE;
IA;220010045;Raasepori;Storåkerskullen;KM;20060;1-209;6666004;3314759;15;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;hiekka;;FALSE;FALSE;TRUE;
IA;734010033;Salo;Vanutehtaanmäki (1-4);KM;20081;1-101;6705195;3287208;21;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;hiekka;;FALSE;FALSE;TRUE;
IA;908010010;Valkeakoski;Etu-Saari;KM;20119;1-16;6787500;3339644;85;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;hiekka;;FALSE;FALSE;TRUE;
IA;605010017;Närpiö;Pörtom-Pörtbäcken;KM;20153;1-3;6965589;3221680;27;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Pottery;Morby Ware;Morby Ware;Morby;2;hiekka;;FALSE;TRUE;FALSE;
IA;590010010;Maalahti;Petalax-Viitala Brännskogen;KM;20158;1-55;6978574;3213865;24;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Pottery;Morby Ware;Morby Ware;Morby;1;hiekka;;FALSE;FALSE;TRUE;karsta (14,19,35)
IA;895010032;Uusikaupunki;Klupumäki;KM;20178;1-8;6759113;3207834;10;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;;;TRUE;FALSE;FALSE;
IA;50010032;Eura;Luistari;KM;20189;1-222;6787882;3238661;38;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;;;FALSE;FALSE;TRUE;
IA;220010045;Raasepori;Storåkerskullen;KM;20238;1-111;6666004;3314759;15;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;kivimurska;;FALSE;FALSE;TRUE;
IA;220010043;Raasepori;Borgmästars;KM;20243;1-17;6665942;3314586;20;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;kivimurska;;FALSE;FALSE;TRUE;
IA;734010035;Salo;Katajamäki;KM;20251;1-708;6705416;3287408;35;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;;;FALSE;FALSE;TRUE;karsta
IA;734010025;Salo;Ketohaka;KM;20252;1-34;6705524;3287453;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;;;FALSE;TRUE;FALSE;
IA;49010056;Espoo;Mickels (Mikkelä);KM;20261;1-230;6679500;3369234;17;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Pottery;Morby Ware;Morby Ware;Morby;1;hiekka;;FALSE;FALSE;TRUE;
IA;uusi 1590;Lappeenranta;Linnoitus;KM;20288;;6773767;3564047;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;hiekka;;TRUE;FALSE;FALSE;
IA;98010014;Hollola;Kirkailanmäki;KM;20450;1-82;6764723;3416244;125;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;;;TRUE;FALSE;FALSE;
IA;613010040;Porvoo;Böle;KM;20466;1-1305;6702770;3433160;10;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Pottery;Morby Ware;Morby Ware;Morby;1;hiekka;;FALSE;FALSE;TRUE;
IA;624010016;Pyhtää;Brunamossen 1;KM;20506;;6711900;3486100;15;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Pottery;Morby Ware;Morby Ware;Morby;3;hiekka;;TRUE;FALSE;FALSE;
IA;834010007;Tammela;Kankainen;KM;20510;1-3;6747673;3327224;100;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;kivimurska;;FALSE;TRUE;FALSE;
IA;853010012;Turku;Hallinkorvan puistikko;KM;20559;1-3;6714984;3241915;16;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;kivimurska;;TRUE;FALSE;FALSE;
IA;734010035;Salo;Katajamäki;KM;20561;1-1672;6705416;3287408;35;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Pottery;Morby Ware;Morby Ware;Morby;2;;;FALSE;FALSE;TRUE;
IA;734010035;Salo;Katajamäki;KM;20561;1-1672;6705416;3287408;35;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;;;FALSE;FALSE;TRUE;
IA;734010025;Salo;Ketohaka;KM;20562;1-483;6705524;3287453;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Pottery;Morby Ware;Morby Ware;Morby;2;;;FALSE;FALSE;TRUE;
IA;271010002;Kokemäki;Forsbynmäki eli Hiidenniemi;KM;20599;;6805292;3248002;28;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;;;TRUE;FALSE;FALSE;
IA;49010056;Espoo;Mickels (Mikkelä);KM;20602;1-1436;6679500;3369234;17;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Pottery;Morby Ware;Morby Ware;Morby;1;kivimurska;;FALSE;FALSE;TRUE;
IA;734010033;Salo;Vanutehtaanmäki (1-4);KM;20610;1-505;6705195;3287208;21;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;;;FALSE;FALSE;TRUE;
IA;980010024;Ylöjärvi;Mikkola;KM;20685;1-152;6831452;3319394;125;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;kivimurska;;FALSE;FALSE;TRUE;
IA;220010029;Raasepori;Bäljars 2;KM;20699;1-7;6664728;3313299;20;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;;;TRUE;FALSE;FALSE;
IA;980010024;Ylöjärvi;Mikkola;KM;20789;1-88;6831452;3319394;125;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;kivimurska;;FALSE;FALSE;TRUE;
IA;734010033;Salo;Vanutehtaanmäki (1-4);KM;20869;1-859;6705195;3287208;21;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;;;FALSE;FALSE;TRUE;
IA;734010033;Salo;Vanutehtaanmäki (1-4);KM;20870;1-206;6705195;3287208;21;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;;;FALSE;FALSE;TRUE;
IA;220010050;Raasepori;Hagnäs II;KM;20872;1-348;6666383;3316108;22;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Pottery;Morby Ware;Morby Ware;Morby;2;kivimurska;;FALSE;FALSE;TRUE;karsta (152)
IA;590010010;Maalahti;Petalax-Viitala Brännskogen;KM;20880;1-2;6978574;3213865;24;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Pottery;Morby Ware;Morby Ware;Morby;2;kivimurska;;FALSE;TRUE;FALSE;
IA;908010008;Valkeakoski;Hiittiänmäki;KM;20900;1-364;6787921;3339644;90;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;;;FALSE;FALSE;TRUE;
IA;398010009;Lahti;Ylä-Kokkola 2;KM;20909;1-10;6767520;3434270;109,5;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;;;FALSE;FALSE;FALSE;
IA;220010061;Raasepori;Södra Lövkulla;KM;20914;1-66;6667611;3315102;22;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Pottery;Morby Ware;Morby Ware;Morby;1;kivimurska;;FALSE;TRUE;FALSE;
IA;423010026;Lieto;Merola;KM;20952;1-390;6724418;3251279;30;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Pottery;Morby Ware;Morby Ware;Morby;1;hiekka;;FALSE;FALSE;TRUE;
IA;423010026;Lieto;Merola;KM;20960;1-23;6724418;3251279;30;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;hiekka;;FALSE;TRUE;FALSE;
IA;423010026;Lieto;Merola;KM;20967;1-13;6724418;3251279;30;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;hiekka;;FALSE;TRUE;FALSE;
IA;109010032;Hämeenlinna;Varikkoalue 5;KM;20992;1-27;6768140;3364400;84;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;kivimurska;;FALSE;TRUE;FALSE;karsta (7)
IA;109010031;Hämeenlinna;Varikkoalue 3;KM;20992;28-35;6768147;3364470;86;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;;;TRUE;FALSE;FALSE;
IA;109010030;Hämeenlinna;Varikkoalue 2;KM;20992;36-49;6768134;3364550;85,5;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;;;FALSE;FALSE;TRUE;
IA;755010017;Siuntio;Dalamalm;KM;21142;1-169;6675449;3343367;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;hiekka;;FALSE;TRUE;FALSE;
IA;734010025;Salo;Ketohaka;KM;21170;1-899;6705524;3287453;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;;;FALSE;FALSE;TRUE;
IA;109010030;Hämeenlinna;Varikkoalue 2;KM;21188;1-63;6768134;3364550;85,5;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;;;FALSE;FALSE;TRUE;
IA;109010031;Hämeenlinna;Varikkoalue 3;KM;21188;64-1616;6768147;3364470;86;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;;;FALSE;FALSE;TRUE;
IA;734010033;Salo;Vanutehtaanmäki (1-4);KM;21200;1-122;6705195;3287208;21;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;;;FALSE;FALSE;TRUE;
IA;734010033;Salo;Vanutehtaanmäki (1-4);KM;21201;1-350;6705195;3287208;21;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;;;FALSE;FALSE;TRUE;
IA;91010007;Helsinki;Malminkartano 4;KM;21233;1-415;6683928;3382439;20;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Pottery;Morby Ware;Morby Ware;Morby;1;kivimurska;;TRUE;FALSE;FALSE;
IA;220010032;Raasepori;Östergård;KM;21238;1-273;6664993;3313872;15;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;kivimurska;;FALSE;FALSE;TRUE;
IA;613010040;Porvoo;Böle;KM;21293;1-3097;6702770;3433160;10;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Pottery;Morby Ware;Morby Ware;Morby;1;kivimurska;;FALSE;FALSE;TRUE;
IA;220010036;Raasepori;Dragongatan;KM;21363;1-7;6665507;3313585;20;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Pottery;Morby Ware;Morby Ware;Morby;3;kivimurska;;TRUE;FALSE;FALSE;
IA;220010033;Raasepori;Sunnandal;KM;21364;1-3;6665240;3313282;22;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;kivimurska;;TRUE;FALSE;FALSE;
IA;220010027;Raasepori;Bäljars 1;KM;21365;1-11;6664647;3313315;21;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;kivimurska;;TRUE;FALSE;FALSE;
IA;220010023;Raasepori;Stora Näset;KM;21368;;6664421;3313675;10;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;kivimurska;;TRUE;FALSE;FALSE;
IA;220010025;Raasepori;Lilla Näset;KM;21369;1-5;6664572;3313883;7;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;kivimurska;;TRUE;FALSE;FALSE;
IA;220010028;Raasepori;Bäljars maakellari;KM;21370;1-3;6664679;3313717;14;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;kivimurska;;TRUE;FALSE;FALSE;
IA;220010032;Raasepori;Östergård;KM;21373;1-8;6664993;3313872;15;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;kivimurska;sekoitteeton;TRUE;FALSE;FALSE;
IA;220010036;Raasepori;Dragongatan;KM;21464;1-8;6665507;3313585;20;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Pottery;Morby Ware;Morby Ware;Morby;2;kivimurska;;FALSE;TRUE;FALSE;
IA;853010018;Turku;Tuomi-Lehtonen-Muonamiestalot;KM;21465;1-1074;6716512;3240809;20;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;kivimurska;;FALSE;FALSE;TRUE;
IA;250010001;Kihniö;Pyhäniemi;KM;21492;1-415;6903985;3298511;135;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;kivimurska;;TRUE;FALSE;FALSE;voisi olla myös hiekkasekoitteista nuorakeramiikkaa, vrt. Ylistaron Isosaari
IA;398010009;Lahti;Ylä-Kokkola 2;KM;21494;1-8;6767520;3434270;109,5;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;;;TRUE;FALSE;FALSE;
IA;734010033;Salo;Vanutehtaanmäki (1-4);KM;21499;1-170;6705195;3287208;21;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;kivimurska;hiekka;FALSE;FALSE;TRUE;
IA;734010033;Salo;Vanutehtaanmäki (1-4);KM;21500;1-465;6705195;3287208;21;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;kivimurska;hiekka;FALSE;FALSE;TRUE;
IA;257010036;Kirkkonummi;Tengo Nyåker;KM;21501;1-174;6681465;3358830;35;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;hiekka;;FALSE;TRUE;FALSE;
IA;398010010;Lahti;Alasenjärvi;KM;21524;1-2;6769030;3431650;98;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;kivimurska;;TRUE;FALSE;FALSE;
IA;1000000177;Laitila;Tala-Vanhatala;KM;21527;1-12;6765230;3212390;15;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;kivimurska;;TRUE;FALSE;FALSE;
IA;613010040;Porvoo;Böle;KM;21536;1-5188;6702770;3433160;10;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Pottery;Morby Ware;Morby Ware;Morby;1;kivimurska;hiekka;FALSE;FALSE;TRUE;karsta (2730)
IA;285010011;Kotka;Pykinkoski;KM;21558;1-1951;6718380;3489820;20;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;hiekka;;FALSE;FALSE;TRUE;
IA;290010009;Kuhmo;Koposensaari;KM;21584;1-91;7117433;3622670;163;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;hiekka;;TRUE;FALSE;FALSE;pohjapala (91)
IA;895010045;Uusikaupunki;Pietilä;KM;21629;1-10;6758549;3207621;15;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;kivimurska;;FALSE;TRUE;FALSE;
IA;220010002;Raasepori;Domargård I;KM;21634;1-2153;6663430;3312339;25;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;kivimurska;;FALSE;FALSE;TRUE;
IA;912010016;Sastamala;Kaukola;KM;21671;1-5;6809711;3277879;60;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;kivimurska;;TRUE;FALSE;FALSE;
IA;220010049;Raasepori;Kroggård;KM;21681;;6666369;3315987;20;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;kivimurska;;TRUE;FALSE;FALSE;
IA;220010002;Raasepori;Domargård I;KM;21683;1-16;6663430;3312339;25;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;kivimurska;;FALSE;TRUE;FALSE;
IA;220010002;Raasepori;Domargård I;KM;21684;1-6;6663430;3312339;25;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;kivimurska;;TRUE;FALSE;FALSE;
IA;220010002;Raasepori;Domargård I;KM;21685;1-2;6663430;3312339;25;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;kivimurska;;TRUE;FALSE;FALSE;
IA;220010003;Raasepori;Domargård II;KM;21687;1-2;6663439;3312589;17;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;kivimurska;;TRUE;FALSE;FALSE;
IA;220010005;Raasepori;Domargård IV;KM;21688;1-6;6663713;3312732;15;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;kivimurska;;FALSE;TRUE;FALSE;
IA;220010032;Raasepori;Östergård;KM;21689;1-3;6664993;3313872;15;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;kivimurska;;TRUE;FALSE;FALSE;
IA;220010032;Raasepori;Östergård;KM;21690;1-5;6664993;3313872;15;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;kivimurska;;FALSE;TRUE;FALSE;
IA;433010003;Loppi;Kavettula;KM;21716;;6733120;3362357;111;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Pottery;Morby Ware;Morby Ware;Morby;2;kivimurska;;TRUE;FALSE;FALSE;karsta
IA;433010004;Loppi;Pälsi 1;KM;21717;;6733767;3361996;113;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;kivimurska;;TRUE;FALSE;FALSE;
IA;433010009;Loppi;Ilomäki;KM;21721;1-6;6739268;3368916;128;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;hiekka;;TRUE;FALSE;FALSE;
IA;475010001;Maalahti;Nissashaga S;KM;21916;1-73;6986250;3222672;17;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;kivimurska;;FALSE;FALSE;TRUE;
IA;220010002;Raasepori;Domargård I;KM;21917;1-158;6663430;3312339;25;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;kivimurska;;FALSE;FALSE;TRUE;
IA;538010002;Nousiainen;Mäeksmäki;KM;21931;1-41;6732993;3233674;17;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;kivimurska;;FALSE;FALSE;TRUE;
IA;398010021;Lahti;Paakkolanmäki 1;KM;21967;1-205;6767740;3434070;108;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;1;hiekka;;FALSE;FALSE;TRUE;
IA;613010040;Porvoo;Böle;KM;22004;1-7246;6702770;3433160;10;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;Pottery;Morby Ware;Morby Ware;Morby;1;kivimurska;;FALSE;FALSE;TRUE;karsta (5619)
IA;398010019;Lahti;Paakkolanmäki 2 ja 3;KM;22007;1-42;6767870;3434890;108,5;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Pottery;Iron Age pottery;Iron Age pottery;rautakautinen;2;;;FALSE;TRUE;FALSE;
