Phase;Site id;Municipality;Site name;p;i;z;Collection;Main number;Subnumber;Category;Type (Finnish);Preroman IA;Early Roman IA;Late Roman IA;Migration period;Merovingian period;Viking period;Crusade period;1100-1300;1400-1500;Settlement site;Cremation cemetery;Inhumation cemetery;Stray find;Cairn;Hoard;Other context;Certainty;Integrity;Length (mm);Width (mm);Thickness (mm);Fragment length (mm);Fragment width (mm);Fragment thickness (mm);Other notes (Finnish);Photo ID
IA;1000000460;Sodankylä;Nuulasenlehto;7481500;3476360;210;KM;19441;1;Wooden artefacts;Suksi;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;3;FALSE;;;;630;130;;Suksen kappale? Piirtokoristelua. Löytynyt metrin syvyydestä. Ei nähty, ehkä org.puolella;KM 19441 _1
