Phase;Site id;Municipality;Site name;Collection;Main number;Subnumber;p;i;z;Category;Type;Subtype;Type (Finnish);Subtype (Finnish);Certainty;Preroman IA;Early Roman IA;Late Roman IA;Migration period;Merovingian period;Viking period;Crusade period;1100-1300;1400-1500;Settlement site;Cremation cemetery;Inhumation cemetery;Cairn;Stray find;Hoard;Other context;Integrity;Length (mm);Width (mm);Thickness (mm);Fragment length (mm);Fragment width (mm);Fragment thickness (mm);Other notes (Finnish)
IA;536010017;Nokia;Sotkanlinna;TYA;636;89;6821109;3313490;92;Beads;Glass bead;Glass bead;Lasimassahelmi;;1;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;10;8;;;;;Tynnyrim„inen punainen
IA;536010017;Nokia;Sotkanlinna;TYA;636;160;6821109;3313490;92;Beads;Glass bead;Glass bead;Lasimassahelmi;;1;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;13;14;;;;;Sylinteri, sininen, keltainen ep„s„„nn”llinen nauhakuvio. Kolmessa osassa.
IA;538010042;Nousiainen;Markulanm„ki;TYA;332;10;6733516;3233340;36;Beads;Glass bead;Glass bead;Lasimassahelmi;;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;;;;;;Pieni sininen. My”s nroilla :11-13
IA;577010020;Paimio;Spurila;TYA;270;105;6713640;3263640;22,5;Beads;Glass bead;Glass bead;Lasimassahelmi;;1;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;7;2;;;;;Sininen, rengasmainen
IA;577010020;Paimio;Spurila;TYA;325;3;6713640;3263640;22,5;Beads;Glass bead;Glass bead;Lasimassahelmi;;1;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;7;9;;;;;kierretty
IA;577010020;Paimio;Spurila;TYA;244;273;6713640;3263640;22,5;Beads;Glass bead;Glass bead;Lasimassahelmi;;1;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;Sulaneita ja tulen vaurioittamia nroilla :573-577. N„ist„ :573 kaksoishelmi,  :575 rengasmainen
IA;577010020;Paimio;Spurila;TYA;244;276;6713640;3263640;22,5;Beads;Glass bead;Glass bead;Lasimassahelmi;;1;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;6;7;;;;;Punainen, suorasta putkesta leikattu.
IA;577010020;Paimio;Spurila;TYA;244;286;6713640;3263640;22,5;Beads;Glass bead;Glass bead;Lasimassahelmi;;1;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;7;5;;;;;Sininen, putkesta leikattu
IA;577010020;Paimio;Spurila;TYA;244;275;6713640;3263640;22,5;Beads;Glass bead;Glass bead;Lasimassahelmi;;1;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;9;8;;;;;Vihre„, suorasta putkesta leikattu.
IA;577010020;Paimio;Spurila;TYA;223;942;6713640;3263640;22,5;Beads;Glass bead;Glass bead;Lasimassahelmi;;1;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;8;9;;;;;Room.aikaa. Kierretty.
IA;577010020;Paimio;Spurila;TYA;223;1092;6713640;3263640;22,5;Beads;Glass bead;Glass bead;Lasimassahelmi;;1;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;5;;;;;;Sininen, suorasta lasiputkesta leikattu
IA;577010020;Paimio;Spurila;TYA;223;1081;6713640;3263640;22,5;Beads;Glass bead;Glass bead;Lasimassahelmi;;1;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;15;;;;;;Iso musta py”re„. Konteksti?
IA;577010020;Paimio;Spurila;TYA;223;957;6713640;3263640;22,5;Beads;Clay bead;Clay bead;Savihelmi;;1;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;;;;;;Py”re„
IA;577010020;Paimio;Spurila;TYA;244;287;6713640;3263640;22,5;Beads;Glass bead;Glass bead (serial);Lasimassahelmi;Sarjahelmi;1;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;6;4;;;;;Kaksoishelmi segmentinmuotoisesta vartaasta. Ovat yleisi„ viikinkiajan konteksteissa, olisiko osa n„ist„ Spurilan helmist„ kuitnekin nuorempia kuin room.aikaa? Vai onko n„it„ aiemminkin?
IA;577010020;Paimio;Spurila;TYA;244;281;6713640;3263640;22,5;Beads;Glass bead;Glass bead;Lasimassahelmi;;1;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;15;7;;;;;Sininen, rengasmainen, kahdessa osassa.
IA;577010020;Paimio;Spurila;TYA;244;279;6713640;3263640;22,5;Beads;Glass bead;Glass bead;Lasimassahelmi;;1;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;8;7;;;;;Musta
IA;577010020;Paimio;Spurila;TYA;244;280;6713640;3263640;22,5;Beads;Glass bead;Glass bead;Lasimassahelmi;;1;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;Sulanut, keltaista ja valkoista
IA;577010020;Paimio;Spurila;TYA;244;284;6713640;3263640;22,5;Beads;Glass bead;Glass bead;Lasimassahelmi;;1;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;8;5;;;;;Tummansininen, suorasta putkesta leikattu,
IA;577010020;Paimio;Spurila;TYA;270;107;6713640;3263640;22,5;Beads;Glass bead;Glass bead (serial);Lasimassahelmi;Sarjahelmi;1;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;6;5;;;;;Sininen, kaksi rengasmaista yhdess„ sarjahelmen„
IA;577010020;Paimio;Spurila;TYA;244;416;6713640;3263640;22,5;Beads;Bronze bead;Bronze bead (serial);Pronssihelmi;Sarjahelmi;1;FALSE;TRUE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;15;10;;;;;
IA;577010020;Paimio;Spurila;TYA;270;108;6713640;3263640;22,5;Beads;Glass bead;Glass bead;Lasimassahelmi;;1;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;8;;;Puolikas punaisesta
IA;577010020;Paimio;Spurila;TYA;244;281;6713640;3263640;22,5;Beads;Glass bead;Glass bead;Lasimassahelmi;;1;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;15;7;;;;;Sininen, rengasmainen, kahdessa osassa.
IA;577010020;Paimio;Spurila;TYA;244;277;6713640;3263640;22,5;Beads;Glass bead;Glass bead;Lasimassahelmi;;1;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;7;4;;;;;Punainen, suorasta putkesta leikattu.
IA;577010020;Paimio;Spurila;TYA;244;285;6713640;3263640;22,5;Beads;Clay bead;Clay bead;Savihelmi;;1;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;10;6;;;;;Putkimainen, suora, s„„nn”llinen. Ei luonnonmuodostuma, joksi my”s arveltu luettelossa.
IA;577010020;Paimio;Spurila;TYA;244;278;6713640;3263640;22,5;Beads;Glass bead;Glass bead;Lasimassahelmi;;1;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;Sininen, sulanut
IA;577010020;Paimio;Spurila;TYA;244;282;6713640;3263640;22,5;Beads;Glass bead;Glass bead (eye bead);Lasimassahelmi;Silm„helmi;1;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;13;10;;;;;Musta, kierretty, kaksi keltaista kohosilm„„.
IA;577010020;Paimio;Spurila;TYA;244;283;6713640;3263640;22,5;Beads;Glass bead;Glass bead;Lasimassahelmi;;1;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;7;7;;;;;Punaine, py”re„, tummempia ja vaaleampia raitoja rei„n suuntaisesti. Putkesta ja py”ristetty? Tarkista Ranta ja muut onko n„in voitu tehd„.
IA;577010025;Paimio;Sievolanm„ki;TYA;209;456;6713552;3261206;25;Beads;Clay bead;Clay bead;Savihelmi;;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;;;;;;Pieni rengasmainen.
IA;577010035;Paimio;Katajam„ki;TYA;180;17;6713143;3260947;23;Beads;Glass bead;Glass bead;Lasimassahelmi;;1;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;Kolme yhteen sulanutta sinist„ helme„, pienehk”j„
IA;577010035;Paimio;Katajam„ki;TYA;180;6;6713143;3260947;23;Beads;Glass bead;Glass bead;Lasimassahelmi;;1;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;Kaksi pient„ keltaista ja sinisi„ helmi„ yhteen sulaneina.
IA;577010035;Paimio;Katajam„ki;TYA;180;12;6713143;3260947;23;Beads;Glass bead;Glass bead (serial);Lasimassahelmi;Sarjahelmi;1;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;;;;;;Kolmiosainen, keltainen
IA;577010035;Paimio;Katajam„ki;TYA;180;16;6713143;3260947;23;Beads;Bronze bead;Bronze bead;Pronssihelmi;;1;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;23;18;;;;;"Keskikohtaa kiert„„ kohovy”; pinnassa sulamisj„lki„"
IA;577010035;Paimio;Katajam„ki;TYA;180;24;6713143;3260947;23;Beads;Bronze bead;Bronze bead (serial);Pronssihelmi;Sarjahelmi;1;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;;;;;;Kaksi kolmiosaista. My”s nrolla :302 (kolme- ja kaksiosainen)
IA;586010018;Salo;Riihim„ki;KM;14621;34;6689000;3286090;22,5;Beads;Glass bead;Glass bead;Lasimassahelmi;;1;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;8;8;;;;;Pieni sininen
IA;586010018;Salo;Riihim„ki;KM;14621;43;6689000;3286090;22,5;Beads;Glass bead;Glass bead;Lasimassahelmi;;1;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;;;;;;Kaksi punaista sulanutta
IA;586010018;Salo;Riihim„ki;KM;14621;132;6689000;3286090;22,5;Beads;Glass bead;Glass bead;Lasimassahelmi;;1;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;;;;;;Punainen kierretty
IA;586010018;Salo;Riihim„ki;KM;14621;133;6689000;3286090;22,5;Beads;Glass bead;Glass bead (serial);Lasimassahelmi;Sarjahelmi;1;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;;;;;;Sininen kaksiosainen segmentoidusta vartaasta.
IA;586010018;Salo;Riihim„ki;KM;14621;61;6689000;3286090;22,5;Beads;Glass bead;Glass bead;Lasimassahelmi;;1;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;;;;;;Pieni sininen py”re„
IA;586010018;Salo;Riihim„ki;KM;14621;20;6689000;3286090;22,5;Beads;Glass bead;Glass bead;Lasimassahelmi;;1;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;7;7;;;;;Pieni sininen
IA;586010018;Salo;Riihim„ki;KM;14621;60;6689000;3286090;22,5;Beads;Glass bead;Glass bead;Lasimassahelmi;;1;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;;;;;;Pieni sininen py”re„
IA;586010018;Salo;Riihim„ki;KM;14621;78;6689000;3286090;22,5;Beads;Glass bead;Glass bead (eye bead);Lasimassahelmi;Silm„helmi;1;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;;;;;;Sulanut iso sininen silm„helmi, jossa valkoinen ristikkojuova, silm„n keskus tumma, s„teet punaista ja valkoista
IA;586010018;Salo;Riihim„ki;KM;14621;74;6689000;3286090;22,5;Beads;Glass bead;Glass bead;Lasimassahelmi;;1;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;;;;;;Punainen kierretty
IA;586010018;Salo;Riihim„ki;KM;14621;63;6689000;3286090;22,5;Beads;Glass bead;Glass bead;Lasimassahelmi;;1;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;;;;;;Ainakin viisi sulanutta helme„
IA;586010018;Salo;Riihim„ki;KM;14621;62;6689000;3286090;22,5;Beads;Glass bead;Glass bead (serial);Lasimassahelmi;Sarjahelmi;1;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;;;;;;Keltainen kaksoishelmi tai yhteen sulanut
IA;586010018;Salo;Riihim„ki;KM;14621;59;6689000;3286090;22,5;Beads;Glass bead;Glass bead (serial);Lasimassahelmi;Sarjahelmi;1;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;;;;;;Kaksi sinist„ segmentoidusta
IA;602010010;Kaarina;Myrskylinna;KM;16234;9;6709593;3252085;10;Beads;Glass bead;Glass bead;Lasimassahelmi;;1;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;9;;3;;;;Sininen
IA;602010010;Kaarina;Myrskylinna;KM;16168;1;6709593;3252085;10;Beads;Glass bead;Glass bead (serial);Lasimassahelmi;Sarjahelmi;1;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;10;5;;;;;Sininen kaksoishelmi, samalla alnrolla my”s punainen helmi ja kaksi sulanutta helme„
IA;602010010;Kaarina;Myrskylinna;KM;19001;5;6709593;3252085;10;Beads;Glass bead;Glass bead;Lasimassahelmi;;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;15;13;;;;;Kierretty. Musta, valkoinen juova kiertosuuntaisesti rei„n ymp„ri. Raunio 7
IA;602010010;Kaarina;Myrskylinna;KM;16168;1;6709593;3252085;10;Beads;Glass bead;Glass bead;Lasimassahelmi;;1;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;6;;;;;;Litte„ punainen, onko lasimassaa? Samalla alanrolla my”s sininen kaksoishelmi ja kaksi hyvin sulanutta helme„
IA;602010019;Kaarina;Huttalanm„ki;TYA;334;182;6710261;3254305;24;Beads;Glass bead;Glass bead;Lasimassahelmi;;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;0;0;0;0;0;0;Aavistuksen kaksoiskartio. Ilm. sininen mutta likainen.
IA;602010019;Kaarina;Huttalanm„ki;TYA;334;185;6710261;3254305;24;Beads;Glass bead;Glass bead (eye bead);Lasimassahelmi;Silm„helmi;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;0;0;0;0;0;0;Keltainen, silm„n keskus vihre„, s„teet punaista, valkoista ja vihre„„.
IA;602010019;Kaarina;Huttalanm„ki;TYA;334;181;6710261;3254305;24;Beads;Glass bead;Gold-foiled glass bead;Lasimassahelmi;Kultafoliohelmi;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;0;0;0;0;0;0;Rikki
IA;602010019;Kaarina;Huttalanm„ki;TYA;334;179;6710261;3254305;24;Beads;Glass bead;Gold-foiled melon glass bead;Lasimassahelmi;"Kultafoliohelmi; melonihelmi";1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;0;0;0;0;0;0;
IA;602010019;Kaarina;Huttalanm„ki;TYA;334;184;6710261;3254305;24;Beads;Glass bead;Glass bead;Lasimassahelmi;;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;0;0;0;0;0;0;Sylinterim„inen turkoosi.
IA;602010019;Kaarina;Huttalanm„ki;TYA;334;179;6710261;3254305;24;Beads;Glass bead;Gold-foiled glass bead;Lasimassahelmi;Kultafoliohelmi;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;0;0;0;0;0;0;Puolikas
IA;602010019;Kaarina;Huttalanm„ki;TYA;334;183;6710261;3254305;24;Beads;Glass bead;Glass bead;Lasimassahelmi;;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;0;0;0;0;0;0;Sylinterim„inen turkoosi.
IA;602010019;Kaarina;Huttalanm„ki;TYA;334;180;6710261;3254305;24;Beads;Glass bead;Gold-foiled glass bead;Lasimassahelmi;Kultafoliohelmi;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;0;0;0;0;0;0;Sylinterim„inen
IA;602010019;Kaarina;Huttalanm„ki;TYA;334;186;6710261;3254305;24;Beads;Glass bead;Glass bead (eye bead);Lasimassahelmi;Silm„helmi;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;0;0;0;0;0;0;Turkoosi, silmi„ kolme pient„, niiss„ keskus turkoosi ja s„teet punaista ja valkoista
IA;602010019;Kaarina;Huttalanm„ki;TYA;334;45;6710261;3254305;24;Beads;Bone bead;Bone bead;Luuhelmi;;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;0;0;0;0;0;0;
IA;606010037;Raasepori;Permortan;KM;24708;998;6667486;3310490;26;Beads;Glass bead;Glass bead;Lasimassahelmi;;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;11;4;;;;;Sininen rengasmainen, kai kierretty vai onko en tied„
IA;613010055;Porvoo;Kiviharju Katajatie 12;KM;22196;4;6696030;3424060;12;Beads;Glass bead;Glass bead;Lasimassahelmi;;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;;;;;;Yht. 21 kpl. 19 himme„„ mustaa, yksi kiilt„v„ musta, yksi kiilt„v„ valkoinen (l„pikuultava). L”ytyneet Hirviluodon virkamatkalla Gammelbacka, Porvoo. Rautakautta vai hist.aikaa? Haudan syvyys 55 cm. L”ytyneet Kajatajatie 12 kohdalta maanlaikkauksesta.
IA;635010005;P„lk„ne;Koivuniemi;KM;19954;17;6806674;3351660;91;Beads;Glass bead;Glass bead;Lasimassahelmi;;1;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;;;;;;
IA;635010027;P„lk„ne;Niemi-Mikkola;KM;19953;3;6798108;3358957;93;Beads;Clay bead;Clay bead;Savihelmi;;1;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;;;;;;Kaksi rengasmaista helme„ ja yksi juurihelmi
IA;680010001;Raisio;Kansakoulunm„ki;KM;14676;122;6716088;3235776;10;Beads;Glass bead;Glass bead (eye bead);Lasimassahelmi;Silm„helmi;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;;;;;;Syv„nsininen lasimassahelmi, kaksi silm„„, keskus sininen, s„teiden pohja keltainen ja siin„ valkoista ja punaista
IA;680010001;Raisio;Kansakoulunm„ki;KM;14676;108;6716088;3235776;10;Beads;Glass bead;Glass bead;Lasimassahelmi;;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;9;;;;;;Materiaali??? Luettelon mukaan lasia, liiamttu paloista? Punaisenmusta, meripihkanv„rinen hieman.
IA;680010001;Raisio;Kansakoulunm„ki;KM;14676;112;6716088;3235776;10;Beads;Glass bead;Glass bead;Lasimassahelmi;;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;10;;;;;;Keltainen, jossa kolme vihre„„ raitaa
IA;680010001;Raisio;Kansakoulunm„ki;KM;14676;121;6716088;3235776;10;Beads;Glass bead;Glass bead;Lasimassahelmi;;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;;;;;;Sininen
IA;680010001;Raisio;Kansakoulunm„ki;KM;14676;202;6716088;3235776;10;Beads;Bone bead;Bone bead;Luuhelmi;;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;;;;;;
IA;680010001;Raisio;Kansakoulunm„ki;KM;14676;123;6716088;3235776;10;Beads;Glass bead;Glass bead;Lasimassahelmi;;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;;;;;;"keltainen, kaksi ""silm„„"", jossa keltaisia ja sinisi„ raitoja"
IA;680010001;Raisio;Kansakoulunm„ki;KM;14676;124;6716088;3235776;10;Beads;Glass bead;Glass bead;Lasimassahelmi;;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;;;;;;Sininen
IA;680010001;Raisio;Kansakoulunm„ki;KM;14676;111;6716088;3235776;10;Beads;Glass bead;Glass bead;Lasimassahelmi;;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;8;;;;;;Sininen kierretty, isohko reik„
IA;680010001;Raisio;Kansakoulunm„ki;KM;14676;225;6716088;3235776;10;Beads;Glass bead;Glass bead;Lasimassahelmi;;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;;;;;;;Vaalea rengasmainen pieni, luuta kuitenkin?
