Phase;Site id;Municipality;Site name;Collection;Main number;Subnumber;p;i;z;Category;Type;Subtype;Type (Finnish);Subtype (Finnish);Certainty;Preroman IA;Early Roman IA;Late Roman IA;Migration period;Merovingian period;Viking period;Crusade period;1100-1300;1400-1500;Settlement site;Cremation cemetery;Inhumation cemetery;Cairn;Stray find;Hoard;Other context;Integrity;Length (mm);Width (mm);Thickness (mm);Fragment length (mm);Fragment width (mm);Fragment thickness (mm);Other notes (Finnish)
IA;1000000118;Laitila;Soukainen;KM;22020;17;6767800;3212340;15;Beads;Glass bead;Glass bead;Lasimassahelmi;;1;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;10;6;;;;;7
IA;1000000130;Laitila;Kuivala/H„llynen;KM;23085;9;6768200;3212490;17,5;Beads;Bronze bead;Bronze bead (serial);Pronssihelmi;Sarjahelmi;1;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;11;6;6;;;;Pistekoristelut. Aika hyvin s„ilynyt. Jos samasta kuin merovingiaikaiseksi arveltu esinesikerm„ niin olisi merovingiaikainen.
IA;1000000130;Laitila;Kuivala/H„llynen;KM;23085;14;6768200;3212490;17,5;Beads;Glass bead;Glass bead;Lasimassahelmi;;1;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;11;7;;;;;Punainen/oranssi, huonokuntoinen, ollut tulessa
IA;1000000130;Laitila;Kuivala/H„llynen;KM;23085;15;6768200;3212490;17,5;Beads;Glass bead;Glass bead (serial);Lasimassahelmi;Sarjahelmi;2;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;On niin sulanut, ett„ vaikea sanoa onko alkujaan kaksoishelmi vai kasi yhteensulanutta. Sininen.
IA;1000000130;Laitila;Kuivala/H„llynen;KM;23085;8;6768200;3212490;17,5;Beads;Bronze bead;Bronze bead (serial);Pronssihelmi;Sarjahelmi;1;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;36;8;8;;;;Pistekoristelut. Aika hyvin s„ilynyt. Jos samasta kuin merovingiaikaiseksi arveltu esinesikerm„ niin olisi merovingiaikainen.
IA;1000000171;Laitila;Kyl„m„ki;KM;16312;80;6764470;3210650;15;Beads;Glass bead;Melon glass bead;Lasimassahelmi;Melonihelmi;1;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;8;;;
IA;1000000171;Laitila;Kyl„m„ki;KM;16312;95;6764470;3210650;15;Beads;Glass bead;Glass bead;Lasimassahelmi;;1;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;9;6;;;;;Savihelmen v„rinen, mutta hieman painavampi. Mattapintainen ja tiivis, kellanoranssi, samanlaisen puolikas alanrolla 178
IA;1000000171;Laitila;Kyl„m„ki;KM;16312;372;6764470;3210650;15;Beads;Bronze bead;Bronze bead;Pronssihelmi;;1;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;9;10;;;;;Sis„lt„ ontto
IA;1000000171;Laitila;Kyl„m„ki;KM;16312;3;6764470;3210650;15;Beads;Glass bead;Glass bead;Lasimassahelmi;;1;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;11;7;;;;;Himme„, mattapintainen massa, vastaava puolikas alanrolla 19, vastaavia kokonaisia alanroilla  87 ja 98 ja 177 ja 369 ja 370
IA;1000000181;Laitila;Rukoushuone-Kansakoulunm„ki;KM;17793;1;6763629;3212587;20;Beads;Bronze bead;Bronze bead (serial);Pronssihelmi;Sarjahelmi;1;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;19;6;;;;;fasetoidut helmet, joissa h„r„nsilm„leimoja
IA;1000000181;Laitila;Rukoushuone-Kansakoulunm„ki;KM;17793;26;6763629;3212587;20;Beads;Glass bead;Glass bead;Lasimassahelmi;;1;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;10;7;;Puolikas punaisesta lasimassahelmest'
IA;1000000181;Laitila;Rukoushuone-Kansakoulunm„ki;KM;17793;2;6763629;3212587;20;Beads;Glass bead;Glass bead;Lasimassahelmi;;2;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;9;6;;;;;Tiilenpunainen/oranssi lasimassahelmi vai savihelmi? Pinta mattamainen mutta salamavalossa kiilt„v„, n„kyy punaisia kohtia
IA;1000002253;Mikkeli;Konnunsuo;KM;19128;9;6837140;3514600;86;Beads;Stone bead;Rock crystal bead;Kivihelmi;Vuorikristallihelmi;2;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;13;12;;;;;Kirkas, py”re„. Rautakautinen?? L”ytynyt Annilan pellolta
IA;1000005621;Laitila;Kaukola Kotiranta 2;KM;15101;1;6766839;3212086;15;Beads;Enamel bead;Enamel bead;Emalihelmi;;1;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;16;16;;;;;emalihelmi
IA;1000016620;Pirkkala;Tanila;KM;15834;1;6821835;3317997;82,5;Beads;Stone bead;Carnelian bead;Kivihelmi;Karneolihelmi;2;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;18;14;;;;;Palanut
IA;109010031;H„meenlinna;Varikkoalue 3;KM;21188;1288;6768147;3364470;86;Beads;Glass bead;Glass bead;Lasimassahelmi;;1;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;16;11;6;Kappale kierretyst„ kuviollisesta helmest„. Sinine, raidallista leve„„ nauhaa tai viivaa, joka keltaista ja sinisill„ poikkiraidoilla
IA;109010031;H„meenlinna;Varikkoalue 3;KM;21188;1048;6768147;3364470;86;Beads;Glass bead;Glass bead;Lasimassahelmi;;1;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;6;4;;;;;Sininen, osittain sulanut
IA;109010031;H„meenlinna;Varikkoalue 3;KM;21188;1379;6768147;3364470;86;Beads;Glass bead;Glass bead;Lasimassahelmi;;1;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;7;5;;;;;Punainen
IA;109010031;H„meenlinna;Varikkoalue 3;KM;21188;1424;6768147;3364470;86;Beads;Clay bead;Clay bead;Savihelmi;;1;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;7;4;;;;;Rengasmainen savihelmi, kuten 1420b
IA;109010031;H„meenlinna;Varikkoalue 3;KM;21188;249;6768147;3364470;86;Beads;Clay bead;Clay bead (serial);Savihelmi;Sarjahelmi;1;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;9;7;;;;;Kaksoishelmen n„k”iseksi tehty pitkulainen savihelmi.
IA;109010031;H„meenlinna;Varikkoalue 3;KM;21188;687;6768147;3364470;86;Beads;Glass bead;Glass bead;Lasimassahelmi;;1;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;Sulanut. Ehk„ alunperinkin litte„. Keltainen, kolme punaista pistett„.
IA;109010031;H„meenlinna;Varikkoalue 3;KM;21188;147;6768147;3364470;86;Beads;Glass bead;Glass bead (eye bead);Lasimassahelmi;Silm„helmi;1;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;Sulanut. Musta, valkoiset juovat, silm„ss„ turkoosi keskus ja punainen reuna
IA;109010031;H„meenlinna;Varikkoalue 3;KM;21188;695;6768147;3364470;86;Beads;Glass bead;Glass bead;Lasimassahelmi;;1;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;Keltainen. Puolikas. Segmentoitu varras.
IA;163010005;Kouvola;Pukkisaari;KM;19915;4;6784680;3478120;73;Beads;Glass bead;Glass bead;Lasimassahelmi;;1;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;;;;;;Samalla alanrolla yht 10 erilaista. Sininen 2 kpl, toinen kierretty, toinen suorasta putkesta leikattu, toinen sen verran sulanut, ett„ ei voi sanoa.
IA;163010005;Kouvola;Pukkisaari;KM;19915;15;6784680;3478120;73;Beads;Glass bead;Glass bead (eye bead);Lasimassahelmi;Silm„helmi;1;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;;;;;;48 kpl sulaneita helmi„ ja niiden kappaleita. Turkoosi, musta keskus ja s„teet punaista ja valkoista.
IA;163010005;Kouvola;Pukkisaari;KM;19915;15;6784680;3478120;73;Beads;Glass bead;Glass bead (eye bead);Lasimassahelmi;Silm„helmi;1;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;;;;;;48 kpl sulaneita helmi„ ja niiden kappaleita. Keltainen. Turkoosi keskus, s„teet valkoista ja punaista
IA;163010005;Kouvola;Pukkisaari;KM;19915;15;6784680;3478120;73;Beads;Glass bead;Glass bead (eye bead);Lasimassahelmi;Silm„helmi;1;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;;;;;;48 kpl sulaneita helmi„ ja niiden kappaleita. Keltainen. Musta keskus, s„teet valkoista ja punaista. Monta silm„„.
IA;163010005;Kouvola;Pukkisaari;KM;19915;15;6784680;3478120;73;Beads;Glass bead;Glass bead (eye bead);Lasimassahelmi;Silm„helmi;1;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;;;;;;48 kpl sulaneita helmi„ ja niiden kappaleita. Keltainen. Musta keskus, mustaa, punaista ja valkoista s„teiss„, mustat juovat horisontaalisesti
IA;163010005;Kouvola;Pukkisaari;KM;19915;15;6784680;3478120;73;Beads;Glass bead;Glass bead (eye bead);Lasimassahelmi;Silm„helmi;1;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;;;;;;48 kpl sulaneita helmi„ ja niiden kappaleita. Sininen. Silm„n keskus musta ja s„teet valkoista ja punaista.
IA;163010005;Kouvola;Pukkisaari;KM;19915;15;6784680;3478120;73;Beads;Glass bead;Glass bead;Lasimassahelmi;;1;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;;;;;;48 kpl sulaneita helmi„ ja niiden kappaleita. Yhteen sulaneena ainakin keltaisia silm„helmi„ ja sinisi„ juovallisia silm„helmi„ sek„ keltaisia ja punaisia silm„helmi„. Luultavasti kaikkia n„it„ t„ss„ olevia tyyppej„ k„ytetty samassa korussa.
IA;163010005;Kouvola;Pukkisaari;KM;19915;4;6784680;3478120;73;Beads;Glass bead;Glass bead (eye bead);Lasimassahelmi;Silm„helmi;1;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;;;;;;Samalla alanrolla yht 10 erilaista. Keltainen, turkoosit erilliset kohoumat, joissa pun ja va”l s„teet 2 kpl
IA;163010005;Kouvola;Pukkisaari;KM;19915;1;6784680;3478120;73;Beads;Glass bead;Glass bead (eye bead);Lasimassahelmi;Silm„helmi;1;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;;;;;;Samalla alanrolla yht 10 erilaista. Keltainen, turkoosit erilliset kohoumat 2 kpl
IA;163010005;Kouvola;Pukkisaari;KM;19915;15;6784680;3478120;73;Beads;Glass bead;Glass bead (eye bead);Lasimassahelmi;Silm„helmi;1;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;;;;;;48 kpl sulaneita helmi„ ja niiden kappaleita. Musta tai tummansininen. Turkoosit juovat Silm„n keskus musta  ja s„teet valkoista ja punaista.
IA;163010005;Kouvola;Pukkisaari;KM;19915;4;6784680;3478120;73;Beads;Glass bead;Glass bead (eye bead);Lasimassahelmi;Silm„helmi;1;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;;;;;;Samalla alanrolla yht 10 erilaista. Keltainen, turkoosit erilliset kohoumat
IA;163010005;Kouvola;Pukkisaari;KM;19915;15;6784680;3478120;73;Beads;Glass bead;Glass bead (eye bead);Lasimassahelmi;Silm„helmi;1;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;;;;;;48 kpl sulaneita helmi„ ja niiden kappaleita. Keltainen. Turkoosi piste
IA;163010005;Kouvola;Pukkisaari;KM;19915;4;6784680;3478120;73;Beads;Glass bead;Glass bead;Lasimassahelmi;;1;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;;;;;;Samalla alanrolla yht 10 erilaista. Keltainen kierretty
IA;163010005;Kouvola;Pukkisaari;KM;19915;4;6784680;3478120;73;Beads;Glass bead;Glass bead (eye bead);Lasimassahelmi;Silm„helmi;1;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;;;;;;Samalla alanrolla yht 10 erilaista. Musta, turkoosi juova, silm„n keskus turkoosi, s„teet pun, kelt, turk. 2 kpl
IA;163010005;Kouvola;Pukkisaari;KM;19915;4;6784680;3478120;73;Beads;Glass bead;Glass bead;Lasimassahelmi;;1;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;;;;;;Samalla alanrolla yht 10 erilaista. Punainen, keltaiset pisteet. My”s Retulasta samanlainen
IA;163010005;Kouvola;Pukkisaari;KM;19915;4;6784680;3478120;73;Beads;Glass bead;Glass bead (eye bead);Lasimassahelmi;Silm„helmi;1;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;;;;;;;Samalla alanrolla yht 10 erilaista. Musta, valkoinen  juova, silm„n keskus musta, s„teet pun, valk. Sulanut
IA;165010039;Janakkala;Ver„j„nsuu (Hamppula 3);KM;24440;472;6755318;3369340;85;Beads;Glass bead;Glass bead;Lasimassahelmi;;1;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;Sulanut, keltainen, v„h„n ehk„ punaista ja sinist„ n„kyviss„. Luuta kiinni my”s-
IA;165010039;Janakkala;Ver„j„nsuu (Hamppula 3);KM;24440;441;6755318;3369340;85;Beads;Glass bead;Glass bead;Lasimassahelmi;;1;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;Keltainen, punaiset kohopisteet tai -laikut. Sulanut psittain.
IA;165010039;Janakkala;Ver„j„nsuu (Hamppula 3);KM;24440;502;6755318;3369340;85;Beads;Glass bead;Glass bead (eye bead);Lasimassahelmi;Silm„helmi;1;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;12;8;;;;;Tynnyrim„inen keltainen, jossa n„kyviss„ 7 silm„„, niiss„ musta/musta-punainen keskus, s„teet valkoista, punaista ja ohuesti mustaa. Ep„s„„nn”lliset silm„t, helmi hieman lohjennut. Olisiko samanlaisen kpl nrolla :531?
IA;165010039;Janakkala;Ver„j„nsuu (Hamppula 3);KM;24440;38;6755318;3369340;85;Beads;Glass bead;Glass bead;Lasimassahelmi;;1;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;;;;Sulanut, keltainen, jossa v„h„n sinist„ n„kyviss„. Kiinni my”s palanutta luuta ja pronssispiraalia
IA;165010069;Janakkala;Taurula;KM;24745;1998;6757104;3367519;87;Beads;Glass bead;Glass bead (eye bead);Lasimassahelmi;Silm„helmi;1;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;;;;11;;;Puolikas, keltainen pohja, s„ilyneell„ puolella kaksi silm„„ vierekk„in, keskuksena vihre„ laikku, sen ymp„rill„ keltaista, s„teet, punaista, mustaa, valkoista ja v„liss„ keltaista
IA;220010002;Raasepori;Domarg†rd I;KM;21634;550;6663430;3312339;25;Beads;Glass bead;Glass bead;Lasimassahelmi;;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;16;14;13;;;;Sininen, kierretty? L„pikuultava iso
IA;220010017;Raasepori;Brobacka;KM;17055;137;6664050;3313018;15;Beads;Glass bead;Glass bead;Lasimassahelmi;;1;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;6;4;;;;;Vihre„ lieri”m„inen helmi
IA;220010017;Raasepori;Brobacka;KM;17055;123;6664050;3313018;15;Beads;Glass bead;Glass bead;Lasimassahelmi;;1;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;8;3;;;;;Litte„ sininen, samanlainen alanrolla :141
IA;220010017;Raasepori;Brobacka;KM;17055;124;6664050;3313018;15;Beads;Glass bead;Glass bead (serial);Lasimassahelmi;Sarjahelmi;1;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;8;3;2;;;;Kaksi litte„„ sinist„ helme„ kinni toisissaan, kaksoishelmi, samanlainen alanrolla 311
IA;220010017;Raasepori;Brobacka;KM;17055;137;6664050;3313018;15;Beads;Glass bead;Glass bead;Lasimassahelmi;;1;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;6;7;;;;;Vihre„ lieri”m„inen helmi
IA;220010017;Raasepori;Brobacka;KM;17055;142;6664050;3313018;15;Beads;Glass bead;Glass bead;Lasimassahelmi;;1;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;10;9;;;;;Musta tai tummansininen, keltaisia kohoympyr”it„, samanlaiset alanroilla :166 ja :326
IA;220010017;Raasepori;Brobacka;KM;17055;255;6664050;3313018;15;Beads;Glass bead;Glass bead;Lasimassahelmi;;1;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;8;7;6;;;;
IA;220010032;Raasepori;™sterg†rd;KM;21238;103;6664993;3313872;15;Beads;Glass bead;Glass bead;Lasimassahelmi;;1;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;11;7;;;;;Punainen, kierretty
IA;271010010;Kokem„ki;Linnaluoto;TYA;215;1;6805255;3252772;43;Beads;Glass bead;Glass bead;Lasimassahelmi;;1;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;10;6;;;;;Sininen kierretty, keltainen aaltoviiva kiert„„ helme„.
IA;271010014;Kokem„ki;Leikkim„ki;TYA;250;1;6803374;3252247;40;Beads;Stone bead;Carnelian bead;Kivihelmi;Karneolihelmi;1;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;;;;;;;Pitk„nomainen, s„rmik„s
IA;271010014;Kokem„ki;Leikkim„ki;TYA;346;1;6803374;3252247;40;Beads;Bronze bead;Bronze bead;Pronssihelmi;;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;;;;;;;Rengasmainen
IA;271010014;Kokem„ki;Leikkim„ki;TYA;250;17;6803374;3252247;40;Beads;Glass bead;Glass bead;Lasimassahelmi;;1;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;7;4;;;;;Py”re„ sininen l„pikuultava, ehk„ kierretty
IA;271010014;Kokem„ki;Leikkim„ki;TYA;288;38;6803374;3252247;40;Beads;Glass bead;Glass bead;Lasimassahelmi;;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;5;5;;;;;L„pin„kyv„ violetti monitahokas. Historiallinen?
IA;271010014;Kokem„ki;Leikkim„ki;TYA;250;16;6803374;3252247;40;Beads;Glass bead;Glass bead;Lasimassahelmi;;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;10;3;;;;;Vihre„, rengasmainen, suorasta putkesta leikattu. Mutu: v„h„n viikkaria vanhempi.
IA;271010015;Kokem„ki;Per„vainionm„ki;SatM;17824;468;6804468;3251730;40;Beads;Glass bead;Glass bead;Lasimassahelmi;;1;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;5;5;;;;;Sininen segmentoidusta vartaasta
IA;271010015;Kokem„ki;Per„vainionm„ki;SatM;17824;324;6804468;3251730;40;Beads;Glass bead;Glass bead;Lasimassahelmi;;1;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;;;;;;;Puolikas kierretty punainen
IA;271010015;Kokem„ki;Per„vainionm„ki;SatM;17824;385;6804468;3251730;40;Beads;Glass bead;Gold-foiled glass bead;Lasimassahelmi;Kultafoliohelmi;2;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;;;;;;;Puolikas py”re„, huonokuntoinen ja vaikea sanoa onko luuta vai kultafolio, ks luettelo, sanoisin ett„ j„lkimm„inen
IA;271010015;Kokem„ki;Per„vainionm„ki;SatM;17824;602;6804468;3251730;40;Beads;Glass bead;Glass bead (serial);Lasimassahelmi;Sarjahelmi;1;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;13;10;;;;;Leve„ halk. Sininen. Iso rek„
IA;271010027;Kokem„ki;Maamieskoulu 1;HM;1200;48;6804948;3250644;41;Beads;Glass bead;Glass bead;Lasimassahelmi;;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;9;;;;;;Sininen, kierretty
IA;271010027;Kokem„ki;Maamieskoulu 1;HM;1243;7;6804948;3250644;41;Beads;Glass bead;Glass bead;Lasimassahelmi;;1;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;8;;;;;;Sininen rengasmainen, ehk„ suorasta putkesta leikattu, tulessa ollut. Alanro 7b
IA;271010027;Kokem„ki;Maamieskoulu 1;KM;23191;1;6804948;3250644;41;Beads;Glass bead;Glass bead;Lasimassahelmi;;1;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;20;17;;;;;iso sininen savipellosta, valkoisia pisteit„ tai laikkuja, joissa valkoinen pohja ja sininen piste keskell„
