Phase;Site id;Municipality;Site name;Collection;Main number;Subnumber;p;i;z;Category;Type (Finnish);Preroman IA;Early Roman IA;Late Roman IA;Migration period;Merovingian period;Viking period;Crusade period;1100-1300;1400-1500;Settlement site;Cremation cemetery;Inhumation cemetery;Stray find;Cairn;Hoard;Other context;Certainty;Integrity;Length (mm);Width (mm);Thickness (mm);Fragment length (mm);Fragment width (mm);Fragment thickness (mm);Other notes (Finnish);PhotoID;X;Y
IA;586010018;Salo;Riihimäki;KM;14621;22;6689000;3286090;22,5;Bronze artefacts;"Hela; Kartiomainen";FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;1;TRUE;15;16;;;;;Ehjä;KM 14621_22;23,13205886;60,25595408
IA;586010018;Salo;Riihimäki;KM;14621;35;6689000;3286090;22,5;Bronze artefacts;Rannerengas;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;2;FALSE;;;;;;;Pieni fragmentti, jossa koristelua;KM 14621_35;23,13205886;60,25595408
IA;586010018;Salo;Riihimäki;KM;14621;4;6689000;3286090;22,5;Bronze artefacts;Rannerengas;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;1;FALSE;;;;;;;Suoristettu ja rikki, toista pääntä väännetty rullalle. Kohoharjallinen, koristeltu;KM 14621_4;23,13205886;60,25595408
IA;586010021;Salo;Paarskylän kartano;KM;17137;51;6688054;3286627;20;Bronze artefacts;"Hevosenkenkäsolki; Valmunuppinen";FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;1;FALSE;;;;44;24;;Luettelokopiosta puuttuvat alanumerot 1-23. Luukampoja, simpukan kuorta;KM 17137_51;23,1427335;60,24776465
IA;587040007;Salo;Pappila;KM;14792;1;6709456;3293482;30;Bronze artefacts;"Hevosenkenkäsolki; Nuppipäinen";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1;TRUE;;;;;;;Nrolla :2 luetteloitu esine historiallinen?;KM 14792_1;23,24424202;60,4429774
IA;587040011;Salo;Uotila;KM;15229;1;6710800;3293653;;Bronze artefacts;"Rannerengas; Massiivinen";FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;1;TRUE;72;61;30;;;;Siksak-kuvio ja pisteleimaa;KM 15229_1;23,24595087;60,45510139
IA;590010002;Maalahti;Petalax-Långbacken;KM;19384;2;6977733;3213279;22;Bronze artefacts;"Solki; Vyönsolki";FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;1;TRUE;44;38;4;;;;Hiekkauopasta, luultavasti haudasta, kuten muutkin saman päänron löydöt;KM 19384_2;21,37329578;62,79071054
IA;590010002;Maalahti;Petalax-Långbacken;KM;19384;1;6977733;3213279;22;Bronze artefacts;"Hela; Gotlantilainen eläinhela";FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;1;TRUE;37;;;;;;Hiekkauopasta, luultavasti haudasta, kuten muutkin saman päänron löydöt;KM 19384_1;21,37329578;62,79071054
IA;590010002;Maalahti;Petalax-Långbacken;KM;19384;3;6977733;3213279;22;Bronze artefacts;"Hevosenkenkäsolki; Litteänuppinen";FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;1;TRUE;31;27;3;;;;Hiekkauopasta, luultavasti haudasta, kuten muutkin saman päänron löydöt. Kaari harjava. Ympyrä- ja viivakoristelua.;KM 19384_3;21,37329578;62,79071054
IA;602010010;Kaarina;Myrskylinna;KM;17794;12;6709593;3252085;10;Bronze artefacts;"Hevosenkenkäsolki; Nuppipäinen";FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;1;TRUE;25;23;;;;;neula puuttuu, toinen pää vääntynyt, pisteviivaa;KM 17794_12;22,49433596;60,42092399
IA;602010010;Kaarina;Myrskylinna;KM;17308;32;6709593;3252085;10;Bronze artefacts;"Solki; Kaarisolki";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;1;TRUE;83;;;;;;"Latomus 2, luukuopasta. Solki ei laatikossa. ""2001 KM nä ehdolle"". Samoin rannerenkaat alanroilla :26 ja 30. Niitäkään ei siis nähty";KM 17308_32;22,49433596;60,42092399
IA;604010015;Pirkkala;Tursiannotko;KM;24514;1;6820902;3316675;83;Bronze artefacts;"Rannerengas; Massiivinen päihin levenevä rannerengas";FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1;TRUE;74;;;;;;Pistekoristelua;KM 24514_1;23,55851606;61,45258478
IA;612010025;Porvoo;Pikku Linnamäki;KM;17145;9;6699540;3425600;10;Bronze artefacts;Rannerengas;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;1;TRUE;71;56;2;;;;Litteää varrasta, hauta III. Vastaava alanrolla :5 haudasta I, samantapainen kuin alanro :3;KM 17145_9;25,64720105;60,40003132
IA;612010025;Porvoo;Pikku Linnamäki;KM;17145;12;6699540;3425600;10;Bronze artefacts;"Rannerengas; Sarjarannerengas";FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;1;TRUE;;;;;;;Hauta 4, muodostuu yht 28:sta avonaisesta renkaasta, jotka litteitä;KM 17145_12;25,64720105;60,40003132
IA;612010025;Porvoo;Pikku Linnamäki;KM;17145;35;6699540;3425600;10;Bronze artefacts;"Koruneula; paimensauvaneula";FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;1;TRUE;74;2;;;;;Pyöreää pronssivarrasta. Lapun mukaan Porvoon museossa;KM 17145_35;25,64720105;60,40003132
IA;612010025;Porvoo;Pikku Linnamäki;KM;17145;3;6699540;3425600;10;Bronze artefacts;"Rannerengas; Avonainen";FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;1;TRUE;59;54;2;;;;Hauta II, Litteää varrasta, päät limittäin;KM 17145_3;25,64720105;60,40003132
IA;612010025;Porvoo;Pikku Linnamäki;KM;17145;20;6699540;3425600;10;Bronze artefacts;Rannerengas;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;1;TRUE;62;55;8;;;;Tasaleveä, litteä varras, kummassakin päässä neljä poikkiuurretta;KM 17145_20;25,64720105;60,40003132
IA;612010025;Porvoo;Pikku Linnamäki;KM;17446;11;6699540;3425600;10;Bronze artefacts;Pinsetit;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;1;TRUE;90;34;;;;;Hauta 6;KM 17446_11;25,64720105;60,40003132
IA;612010025;Porvoo;Pikku Linnamäki;KM;17446;16;6699540;3425600;10;Bronze artefacts;Rannerengas;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;1;TRUE;67;53;;;;;Hauta 7, samanlainen alanrolla :15 haudasta 6 ja palasina oleva nrolla :18 haudasta 8;KM 17446_16;25,64720105;60,40003132
IA;612010025;Porvoo;Pikku Linnamäki;KM;17446;53;6699540;3425600;10;Bronze artefacts;"Rannerengas; Nuppipäinen";FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;1;TRUE;58;55;;;;;;KM 17446_53;25,64720105;60,40003132
IA;612010025;Porvoo;Pikku Linnamäki;KM;17446;9;6699540;3425600;10;Bronze artefacts;Kaularengas;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;1;TRUE;16;16;;;;;Hauta 5, keilamaiset päät ylöspäin käännetyt. Lapun mukaan KM-perusnäyttelyssä 2017;KM 17446_9;25,64720105;60,40003132
IA;612010025;Porvoo;Pikku Linnamäki;KM;17446;1;6699540;3425600;10;Bronze artefacts;"Rannerengas; Sarjarannerengas";FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;1;TRUE;;;;;;;Hauta 5, rannerenkaan sisältä ranteen ja käsivarren luita, rannerenkaan päältä ja alta tuohta, samalla alanrolla maanäyte;KM 17446_1;25,64720105;60,40003132
IA;613010056;Porvoo;Box;KM;24721;1;6700810;3415280;15;Bronze artefacts;"Solki; Soikea kupurasolki; Ailio E";FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;1;TRUE;56;32;;;;;Mahdollisesti liittynyt (tuhoutuneeseen?) aspaikkaan? Ks löytöl;KM 24721_1;25,45951735;60,40939233
IA;635010004;Pälkäne;Myttäälä;KM;17695;2;6806264;3351001;93;Bronze artefacts;"Solki; Pyöreä kupurasolki; kaksieläiminen";FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;1;TRUE;63;;;;;;osittain sulanut pinta;KM 17695_2;24,2130181;61,33611301
IA;635010005;Pälkäne;Koivuniemi;KM;19954;1;6806674;3351660;91;Bronze artefacts;"Solki; Pyöreä kupurasolki; Appelgren A";FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;1;TRUE;66;69;;;;;;KM 19954_1;24,22498798;61,34003975
IA;635010005;Pälkäne;Koivuniemi;KM;19954;2;6806674;3351660;91;Bronze artefacts;"Solki; Pyöreä kupurasolki; Appelgren C";FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;1;TRUE;66;70;;;;;;KM 19954_2;24,22498798;61,34003975
IA;635010005;Pälkäne;Koivuniemi;KM;19954;4;6806674;3351660;91;Bronze artefacts;"Hevosenkenkäsolki; Nuppipäinen";FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;1;TRUE;89;78;;;;;Häränsimää nupeissa, pisteviivaa kehällä, särmän Salmo 7;KM 19954_4;24,22498798;61,34003975
IA;635010005;Pälkäne;Koivuniemi;KM;19954;6;6806674;3351660;91;Bronze artefacts;"Rannerengas; Massiivinen päihin levenevä rannerengas";FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;1;TRUE;78;65;;;;;Koverankupera;KM 19954_6;24,22498798;61,34003975
IA;635010005;Pälkäne;Koivuniemi;KM;19954;5;6806674;3351660;91;Bronze artefacts;"Hevosenkenkäsolki; Nuppipäinen";FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;1;TRUE;48;40;;;;;Neula puuttuu;KM 19954_5;24,22498798;61,34003975
IA;635010005;Pälkäne;Koivuniemi;KM;19954;7;6806674;3351660;91;Bronze artefacts;"Rannerengas; Massiivinen päihin levenevä rannerengas";FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;1;TRUE;72;66;;;;;Koverankupera;KM 19954_7;24,22498798;61,34003975
IA;635010011;Pälkäne;Ristiänmäki;KM;22081;45;6806353;3354289;97;Bronze artefacts;"Hevosenkenkäsolki; Rullapäinen";FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;1;TRUE;20;20;;;;;Tuohta ja mahd. jotain muutakin org. Hauta 6;KM 22081_45;24,2742967;61,33815593
IA;635010011;Pälkäne;Ristiänmäki;KM;22081;1;6806353;3354289;97;Bronze artefacts;"Ketjunkantaja; Kaksoisspiraali";FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;1;TRUE;34;;;;;;Tinaa? Huonosti valettu. Löydettäessä ollut nahkanauhaa reiässä. Riipuksena käytetty? Konservoinnista johtuva täplä päällä, lapun mukaan typpihapolla tehty testitäplä.;KM 22081_1;24,2742967;61,33815593
IA;680010001;Raisio;Kansakoulunmäki;KM;14676;70;6716088;3235776;10;Bronze artefacts;Sormus;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;1;TRUE;22;;;;;;Hauta 3, sisällä sormiluu;KM 14676_70;22,19071873;60,46868482
IA;680010001;Raisio;Kansakoulunmäki;KM;14676;184;6716088;3235776;10;Bronze artefacts;Hevosenkenkäsolki;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;1;TRUE;;;;;;;Erikoiset nupit, tekstiiliä, kaksi eri palaa;KM 14676_184;22,19071873;60,46868482
IA;680010001;Raisio;Kansakoulunmäki;KM;15357;40;6716088;3235776;10;Bronze artefacts;Kulkunen;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;1;FALSE;;;;14;11;;"kulkusen yläosa, samanlainen myös alanrolla :47 ja 67; hopearaha, nahkaa";KM 15357_40;22,19071873;60,46868482
IA;680010001;Raisio;Kansakoulunmäki;KM;14676;199;6716088;3235776;10;Bronze artefacts;Kulkunen;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;1;TRUE;;;;;;;KS RAINIO;KM 14676_199;22,19071873;60,46868482
IA;680010001;Raisio;Kansakoulunmäki;KM;15357;67;6716088;3235776;10;Bronze artefacts;Kulkunen;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;1;FALSE;;;;;;;kulkusen yläosa;KM 15357_67;22,19071873;60,46868482
IA;680010001;Raisio;Kansakoulunmäki;KM;14676;175;6716088;3235776;10;Bronze artefacts;"Hevosenkenkäsolki; Nuppipäinen";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;1;TRUE;;;;;;;;KM 14676_175;22,19071873;60,46868482
IA;680010001;Raisio;Kansakoulunmäki;KM;15357;47;6716088;3235776;10;Bronze artefacts;Kulkunen;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;1;FALSE;;;;14;11;;kulkusen yläosa;KM 15357_47;22,19071873;60,46868482
IA;680010001;Raisio;Kansakoulunmäki;KM;15357;43;6716088;3235776;10;Bronze artefacts;Kulkunen;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;1;FALSE;;;;14;5;;"kulkusen alaosa; samanlaiset alnrolla :48, :49, ; hopearaha, nahkaa";KM 15357_43;22,19071873;60,46868482
IA;680010002;Raisio;Huhkonkallio;KM;15454;3;6716598;3236023;20;Bronze artefacts;"Riipus; Puhkonainen riipus";FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;1;FALSE;;;;62;54;;Puhkonainen, tappikoristeinen;KM 15454_3;22,19451727;60,47340763
IA;680010002;Raisio;Huhkonkallio;KM;15748;1;6716598;3236023;20;Bronze artefacts;Pronssiesine;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;2;FALSE;;;;28;12;;Arveltu kaarisoljen nupen puolikkaaksi luettelossa. Muistuttaa hieman unikonnuppusoljen nuppia, mutta uurteet väärään suuntaan, sisällä rautaa. Muistuttaa myös hieman merovingiaikaisen miekan pontta, mutta tosi pieni ja ei läpi niitattu.;KM 15748_1;22,19451727;60,47340763
IA;680010002;Raisio;Huhkonkallio;KM;15748;2;6716598;3236023;20;Bronze artefacts;Hevosenkenkäsolki;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;1;TRUE;48;60;;;;;Arveltu kaarisoljen nupen puolikkaaksi luettelossa. Muistuttaa hieman unikonnuppusoljen nuppia, mutta uurteet väärään suuntaan, sisällä rautaa. Muistuttaa myös hieman merovingiaikaisen miekan pontta, mutta tosi pieni ja ei läpi niitattu.;KM 15748_2;22,19451727;60,47340763
IA;680010002;Raisio;Huhkonkallio;KM;15121;1;6716598;3236023;20;Bronze artefacts;"Solki; Valmunuppinen kaarisolki";FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;1;FALSE;;;;99;40;6;;KM 15121_1;22,19451727;60,47340763
IA;680010002;Raisio;Huhkonkallio;KM;15122;1;6716598;3236023;20;Bronze artefacts;"Riipus; Puhkonainen riipus";FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;1;TRUE;43;41;8;;;;Degeneroitunut lintuaihe;KM 15122_1;22,19451727;60,47340763
IA;680010002;Raisio;Huhkonkallio;KM;15161;1;6716598;3236023;20;Bronze artefacts;"Solki; Pyöreä kupurasolki";FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;1;TRUE;60;;;;;;Kaksi eläinkuviota;KM 15161_1;22,19451727;60,47340763
IA;680010003;Raisio;Käärmekallio;KM;15160;1;6716986;3235627;20;Bronze artefacts;"Solki; Rapusolki";FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;1;TRUE;47;28;19;;;;"Piste- ja pisteviivakoristelua; Alanro 2 rannerenkaan katkelma, keskellä kohovyö";KM 15160_1;22,1868277;60,47661837
IA;680010003;Raisio;Käärmekallio;KM;15107;4;6716986;3235627;20;Bronze artefacts;Sulanutta pronssia;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;1;FALSE;;;;55;31;10;;KM 15107_4;22,1868277;60,47661837
IA;680010003;Raisio;Käärmekallio;KM;14606;1;6716986;3235627;20;Bronze artefacts;"Solki; Pyöreä kupurasolki; Appelgren B";FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;1;TRUE;75;;;;;;;KM 14606_1;22,1868277;60,47661837
IA;680010003;Raisio;Käärmekallio;KM;14606;3;6716986;3235627;20;Bronze artefacts;"Rannerengas; Päihin kapeneva";FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;1;TRUE;54;;;;;;Skandinaavine, kolmiopainenteita;KM 14606_3;22,1868277;60,47661837
IA;680010003;Raisio;Käärmekallio;KM;14606;2;6716986;3235627;20;Bronze artefacts;"Solki; Kupurasolki; levymäinen";FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;1;TRUE;50;;;;;;Uniikki? Levystä valmistettu ja rei'itetty, pinta koristeltu pisteviivoin;KM 14606_2;22,1868277;60,47661837
IA;680010008;Raisio;Tuomala;KM;19000;3662;6718440;3235246;17;Bronze artefacts;Hevosenkenkäsolki;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;1;FALSE;;;;;;;Massiivinen, kehällä koristelua, päät katkenneet;KM 19000_3662;22,17799026;60,48937197
IA;680010008;Raisio;Tuomala;KM;19000;8569;6718440;3235246;17;Bronze artefacts;"Solki; Pyöreä kupurasolki; Appelgren B";FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;1;FALSE;;;;30;20;;Pieni fragmentti;KM 19000_8569;22,17799026;60,48937197
IA;680010008;Raisio;Tuomala;KM;19000;5378;6718440;3235246;17;Bronze artefacts;"Koruneula; kolmioneula";FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;1;FALSE;;;;65;;;Katkelma pienestä kolmioneulasta;KM 19000_5378;22,17799026;60,48937197
IA;680010008;Raisio;Tuomala;KM;19000;9333;6718440;3235246;17;Bronze artefacts;"Hevosenkenkäsolki; Rullapäinen";FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;1;TRUE;72;;;;;;Hk-soljet joissa rullatut nupit ovat Salmon ryhmää 4. Pisteviivaa kehällä.;KM 19000_9333;22,17799026;60,48937197
IA;680010008;Raisio;Tuomala;KM;19000;9290;6718440;3235246;17;Bronze artefacts;"Solki; Tasavarsisolki";FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;2;FALSE;;;;;;;Pieni fragmentti;KM 19000_9290;22,17799026;60,48937197
IA;680010008;Raisio;Tuomala;KM;19000;8894;6718440;3235246;17;Bronze artefacts;"Sormus; Keskikilvellinen spiraalisormus";FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;1;TRUE;22;;;;;;Ei ihan kokonainen. Kilpi koristeltu heikolla pisteviivalla tms;KM 19000_8894;22,17799026;60,48937197
IA;680010008;Raisio;Tuomala;KM;19000;8743;6718440;3235246;17;Bronze artefacts;"Solki; Pyöreä kupurasolki; Appelgren B";FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;1;FALSE;;;;;;;Pieni fragmentti;KM 19000_8743;22,17799026;60,48937197
IA;680010008;Raisio;Tuomala;KM;19000;5541;6718440;3235246;17;Bronze artefacts;"Solki; Valmunuppinen kaarisolki";FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;1;FALSE;;;;;;;Fragmentti;KM 19000_5541;22,17799026;60,48937197
IA;680010008;Raisio;Tuomala;KM;19000;9191;6718440;3235246;17;Bronze artefacts;"Solki; Rapusolki";FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;1;FALSE;;;;;;;Pyrstöosa puuttuu ja osin sulanut, sulanutta ketjua tai muuta pronssia kiinni;KM 19000_9191;22,17799026;60,48937197
IA;680010008;Raisio;Tuomala;KM;19000;3291;6718440;3235246;17;Bronze artefacts;"Solki; Tasavarsisolki";FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;3;FALSE;;;;;;;Pieni kappale skandinaavisesta soljesta;KM 19000_3291;22,17799026;60,48937197
IA;680010008;Raisio;Tuomala;KM;19000;9291;6718440;3235246;17;Bronze artefacts;"Solki; Pyöreä kupurasolki; kaksieläiminen";FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;2;FALSE;;;;;;;Pieni fragmentti;KM 19000_9291;22,17799026;60,48937197
IA;680010008;Raisio;Tuomala;KM;19000;2704;6718440;3235246;17;Bronze artefacts;"Ketjunkantaja; Permalainen";FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;1;TRUE;37;37;;;;;Toinen hevosen pää poikki.;KM 19000_2704;22,17799026;60,48937197
IA;680010008;Raisio;Tuomala;KM;19000;2707;6718440;3235246;17;Bronze artefacts;"Riipus; Avainriipus";FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;2;FALSE;;;;;;;Lehtiosa;KM 19000_2707;22,17799026;60,48937197
IA;680010008;Raisio;Tuomala;KM;19000;2757;6718440;3235246;17;Bronze artefacts;"Ketjunkantaja; Kaksoisspiraali";FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;2;FALSE;;;;;;;Fragmentti ehkä spiraalityyppisestä ketjunkantajasta;KM 19000_2757;22,17799026;60,48937197
IA;680010008;Raisio;Tuomala;KM;19000;2752;6718440;3235246;17;Bronze artefacts;"Miekan kahvaosa; Väistin";FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;1;FALSE;;;;;;;Fragmentti väistimen levystä,;KM 19000_2752;22,17799026;60,48937197
