Phase,Site id,Municipality,Site name,Collection,Main number,Subnumber,p,i,z,m1,m2,m3,n1,n2,n3,n4,p1,p2,r1,r2,Category,Type,Subtype,Subtype (Finnish),Certainty,Integrity,Length (mm),Width (mm),Thickness (mm),Fragment length (mm),Fragment width (mm),Fragment thickness (mm),Other notes (Finnish),PhotoID,X,Y,Length,Mon1,Mon2,Mon3,Mon4,Mon5,Mon6,Main temper (Finnish),Other tempers (Finnish),Count (1-10),Count (10-100),Count (>100),Ajoitusperuste,Subtype 2,Subtype 2 (Finnish)
BA,741010013,Savonlinna,Pyyhiekka 1,KM,28925,,6897205.0,3610175.0,82,False,False,False,False,False,False,False,True,True,False,False,Pottery,Sarsa-Tomitsa Ware,Sarsa-Tomitsa Ware,ST,1.0,,,,,,,,,KM 28925_,"29,11105666","62,16465367",,,,,,,,hiekka,,True,False,False,,,
BA,741010013,Savonlinna,Pyyhiekka 1,KM,28925,,6897205.0,3610175.0,82,False,False,False,False,False,False,False,True,True,False,False,Pottery,Sarsa-Tomitsa Ware,Sarsa-Tomitsa Ware,ST,1.0,,,,,,,,,KM 28925_,"29,11105666","62,16465367",,,,,,,,,,True,False,False,,,
BA,1000002449,Savonlinna,Häyrynjärvi a,KM,28930,1-29,6888603.0,3588813.0,80,False,False,False,False,False,False,False,False,True,True,False,Pottery,Säräisniemi 2 Ware,Luukonsaari Ware,Luukonsaari,3.0,,,,,,,,,KM 28930_1-29,"28,69702546","62,0931411",,,,,,,,asbesti,"kiille, talkki",False,False,True,,,
BA,696010026,Mikkeli,Kitulansuo D,KM,28960,1-2640,6822290.0,3519820.0,80,False,False,False,False,False,False,False,False,True,True,False,Pottery,Säräisniemi 2 Ware,Luukonsaari Ware,Luukonsaari,1.0,,,,,,,,,KM 28960_1-2640,"27,36907159","61,50800832",,,,,,,,asbesti,,False,False,True,,,
BA,696010026,Mikkeli,Kitulansuo D,KM,28960,1-2640,6822290.0,3519820.0,80,False,False,False,False,False,False,False,True,True,False,False,Pottery,Sarsa-Tomitsa Ware,Sarsa-Tomitsa Ware,ST,1.0,,,,,,,,,KM 28960_1-2640,"27,36907159","61,50800832",,,,,,,,hiekka,orgaaninen,False,False,True,,,
BA,601010049,Pihtipudas,Lylysaari 1,KM,28984,1-50,7024940.0,3431980.0,115,False,False,False,False,False,False,False,True,True,False,False,Pottery,Sarsa-Tomitsa Ware,Sarsa-Tomitsa Ware,ST,1.0,,,,,,,,,KM 28984_1-50,"25,63928667","63,32027584",,,,,,,,kivimurska,,False,False,True,,,
BA,765010037,Sotkamo,Majaniemi,KM,29013,1-3,7103392.0,3583083.0,155,False,False,False,False,False,False,False,True,True,False,False,Pottery,Säräisniemi 2 Ware,Anttila Ware,Anttila,2.0,,,,,,,,,KM 29013_1-3,"28,69583631","64,02065486",,,,,,,,kiille,asbesti,True,True,False,,,
BA,765010037,Sotkamo,Majaniemi,KM,29013,1-3,7103392.0,3583083.0,155,False,False,False,False,False,False,False,True,True,False,False,Pottery,Säräisniemi 2 Ware,Anttila Ware,Anttila,2.0,,,,,,,,,KM 29013_1-3,"28,69583631","64,02065486",,,,,,,,kiille,,True,False,False,,,
BA,777010311,Suomussalmi,Antinsaari SE,KM,29035,1-5,7181353.0,3621771.0,190,False,False,False,False,False,False,False,False,True,True,False,Pottery,Säräisniemi 2 Ware,Kjelmöy Ware,Kjelmöy,3.0,,,,,,,,,KM 29035_1-5,"29,55031541","64,70790482",,,,,,,,hiekka,asbesti,True,False,False,,,
BA,765010062,Sotkamo,Ammonsaari,KM,29036,1-947,7116580.0,3566440.0,137,False,False,False,False,False,False,False,True,True,False,False,Pottery,Säräisniemi 2 Ware,Anttila Ware,Anttila,1.0,,,,,,,,,KM 29036_1-947,"28,36132076","64,14249492",,,,,,,,talkki,,False,True,False,,,
BA,765010062,Sotkamo,Ammonsaari,KM,29036,1-947,7116580.0,3566440.0,137,False,False,False,False,False,False,False,True,False,False,False,Pottery,Lovozero Ware,Lovozero Ware,Lovozero,1.0,,,,,,,,,KM 29036_1-947,"28,36132076","64,14249492",,,,,,,,asbesti,,False,False,True,,,
BA,765010062,Sotkamo,Ammonsaari,KM,29036,1-947,7116580.0,3566440.0,137,False,False,False,False,False,False,False,True,True,False,False,Pottery,Sarsa-Tomitsa Ware,Sarsa-Tomitsa Ware,ST,2.0,,,,,,,,,KM 29036_1-947,"28,36132076","64,14249492",,,,,,,,asbesti,,False,True,False,,,
BA,290010134,Kuhmo,Järvelä,KM,29038,1-14,7113603.0,3600062.0,158,False,False,False,False,False,False,False,True,True,False,False,Pottery,Säräisniemi 2 Ware,Anttila Ware,Anttila,1.0,,,,,,,,,KM 29038_1-14,"29,0495878","64,10772676",,,,,,,,talkki,,False,True,False,,,
BA,290010068,Kuhmo,Vasikkaniemi N,KM,29039,1-5,7113321.0,3598103.0,159,False,False,False,False,False,False,False,True,True,False,False,Pottery,Säräisniemi 2 Ware,Anttila Ware,Anttila,1.0,,,,,,,,,KM 29039_1-5,"29,00924008","64,10575849",,,,,,,,talkki,,False,True,False,,,
BA,290010202,Kuhmo,Härkösärkkä SW,KM,29059,1-3,7118899.0,3611737.0,159,False,False,False,False,False,False,False,True,False,False,False,Pottery,Lovozero Ware,Lovozero Ware,Lovozero,3.0,,,,,,,,karsta (1),KM 29059_1-3,"29,29283079","64,15162944",,,,,,,,asbesti,,True,False,False,,,
BA,290010202,Kuhmo,Härkösärkkä SW,KM,29059,1-3,7118899.0,3611737.0,159,False,False,False,False,False,False,False,False,True,True,False,Pottery,Säräisniemi 2 Ware,Sirnihta Ware,Sirnihta,2.0,,,,,,,,"karstaa, rautakuonaa",KM 29059_1-3,"29,29283079","64,15162944",,,,,,,,asbesti,,True,True,False,,,
BA,290010246,Kuhmo,Koirisaari,KM,29067,1-3,7108140.0,3605666.0,159,False,False,False,False,False,False,False,True,True,False,False,Pottery,Säräisniemi 2 Ware,Anttila Ware,Anttila,2.0,,,,,,,,,KM 29067_1-3,"29,16067617","64,05709435",,,,,,,,talkki,,True,False,False,,,
BA,290010009,Kuhmo,Koposensaari,KM,29074,1-10,7117433.0,3622670.0,163,False,False,False,False,False,False,False,True,True,False,False,Pottery,Sarsa-Tomitsa Ware,Sarsa-Tomitsa Ware,ST,1.0,,,,,,,,,KM 29074_1-10,"29,51607957","64,13478844",,,,,,,,talkki,kivimurska,True,False,False,,,
BA,47010263,Enontekiö,Näkkäläjärvi länsi 2,KM,29077,1-40,7616865.0,3360627.0,375,False,False,False,False,False,False,False,True,False,False,False,Pottery,Vardöy (IT) Ware,Vardöy (IT) Ware,IT,3.0,,,,,,,,,KM 29077_1-40,"23,57286952","68,60033606",,,,,,,,asbesti,,True,False,False,,,
BA,163010005,Kouvola,Pukkisaari,KM,29098,1-333,6784680.0,3478120.0,73,False,False,False,False,False,False,False,True,True,False,False,Pottery,Sarsa-Tomitsa Ware,Sarsa-Tomitsa Ware,ST,1.0,,,,,,,,,KM 29098_1-333,"26,59027985","61,17037981",,,,,,,,orgaaninen,,False,False,True,,,
BA,777010103,Suomussalmi,TB:n ranta,KM,29104,1-19,7199396.0,3592010.0,199,False,False,False,False,False,False,False,True,True,False,False,Pottery,Säräisniemi 2 Ware,Anttila Ware,Anttila,2.0,,,,,,,,,KM 29104_1-19,"28,93821315","64,8790748",,,,,,,,talkki,,True,False,False,,,
BA,297010001,Kuopio,Luukonsaari,KM,29128,,6968540.0,3543820.0,85,False,False,False,False,False,False,False,False,True,True,False,Pottery,Säräisniemi 2 Ware,Luukonsaari Ware,Luukonsaari,1.0,,,,,,,,,KM 29128_,"27,85608895","62,81817114",,,,,,,,asbesti,,True,False,False,,,
BA,290010053,Kuhmo,Vasikkaniemi SW,KM,29136,1-5279,7112834.0,3598406.0,159,False,False,False,False,False,False,False,True,True,False,False,Pottery,Säräisniemi 2 Ware,Anttila Ware,Anttila,2.0,,,,,,,,,KM 29136_1-5279,"29,01513604","64,10130682",,,,,,,,talkki,,False,False,True,,,
BA,290010053,Kuhmo,Vasikkaniemi SW,KM,29136,1-5279,7112834.0,3598406.0,159,False,False,False,False,False,False,False,True,True,False,False,Pottery,Sarsa-Tomitsa Ware,Sarsa-Tomitsa Ware,ST,1.0,,,,,,,,,KM 29136_1-5279,"29,01513604","64,10130682",,,,,,,,talkki,kivimurska,False,False,True,,,
BA,290010068,Kuhmo,Vasikkaniemi N,KM,29142,1-5,7113321.0,3598103.0,159,False,False,False,False,False,False,False,True,True,False,False,Pottery,Säräisniemi 2 Ware,Anttila Ware,Anttila,2.0,,,,,,,,,KM 29142_1-5,"29,00924008","64,10575849",,,,,,,,talkki,,True,False,False,,,
BA,290010052,Kuhmo,Pajasaari,KM,29144,1-4,7113075.0,3597344.0,160,False,False,False,False,False,False,False,True,True,False,False,Pottery,Säräisniemi 2 Ware,Anttila Ware,Anttila,2.0,,,,,,,,,KM 29144_1-4,"28,99352137","64,10376703",,,,,,,,talkki,,True,False,False,,,
BA,290010247,Kuhmo,Lammassaari,KM,29147,1-3,7108060.0,3605880.0,159,False,False,False,False,False,False,False,True,True,False,False,Pottery,Sarsa-Tomitsa Ware,Sarsa-Tomitsa Ware,ST,1.0,,,,,,,,,KM 29147_1-3,"29,16499977","64,0563121",,,,,,,,kivimurska,,True,False,False,,,
BA,241010077,Keminmaa,Korkiamaa 3,KM,29154,1-24,7318216.0,3388260.0,36,False,False,False,False,False,False,False,False,True,True,False,Pottery,Säräisniemi 2 Ware,Kjelmöy Ware,Kjelmöy,2.0,,,,,,,,,KM 29154_1-24,"24,54073576","65,93767266",,,,,,,,orgaaninen,,False,True,False,,,
BA,601010042,Pihtipudas,Koliman Hämeensaari,KM,29159,1-7,7028600.0,3431020.0,115,False,False,False,False,False,False,False,False,True,True,False,Pottery,Säräisniemi 2 Ware,Luukonsaari Ware,Luukonsaari,1.0,,,,,,,,,KM 29159_1-7,"25,61856338","63,35291702",,,,,,,,asbesti,,True,False,False,,,
BA,601010042,Pihtipudas,Koliman Hämeensaari,KM,29159,1-7,7028600.0,3431020.0,115,False,False,False,False,False,False,False,False,True,True,False,Pottery,Säräisniemi 2 Ware,Luukonsaari Ware,Luukonsaari,1.0,,,,,,,,,KM 29159_1-7,"25,61856338","63,35291702",,,,,,,,asbesti,,True,True,False,,,
BA,635010033,Pälkäne,Puolivälinsaari,KM,29231,1-3,6802868.0,3346459.0,85,False,False,False,False,False,False,False,True,True,False,False,Pottery,Coastal Bronze Age pottery,Coastal Bronze Age pottery,pronssikautinen,2.0,,,,,,,,,KM 29231_1-3,"24,13106773","61,30391046",,,,,,,,kivimurska,,True,False,False,,,
BA,738010031,Sauvo,Ullaskrooppi 2,KM,29307,,6694296.0,3261982.0,"22,5",False,False,False,False,False,False,False,True,True,False,False,Pottery,Coastal Bronze Age pottery,Coastal Bronze Age pottery,pronssikautinen,2.0,,,,,,,,,KM 29307_,"22,69160617","60,28996947",,,,,,,,kivimurska,,False,True,False,,,
BA,728010004,Parikkala,Petäjämäki,KM,29340,1-8,6843291.0,3639454.0,74,False,False,False,False,False,False,False,False,True,True,False,Pottery,Säräisniemi 2 Ware,Luukonsaari Ware,Luukonsaari,2.0,,,,,,,,,KM 29340_1-8,"29,63042132","61,67170379",,,,,,,,orgaaninen,,True,False,False,,,
BA,728010004,Parikkala,Petäjämäki,KM,29340,1-8,6843291.0,3639454.0,74,False,False,False,False,False,False,False,True,True,False,False,Pottery,Sarsa-Tomitsa Ware,Sarsa-Tomitsa Ware,ST,1.0,,,,,,,,,KM 29340_1-8,"29,63042132","61,67170379",,,,,,,,kivimurska,,True,False,False,,,
BA,778010001,Suonenjoki,Saunaniemi,KM,29354,1-31,6951100.0,3497200.0,100,False,False,False,False,False,False,False,False,True,True,False,Pottery,Säräisniemi 2 Ware,Luukonsaari Ware,Luukonsaari,1.0,,,,,,,,,KM 29354_1-31,"26,94203882","62,66428841",,,,,,,,asbesti,,False,True,False,,,
BA,146010023,Ilomantsi,Hemminsaari,KM,29398,1-16,6985856.0,3694135.0,144,False,False,False,False,False,False,False,True,True,False,False,Pottery,Sarsa-Tomitsa Ware,Sarsa-Tomitsa Ware,ST,1.0,,,,,,,,,KM 29398_1-16,"30,81955978","62,92446025",,,,,,,,kivimurska,,False,True,False,,,
BA,729010032,Saarijärvi,Karjalaispirtti/Rusavierto,KM,29406,1-606,6952789.0,3414556.0,110,False,False,False,False,False,False,False,True,True,False,False,Pottery,Sarsa-Tomitsa Ware,Sarsa-Tomitsa Ware,ST,3.0,,,,,,,,,KM 29406_1-606,"25,32916654","62,66950042",,,,,,,,orgaaninen,,True,False,False,,,
BA,729010029,Saarijärvi,Saarenpää,KM,29408,1-83,6952073.0,3415237.0,110,False,False,False,False,False,False,False,False,True,True,False,Pottery,Säräisniemi 2 Ware,Luukonsaari Ware,Luukonsaari,2.0,,,,,,,,,KM 29408_1-83,"25,34280909","62,66323675",,,,,,,,asbesti,,False,True,False,,,
BA,47010139,Enontekiö,Vaaranväli 3,KM,29457,1-2,7624058.0,3365505.0,420,False,False,False,False,False,False,False,True,False,False,False,Pottery,Lovozero Ware,Lovozero Ware,Lovozero,2.0,,,,,,,,,KM 29457_1-2,"23,68290032","68,6671055",,,,,,,,asbesti,,False,True,False,,,
BA,1000002431,Savonlinna,Käräänkangas b,KM,29459,1-8,6869016.0,3599511.0,78,False,False,False,False,False,False,False,False,True,True,False,Pottery,Säräisniemi 2 Ware,Luukonsaari Ware,Luukonsaari,3.0,,,,,,,,,KM 29459_1-8,"28,89078656","61,91482076",,,,,,,,asbesti,,False,True,False,,,
BA,1000002431,Savonlinna,Käräänkangas b,KM,29459,1-8,6869016.0,3599511.0,78,False,False,False,False,False,False,False,True,True,False,False,Pottery,Sarsa-Tomitsa Ware,Sarsa-Tomitsa Ware,ST,1.0,,,,,,,,,KM 29459_1-8,"28,89078656","61,91482076",,,,,,,,kivimurska,,True,False,False,,,
BA,1000002431,Savonlinna,Käräänkangas b,KM,29460,1-4,6869016.0,3599511.0,78,False,False,False,False,False,False,False,False,True,True,False,Pottery,Säräisniemi 2 Ware,Sirnihta Ware,Sirnihta,2.0,,,,,,,,,KM 29460_1-4,"28,89078656","61,91482076",,,,,,,,asbesti,,True,False,False,,,
BA,1000002486,Savonlinna,Multamäki,KM,29546,1-9,6866704.0,3603642.0,80,False,False,False,False,False,False,False,False,True,True,False,Pottery,Säräisniemi 2 Ware,Luukonsaari Ware,Luukonsaari,1.0,,,,,,,,,KM 29546_1-9,"28,96802669","61,89298595",,,,,,,,asbesti,,True,False,False,,,
BA,426010009,Liperi,Jyrinlahti 1-4,KM,29547,1-17,6956741.0,3609825.0,81,False,False,False,False,False,False,False,False,True,True,False,Pottery,Säräisniemi 2 Ware,Luukonsaari Ware,Luukonsaari,1.0,,,,,,,,,KM 29547_1-17,"29,14219444","62,69857006",,,,,,,,asbesti,,False,False,True,,,
BA,696010022,Mikkeli,Pulmionlampi A,KM,29633,1-6,6823120.0,3519080.0,81,False,False,False,False,False,False,False,True,True,False,False,Pottery,Sarsa-Tomitsa Ware,Sarsa-Tomitsa Ware,ST,1.0,,,,,,,,,KM 29633_1-6,"27,35525778","61,51549313",,,,,,,,vuolukivi,orgaaninen,True,False,False,,,
BA,320010105,Kemijärvi,Neitilä 5,KM,29644,1-268,7373715.0,3516810.0,143,False,False,False,False,False,False,False,True,True,False,False,Pottery,Säräisniemi 2 Ware,Anttila Ware,Anttila,1.0,,,,,,,,,KM 29644_1-268,"27,37308966","66,45460304",,,,,,,,talkki,,True,False,False,,,
BA,320010105,Kemijärvi,Neitilä 5,KM,29644,1-268,7373715.0,3516810.0,143,False,False,False,False,False,False,False,False,True,True,False,Pottery,Säräisniemi 2 Ware,Kjelmöy Ware,Kjelmöy,1.0,,,,,,,,,KM 29644_1-268,"27,37308966","66,45460304",,,,,,,,kiille,,True,False,False,,,
BA,320010105,Kemijärvi,Neitilä 5,KM,29644,1-268,7373715.0,3516810.0,143,False,False,False,False,False,False,False,True,False,False,False,Pottery,Lovozero Ware,Lovozero Ware,Lovozero,1.0,,,,,,,,,KM 29644_1-268,"27,37308966","66,45460304",,,,,,,,asbesti,,True,False,False,,,
BA,1000016017,Kemijärvi,Neitilä 6,KM,29645,1-48,7373605.0,3516795.0,146,False,False,False,False,False,False,False,True,True,False,False,Pottery,Säräisniemi 2 Ware,Anttila Ware,Anttila,1.0,,,,,,,,,KM 29645_1-48,"27,3727386","66,45361744",,,,,,,,talkki,,True,False,False,,,
BA,1000016017,Kemijärvi,Neitilä 6,KM,29645,1-48,7373605.0,3516795.0,146,False,False,False,False,False,False,False,True,False,False,False,Pottery,Lovozero Ware,Lovozero Ware,Lovozero,1.0,,,,,,,,,KM 29645_1-48,"27,3727386","66,45361744",,,,,,,,asbesti,,True,False,False,,,
BA,260010034,Kitee,Viilniemi,KM,29716,1-3,6893753.0,3652353.0,80,False,False,False,False,False,False,False,True,True,False,False,Pottery,Sarsa-Tomitsa Ware,Sarsa-Tomitsa Ware,ST,2.0,,,,,,,,,KM 29716_1-3,"29,91642656","62,1190353",,,,,,,,hiekka,,True,False,False,,,
BA,426010009,Liperi,Jyrinlahti 1-4,KM,29719,1-4,6956741.0,3609825.0,81,False,False,False,False,False,False,False,False,True,True,False,Pottery,Säräisniemi 2 Ware,Luukonsaari Ware,Luukonsaari,1.0,,,,,,,,,KM 29719_1-4,"29,14219444","62,69857006",,,,,,,,asbesti,,False,True,False,,,
BA,707010045,Rääkkylä,Vihi 1,KM,29728,1-14,6915236.0,3654169.0,80,False,False,False,False,False,False,False,False,True,True,False,Pottery,Säräisniemi 2 Ware,Sirnihta Ware,Sirnihta,3.0,,,,,,,,,KM 29728_1-14,"29,97003938","62,31080103",,,,,,,,asbesti,,True,False,False,,,
BA,290010068,Kuhmo,Vasikkaniemi N,KM,29817,1-5,7113321.0,3598103.0,159,False,False,False,False,False,False,False,True,True,False,False,Pottery,Säräisniemi 2 Ware,Anttila Ware,Anttila,2.0,,,,,,,,,KM 29817_1-5,"29,00924008","64,10575849",,,,,,,,talkki,,False,True,False,,,
BA,696010084,Mikkeli,Mustalahti,KM,29836,1-2,6813760.0,3523670.0,80,False,False,False,False,False,False,False,True,True,False,False,Pottery,Sarsa-Tomitsa Ware,Sarsa-Tomitsa Ware,ST,2.0,,,,,,,,,KM 29836_1-2,"27,44030079","61,4312506",,,,,,,,kivimurska,,False,True,False,,,
BA,290010053,Kuhmo,Vasikkaniemi SW,KM,29861,1-1355,7112834.0,3598406.0,159,False,False,False,False,False,False,False,True,True,False,False,Pottery,Säräisniemi 2 Ware,Anttila Ware,Anttila,1.0,,,,,,,,,KM 29861_1-1355,"29,01513604","64,10130682",,,,,,,,talkki,kiille,False,False,True,,,
BA,290010053,Kuhmo,Vasikkaniemi SW,KM,29861,1-1355,7112834.0,3598406.0,159,False,False,False,False,False,False,False,True,True,False,False,Pottery,Sarsa-Tomitsa Ware,Sarsa-Tomitsa Ware,ST,1.0,,,,,,,,,KM 29861_1-1355,"29,01513604","64,10130682",,,,,,,,kivimurska,sarvivälke,False,False,True,,,
BA,765010062,Sotkamo,Ammonsaari,KM,29926,1-1025,7116580.0,3566440.0,137,False,False,False,False,False,False,False,True,True,False,False,Pottery,Säräisniemi 2 Ware,Anttila Ware,Anttila,1.0,,,,,,,,karsta (563),KM 29926_1-1025,"28,36132076","64,14249492",,,,,,,,talkki,,False,True,False,,,
BA,290010068,Kuhmo,Vasikkaniemi N,KM,30129,1-4,7113321.0,3598103.0,159,False,False,False,False,False,False,False,True,True,False,False,Pottery,Säräisniemi 2 Ware,Anttila Ware,Anttila,1.0,,,,,,,,,KM 30129_1-4,"29,00924008","64,10575849",,,,,,,,talkki,,False,True,False,,,
BA,290010247,Kuhmo,Lammassaari,KM,30135,1-3,7108060.0,3605880.0,159,False,False,False,False,False,False,False,True,True,False,False,Pottery,Sarsa-Tomitsa Ware,Sarsa-Tomitsa Ware,ST,1.0,,,,,,,,,KM 30135_1-3,"29,16499977","64,0563121",,,,,,,,kivimurska,,True,False,False,,,
BA,183010048,Jämsä,Puonnas  2 Hiekkakuoppa,KM,30154,1-104,6889065.0,3399427.0,"103,5",False,False,False,False,False,False,False,True,True,False,False,Pottery,Sarsa-Tomitsa Ware,Sarsa-Tomitsa Ware,ST,3.0,,,,,,,,,KM 30154_1-104,"25,0711895","62,09424179",,,,,,,,kivimurska,,True,False,False,,,
BA,320010166,Kemijärvi,Mäkiniemi,KM,30265,1-29,7364870.0,3513900.0,130,False,False,False,False,False,False,False,False,True,True,False,Pottery,Säräisniemi 2 Ware,Kjelmöy Ware,Kjelmöy,3.0,,,,,,,,,KM 30265_1-29,"27,30686383","66,37542866",,,,,,,,kiille,,True,False,False,,,
BA,105010018,Hyrynsalmi,Vonkka 2,KM,30273,3-4,7177900.0,3571460.0,156,False,False,False,False,False,False,False,True,True,False,False,Pottery,Säräisniemi 2 Ware,Anttila Ware,Anttila,1.0,,,,,,,,,KM 30273_3-4,"28,49402038","64,69134666",,,,,,,,talkki,,False,True,False,,,
BA,103010003,Humppila,Järvensuo 3-4,KM,30281,2,6761954.0,3300129.0,95,False,False,False,False,False,False,False,True,True,False,False,Pottery,Coastal Bronze Age pottery,Coastal Bronze Age pottery,pronssikautinen,2.0,,,,,,,,,KM 30281_2,"23,3112335","60,91651541",,,,,,,,kivimurska,,False,True,False,,,
BA,613010040,Porvoo,Böle,KM,30321,1-3358,6702770.0,3433160.0,10,False,False,False,False,False,False,False,True,True,False,False,Pottery,Coastal Bronze Age pottery,Paimio Ware,Paimio,2.0,,,,,,,,,KM 30321_1-3358,"25,78322962","60,43033691",,,,,,,,kivimurska,,False,False,True,,,
BA,831010006,Taipalsaari,Vaateranta,KM,30322,1-1702,6780780.0,3559700.0,79,False,False,False,False,False,False,False,True,True,False,False,Pottery,Sarsa-Tomitsa Ware,Sarsa-Tomitsa Ware,ST,2.0,,,,,,,,tasapohjainen astia (478),KM 30322_1-1702,"28,10482092","61,13149316",,,,,,,,talkki,asbesti,False,True,False,,,
BA,595010043,Pielavesi,Sikoniemi 1,KM,30342,1-4,7016570.0,3482460.0,106,False,False,False,False,False,False,False,False,True,True,False,Pottery,Säräisniemi 2 Ware,Luukonsaari Ware,Luukonsaari,1.0,,,,,,,,,KM 30342_1-4,"26,64744962","63,25124247",,,,,,,,asbesti,,False,True,False,,,
BA,595010054,Pielavesi,Pieni Lapinsaari,KM,30353,1-2,7022940.0,3481750.0,104,False,False,False,False,False,False,False,False,True,True,False,Pottery,Säräisniemi 2 Ware,Luukonsaari Ware,Luukonsaari,3.0,,,,,,,,,KM 30353_1-2,"26,63259015","63,30835287",,,,,,,,asbesti,kivimurska,False,True,False,,,
BA,595010065,Pielavesi,Lähdekaarre,KM,30363,1,7018800.0,3477440.0,106,False,False,False,False,False,False,False,False,True,True,False,Pottery,Säräisniemi 2 Ware,Luukonsaari Ware,Luukonsaari,3.0,,,,,,,,,KM 30363_1,"26,54721268","63,27096524",,,,,,,,asbesti,,True,False,False,,,
BA,426010002,Liperi,Juvonen,KM,30376,1-337,6950954.0,3613909.0,80,False,False,False,False,False,False,False,False,True,True,False,Pottery,Säräisniemi 2 Ware,Luukonsaari Ware,Luukonsaari,1.0,,,,,,,,,KM 30376_1-337,"29,2180228","62,64544795",,,,,,,,asbesti,,False,False,True,,,
BA,426010002,Liperi,Juvonen,KM,30376,1-337,6950954.0,3613909.0,80,False,False,False,False,False,False,False,True,True,False,False,Pottery,Sarsa-Tomitsa Ware,Sarsa-Tomitsa Ware,ST,2.0,,,,,,,,,KM 30376_1-337,"29,2180228","62,64544795",,,,,,,,kivimurska,,True,False,False,,,
BA,146010023,Ilomantsi,Hemminsaari,KM,30593,1-56,6985856.0,3694135.0,144,False,False,False,False,False,False,False,True,False,False,False,Pottery,Lovozero Ware,Lovozero Ware,Lovozero,1.0,,,,,,,,,KM 30593_1-56,"30,81955978","62,92446025",,,,,,,,asbesti,,False,True,False,,,
BA,146010023,Ilomantsi,Hemminsaari,KM,30593,1-56,6985856.0,3694135.0,144,False,False,False,False,False,False,False,True,True,False,False,Pottery,Sarsa-Tomitsa Ware,Sarsa-Tomitsa Ware,ST,1.0,,,,,,,,,KM 30593_1-56,"30,81955978","62,92446025",,,,,,,,kivimurska,,False,True,False,,,
BA,1000003409,Kitee,Mäntyniemi 2,KM,30605,1-3,6867350.0,3650096.0,86,False,False,False,False,False,False,False,False,True,True,False,Pottery,Säräisniemi 2 Ware,Sirnihta Ware,Sirnihta,3.0,,,,,,,,,KM 30605_1-3,"29,85102343","61,88332171",,,,,,,,asbesti,,True,False,False,,,
BA,73010057,Salo,Vuohikallio,KM,30639,1-594,6707139.0,3284993.0,46,False,False,False,False,False,False,False,True,True,False,False,Pottery,Coastal Bronze Age pottery,Coastal Bronze Age pottery,pronssikautinen,3.0,,,,,,,,,KM 30639_1-594,"23,09289316","60,41780028",,,,,,,,kivimurska,,False,True,False,,,
BA,586010098,Salo,Hakala,KM,30640,1-2,6688383.0,3285340.0,22,False,False,False,False,False,False,False,True,True,False,False,Pottery,Coastal Bronze Age pottery,Coastal Bronze Age pottery,pronssikautinen,3.0,,,,,,,,,KM 30640_1-2,"23,11919918","60,25003404",,,,,,,,kivimurska,,True,False,False,,,
BA,586010088,Salo,Preitti 6,KM,30649,1-10,6676341.0,3283210.0,15,False,False,False,False,False,False,False,True,True,False,False,Pottery,Coastal Bronze Age pottery,Coastal Bronze Age pottery,pronssikautinen,2.0,,,,,,,,,KM 30649_1-10,"23,09368129","60,14107548",,,,,,,,orgaaninen,hiekka,True,False,False,,,
BA,701010023,Loviisa,Koirankallio,KM,30662,1-225,6713460.0,3473170.0,16,False,False,False,False,False,False,False,False,True,True,False,Pottery,Säräisniemi 2 Ware,Luukonsaari Ware,Luukonsaari,1.0,,,,,,,,karsta (103),KM 30662_1-225,"26,50823153","60,53093051",,,,,,,,asbesti,,False,False,True,,,
BA,476010009,Kuopio,Huutoniemi,KM,30706,1-2,7007680.0,3512380.0,82,False,False,False,False,False,False,False,False,True,True,False,Pottery,Säräisniemi 2 Ware,Luukonsaari Ware,Luukonsaari,3.0,,,,,,,,,KM 30706_1-2,"27,24236327","63,17171748",,,,,,,,asbesti,kiille,True,False,False,,,
BA,1000000413,Enonkoski,Kotkuinniemi b,KM,30719,1-119,6882365.0,3604780.0,82,False,False,False,False,False,False,False,True,True,False,False,Pottery,Sarsa-Tomitsa Ware,Sarsa-Tomitsa Ware,ST,1.0,,,,,,,,,KM 30719_1-119,"28,99882389","62,03311623",,,,,,,,hiekka,,False,True,False,,,
BA,765010062,Sotkamo,Ammonsaari,KM,30724,1-667,7116580.0,3566440.0,137,False,False,False,False,False,False,False,True,True,False,False,Pottery,Säräisniemi 2 Ware,Anttila Ware,Anttila,2.0,,,,,,,,,KM 30724_1-667,"28,36132076","64,14249492",,,,,,,,talkki,,True,False,False,,,
BA,765010062,Sotkamo,Ammonsaari,KM,30724,1-667,7116580.0,3566440.0,137,False,False,False,False,False,False,False,False,True,True,False,Pottery,Säräisniemi 2 Ware,Kjelmöy Ware,Kjelmöy,2.0,,,,,,,,,KM 30724_1-667,"28,36132076","64,14249492",,,,,,,,asbesti,,False,True,False,,,
BA,765010062,Sotkamo,Ammonsaari,KM,30724,1-667,7116580.0,3566440.0,137,False,False,False,False,False,False,False,True,False,False,False,Pottery,Lovozero Ware,Lovozero Ware,Lovozero,3.0,,,,,,,,,KM 30724_1-667,"28,36132076","64,14249492",,,,,,,,asbesti,talkki,True,False,False,,,
