Phase;Site id;Municipality;Site name;Collection;Main number;Subnumber;p;i;z;m1;m2;m3;n1;n2;n3;n4;p1;p2;r1;r2;Ajoitusperuste;Category;Type;Subtype;Subtype 2;Subtype (Finnish);Certainty;Subtype 2 (Finnish);Integrity;Main temper (Finnish);Length (mm);Width (mm);Thickness (mm);Fragment length (mm);Fragment width (mm);Fragment thickness (mm);Other notes (Finnish);;;;;;;Photoal ID 
BA;890010001;Utsjoki;Ala-Jalve;KM;22897;1468;7777280;3527000;45;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartzite arrowhead;Kvartsiittinuolenkärki, tasakantainen;1;;FALSE;kvartsiitti;56;17;6;;;;;;;;;;;KM 22897_1468
BA;890010001;Utsjoki;Ala-Jalve;KM;22897;1824;7777280;3527000;45;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartzite arrowhead;Kvartsiittinuolenkärki, tasakantainen;1;;FALSE;kvartsiitti;;;;26;15;5;Kantakatkelma;;;;;;;KM 22897_1824
BA;890010001;Utsjoki;Ala-Jalve;KM;22897;2025;7777280;3527000;45;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartzite arrowhead;Kvartsiittinuolenkärki, tasakantainen;1;;FALSE;kvartsiitti;;;;15;20;5;Kantakatkelma;;;;;;;KM 22897_2025
BA;890010001;Utsjoki;Ala-Jalve;KM;22897;2125;7777280;3527000;45;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartzite arrowhead;Kvartsiittinuolenkärki, tasakantainen;1;;FALSE;kvartsiitti;;;;32;13;5;Kantakatkelma;;;;;;;KM 22897_2125
BA;890010001;Utsjoki;Ala-Jalve;KM;22897;2431;7777280;3527000;45;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone spearhead;Even-based spearhead;Even-based quartzite spearhead;Kvartsiittikeihäänkärki, tasakantainen;2;;FALSE;kvartsiitti;;;;60;44;12;Kärkikatkelma;;;;;;;KM 22897_2431
BA;890010001;Utsjoki;Ala-Jalve;KM;22897;2575;7777280;3527000;45;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartzite arrowhead;Kvartsiittinuolenkärki, tasakantainen;1;;FALSE;kvartsiitti;56;14;8;;;;;;;;;;;KM 22897_2575
BA;777010085;Suomussalmi;Jalonniemi;KM;23057;13;7200199;3591001;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based flint arrowhead;Piinuolenkärki, tasakantainen;2;;FALSE;pii;50;18;8;;;;;;;;;;;KM 23057_13
BA;777010103;Suomussalmi;TB:n ranta;KM;23058;43;7199396;3592010;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based flint arrowhead;Piinuolenkärki, tasakantainen;1;;FALSE;pii;;;;32;15;7;Kantakatkelma;;;;;;;KM 23058_43
BA;47010076;Enontekiö;Proksinkenttä;KM;23241;148;7593361;3363136;288;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;konteksti, 14C;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartzite arrowhead;Kvartsiittinuolenkärki, tasakantainen;1;;FALSE;kvartsiitti;;;;24;15;6;kantakatkelma;;;;;;;KM 23241_148
BA;890010001;Utsjoki;Ala-Jalve;KM;23306;839;7777280;3527000;45;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartzite arrowhead;Kvartsiittinuolenkärki, tasakantainen;1;;FALSE;kvartsiitti;52;18;7;;;;;;;;;;;KM 23306_839
BA;777010103;Suomussalmi;TB:n ranta;KM;23329;287;7199396;3592010;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartzite arrowhead;Kvartsiittinuolenkärki, tasakantainen;1;;FALSE;kvartsiitti;;;;19;13;4;kantakatkelma;;;;;;;KM 23329_287
BA;777010114;Suomussalmi;Kukkosaari;KM;23332;32;7201478;3592642;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based flint arrowhead;Piinuolenkärki, tasakantainen;3;;FALSE;pii;81;32;8;;;;;;;;;;;KM 23332_32
BA;148010381;Inari;Kaidanvuono kaakko;KM;23354;10;7628950;3516950;130;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartz arrowhead;Kvartsinuolenkärki, tasakantainen;2;;FALSE;kvartsi;;;;16;14;5;;;;;;;;KM 23354_10
BA;uusi 262;Hyrynsalmi;Niskapuro;KM;23480;;7170400;3570400;165;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based flint arrowhead;Piinuolenkärki, tasakantainen;1;;FALSE;pii;34;17;4;;;;;;;;;;;KM 23480
BA;777010103;Suomussalmi;TB:n ranta;KM;23605;4;7199396;3592010;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartz arrowhead;Kvartsinuolenkärki, tasakantainen;1;;FALSE;kvartsi;35;15;6;;;;;;;;;;;KM 23605_4
BA;777010117;Suomussalmi;Joenniemi;KM;23701;59;7216972;3597610;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartzite arrowhead;Kvartsiittinuolenkärki, tasakantainen;1;;FALSE;kvartsiitti;35;18;6;;;;;;;;;;;KM 23701_59
BA;890010001;Utsjoki;Ala-Jalve;KM;23808;363;7777280;3527000;45;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartzite arrowhead;Kvartsiittinuolenkärki, tasakantainen;1;;FALSE;kvartsiitti;;;;32;18;7;kantakatkelma;;;;;;;KM 23808_363
BA;890010001;Utsjoki;Ala-Jalve;KM;23808;1860;7777280;3527000;45;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartzite arrowhead;Kvartsiittinuolenkärki, tasakantainen;1;;FALSE;kvartsiitti;;;;13;15;6;kantakatkelma;;;;;;;KM 23808_1860
BA;890010001;Utsjoki;Ala-Jalve;KM;23808;2072;7777280;3527000;45;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartzite arrowhead;Kvartsiittinuolenkärki, tasakantainen;1;;FALSE;kvartsiitti;;;;19;23;7;;;;;;;;KM 23808_2072
BA;890010001;Utsjoki;Ala-Jalve;KM;23808;2888;7777280;3527000;45;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartzite arrowhead;Kvartsiittinuolenkärki, tasakantainen;1;;FALSE;kvartsiitti;;;;30;13;5;kantakatkelma;;;;;;;KM 23808_2888
BA;uusi 328;Seinäjoki;Peräseinäjoki;KM;23938;;6946664;3298045;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone spearhead;Even-based spearhead;Even-based quartzite spearhead;Kvartsiittikeihäänkärki, tasakantainen;1;;FALSE;kvartsiitti;104;26;8;;;;;;;;;;;KM 23938
BA;420040015;Leppävirta;Palosalmi;KM;24195;;6937620;3549340;83;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartz arrowhead;Kvartsinuolenkärki, tasakantainen;1;;FALSE;kvartsi;62;16;10;;;;löytynyt puronpohjasta;;;;;;;KM 24195
BA;777010134;Suomussalmi;Peuronhieta;KM;24237;1;7201555;3591717;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;;Stone artefacts;Stone cast;Stone cast;;Valinmuotti;1;;FALSE;vuolukivi;;;;94;31;12;;;;;;;;KM 24237_1
BA;777010134;Suomussalmi;Peuronhieta;KM;24237;2;7201555;3591717;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;;Stone artefacts;Stone cast;Stone cast;;Valinmuotti;2;;FALSE;vuolukivi;;;;70;48;13;;;;;;;;KM 24237_2
BA;148010423;Inari;Vaskojoen suu;KM;24359;2;7645400;3485540;142;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartzite arrowhead;Kvartsiittinuolenkärki, tasakantainen;1;;FALSE;kvartsiitti;37;18;5;;;;;;;;;;;KM 24359_2
BA;890010086;Utsjoki;Kenesjärvi S;KM;24401;3;7734100;3503300;93;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartzite arrowhead;Kvartsiittinuolenkärki, tasakantainen;1;;FALSE;kvartsiitti;45;16;7;;;;;;;;;;;KM 24401_3
BA;777010085;Suomussalmi;Jalonniemi;KM;24418;97;7200199;3591001;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartz arrowhead;Kvartsinuolenkärki, tasakantainen;1;;FALSE;kvartsi;43;17;7;;;;;;;;;;;KM 24418_97
BA;777010085;Suomussalmi;Jalonniemi;KM;24418;176;7200199;3591001;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartz arrowhead;Kvartsinuolenkärki, tasakantainen;1;;FALSE;kvartsi;;;;33;22;8;kantakatkelma;;;;;;;KM 24418_176
BA;777010085;Suomussalmi;Jalonniemi;KM;24418;177;7200199;3591001;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartz arrowhead;Kvartsinuolenkärki, tasakantainen;1;;FALSE;kvartsi;;;;38;22;10;kantakatkelma;;;;;;;KM 24418_177
BA;577010038;Paimio;Halkilahti;KM;24557;2139;6711516;3258850;19;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone shaft-hole axe;Rhombus shaft-hole axe;Rhombus shaft-hole axe;Rombikirves;2;;FALSE;diabaasi;;;;67;51;45;;;;;;;;KM 24557_2139
BA;261010006;Kittilä;Rauhala;KM;24848;89;7536960;3383134;260;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartz arrowhead;Kvartsinuolenkärki, tasakantainen;1;;FALSE;kvartsi;26;14;3;;;;ruodollinen;;;;;;;KM 24848_89
BA;261010006;Kittilä;Rauhala;KM;24848;133;7536960;3383134;260;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartz arrowhead;Kvartsinuolenkärki, tasakantainen;1;;FALSE;kvartsi;;;;23;16;5;kantakatkelma;;;;;;;KM 24848_133
BA;uusi 365;Sodankylä;Juustovuopaja;KM;24888;7;7477840;3483380;175;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartz arrowhead;Kvartsinuolenkärki, tasakantainen;1;;FALSE;kvartsi;49;18;8;;;;;;;;;;;KM 24888_7
BA;a11;Enontekiö;Muotkajänela11;KM;25041;;7588603;3351896;290;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartzite arrowhead;Kvartsiittinuolenkärki, tasakantainen;1;;FALSE;kvartsiitti;;;;38;28;8;kantakatkelma;;;;;;;KM 25041
BA;777010126;Suomussalmi;Vaamanlahti;KM;25075;1;7199002;3593621;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartzite arrowhead;Kvartsiittinuolenkärki, tasakantainen;1;;FALSE;kvartsiitti;;;;35;13;1;ruodollinen;;;;;;;KM 25075_1
BA;777010126;Suomussalmi;Vaamanlahti;KM;25075;2;7199002;3593621;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based flint arrowhead;Piinuolenkärki, tasakantainen;1;;FALSE;pii;39;11;6;;;;ruodollinen;;;;;;;KM 25075_2
BA;47010151;Enontekiö;Tsahkaljohka;KM;25174;1;7671725;3255915;500;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartzite arrowhead;Kvartsiittinuolenkärki, tasakantainen;1;;FALSE;kvartsiitti;;;;21;17;5;kantakatkelma, koverakantainen;;;;;;;KM 25174_1
BA;699010474;Rovaniemi;Riitakanranta;KM;25375;64;7374200;3455300;83;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartz arrowhead;Kvartsinuolenkärki, tasakantainen;2;;FALSE;;28;20;6;;;;;;;;;;;KM 25375_64
BA;320010242;Kemijärvi;Revässaari;KM;25545;1;7396260;3525500;149;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartz arrowhead;Kvartsinuolenkärki, tasakantainen;1;;FALSE;kvartsi;25;15;5;;;;;;;;;;;KM 25545_1
BA;890010001;Utsjoki;Ala-Jalve;KM;25645;6;7777280;3527000;45;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartzite arrowhead;Kvartsiittinuolenkärki, tasakantainen;1;;FALSE;kvartsiitti;42;17;7;;;;;;;;;;;KM 25645_6
BA;47010073;Enontekiö;Tervaniemi, saamenmuseo;KM;25690;148;7593843;3364722;288;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartz arrowhead;Kvartsinuolenkärki, tasakantainen;1;;FALSE;kvartsi;33;18;7;;;;;;;;;;;KM 25690_148
BA;47010073;Enontekiö;Tervaniemi, saamenmuseo;KM;25690;183;7593843;3364722;288;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartzite arrowhead;Kvartsiittinuolenkärki, tasakantainen;1;;FALSE;kvartsiitti;;;;25;25;6;kantakatkelma;;;;;;;KM 25690_183
BA;148010673;Inari;Kaunisniemi 2;KM;26039;16;7626950;3509950;131;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone spearhead;Even-based spearhead;Even-based quartzite spearhead;Kvartsiittikeihäänkärki, tasakantainen;2;;FALSE;kvartsiitti;;;;42;27;13;kärkikatkelma;;;;;;;KM 26039_16
BA;700010018;Ruokolahti;Parrumäki;KM;26300;1;6804363;3594860;85;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone shaft-hole axe;Rhombus shaft-hole axe;Rhombus shaft-hole axe;Rombikirves;3;;FALSE;porfyyri;;;;60;59;37;Voi myös olla yksinkertainen reikäkirves.;;;;;;;KM 26300_1
BA;a180;Rovaniemi;Niskanperä Riihelä ;KM;26304;1;7374990;3438680;80;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartz arrowhead;Kvartsinuolenkärki, tasakantainen;1;;FALSE;kvartsi;33;22;8;;;;teelmä;;;;;;;KM 26304_1
BA;777010113;Suomussalmi;Joutenniemi;KM;26324;1;7200531;3593348;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based flint arrowhead;Piinuolenkärki, tasakantainen;1;;FALSE;pii;;;;16;17;4;kantakatkelma;;;;;;;KM 26324_1
BA;166010001;Uusikaarlepyy;Jepua-Knäbacken/Asplandet;KM;26618;2;7035402;3282279;35;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;tyyppi;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based flint arrowhead;Piinuolenkärki, tasakantainen;1;;TRUE;pii;86;16;6;;;;Hiidenkiuaslöytö.;;;;;;;KM 26618_2
BA;148010031;Inari;Kiviniemi;KM;26701;4;7627020;3525520;120;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartzite arrowhead;Kvartsiittinuolenkärki, tasakantainen;1;;FALSE;kvartsiitti;;;;26;19;6;kantakatkelma;;;;;;;KM 26701_4
BA;a256;Inari;Selkäjärvi;KM;26733;;7716830;3540050;215;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartzite arrowhead;Kvartsiittinuolenkärki, tasakantainen;1;;FALSE;kvartsiitti;83;30;8;;;;sidelovellinen, tummentumaa kannan ja kärjen ympärillä (karstaa?);;;;;;;KM 26733
BA;47010193;Enontekiö;Jietajoensuu;KM;26773;1;7604973;3312523;228;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartzite arrowhead;Kvartsiittinuolenkärki, tasakantainen;1;;FALSE;kvartsiitti;40;20;4;;;;;;;;;;;KM 26773_1
BA;148010746;Inari;Kirakkajoen suu itä 2;KM;26820;20;7626940;3508620;133;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based chert arrowhead;Serttinuolenkärki, tasakantainen;1;;FALSE;sertti;;;;19;18;4;kantakatkelma;;;;;;;KM 26820_20
BA;148010746;Inari;Kirakkajoen suu itä 2;KM;26820;21;7626940;3508620;133;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartzite arrowhead;Kvartsiittinuolenkärki, tasakantainen;1;;FALSE;kvartsiitti;23;16;5;;;;koverokantainen;;;;;;;KM 26820_21
BA;148010746;Inari;Kirakkajoen suu itä 2;KM;26820;22;7626940;3508620;133;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartzite arrowhead;Kvartsiittinuolenkärki, tasakantainen;1;;FALSE;kvartsiitti;30;19;5;;;;;;;;;;;KM 26820_22
BA;1000000938;Utsjoki;Kaskatallu;KM;27240;2;7710240;3454810;115;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based chert arrowhead;Serttinuolenkärki, tasakantainen;1;;FALSE;sertti;30;21;7;;;;varttamislovellinen;;;;;;;KM 27240_2
BA;1000000436;Sodankylä;Poikamella;KM;27674;771;7486450;3482760;178;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartz arrowhead;Kvartsinuolenkärki, tasakantainen;2;;FALSE;kvartsi;;;;15;18;6;kantakatkelma;;;;;;;KM 27674_771
BA;601010042;Pihtipudas;Koliman Hämeensaari;KM;27804;14;7028600;3431020;115;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartz arrowhead;Kvartsinuolenkärki, tasakantainen;2;;FALSE;kvartsi;35;19;6;;;;;;;;;;;KM 27804_14
BA;696010026;Mikkeli;Kitulansuo D;KM;28112;7;6822290;3519820;80;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartz arrowhead;Kvartsinuolenkärki, tasakantainen;1;;FALSE;kvartsi;40;16;4;;;;;;;;;;;KM 28112_7
BA;47010058;Enontekiö;Naapasuu;KM;28408;1;7627478;3371129;418;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based slate arrowhead;Liuskenuolenkärki, tasakantainen;2;;FALSE;sädekiviliuske;70;33;10;;;;;;;;;;;KM 28408_1
BA;47010210;Enontekiö;Myllymaa 2;KM;28755;3;7590271;3355826;288;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartz arrowhead;Kvartsinuolenkärki, tasakantainen;1;;FALSE;kvartsi;;;;20;17;5;kantakatkelma;;;;;;;KM 28755_3
BA;47010210;Enontekiö;Myllymaa 2;KM;28755;140;7590271;3355826;288;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartz arrowhead;Kvartsinuolenkärki, tasakantainen;1;;FALSE;kvartsi;;;;30;27;7;kantakatkelma, ruodollinen;;;;;;;KM 28755_140
BA;494010040;Muhos;Halosentörmä;KM;28798;;7200150;3442850;33;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based slate arrowhead;Liuskenuolenkärki, tasakantainen;1;;FALSE;sädekiviliuske;38;19;6;;;;kärkikatkelma;;;;;;;KM 28798
BA;40010027;Kemiönsaari;Kyrksundet;KM;28832;102;6649270;3247493;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based flint arrowhead;Piinuolenkärki, tasakantainen;2;;FALSE;pii;21;13;;;;;koverakantainen, kolmiomainen piikärki;;;;;;;KM 28832_102
BA;148010427;Inari;Menesjärvi;KM;28833;;7628200;3475950;203;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;tyyppi;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartzite arrowhead;Kvartsiittinuolenkärki, tasakantainen;1;;FALSE;kvartsiitti;43;20;6;;;;;;;;;;;KM 28833
BA;1000003337;Kitee;Mustapohja;KM;28937;;6868294;3640541;78;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based flint arrowhead;Piinuolenkärki, tasakantainen;1;;FALSE;pii;48;12;5;;;;;;;;;;;KM 28937
BA;1000004242;Kuhmo;Ukonniemi;KM;29050;1;7116420;3614360;159;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based flint arrowhead;Piinuolenkärki, tasakantainen;1;;FALSE;pii;81;12;7;;;;;;;;;;;KM 29050_1
BA;290010053;Kuhmo;Vasikkaniemi SW;KM;29136;1697;7112834;3598406;159;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;;Stone artefacts;Stone cast;Stone cast;;Valinmuotti;2;;FALSE;vuolukivi;69;47;25;;;;kiveen on porattu kuoppa;;;;;;;KM 29136_1697
BA;777010103;Suomussalmi;TB:n ranta;KM;29707;;7199396;3592010;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartz arrowhead;Kvartsinuolenkärki, tasakantainen;1;;FALSE;kvartsi;;;;31;28;8;kantakatkelma;;;;;;;KM 29707
BA;b179;Eura;Laihiantie;KM;29801;;6803432;3236952;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;;Stone artefacts;Stone shaft-hole axe;Rhombus shaft-hole axe;Rhombus shaft-hole axe, A-type;Rombikirves, A-tyyppi;2;;FALSE;diabaasi;;;;70;66;40;puolikas;;;;;;;KM 29801
