Phase;Site id;Municipality;Site name;Collection;Main number;Subnumber;p;i;z;m1;m2;m3;n1;n2;n3;n4;p1;p2;r1;r2;Ajoitusperuste;Category;Type;Subtype;Subtype 2;Subtype (Finnish);Certainty;Subtype 2 (Finnish);Integrity;Main temper (Finnish);Length (mm);Width (mm);Thickness (mm);Fragment length (mm);Fragment width (mm);Fragment thickness (mm);Other notes (Finnish);;;;;;;Photoal ID 
BA;699010235;Rovaniemi;Hakaluoma;KM;13545;3;7349564;3425886;45;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartz arrowhead;Kvartsinuolenkärki, tasakantainen;1;;TRUE;kvartsi;27;16;4;;;;;;;;;;;KM 13545_3
BA;1000003863;Porvoo;Rånas;KM;13916;;6692340;3439050;3;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;;Stone artefacts;Stone shaft-hole axe;Rhombus shaft-hole axe;Rhombus shaft-hole axe, A-type;Rombikirves, A-tyyppi;1;;TRUE;porfyyri;147;77;42;;;;;;;;;;;KM 13916
BA;699010288;Rovaniemi;Luusuanvaara;KM;14087;1;7421760;3444700;150;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;;Stone artefacts;Stone cast;Mälar axe cast;;Valinmuotti, Mälarin kirves;;;TRUE;;122;62;21;;;;;;;;;;;KM 14087_1
BA;699010288;Rovaniemi;Luusuanvaara;KM;14087;3;7421760;3444700;150;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartz arrowhead;Kvartsinuolenkärki, tasakantainen;1;;FALSE;kvartsi;;;;28;15;6;;;;;;;;KM 14087_3
BA;691010033;Reisjärvi;Luomala;KM;14271;1;7058537;3400230;120;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;;Stone artefacts;Stone shaft-hole axe;Rhombus shaft-hole axe;Rhombus shaft-hole axe, A-type;Rombikirves, A-tyyppi;1;;TRUE;musta kivilaji;105;62;40;;;;;;;;;;;KM 14271_1
BA;uusi 3705;Asikkala;Rutalahti;KM;14277;;6791750;3440413;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone shaft-hole axe;Rhombus shaft-hole axe;Rhombus shaft-hole axe;Rombikirves;2;;TRUE;diabaasi;126;55;44;;;;paikallinen muunnos;;;;;;;KM 14277
BA;777010025;Suomussalmi;Kalmosärkkä;KM;14504;350;7237045;3614621;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based flint arrowhead;Piinuolenkärki, tasakantainen;2;;FALSE;pii;;;;22;16;5;;;;;;;;KM 14504_350
BA;777010025;Suomussalmi;Kalmosärkkä;KM;14504;526;7237045;3614621;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based flint arrowhead;Piinuolenkärki, tasakantainen;1;;FALSE;pii;;;;17;13;3;;;;;;;;KM 14504_526
BA;x485;Rauma;Kaukola;KM;14603;;6784493;3225812;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone shaft-hole axe;Rhombus shaft-hole axe;Rhombus shaft-hole axe;Rombikirves;1;;TRUE;diabaasi;205;90;36;;;;;;;;;;;KM 14603
BA;301010001;Kurikka;Kaistila  ja Keski-Jyrä;KM;14713;;6953174;3263059;70;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartz arrowhead;Kvartsinuolenkärki, tasakantainen;2;;TRUE;kvartsi;35;13;6;;;;;;;;;;;KM 14713
BA;777010025;Suomussalmi;Kalmosärkkä;KM;14829;274;7237045;3614621;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based flint arrowhead;Piinuolenkärki, tasakantainen;1;;TRUE;pii;55;14;4;;;;;;;;;;;KM 14829_274
BA;777010025;Suomussalmi;Kalmosärkkä;KM;14830;1270;7237045;3614621;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone spearhead;Even-based spearhead;Even-based flint spearhead;Piikeihäänkärki, tasakantainen;1;;TRUE;pii;147;33;8;;;;;;;;;;;KM 14830_1270
BA;777010025;Suomussalmi;Kalmosärkkä;KM;14830;1502;7237045;3614621;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartz arrowhead;Kvartsinuolenkärki, tasakantainen;1;;FALSE;kvartsi;;;;17;15;6;koverakantainen;;;;;;;KM 14830_1502
BA;777010025;Suomussalmi;Kalmosärkkä;KM;14830;1577;7237045;3614621;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartz arrowhead;Kvartsinuolenkärki, tasakantainen;1;;FALSE;kvartsi;;;;19;9;5;koverakantainen;;;;;;;KM 14830_1577
BA;777010027;Suomussalmi;Kellolaisten Tuli;KM;14831;1491;7237822;3614945;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone spearhead;Even-based spearhead;Even-based flint spearhead;Piikeihäänkärki, tasakantainen;1;;FALSE;pii;;;;40;34;5;;;;;;;;KM 14831_1491
BA;148010040;Inari;Lahdenmäki;KM;14878;1;7641050;3553630;125;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartzite arrowhead;Kvartsiittinuolenkärki, tasakantainen;1;;TRUE;;74;19;7;;;;;;;;;;;KM 14878_1
BA;148010040;Inari;Lahdenmäki;KM;14878;2;7641050;3553630;125;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone spearhead;Even-based spearhead;Even-based quartzite spearhead;Kvartsiittikeihäänkärki, tasakantainen;1;;TRUE;kvartsiitti;63;42;10;;;;;;;;;;;KM 14878_2
BA;148010040;Inari;Lahdenmäki;KM;14897;1;7641050;3553630;125;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartzite arrowhead;Kvartsiittinuolenkärki, tasakantainen;1;;TRUE;kvartsiitti;60;19;7;;;;;;;;;;;KM 14897_1
BA;148010040;Inari;Lahdenmäki;KM;14897;2;7641050;3553630;125;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartzite arrowhead;Kvartsiittinuolenkärki, tasakantainen;1;;TRUE;kvartsiitti;63;19;7;;;;;;;;;;;KM 14897_2
BA;148010040;Inari;Lahdenmäki;KM;14897;3;7641050;3553630;125;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartzite arrowhead;Kvartsiittinuolenkärki, tasakantainen;1;;TRUE;kvartsiitti;63;21;7;;;;;;;;;;;KM 14897_3
BA;148010040;Inari;Lahdenmäki;KM;14897;4;7641050;3553630;125;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartzite arrowhead;Kvartsiittinuolenkärki, tasakantainen;1;;TRUE;kvartsiitti;61;22;7;;;;;;;;;;;KM 14897_4
BA;148010040;Inari;Lahdenmäki;KM;14897;5;7641050;3553630;125;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartzite arrowhead;Kvartsiittinuolenkärki, tasakantainen;1;;TRUE;kvartsiitti;58;18;5;;;;;;;;;;;KM 14897_5
BA;148010040;Inari;Lahdenmäki;KM;14897;6;7641050;3553630;125;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartzite arrowhead;Kvartsiittinuolenkärki, tasakantainen;1;;TRUE;kvartsiitti;55;17;2;;;;;;;;;;;KM 14897_6
BA;148010040;Inari;Lahdenmäki;KM;14897;7;7641050;3553630;125;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartzite arrowhead;Kvartsiittinuolenkärki, tasakantainen;1;;TRUE;kvartsiitti;52;19;5;;;;;;;;;;;KM 14897_7
BA;148010040;Inari;Lahdenmäki;KM;14897;8;7641050;3553630;125;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartzite arrowhead;Kvartsiittinuolenkärki, tasakantainen;1;;TRUE;kvartsiitti;52;20;6;;;;;;;;;;;KM 14897_8
BA;148010040;Inari;Lahdenmäki;KM;14897;9;7641050;3553630;125;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartzite arrowhead;Kvartsiittinuolenkärki, tasakantainen;1;;TRUE;kvartsiitti;48;20;6;;;;;;;;;;;KM 14897_9
BA;148010040;Inari;Lahdenmäki;KM;14897;10;7641050;3553630;125;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartzite arrowhead;Kvartsiittinuolenkärki, tasakantainen;1;;TRUE;kvartsiitti;46;20;7;;;;;;;;;;;KM 14897_10
BA;148010040;Inari;Lahdenmäki;KM;14897;11;7641050;3553630;125;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartzite arrowhead;Kvartsiittinuolenkärki, tasakantainen;1;;FALSE;kvartsiitti;;;;40;21;7;kärki poikki;;;;;;;KM 14897_11
BA;148010040;Inari;Lahdenmäki;KM;14897;12;7641050;3553630;125;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartzite arrowhead;Kvartsiittinuolenkärki, tasakantainen;1;;TRUE;kvartsiitti;46;17;7;;;;;;;;;;;KM 14897_12
BA;148010040;Inari;Lahdenmäki;KM;14897;14;7641050;3553630;125;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartzite arrowhead;Kvartsiittinuolenkärki, tasakantainen;1;;FALSE;kvartsiitti;;;;42;16;6;kärki poikki;;;;;;;KM 14897_14
BA;148010040;Inari;Lahdenmäki;KM;14897;15;7641050;3553630;125;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based flint arrowhead;Piinuolenkärki, tasakantainen;1;;TRUE;pii;52;16;5;;;;;;;;;;;KM 14897_15
BA;148010040;Inari;Lahdenmäki;KM;14999;1;7641050;3553630;125;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartzite arrowhead;Kvartsiittinuolenkärki, tasakantainen;1;;TRUE;kvartsiitti;66;16;6;;;;;;;;;;;KM 14999_1
BA;148010040;Inari;Lahdenmäki;KM;14999;2;7641050;3553630;125;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartzite arrowhead;Kvartsiittinuolenkärki, tasakantainen;1;;TRUE;kvartsiitti;61;18;5;;;;;;;;;;;KM 14999_2
BA;x621;Kemijärvi;Luusua Haveri;KM;15043;252;7370439;3515203;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartz arrowhead;Kvartsinuolenkärki, tasakantainen;1;;TRUE;kvartsi;31;16;6;;;;;;;;;;;KM 15043_252
BA;777010048;Suomussalmi;Salmenniemi;KM;15053;1;7237497;3615481;199;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based slate arrowhead;Liuskenuolenkärki, tasakantainen;1;;TRUE;harmaa kivilaji;118;23;11;;;;reunoissa heikko hammastus;;;;;;;KM 15053_1
BA;91010003;Helsinki;Shemeikankuja 3;KM;15147;1;6684107;3382620;20;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based flint arrowhead;Piinuolenkärki, tasakantainen;1;;TRUE;pii;24;15;6;;;;;;;;;;;KM 15147_1
BA;uusi 2053;Turku;Tupamäki;KM;15300;;6720414;3244628;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone shaft-hole axe;Rhombus shaft-hole axe;Rhombus shaft-hole axe with sharp edges;Rombikirves, teräväsärmäinen;1;;FALSE;harmaa liuske;162;46;22;;;;;;;;;;;KM 15300
BA;uusi 2056;Rovaniemi;Kiviniemi;KM;15307;;7375720;3457129;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartzite arrowhead;Kvartsiittinuolenkärki, tasakantainen;1;;FALSE;kvartsiitti;;;;68;22;6;kantakatkelma;;;;;;;KM 15307
BA;105010018;Hyrynsalmi;Vonkka 2;KM;15393;7;7177900;3571460;156;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based flint arrowhead;Piinuolenkärki, tasakantainen;1;;FALSE;pii;;;;21;19;5;kantakatkelma, palanut;;;;;;;KM 15393_7
BA;105010018;Hyrynsalmi;Vonkka 2;KM;15393;611;7177900;3571460;156;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;;Stone artefacts;Stone cast;Ananjino axe cast;;Valinmuotti, Ananjinon kirves;1;;FALSE;vuolukivi;;;;78;22;18;Kaksi yhteenliimattua palaa.;;;;;;;KM 15393_611
BA;1000007659;Vihti;Ruskeala;KM;15429;;6697588;3368733;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone shaft-hole axe;Rhombus shaft-hole axe;Rhombus shaft-hole axe;Rombikirves;3;;FALSE;uraliittiporfyriitti?;97;50;38;;;;Joko rombikirves tai yksinkertainen reikäkirves, se vähä mikä alkuperäisestä pinnasta jäljellä viittaa ensinmainittuun.;;;;;;;KM 15429
BA;x416;Posio;Kynsiperä Valkeinen;KM;15447;;7320167;3560390;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartz arrowhead;Kvartsinuolenkärki, tasakantainen;1;;FALSE;kvartsi;44;17;7;;;;;;;;;;;KM 15447
BA;320010133;Kemijärvi;Hietalahti 3;KM;15667;349;7380680;3513980;149;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based flint arrowhead;Piinuolenkärki, tasakantainen;1;;FALSE;pii;24;16;5;;;;kantakatkelma;;;;;;;KM 15667_349
BA;320010104;Kemijärvi;Neitilä 4;KM;15671;1305;7373790;3516815;146;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based flint arrowhead;Piinuolenkärki, tasakantainen;2;;FALSE;pii;71;23;9;;;;"tyvessä pienet ""korvat""";;;;;;;KM 15671_1305
BA;1000006907;Tammela;Rantaniitty;KM;15902;;6752200;3329740;107;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartzite arrowhead;Kvartsiittinuolenkärki, tasakantainen;2;;FALSE;;63;15;8;;;;;;;;;;;KM 15902
BA;uusi 1987;Rovaniemi;Nuorajärvi;KM;16092;;7397634;3420467;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartzite arrowhead;Kvartsiittinuolenkärki, tasakantainen;1;;FALSE;kvartsiitti;51;17;7;;;;;;;;;;;KM 16092
BA;uusi 1993;Kemijärvi;Koivusaari;KM;16107;189;7400197;3521856;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartz arrowhead;Kvartsinuolenkärki, tasakantainen;2;;FALSE;kvartsi;;;;20;16;4;kantakatkelma;;;;;;;KM 16107_189
BA;1000001135;Kalajoki;Koskela;KM;16112;;7125945;3357040;20;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;;Stone artefacts;Stone shaft-hole axe;Rhombus shaft-hole axe;Rhombus shaft-hole axe with curved butt;Rombikirves, käyrähamarainen;1;;TRUE;porfyyrinen diabaasi;;132;55;56;;;Kaarrekantainen kirves vastaa käyräniskaisa typologisena luokituksena;;;;;;;KM 16112
BA;uusi 2000;Pihtipudas;Pääkkölä;KM;16218;;7031203;3428293;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;;Stone artefacts;Stone shaft-hole axe;Rhombus shaft-hole axe;Rhombus shaft-hole axe, A-type;Rombikirves, A-tyyppi;1;;FALSE;diabaasi;;;;;;;;;;;;;;KM 16218
BA;1000006913;Tammela;Perttula;KM;16310;;6755460;3328689;105;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;;Stone artefacts;Stone shaft-hole axe;Rhombus shaft-hole axe;Rhombus shaft-hole axe, A-type;Rombikirves, A-tyyppi;1;;FALSE;diabaasi;117;57;41;;;;;;;;;;;KM 16310
BA;601010012;Pihtipudas;Madeneva;KM;16422;169;7031680;3427980;115;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;tyyppi;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartz arrowhead;Kvartsinuolenkärki, tasakantainen;1;;FALSE;kvartsi;52;25;4;;;;ruodollinen, väkäsellinen;;;;;;;KM 16422_169
BA;320010101;Kemijärvi;Neitilä 1 a/b;KM;16489;5;7374230;3516830;146;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based flint arrowhead;Piinuolenkärki, tasakantainen;1;;FALSE;pii;;;;12;18;5;kantakatkelma;;;;;;;KM 16489_5
BA;320010101;Kemijärvi;Neitilä 1 a/b;KM;16489;63;7374230;3516830;146;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartzite arrowhead;Kvartsiittinuolenkärki, tasakantainen;1;;FALSE;kvartsiitti;;;;26;18;5;kantakatkelma;;;;;;;KM 16489_63
BA;1000003878;Porvoo;Forsbacka;KM;16865;;6698160;3420240;10;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone shaft-hole axe;Rhombus shaft-hole axe;Rhombus shaft-hole axe with sharp edges;Rombikirves, teräväsärmäinen;2;;FALSE;harmaa liuske;126;49;32;;;;keskikatkelma;;;;;;;KM 16865
BA;1000007661;Vihti;Murto;KM;17122;;6702923;3363730;80;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;;Stone artefacts;Stone shaft-hole axe;Rhombus shaft-hole axe;Rhombus shaft-hole axe with curved butt;Rombikirves, käyrähamarainen;1;;TRUE;diabaasi;140;57;55;;;;;;;;;;;KM 17122
BA;140010001;Iisalmi;Jysmä;KM;17296;;7055050;3495500;100;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;;Stone artefacts;Stone cast;Ananjino axe cast;;Valinmuotti, Ananjinon kirves;1;;TRUE;vuolukivi;63;51;9;;;;;;;;;;;KM 17296
BA;211010004;Kangasala;Pohtiolampi ja Tiilitehdas;KM;17340;188;6819197;3346749;88;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartz arrowhead;Kvartsinuolenkärki, tasakantainen;2;;FALSE;kvartsi;27;18;7;;;;;;;;;;;KM 17340_188
BA;696010003;Mikkeli;Astuvansalmi;KM;17636;2;6815240;3529200;80;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartz arrowhead;Kvartsinuolenkärki, tasakantainen;1;;FALSE;kvartsi;;;;27;17;6;kantakatkelma;;;;;;;KM 17636_2
BA;494010040;Muhos;Halosentörmä;KM;17646;95;7200150;3442850;33;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based slate arrowhead;Liuskenuolenkärki, tasakantainen;2;;FALSE;;;;;40;18;7;kantakatkelma;;;;;;;KM 17646_95
BA;494010040;Muhos;Halosentörmä;KM;17646;166;7200150;3442850;33;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartz arrowhead;Kvartsinuolenkärki, tasakantainen;2;;FALSE;kvartsi;;;;;;;kantakatkelma;;;;;;;KM 17646_166
BA;uusi 8399;Pälkäne;Mallasvesi;KM;17853;;6804468;3353161;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone shaft-hole axe;Rhombus shaft-hole axe;Rhombus shaft-hole axe;Rombikirves;2;;FALSE;;;;;;;;;;;;;;;KM 17853
BA;146010017;Ilomantsi;Syväys I;KM;18200;192;6985369;3694859;144;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartz arrowhead;Kvartsinuolenkärki, tasakantainen;2;;FALSE;kvartsi;;;;;;;ei mittoja;;;;;;;KM 18200_192
BA;777010053;Suomussalmi;Tormuan särkkä;KM;18322;14;7245553;3615819;201;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartz arrowhead;Kvartsinuolenkärki, tasakantainen;2;;FALSE;kvartsi;;;;21;18;7;kantakatkelma;;;;;;;KM 18322_14
BA;777010053;Suomussalmi;Tormuan särkkä;KM;18322;656;7245553;3615819;201;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartz arrowhead;Kvartsinuolenkärki, tasakantainen;1;;FALSE;kvartsi;;;;19;20;7;kantakatkelma;;;;;;;KM 18322_656
BA;777010053;Suomussalmi;Tormuan särkkä;KM;18322;762;7245553;3615819;201;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartz arrowhead;Kvartsinuolenkärki, tasakantainen;1;;FALSE;kvartsi;;;;13;13;5;koverokantainen, kantakatkelma;;;;;;;KM 18322_762
BA;777010053;Suomussalmi;Tormuan särkkä;KM;18322;840;7245553;3615819;201;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartz arrowhead;Kvartsinuolenkärki, tasakantainen;1;;FALSE;kvartsi;;;;10;16;6;kantakatkelma;;;;;;;KM 18322_840
BA;90010014;Heinävesi;Jalaskangas;KM;18828;;6920680;3592850;85;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;tyyppi;Stone artefacts;Stone shaft-hole axe;Rhombus shaft-hole axe;Rhombus shaft-hole axe, pentagonal;Rombikirves, viisisärmäinen;2;;TRUE;diabaasi;80;47;31;;;;;;;;;;;KM 18828
BA;890010001;Utsjoki;Ala-Jalve;KM;18899;13;7777280;3527000;45;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;;Stone artefacts;Stone arrowhead;Even-based arrowhead;Even-based quartzite arrowhead;Kvartsiittinuolenkärki, tasakantainen;1;;FALSE;kvartsiitti;36;20;6;;;;kantakatkelma;;;;;;;KM 18899_13
BA;895010071;Uusikaupunki;Vähä-Kuuanvuori;KM;18913;;6753059;3205007;20;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;;Stone artefacts;Stone shaft-hole axe;Rhombus shaft-hole axe;Rhombus shaft-hole axe, hexagonal;Rombikirves, kuusikulmainen;1;;FALSE;porfyyri;;;;101;60;62;teräkatkelma;;;;;;;KM 18913
