Phase;Site id;Collection;Main number;Subnumber;Municipality;Site name;p;i;z;m1;m2;m3;n1;n2;n3;n4;p1;p2;r1;r2;Category;Type;Subtype;Subtype (Finnish);Certainty;Main temper (Finnish);Other tempers (Finnish);Count (1-10);Count (10-100);Count (>100);Other notes (Finnish);X;Y
SA;623010055;KM;25758;1-3;Puumala;Särkapaanlahti 2;6835760;3569120;82;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Comb Ware;Comb Ware;Ka ?;1;hiekka;;TRUE;FALSE;FALSE;;28,29991236;61,62320721
SA;623010057;KM;25760;1-2;Puumala;Kuitinpohja;6818720;3572420;81;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Other pottery;Other pottery;keram;;hiekka;;TRUE;FALSE;FALSE;;28,35542774;61,46973559
SA;623010061;KM;25764;1-2;Puumala;Riutankangas 1;6832600;3572600;82;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Early Asbestos Ware;Early Asbestos Ware;Vasb;1;talkki;asbesti;FALSE;TRUE;FALSE;;28,36425198;61,59422016
SA;444010047;KM;25769;1-85;Lohja;Kittiskoski E;6692448;3337952;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Early Comb Ware;Sperrings 1 Ware;Ka 1:1;1;hiekka;;FALSE;TRUE;FALSE;;24,06465353;60,31083653
SA;444010047;KM;25769;1-85;Lohja;Kittiskoski E;6692448;3337952;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;orgaaninen;;FALSE;TRUE;FALSE;;24,06465353;60,31083653
SA;444010047;KM;25769;1-85;Lohja;Kittiskoski E;6692448;3337952;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Late Comb Ware;Late Comb Ware;Ka 3;1;orgaaninen;;FALSE;TRUE;FALSE;;24,06465353;60,31083653
SA;444010047;KM;25769;1-85;Lohja;Kittiskoski E;6692448;3337952;;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Corded Ware;Corded Ware;nuora;1;shamotti;;TRUE;FALSE;FALSE;;24,06465353;60,31083653
SA;973010047;KM;25773;;Oulu;Kuusela;7209920;3463620;75;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Early Asbestos Ware;Early Asbestos Ware;Vasb;1;asbesti;;FALSE;FALSE;TRUE;;26,22564661;64,98407258
SA;620010007;KM;25775;1-104;Puolanka;Kotalahti;7158510;3525460;167;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Comb Ware;Comb Ware;Ka ?;2;orgaaninen;;FALSE;TRUE;FALSE;;27,52670161;64,52401959
SA;620010007;KM;25775;1-104;Puolanka;Kotalahti;7158510;3525460;167;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Middle and Late Neolithic Asbestos- and Organic Tempered Ware;Kierikki Ware;Kierikki;2;asbesti;;FALSE;FALSE;TRUE;;27,52670161;64,52401959
SA;1000000096;KM;25788;1-11;Laitila;Hangassuonmäki;6757500;3218270;42,5;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Late Comb Ware;Late Comb Ware;Ka 3;1;orgaaninen;hiekka;FALSE;TRUE;FALSE;;21,81444806;60,82700597
SA;577010024;KM;25790;1-28;Paimio;Toispuolojannummi;6716468;3263603;40,5;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Comb Ware;Comb Ware;Ka ?;1;orgaaninen;;TRUE;FALSE;FALSE;;22,69466517;60,48935369
SA;751010040;KM;25797;1-2386;Simo;Tainiaro;7307500;3430730;78;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Early Comb Ware;Sperrings 1 Ware;Ka 1:1;1;kivimurska;;TRUE;FALSE;FALSE;karsta (2247);25,47919227;65,85370042
SA;256010015;KM;25804;1-426;Kinnula;Häähkäniemi;7022346;3405303;135;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;kivimurska;;FALSE;TRUE;FALSE;;25,10878738;63,29094559
SA;408010007;KM;25805;1-123;Lapua;Hämeenniemi;6983599;3310296;57,5;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;orgaaninen;;FALSE;FALSE;TRUE;;23,26333639;62,90639409
SA;172010002;KM;25806;1-458;Joutsa;Kälä-Pirttijoki 1;6862140;3464040;100;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Early Comb Ware;Sperrings 1 Ware;Ka 1:1;3;kivimurska;;FALSE;FALSE;TRUE;reikä (37), karsta (241);26,31350787;61,86438176
SA;172010002;KM;25806;1-458;Joutsa;Kälä-Pirttijoki 1;6862140;3464040;100;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;orgaaninen;hiekka;FALSE;TRUE;FALSE;;26,31350787;61,86438176
SA;172010002;KM;25806;1-458;Joutsa;Kälä-Pirttijoki 1;6862140;3464040;100;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Late Comb Ware;Late Comb Ware;Ka 3;2;orgaaninen;kivimurska;FALSE;FALSE;TRUE;karsta (257);26,31350787;61,86438176
SA;172010002;KM;25806;1-458;Joutsa;Kälä-Pirttijoki 1;6862140;3464040;100;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Middle and Late Neolithic Asbestos- and Organic Tempered Ware;Kierikki Ware;Kierikki;1;asbesti;;FALSE;FALSE;TRUE;reikä (37), karsta (241);26,31350787;61,86438176
SA;410010020;KM;25807;1-674;Laukaa;Hartikka;6920630;3451900;92;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;hiekka;talkki;FALSE;FALSE;TRUE;;26,06687111;62,38778805
SA;410010020;KM;25807;1-674;Laukaa;Hartikka;6920630;3451900;92;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Other pottery;Other pottery;keram;;asbesti;;TRUE;FALSE;FALSE;;26,06687111;62,38778805
SA;277010043;KM;25808;1-10;Jyväskylä;Raidanlahti;6876080;3434440;85;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Comb Ware;Comb Ware;Ka ?;;hiekka;;TRUE;FALSE;FALSE;;25,74610392;61,98548001
SA;277010013;KM;25809;1-6;Jyväskylä;Hakavuori A-C;6876264;3434690;98;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Early Comb Ware;Sperrings 2 Ware;Ka 1:2;3;hiekka;;TRUE;FALSE;FALSE;;25,75080409;61,98717391
SA;707010007;KM;25817;1-227;Rääkkylä;Pörrinmökki;6901557;3651138;80;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;hiekka;;FALSE;TRUE;FALSE;koivuterva (202,218);29,8998656;62,18945756
SA;707010007;KM;25817;1-227;Rääkkylä;Pörrinmökki;6901557;3651138;80;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Other pottery;Other pottery;keram;;luu;;TRUE;FALSE;FALSE;;29,8998656;62,18945756
SA;707010007;KM;25817;1-227;Rääkkylä;Pörrinmökki;6901557;3651138;80;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Other pottery;Other pottery;keram;;asbesti;;FALSE;TRUE;FALSE;;29,8998656;62,18945756
SA;707010007;KM;25817;1-227;Rääkkylä;Pörrinmökki;6901557;3651138;80;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Early Asbestos Ware;Early Asbestos Ware;Vasb;1;asbesti;;FALSE;FALSE;TRUE;asbestikuituanalyysi (59);29,8998656;62,18945756
SA;503010030;KM;25819;1-173;Mynämäki;Myllynummi;6750401;3240022;48;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Early Comb Ware;Sperrings 1 Ware;Ka 1:1;1;kivimurska;;FALSE;TRUE;FALSE;karsta (141);22,22236153;60,77833493
SA;503010030;KM;25819;1-173;Mynämäki;Myllynummi;6750401;3240022;48;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;hiekka;orgaaninen;FALSE;FALSE;TRUE;;22,22236153;60,77833493
SA;1000002262;KM;25820;1-10;Mikkeli;Kapalampi;6837450;3514220;85;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;kivimurska;;FALSE;TRUE;FALSE;;27,26504857;61,64428927
SA;423010015;KM;25839;1-222;Lieto;Kukkarkoski I;6725260;3251108;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;kivimurska;;FALSE;FALSE;TRUE;;22,45705204;60,56049477
SA;423010016;KM;25840;1-64;Lieto;Kukkarkoski II;6725120;3251300;36;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Jäkärlä Ware;Jäkärlä Ware;Jäkärlä;1;orgaaninen;luu;FALSE;TRUE;FALSE;karsta (27);22,4607172;60,55936105
SA;423010016;KM;25840;1-64;Lieto;Kukkarkoski II;6725120;3251300;36;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;2;hiekka;orgaaninen aines;FALSE;FALSE;TRUE;;22,4607172;60,55936105
SA;423010037;KM;25843;1-11;Lieto;Äärilännummi;6725247;3253616;40;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;kivimurska;;FALSE;TRUE;FALSE;;22,5026488;60,56192345
SA;423010026;KM;25844;1-47;Lieto;Merola;6724418;3251279;30;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;kivimurska;orgaaninen aines;FALSE;TRUE;FALSE;;22,46121754;60,55306745
SA;423010026;KM;25845;1-42;Lieto;Merola;6724418;3251279;30;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Jäkärlä Ware;Jäkärlä Ware;Jäkärlä;1;orgaaninen;;FALSE;TRUE;FALSE;;22,46121754;60,55306745
SA;423010026;KM;25845;1-42;Lieto;Merola;6724418;3251279;30;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;2;orgaaninen;hiekka;FALSE;TRUE;FALSE;;22,46121754;60,55306745
SA;423010027;KM;25846;1-22;Lieto;Ala-Punittu;6725444;3251560;45;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Early Comb Ware;Sperrings 2 Ware;Ka 1:2;1;kivimurska;orgaanine;TRUE;FALSE;FALSE;;22,46503535;60,56242057
SA;423010021;KM;25847;1-46;Lieto;Kärkkänä;6723565;3249182;30;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;kivimurska;;TRUE;FALSE;FALSE;;22,42419896;60,54413383
SA;423010021;KM;25847;1-46;Lieto;Kärkkänä;6723565;3249182;30;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Late Comb Ware;Late Comb Ware;Ka 3;1;orgaaninen;kivimurska;FALSE;TRUE;FALSE;;22,42419896;60,54413383
SA;423010035;KM;25848;1-9;Lieto;Valassalvo;6723412;3251550;30;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Jäkärlä Ware;Jäkärlä Ware;Jäkärlä;1;orgaaninen;;TRUE;FALSE;FALSE;;22,46740321;60,54423448
SA;423010018;KM;25852;1-15;Lieto;Haapa;6719814;3250195;20;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Early Comb Ware;Sperrings 1 Ware;Ka 1:1;2;kivimurska;;TRUE;FALSE;FALSE;;22,44732209;60,51120556
SA;423010038;KM;25857;1-15;Lieto;Papinnummi;6725563;3254823;50;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;orgaaninen;kivimurska;FALSE;TRUE;FALSE;;22,52419503;60,56548888
SA;853010039;KM;25862;1-15;Turku;Sipilänhaka;6720716;3245384;30;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Late Comb Ware;Late Comb Ware;Ka 3;1;hiekka;kivimurska, orgaaninen;FALSE;TRUE;FALSE;;22,35887844;60,51626239
SA;853010030;KM;25863;1-147;Turku;Jäkärlä;6722254;3245384;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Jäkärlä Ware;Jäkärlä Ware;Jäkärlä;1;orgaaninen;;FALSE;FALSE;TRUE;;22,35690513;60,53002055
SA;853010030;KM;25863;1-147;Turku;Jäkärlä;6722254;3245384;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;orgaaninen;hiekka;FALSE;FALSE;TRUE;;22,35690513;60,53002055
SA;49010002;KM;25884;1-323;Espoo;Finns;6677931;3365659;19;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Pottery;Kiukainen Ware;Kiukainen Ware;Kiukainen;2;kivimurska;orgaaninen;FALSE;FALSE;TRUE;karsta (155,216), vähän omituista keramiikkaa - muistuttaa lähinnä Kalmistonmäen keramiikkaa;24,57508317;60,19078091
SA;420010004;KM;25891;1-18;Leppävirta;Valkama;6925530;3556300;92;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;hiekka;talkki;FALSE;FALSE;TRUE;koivuterva (15);28,08660957;62,43064854
SA;423010025;KM;25894;1-22;Lieto;Saari;6726560;3251662;40;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;kivimurska;orgaaninen;TRUE;FALSE;FALSE;;22,46548807;60,57246821
SA;a141;KM;25895;1-12;Lieto;Ruona;6726875;3252615;45;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;2;kivimurska;;TRUE;FALSE;FALSE;;22,48241983;60,57587439
SA;1000014695;KM;25896;26-33;Lieto;Vuorela;6723817;3250114;40;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Other pottery;Other pottery;keram;;hiekka;;TRUE;FALSE;FALSE;;22,44080944;60,54696837
SA;423010022;KM;25901;1-8;Lieto;Pahkamäen kansakoulu;6725175;3250696;35;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Other pottery;Other pottery;keram;;kivimurska;hiekka;TRUE;FALSE;FALSE;;22,44967187;60,55947902
SA;853010045;KM;25907;1-35;Turku;Kerola-Kankare;6728577;3246547;46;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;kivimurska;;TRUE;FALSE;FALSE;;22,3699217;60,58731785
SA;19010001;KM;25908;1-96;Aura;Ylhäinen;6726816;3252855;40;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Early Comb Ware;Sperrings 1 Ware;Ka 1:1;1;kivimurska;;TRUE;FALSE;FALSE;;22,48685738;60,57549423
SA;19010001;KM;25908;1-96;Aura;Ylhäinen;6726816;3252855;40;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Early Comb Ware;Sperrings 2 Ware;Ka 1:2;1;kivimurska;orgaaninen;FALSE;FALSE;TRUE;;22,48685738;60,57549423
SA;423010020;KM;25912;1-99;Lieto;Kuivurinmäki;6724508;3250801;35;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;kivimurska;orgaaninen;FALSE;FALSE;TRUE;;22,45241958;60,55357672
SA;293010027;KM;25913;1-4;Ulvila;Kanttorila;6828214;3241815;40;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Other pottery;Other pottery;keram;;;;TRUE;FALSE;FALSE;;22,14939489;61,47535737
SA;707010011;KM;25920;1-6;Rääkkylä;Mikinsuo;6904144;3648405;80;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;hiekka;talkki;FALSE;TRUE;FALSE;;29,84963109;62,21372856
SA;707010011;KM;25920;1-6;Rääkkylä;Mikinsuo;6904144;3648405;80;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Early Asbestos Ware;Early Asbestos Ware;Vasb;1;asbesti;;TRUE;FALSE;FALSE;;29,84963109;62,21372856
SA;707010007;KM;25921;1-3;Rääkkylä;Pörrinmökki;6901557;3651138;80;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;hiekka;;FALSE;FALSE;TRUE;;29,8998656;62,18945756
SA;707010008;KM;25922;1-3;Rääkkylä;Mehonlahti 2;6901843;3650594;79;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;hiekka;talkki;TRUE;FALSE;FALSE;;29,88967685;62,1922385
SA;707010008;KM;25922;1-3;Rääkkylä;Mehonlahti 2;6901843;3650594;79;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Early Asbestos Ware;Early Asbestos Ware;Vasb;1;asbesti;;TRUE;FALSE;FALSE;;29,88967685;62,1922385
SA;683010037;KM;25927;1-1157;Ranua;Kultikangas;7333120;3505200;177;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;hiekka;shamotti, orgaaninen;FALSE;TRUE;FALSE;;27,11113332;66,09096544
SA;151010003;KM;25930;1-4;Isojoki;Haaramo/Kuusela/Kankaanranta;6911129;3229047;60;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Comb Ware;Comb Ware;Ka ?;1;kivimurska;;TRUE;FALSE;FALSE;karsta (1);21,78615975;62,20764229
SA;236010045;KM;25974;1-9;Kaustinen;Pikku Miesvesi 1;7057436;3330026;62,5;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;orgaaninen;;FALSE;TRUE;FALSE;karsta (2);23,57322054;63,57739446
SA;236010044;KM;25976;1-23;Kaustinen;Harjunlaita/Koppeloharju;7061166;3334407;60;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Late Comb Ware;Late Comb Ware;Ka 3;2;orgaaninen;;FALSE;TRUE;FALSE;;23,65735061;63,61287607
SA;423010040;KM;25990;1-6;Lieto;Nummenpää;6727440;3254969;40;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Late Comb Ware;Late Comb Ware;Ka 3;2;hiekka;;TRUE;FALSE;FALSE;;22,52452276;60,58237239
SA;853010019;KM;25991;1-20;Turku;Maaria Kärsämäki;6716949;3241201;25;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Pottery;Kiukainen Ware;Kiukainen Ware;Kiukainen;2;hiekka;orgaaninen;FALSE;TRUE;FALSE;kuoppaan päättyvä kampaleima (12);22,28788502;60,47990205
SA;853010019;KM;25991;1-20;Turku;Maaria Kärsämäki;6716949;3241201;25;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Corded Ware;Corded Ware;nuora;1;shamotti;;TRUE;FALSE;FALSE;;22,28788502;60,47990205
SA;1000006197;KM;25993;1-12;Turku;Keskitalo;6724005;3244210;35;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Comb Ware;Comb Ware;Ka ?;2;;;TRUE;FALSE;FALSE;;22,33333437;60,54493923
SA;6010001;KM;25996;1-20;Loimaa;Rajala;6772339;3271928;80;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;2;kivimurska;;FALSE;TRUE;FALSE;;22,7804437;60,99423376
SA;6010001;KM;25996;1-20;Loimaa;Rajala;6772339;3271928;80;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Late Comb Ware;Late Comb Ware;Ka 3;2;orgaaninen;;FALSE;TRUE;FALSE;;22,7804437;60,99423376
SA;777010114;KM;25999;1-18;Suomussalmi;Kukkosaari;7201478;3592642;199;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Middle and Late Neolithic Asbestos- and Organic Tempered Ware;Pöljä Ware;Pöljä;2;asbesti;;TRUE;FALSE;FALSE;;28,95289744;64,89756391
SA;777010114;KM;25999;1-18;Suomussalmi;Kukkosaari;7201478;3592642;199;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Säräisniemi 1 Ware;Säräisniemi 1 Ware;Sär 1;1;hiekka;;FALSE;TRUE;FALSE;;28,95289744;64,89756391
SA;148010653;KM;26021;1-38;Inari;Mustat Lantot pohjoinen;7629840;3514530;130;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Säräisniemi 1 Ware;Säräisniemi 1 Ware;Sär 1;1;hiekka;;FALSE;TRUE;FALSE;punamaalia (24);27,35483563;68,75113605
SA;290010139;KM;26051;1-137;Kuhmo;Lukanniemi;7115041;3617176;159;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Middle and Late Neolithic Asbestos- and Organic Tempered Ware;Jysmä Ware;Jysmä;2;asbesti;;FALSE;TRUE;FALSE;;29,40150541;64,11525349
SA;246010004;KM;26054;1-2867;Savonlinna;Kankaanlaita a;6876514;3616302;80;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;talkki;hiekka;FALSE;FALSE;TRUE;karsta (1544,2759,2827), koivuterva (1721, 2303);29,21498006;61,97729515
SA;246010004;KM;26054;1-2867;Savonlinna;Kankaanlaita a;6876514;3616302;80;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Middle and Late Neolithic Asbestos- and Organic Tempered Ware;Pöljä Ware;Pöljä;1;asbesti;;FALSE;TRUE;FALSE;2707 iso reunapala, karsta (2790);29,21498006;61,97729515
SA;246010004;KM;26054;1-2867;Savonlinna;Kankaanlaita a;6876514;3616302;80;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Early Asbestos Ware;Early Asbestos Ware;Vasb;2;asbesti;;FALSE;TRUE;FALSE;1700 jne;29,21498006;61,97729515
SA;489010002;KM;26055;1-19;Miehikkälä;Autiopelto;6725100;3540420;17;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;hiekka;;FALSE;FALSE;TRUE;;27,73546271;60,63428546
SA;489010002;KM;26055;1-19;Miehikkälä;Autiopelto;6725100;3540420;17;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Corded Ware;Corded Ware;nuora;1;shamotti;;TRUE;FALSE;FALSE;;27,73546271;60,63428546
SA;699010277;KM;26057;1-1590;Rovaniemi;Piirittävaara;7381520;3444530;77;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;orgaaninen;;FALSE;FALSE;TRUE;;25,74893874;66,52004081
