Phase;Site id;Collection;Main number;Subnumber;Municipality;Site name;p;i;z;m1;m2;m3;n1;n2;n3;n4;p1;p2;r1;r2;Category;Type;Subtype;Subtype (Finnish);Certainty;Main temper (Finnish);Other tempers (Finnish);Count (1-10);Count (10-100);Count (>100);Other notes (Finnish);X;Y
SA;972010009;KM;16140;1-1906;Oulu;Kierikkisaari;7251740;3451170;55;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Middle and Late Neolithic Asbestos- and Organic Tempered Ware;Kierikki Ware;Kierikki;1;asbesti;;FALSE;FALSE;TRUE;suorareunainen, koristeltu, karsta (75,163,414,555,556,601,721,847,885,960,1032,1181,1202,1250,1317,1535,1580,1608,1610,1659), koivuterva (1533), karsta+koivuterva (1695);25,94716122;65,35749218
SA;972010009;KM;16141;1-1346;Oulu;Kierikkisaari;7251740;3451170;55;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Middle and Late Neolithic Asbestos- and Organic Tempered Ware;Kierikki Ware;Kierikki;1;asbesti;;FALSE;FALSE;TRUE;suorareunainen, koristeltu, karsta (138,267,474,737,788,807,829,850,864,905,970,1026,1086,1159,1213,1287);25,94716122;65,35749218
SA;320010104;KM;16145;1-2166;Kemijärvi;Neitilä 4;7373790;3516815;146;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Säräisniemi 1 Ware;Säräisniemi 1 Ware;Sär 1;1;hiekka;;TRUE;FALSE;FALSE;;27,37321181;66,45527531
SA;151010003;KM;16147;;Isojoki;Haaramo/Kuusela/Kankaanranta;6911129;3229047;60;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Early Comb Ware;Sperrings 1 Ware;Ka 1:1;1;hiekka;;TRUE;FALSE;FALSE;;21,78615975;62,20764229
SA;50010062;KM;16153;1-6;Eura;Käärlahti;6770000;3232000;42,5;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Comb Ware;Comb Ware;Ka ?;2;orgaaninen;luu;TRUE;FALSE;FALSE;;22,04855024;60,94825927
SA;423010021;KM;16160;1-69;Lieto;Kärkkänä;6723565;3249182;30;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Late Comb Ware;Late Comb Ware;Ka 3;1;hiekka;orgaaninen;FALSE;TRUE;FALSE;;22,42419896;60,54413383
SA;301010007;KM;16162;1-562;Kurikka;Vierikko/Pihlajaniemi;6950350;3265107;68;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Early Comb Ware;Sperrings 1 Ware;Ka 1:1;1;hiekka;;FALSE;FALSE;TRUE;karsta (12,203,238,247,282), punamaalia;22,42350875;62,58273787
SA;257010028;KM;16178;1-2;Kirkkonummi;Sällbacka;6673046;3356365;22;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;2;orgaaninen;luu;TRUE;FALSE;FALSE;karsta (1);24,41117771;60,14381239
SA;257010027;KM;16179;1-2;Kirkkonummi;Pappila;6671200;3357983;25;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Other pottery;Other pottery;keram;;kivimurska;;TRUE;FALSE;FALSE;;24,44155783;60,12782598
SA;257010056;KM;16183;1-2;Kirkkonummi;Rauhala 2;6678175;3362466;30;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Corded Ware;Corded Ware;nuora;2;orgaaninen;;TRUE;FALSE;FALSE;;24,51741778;60,19190414
SA;257010058;KM;16184;1-3;Kirkkonummi;Björkhälla;6676929;3363450;25;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Corded Ware;Corded Ware;nuora;1;shamotti;;FALSE;TRUE;FALSE;;24,53597645;60,18106194
SA;257010075;KM;16186;;Kirkkonummi;Tyris 2;6676828;3364127;20;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Other pottery;Other pottery;keram;;kivimurska;;TRUE;FALSE;FALSE;;24,54823213;60,18038238
SA;257010045;KM;16192;1-3;Kirkkonummi;Koivistosveden;6681086;3360996;35;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Corded Ware;Corded Ware;nuora;2;shamotti;;TRUE;FALSE;FALSE;;24,48895023;60,21750777
SA;257010066;KM;16195;1-6;Kirkkonummi;Maula;6684781;3359442;53;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Corded Ware;Corded Ware;nuora;1;shamotti;;FALSE;TRUE;FALSE;;24,45837789;60,25010563
SA;257010064;KM;16198;1-3;Kirkkonummi;Nedergård;6687821;3356877;55;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Other pottery;Other pottery;keram;;;;TRUE;FALSE;FALSE;;24,40995303;60,27646814
SA;1000005724;KM;16222;;Vantaa;Kaarela;6684668;3382042;;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Corded Ware;Corded Ware;nuora;2;shamotti;;TRUE;FALSE;FALSE;;24,86625051;60,25627677
SA;848010001;KM;16228;1-3;Tohmajärvi;Satulanranta;6920110;3659910;90;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Middle and Late Neolithic Asbestos- and Organic Tempered Ware;Pöljä Ware;Pöljä;2;asbesti;;FALSE;TRUE;FALSE;taitettureunainen, koristeltu;30,08505291;62,3520628
SA;92010008;KM;16239;1-4;Vantaa;Maarukka;6693282;3395712;31;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Comb Ware;Comb Ware;Ka ?;3;hiekka;;TRUE;FALSE;FALSE;;25,10854456;60,33728521
SA;972010027;KM;16242;1-36;Oulu;Kierikin sorakuoppa;7251960;3451710;58;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;orgaaninen;shamotti;FALSE;FALSE;FALSE;;25,95868308;65,35954543
SA;1000000209;KM;16258;1-39;Laitila;Oromaannokka;6767150;3224750;47,5;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Early Comb Ware;Sperrings 2 Ware;Ka 1:2;1;kivimurska;orgaaninen;FALSE;FALSE;TRUE;karsta (9);21,91936874;60,91780754
SA;846010004;KM;16263;1-300;Teuva;Pappilankangas;6937861;3226342;62,5;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Jäkärlä Ware;Jäkärlä Ware;Jäkärlä;1;orgaaninen;;FALSE;FALSE;TRUE;;21,69232098;62,44451502
SA;91010002;KM;16278;;Helsinki;Kannelmäen asema;6682711;3382496;20;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Comb Ware;Comb Ware;Ka ?;2;kivimurska;;TRUE;FALSE;FALSE;;24,87558224;60,23885566
SA;149010060;KM;16285;1-241;Inkoo;Vahrs;6665221;3329354;20;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;orgaaninen;;FALSE;FALSE;TRUE;karsta (239);23,93220159;60,06329225
SA;149010060;KM;16285;1-241;Inkoo;Vahrs;6665221;3329354;20;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Late Comb Ware;Late Comb Ware;Ka 3;1;orgaaninen;;FALSE;FALSE;TRUE;karsta (33,39,113);23,93220159;60,06329225
SA;149010060;KM;16285;1-241;Inkoo;Vahrs;6665221;3329354;20;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Pottery;Kiukainen Ware;Kiukainen Ware;Kiukainen;1;kivimurska;;FALSE;FALSE;TRUE;karsta (199,225,228);23,93220159;60,06329225
SA;917010050;KM;16286;1-8;Hamina;Lamminmaa;6730290;3524000;25;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Corded Ware;Corded Ware;nuora;2;;;FALSE;TRUE;FALSE;;27,43607468;60,68217469
SA;49010039;KM;16288;1-76;Espoo;Mäntymäki;6678990;3367229;22;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Corded Ware;Corded Ware;nuora;1;shamotti;;FALSE;FALSE;TRUE;karsta (16,31);24,60266462;60,2007919
SA;257010027;KM;16289;1-69;Kirkkonummi;Pappila;6671200;3357983;25;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Comb Ware;Comb Ware;Ka ?;3;orgaaninen;;TRUE;FALSE;FALSE;;24,44155783;60,12782598
SA;257010027;KM;16289;1-69;Kirkkonummi;Pappila;6671200;3357983;25;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Middle and Late Neolithic Asbestos- and Organic Tempered Ware;Pöljä Ware;Pöljä;1;asbesti;;TRUE;FALSE;FALSE;taivutettureunainen, koristelematon;24,44155783;60,12782598
SA;834010003;KM;16290;1-20;Tammela;Seppälä;6750458;3327642;105;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Corded Ware;Corded Ware;nuora;1;shamotti;;FALSE;TRUE;FALSE;karsta (18);23,82783072;60,82643669
SA;257010028;KM;16300;1-4;Kirkkonummi;Sällbacka;6673046;3356365;22;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Other pottery;Other pottery;keram;;;;TRUE;FALSE;FALSE;;24,41117771;60,14381239
SA;300010003;KM;16302;1-4;Kuortane;Urheiluopisto;6973181;3321738;80;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Other pottery;Other pottery;keram;;kivimurska;orgaaninen;TRUE;FALSE;FALSE;;23,4991289;62,81887813
SA;607010002;KM;16309;1-24;Polvijärvi;Hautakari;6970056;3612378;87;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;talkki;;FALSE;FALSE;FALSE;;29,2009056;62,81717464
SA;607010002;KM;16309;1-24;Polvijärvi;Hautakari;6970056;3612378;87;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Early Asbestos Ware;Early Asbestos Ware;Vasb;3;asbesti;;TRUE;FALSE;FALSE;;29,2009056;62,81717464
SA;309010002;KM;16314;1-2;Outokumpu;Sätös;6959520;3607260;86;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;hiekka;;TRUE;FALSE;FALSE;;29,09388764;62,72424211
SA;405010002;KM;16339;1-4;Lappeenranta;Etu- ja Taka-Muntero;6771350;3557020;80;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;hiekka;;TRUE;FALSE;FALSE;;28,05228014;61,04727788
SA;405010002;KM;16339;1-4;Lappeenranta;Etu- ja Taka-Muntero;6771350;3557020;80;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Early Asbestos Ware;Early Asbestos Ware;Vasb;1;asbesti;;TRUE;FALSE;FALSE;;28,05228014;61,04727788
SA;601010037;KM;16343;1-137;Pihtipudas;Majakaarre 2;7030860;3426480;115;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Other pottery;Other pottery;keram;;asbesti;;TRUE;FALSE;FALSE;;25,52686461;63,3722787
SA;601010037;KM;16343;1-137;Pihtipudas;Majakaarre 2;7030860;3426480;115;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Other pottery;Other pottery;keram;;hiekka;;FALSE;TRUE;FALSE;;25,52686461;63,3722787
SA;601010010;KM;16345;1-39;Pihtipudas;Majakaarre 1/Kumpulainen;7031005;3426500;115;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Comb Ware;Comb Ware;Ka ?;3;hiekka;;TRUE;FALSE;FALSE;;25,52719766;63,37358322
SA;439010015;KM;16356;1-602;Pälkäne;Hietaniemi Hietasenkärki;6807511;3380605;90;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Early Comb Ware;Sperrings 2 Ware;Ka 1:2;2;kivimurska;;FALSE;TRUE;FALSE;karsta (285);24,76476528;61,35750807
SA;439010015;KM;16356;1-602;Pälkäne;Hietaniemi Hietasenkärki;6807511;3380605;90;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;hiekka;orgaaninen, shamotti;FALSE;FALSE;TRUE;karsta (220);24,76476528;61,35750807
SA;277010001;KM;16357;1-5;Jyväskylä;Kortelahti;6868160;3433640;90;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;kivimurska;;TRUE;FALSE;FALSE;;25,73379421;61,91429141
SA;277010002;KM;16358;1-11;Jyväskylä;Lähdemäki;6865147;3433252;91;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;hiekka;;FALSE;TRUE;FALSE;;25,72753547;61,88719404
SA;277010003;KM;16359;1-3;Jyväskylä;Peuha;6864480;3433370;87;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;hiekka;;FALSE;TRUE;FALSE;;25,73002658;61,88123116
SA;277010006;KM;16361;1-5;Jyväskylä;Väinölä;6863920;3433314;85;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Other pottery;Other pottery;keram;;hiekka;;TRUE;FALSE;FALSE;;25,72917053;61,87619762
SA;422010017;KM;16418;1-3;Lieksa;Paateri;7008945;3653318;95;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;talkki;;TRUE;FALSE;FALSE;;30,03878477;63,15075978
SA;422010017;KM;16418;1-3;Lieksa;Paateri;7008945;3653318;95;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Early Asbestos Ware;Early Asbestos Ware;Vasb;2;asbesti;;FALSE;TRUE;FALSE;;30,03878477;63,15075978
SA;426010006;KM;16421;;Liperi;Kangasranta 1;6951072;3611721;82;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Middle and Late Neolithic Asbestos- and Organic Tempered Ware;Kierikki Ware;Kierikki;1;asbesti;;TRUE;FALSE;FALSE;karsta, koristeltu;29,17546897;62,64717415
SA;601010012;KM;16422;1-193;Pihtipudas;Madeneva;7031680;3427980;115;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Early Comb Ware;Sperrings 2 Ware;Ka 1:2;2;hiekka;;FALSE;FALSE;TRUE;;25,55646993;63,37993891
SA;601010012;KM;16422;1-193;Pihtipudas;Madeneva;7031680;3427980;115;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;hiekka;talkki, orgaaninen;FALSE;FALSE;TRUE;koivuterva (28 AMS-ajoitettu);25,55646993;63,37993891
SA;50010062;KM;16427;1-4;Eura;Käärlahti;6770000;3232000;42,5;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;orgaaninen;;TRUE;FALSE;FALSE;;22,04855024;60,94825927
SA;50010033;KM;16428;1-8;Eura;Kolmhaara;6770412;3232884;42;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;2;orgaaninen;;TRUE;FALSE;FALSE;;22,06422915;60,95254064
SA;503010057;KM;16429;1-147;Mynämäki;Aisti;6759016;3231235;42;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Jäkärlä Ware;Jäkärlä Ware;Jäkärlä;1;orgaaninen;hiekka;FALSE;FALSE;TRUE;karsta (116,121);22,04976939;60,84953425
SA;503010057;KM;16429;1-147;Mynämäki;Aisti;6759016;3231235;42;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;orgaaninen;;FALSE;FALSE;TRUE;karsta (15,147);22,04976939;60,84953425
SA;611010003;KM;16442;1-10;Pornainen;Lepola;6701924;3412583;23;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Comb Ware;Comb Ware;Ka ?;3;orgaaninen;;TRUE;FALSE;FALSE;;25,4101091;60,41881177
SA;926010005;KM;16458;1-18;Raahe;Aartokangas;7158338;3401890;85;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;3;orgaaninen;;TRUE;FALSE;FALSE;;24,95387574;64,50920367
SA;926010005;KM;16458;1-18;Raahe;Aartokangas;7158338;3401890;85;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Säräisniemi 1 Ware;Säräisniemi 1 Ware;Sär 1;3;kivimurska;;TRUE;FALSE;FALSE;karsta (17);24,95387574;64,50920367
SA;309010002;KM;16488;1-2;Outokumpu;Sätös;6959520;3607260;86;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;talkki;;FALSE;TRUE;FALSE;;29,09388764;62,72424211
SA;309010002;KM;16488;1-2;Outokumpu;Sätös;6959520;3607260;86;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Middle and Late Neolithic Asbestos- and Organic Tempered Ware;Pöljä Ware;Pöljä;2;asbesti;;TRUE;FALSE;FALSE;koristelematon;29,09388764;62,72424211
SA;320010101;KM;16489;1-199;Kemijärvi;Neitilä 1 a/b;7374230;3516830;145,5;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Säräisniemi 1 Ware;Säräisniemi 1 Ware;Sär 1;1;hiekka;;FALSE;TRUE;FALSE;;27,37360713;66,45922011
SA;1000016017;KM;16491;1-320;Kemijärvi;Neitilä 6;7373605;3516795;146;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Middle and Late Neolithic Asbestos- and Organic Tempered Ware;Pöljä Ware;Pöljä;3;asbesti;;TRUE;FALSE;FALSE;naarmutettu;27,3727386;66,45361744
SA;1000016017;KM;16491;1-320;Kemijärvi;Neitilä 6;7373605;3516795;146;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Early Asbestos Ware;Early Asbestos Ware;Vasb;2;asbesti;;TRUE;FALSE;FALSE;;27,3727386;66,45361744
SA;1000016018;KM;16494;1-78;Kemijärvi;Neitilä 7;7373500;3516800;147;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Other pottery;Other pottery;keram;;;;TRUE;FALSE;FALSE;;27,37283667;66,45267561
SA;501010020;KM;16509;1-4;Salo;Ketomäki Muurla;6701727;3296044;30;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;2;kivimurska;;TRUE;FALSE;FALSE;;23,298564;60,37505618
SA;260010001;KM;16529;1-7;Kitee;Turusenniemi;6889637;3667723;80;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;hiekka;talkki;FALSE;FALSE;TRUE;;30,20655646;62,075647
SA;40010015;KM;16544;1-169;Kemiönsaari;Jordbro;6670194;3247004;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Pottery;Kiukainen Ware;Kiukainen Ware;Kiukainen;1;orgaaninen;kivimurska;FALSE;FALSE;TRUE;karsta (77,112,147,155,159);22,45163388;60,06528389
SA;831010010;KM;16545;1-37;Taipalsaari;Syrjälä 1;6789890;3559700;82;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;kivimurska;;FALSE;FALSE;TRUE;;28,10768347;61,21323163
SA;5010001;KM;16551;1-7;Alajärvi;Joensuu/Vieruaho;6998671;3331310;72,5;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;hiekka;;TRUE;FALSE;FALSE;;23,66060812;63,05172354
SA;320010104;KM;16553;1-1836;Kemijärvi;Neitilä 4;7373790;3516815;146;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Säräisniemi 1 Ware;Säräisniemi 1 Ware;Sär 1;1;hiekka;;FALSE;FALSE;FALSE;karsta (912 AMS);27,37321181;66,45527531
SA;972010009;KM;16554;1-939;Oulu;Kierikkisaari;7251740;3451170;55;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Middle and Late Neolithic Asbestos- and Organic Tempered Ware;Kierikki Ware;Kierikki;1;asbesti;;FALSE;FALSE;TRUE;karsta (339,616,641,658,688,788,856), suorareunainen;25,94716122;65,35749218
SA;301010001;KM;16555;1-188;Kurikka;Kaistila  ja Keski-Jyrä;6953174;3263059;70;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Early Comb Ware;Sperrings 1 Ware;Ka 1:1;1;hiekka;;FALSE;FALSE;TRUE;karsta (1), punamaalia;22,37986015;62,60668591
SA;151010003;KM;16556;1-7;Isojoki;Haaramo/Kuusela/Kankaanranta;6911129;3229047;60;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Comb Ware;Comb Ware;Ka ?;1;hiekka;;TRUE;FALSE;FALSE;;21,78615975;62,20764229
SA;407010011;KM;16559;1-49;Lapinjärvi;Gammelby;6725600;3455740;25;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Early Comb Ware;Sperrings 1 Ware;Ka 1:1;1;hiekka;;FALSE;FALSE;TRUE;;26,18806374;60,63832741
SA;301010005;KM;16603;1-35;Kurikka;Jäniskallio;6952049;3264984;75;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Early Comb Ware;Sperrings 1 Ware;Ka 1:1;1;kivimurska;;FALSE;FALSE;TRUE;karsta (34;22,41877904;62,59785477
SA;301010010;KM;16616;1-34;Kurikka;Puska/Rajala;6951012;3262958;65;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Early Comb Ware;Sperrings 1 Ware;Ka 1:1;1;kivimurska;;TRUE;FALSE;FALSE;;22,38090991;62,58728626
SA;489010004;KM;16629;1-3;Miehikkälä;Pienpelto;6726960;3539600;17;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;hiekka;;TRUE;FALSE;FALSE;;27,72085337;60,65105867
SA;707010001;KM;16652;;Rääkkylä;Lamminsalonkangas;6908387;3641429;82;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;talkki;;TRUE;FALSE;FALSE;karsta;29,71913242;62,25444488
SA;601010004;KM;16653;1-53;Pihtipudas;Saparoniemi itäinen;7026580;3431980;111;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Other pottery;Other pottery;keram;;orgaaninen;;TRUE;FALSE;FALSE;;25,63859181;63,33498456
SA;707010001;KM;16673;1-2;Rääkkylä;Lamminsalonkangas;6908387;3641429;82;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;1;hiekka;;TRUE;FALSE;FALSE;;29,71913242;62,25444488
SA;50010022;KM;16676;1-4;Eura;Uusi kansakoulu (Kauttuan ala-aste);6788707;3239300;45;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Pottery;Typical Comb Ware;Typical Comb Ware;Ka 2;2;orgaaninen;;TRUE;FALSE;FALSE;;22,15726744;61,12042088
