Phase;Site id;Collection;Main number;Subnumber;Municipality;Site name;p;i;z;m1;m2;m3;n1;n2;n3;n4;p1;p2;r1;r2;Category;Type;Subtype;Subtype (Finnish);Certainty;Integrity;Length (mm);Width (mm);Thickness (mm);Fragment length (mm);Fragment width (mm);Fragment thickness (mm);Other notes (Finnish);Photo ID;X;Y
SA;707010007;KM;28013;16368;Rääkkylä;Pörrinmökki;6901557;3651138;80;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;2;FALSE;;;;36;20;12;ehkä idolin osa;KM 28013_16368;29,8998656;62,18945756
SA;92010053;KM;28065;2107;Vantaa;Tikkurilan maatalouden tutkimuskeskus;6688595;3392905;20;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;3;FALSE;;;;16;11;9;idolin jalkaosaa?;KM 28065_2107;25,06024666;60,29451011
SA;92010053;KM;28065;9727;Vantaa;Tikkurilan maatalouden tutkimuskeskus;6688595;3392905;20;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Åland clay idol;Savi-idoli, ahvenanmaalainen;2;FALSE;;;;23;23;12;ahvenanmaalaistyypisen idolin jalkaosa;KM 28065_9727;25,06024666;60,29451011
SA;220010082;KM;28068;965;Raasepori;Grågälan - Tröskhusåkern;6674138;3319555;12;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;Clay artefacts;Clay artefact;Clay ball;Saviesine, pallo;3;FALSE;;;;;;;"pyöreähkö ""savinappi""";KM 28068_965;23,74866267;60,13900238
SA;309010002;KM;28153;3654;Outokumpu;Sätös;6959520;3607260;86;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;2;FALSE;;;;41;25;15;idolin jalasta?, kampaleimaa, sekoitteena asbestia;KM 28153_3654;29,09388764;62,72424211
SA;624010030;KM;28178;1;Pyhtää;Susikopinharju 2;6714633;3477008;25;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;1;FALSE;;;;23;26;5;kolmiomainen, koristeltu;KM 28178_1;26,57799676;60,54169707
SA;624010030;KM;28178;2;Pyhtää;Susikopinharju 2;6714633;3477008;25;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;1;FALSE;;;;16;18;21;koristeltu;KM 28178_2;26,57799676;60,54169707
SA;624010030;KM;28178;3;Pyhtää;Susikopinharju 2;6714633;3477008;25;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;1;FALSE;;;;21;16;11;koristeltu;KM 28178_3;26,57799676;60,54169707
SA;624010030;KM;28178;4;Pyhtää;Susikopinharju 2;6714633;3477008;25;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;1;FALSE;;;;22;19;13;pistekoristelua;KM 28178_4;26,57799676;60,54169707
SA;624010030;KM;28178;5;Pyhtää;Susikopinharju 2;6714633;3477008;25;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;1;FALSE;;;;28;10;7;leimapainanteita;KM 28178_5;26,57799676;60,54169707
SA;624010030;KM;28178;6;Pyhtää;Susikopinharju 2;6714633;3477008;25;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;1;FALSE;;;;55;17;12;tankomainen;KM 28178_6;26,57799676;60,54169707
SA;624010030;KM;28178;7;Pyhtää;Susikopinharju 2;6714633;3477008;25;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;1;FALSE;;;;29;20;8;;KM 28178_7;26,57799676;60,54169707
SA;624010030;KM;28178;8;Pyhtää;Susikopinharju 2;6714633;3477008;25;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;1;FALSE;;;;30;15;8;;KM 28178_8;26,57799676;60,54169707
SA;624010030;KM;28178;9;Pyhtää;Susikopinharju 2;6714633;3477008;25;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;1;FALSE;;;;31;20;13;;KM 28178_9;26,57799676;60,54169707
SA;624010030;KM;28178;10;Pyhtää;Susikopinharju 2;6714633;3477008;25;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;1;FALSE;;;;42;15;9;;KM 28178_10;26,57799676;60,54169707
SA;624010030;KM;28178;11;Pyhtää;Susikopinharju 2;6714633;3477008;25;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;1;FALSE;;;;29;28;16;;KM 28178_11;26,57799676;60,54169707
SA;624010030;KM;28178;12;Pyhtää;Susikopinharju 2;6714633;3477008;25;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;1;FALSE;;;;45;23;18;;KM 28178_12;26,57799676;60,54169707
SA;624010030;KM;28178;13;Pyhtää;Susikopinharju 2;6714633;3477008;25;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;1;FALSE;;;;34;19;10;;KM 28178_13;26,57799676;60,54169707
SA;624010030;KM;28178;14;Pyhtää;Susikopinharju 2;6714633;3477008;25;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;1;FALSE;;;;31;12;9;;KM 28178_14;26,57799676;60,54169707
SA;624010030;KM;28178;15;Pyhtää;Susikopinharju 2;6714633;3477008;25;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;1;FALSE;;;;31;15;14;;KM 28178_15;26,57799676;60,54169707
SA;624010030;KM;28178;16;Pyhtää;Susikopinharju 2;6714633;3477008;25;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;1;FALSE;;;;;;;21 kpl, osassa kampaleimaa;KM 28178_16;26,57799676;60,54169707
SA;624010030;KM;28178;20;Pyhtää;Susikopinharju 2;6714633;3477008;25;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;1;FALSE;;;;;;;4 kpl;KM 28178_20;26,57799676;60,54169707
SA;624010030;KM;28178;24;Pyhtää;Susikopinharju 2;6714633;3477008;25;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;1;FALSE;;;;45;44;19;pari kampaleimaa;KM 28178_24;26,57799676;60,54169707
SA;624010030;KM;28178;25;Pyhtää;Susikopinharju 2;6714633;3477008;25;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;1;FALSE;;;;;;;5 kpl;KM 28178_25;26,57799676;60,54169707
SA;220010051;KM;28201;149;Raasepori;Långåmossarna;6666211;3320346;32;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;1;FALSE;;;;33;12;12;koristeeton, sekoitteeton;KM 28201_149;23,76984484;60,06831532
SA;220010051;KM;28201;182;Raasepori;Långåmossarna;6666211;3320346;32;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;2;FALSE;;;;18;11;7;koristeltu;KM 28201_182;23,76984484;60,06831532
SA;220010051;KM;28201;246;Raasepori;Långåmossarna;6666211;3320346;32;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;1;FALSE;;;;17;38;10;koristeltu;KM 28201_246;23,76984484;60,06831532
SA;220010051;KM;28201;281;Raasepori;Långåmossarna;6666211;3320346;32;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;2;FALSE;;;;15;12;3;koristeltu;KM 28201_281;23,76984484;60,06831532
SA;220010051;KM;28201;510;Raasepori;Långåmossarna;6666211;3320346;32;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;3;FALSE;;;;20;13;6;koristeltu;KM 28201_510;23,76984484;60,06831532
SA;220010051;KM;28201;758;Raasepori;Långåmossarna;6666211;3320346;32;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;1;FALSE;;;;21;25;8;Paimion tyypin idolin pää, koristelematon;KM 28201_758;23,76984484;60,06831532
SA;49010044;KM;28202;87;Espoo;Niittylän kansakoulu;6681978;3368225;26;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;2;FALSE;;;;;;;pistekoristelua;KM 28202_87;24,61866438;60,22791044
SA;49010044;KM;28202;94;Espoo;Niittylän kansakoulu;6681978;3368225;26;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;1;FALSE;;;;33;26;11;jalkakatkelma, koristelua;KM 28202_94;24,61866438;60,22791044
SA;49010044;KM;28202;116;Espoo;Niittylän kansakoulu;6681978;3368225;26;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;1;FALSE;;;;20;25;6;pistekoristelua;KM 28202_116;24,61866438;60,22791044
SA;49010044;KM;28202;121;Espoo;Niittylän kansakoulu;6681978;3368225;26;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;2;FALSE;;;;;;;koristelematon;KM 28202_121;24,61866438;60,22791044
SA;49010044;KM;28202;124;Espoo;Niittylän kansakoulu;6681978;3368225;26;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;1;FALSE;;;;21;7;6;viivakoristelua, verkkokuvio;KM 28202_124;24,61866438;60,22791044
SA;49010044;KM;28202;125;Espoo;Niittylän kansakoulu;6681978;3368225;26;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;2;FALSE;;;;18;9;4;pistekoristelua;KM 28202_125;24,61866438;60,22791044
SA;49010044;KM;28202;145;Espoo;Niittylän kansakoulu;6681978;3368225;26;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;2;FALSE;;;;22;13;5;pistekoristelua;KM 28202_145;24,61866438;60,22791044
SA;49010044;KM;28202;159;Espoo;Niittylän kansakoulu;6681978;3368225;26;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;2;FALSE;;;;17;15;5;rengasleimoja;KM 28202_159;24,61866438;60,22791044
SA;49010044;KM;28202;164;Espoo;Niittylän kansakoulu;6681978;3368225;26;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;1;FALSE;;;;40;15;8;leimakoristelua;KM 28202_164;24,61866438;60,22791044
SA;49010044;KM;28202;226;Espoo;Niittylän kansakoulu;6681978;3368225;26;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;1;FALSE;;;;25;19;4;pistekoristelua;KM 28202_226;24,61866438;60,22791044
SA;49010044;KM;28202;259;Espoo;Niittylän kansakoulu;6681978;3368225;26;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;2;FALSE;;;;20;14;6;kynsipainanteita;KM 28202_259;24,61866438;60,22791044
SA;49010044;KM;28202;267;Espoo;Niittylän kansakoulu;6681978;3368225;26;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;1;FALSE;;;;12;20;8;koristelua;KM 28202_267;24,61866438;60,22791044
SA;49010044;KM;28202;300;Espoo;Niittylän kansakoulu;6681978;3368225;26;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;1;FALSE;;;;22;11;11;koristelua;KM 28202_300;24,61866438;60,22791044
SA;49010044;KM;28202;301;Espoo;Niittylän kansakoulu;6681978;3368225;26;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;1;FALSE;;;;21;9;6;koristelematon;KM 28202_301;24,61866438;60,22791044
SA;49010044;KM;28202;310;Espoo;Niittylän kansakoulu;6681978;3368225;26;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;1;FALSE;;;;23;10;10;pistekoristelua;KM 28202_310;24,61866438;60,22791044
SA;49010044;KM;28202;314;Espoo;Niittylän kansakoulu;6681978;3368225;26;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;2;FALSE;;;;32;25;15;koristelematon;KM 28202_314;24,61866438;60,22791044
SA;49010044;KM;28202;345;Espoo;Niittylän kansakoulu;6681978;3368225;26;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;1;FALSE;;;;41;28;12;leimakoristelua;KM 28202_345;24,61866438;60,22791044
SA;49010044;KM;28202;378;Espoo;Niittylän kansakoulu;6681978;3368225;26;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;3;FALSE;;;;;;;viivakoristelua;KM 28202_378;24,61866438;60,22791044
SA;49010044;KM;28202;397;Espoo;Niittylän kansakoulu;6681978;3368225;26;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;3;FALSE;;;;25;11;6;koristelematon;KM 28202_397;24,61866438;60,22791044
SA;92010010;KM;28203;378;Vantaa;Sandåker;6688673;3393159;23;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;3;FALSE;;;;22;13;6;koristelematon;KM 28203_378;25,06479551;60,29527674
SA;92010010;KM;28203;1393;Vantaa;Sandåker;6688673;3393159;23;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bead;Saviesine, helmi;1;FALSE;;;;10;11;7;;KM 28203_1393;25,06479551;60,29527674
SA;92010010;KM;28203;1730;Vantaa;Sandåker;6688673;3393159;23;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;1;FALSE;;;;12;4;4;koristelematon varras;KM 28203_1730;25,06479551;60,29527674
SA;92010010;KM;28203;2241;Vantaa;Sandåker;6688673;3393159;23;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;2;FALSE;;;;18;9;8;koristelematon;KM 28203_2241;25,06479551;60,29527674
SA;92010010;KM;28203;2438;Vantaa;Sandåker;6688673;3393159;23;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;2;FALSE;;;;11;9;8;;KM 28203_2438;25,06479551;60,29527674
SA;92010010;KM;28203;2460;Vantaa;Sandåker;6688673;3393159;23;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;2;FALSE;;;;19;10;9;käyrä tankomainen kappale;KM 28203_2460;25,06479551;60,29527674
SA;92010010;KM;28203;3049;Vantaa;Sandåker;6688673;3393159;23;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;2;FALSE;;;;28;9;10;käyrä tankomainen kappale;KM 28203_3049;25,06479551;60,29527674
SA;831010006;KM;28316;13;Taipalsaari;Vaateranta;6780780;3559700;79;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;1;FALSE;;;;20;7;7;lieriömäinen;KM 28316_13;28,10482092;61,13149316
SA;92010053;KM;28382;393;Vantaa;Tikkurilan maatalouden tutkimuskeskus;6688595;3392905;20;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;2;FALSE;;;;25;21;12;pistekoristelua;KM 28382_393;25,06024666;60,29451011
SA;92010053;KM;28382;1146;Vantaa;Tikkurilan maatalouden tutkimuskeskus;6688595;3392905;20;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;2;FALSE;;;;13;13;11;"""nokka""";KM 28382_1146;25,06024666;60,29451011
SA;92010053;KM;28382;1447;Vantaa;Tikkurilan maatalouden tutkimuskeskus;6688595;3392905;20;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay ball;Saviesine, pallo;1;FALSE;;;;15;15;14;kuulamainen;KM 28382_1447;25,06024666;60,29451011
SA;92010053;KM;28382;1906;Vantaa;Tikkurilan maatalouden tutkimuskeskus;6688595;3392905;20;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;2;FALSE;;;;24;17;14;reiän jäännöstä;KM 28382_1906;25,06024666;60,29451011
SA;309010002;KM;28482;2470;Outokumpu;Sätös;6959520;3607260;86;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;1;FALSE;;;;22;12;15;katkelma on idolin jalasta, sekoitteena kvartsihiekkaa;KM 28482_2470;29,09388764;62,72424211
SA;92010010;KM;28606;3;Vantaa;Sandåker;6688673;3393159;23;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;2;FALSE;;;;13;22;12;mahdollinen idolin katkelma;KM 28606_3;25,06479551;60,29527674
SA;92010010;KM;28606;64;Vantaa;Sandåker;6688673;3393159;23;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;1;FALSE;;;;24;12;11;;KM 28606_64;25,06479551;60,29527674
SA;92010010;KM;28606;131;Vantaa;Sandåker;6688673;3393159;23;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;2;FALSE;;;;20;17;10;mahdollinen idoli;KM 28606_131;25,06479551;60,29527674
SA;92010010;KM;28606;332;Vantaa;Sandåker;6688673;3393159;23;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;2;FALSE;;;;;;;kaksi kappaletta;KM 28606_332;25,06479551;60,29527674
SA;92010010;KM;28606;410;Vantaa;Sandåker;6688673;3393159;23;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Åland clay idol;Savi-idoli, ahvenanmaalainen;1;FALSE;;;;35;22;14;Käyrä kaksijalkainen idoli, jonka jalat ja nenä katkaistu;KM 28606_410;25,06479551;60,29527674
SA;92010010;KM;28606;506;Vantaa;Sandåker;6688673;3393159;23;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;2;FALSE;;;;25;16;8;käyrä katkelma;KM 28606_506;25,06479551;60,29527674
SA;92010010;KM;28606;1130;Vantaa;Sandåker;6688673;3393159;23;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;1;FALSE;;;;22;10;8;muodoltaan hieman käyrä;KM 28606_1130;25,06479551;60,29527674
SA;92010010;KM;28606;1410;Vantaa;Sandåker;6688673;3393159;23;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay sheet;Saviesine, levy;1;FALSE;;;;47;22;13;puolikas pyöreän levyn kappale;KM 28606_1410;25,06479551;60,29527674
SA;92010010;KM;28606;1518;Vantaa;Sandåker;6688673;3393159;23;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;2;FALSE;;;;16;14;12;makkaramainen;KM 28606_1518;25,06479551;60,29527674
SA;220010051;KM;28607;270;Raasepori;Långåmossarna;6666211;3320346;32;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;2;FALSE;;;;25;22;11;till formen rund och platt;KM 28607_270;23,76984484;60,06831532
SA;220010051;KM;28607;376;Raasepori;Långåmossarna;6666211;3320346;32;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;2;FALSE;;;;25;15;10;käyrä kappale;KM 28607_376;23,76984484;60,06831532
SA;49010062;KM;28608;139;Espoo;Oittaa Kakola;6683573;3370160;30;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;2;FALSE;;;;36;18;12;piikkimäinen kappale;KM 28608_139;24,65252922;60,24283594
SA;49010062;KM;28608;220;Espoo;Oittaa Kakola;6683573;3370160;30;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;1;FALSE;;;;23;8;7;till formen böjd;KM 28608_220;24,65252922;60,24283594
SA;49010062;KM;28608;334;Espoo;Oittaa Kakola;6683573;3370160;30;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;1;FALSE;;;;21;12;11;;KM 28608_334;24,65252922;60,24283594
SA;624010030;KM;28703;3;Pyhtää;Susikopinharju 2;6714633;3477008;25;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;1;FALSE;;;;25;7;6;;KM 28703_3;26,57799676;60,54169707
SA;624010030;KM;28703;7;Pyhtää;Susikopinharju 2;6714633;3477008;25;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Anthropomorphic clay idol;Savi-idoli, ihminen;1;FALSE;;;;19;9;6;koristeltu;KM 28703_7;26,57799676;60,54169707
SA;624010030;KM;28703;21;Pyhtää;Susikopinharju 2;6714633;3477008;25;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Anthropomorphic clay idol;Savi-idoli, ihminen;2;FALSE;;;;41;40;24;;KM 28703_21;26,57799676;60,54169707
