Phase;Site id;Collection;Main number;Subnumber;Municipality;Site name;p;i;z;m1;m2;m3;n1;n2;n3;n4;p1;p2;r1;r2;Category;Type;Subtype;Subtype (Finnish);Certainty;Integrity;Length (mm);Width (mm);Thickness (mm);Fragment length (mm);Fragment width (mm);Fragment thickness (mm);Other notes (Finnish);Photo ID;X;Y
SA;749010003;KHMESIE;5948;;Siilinjärvi;Pöljän vanha kansakoulu;7002500;3531750;100;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Anthropomorphic clay idol;Savi-idoli, ihminen;2;FALSE;;;;22;12;11;;KHMESIE 5948;27,62585882;63,12407234
SA;853010030;KM;5105;3;Turku;Jäkärlä;6722254;3245384;;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;1;FALSE;;;;24;10;10;;KM 5105_3;22,35690513;60,53002055
SA;Karjala 61;KM;5427;14;Viipuri;Häyrynmäki;6737415;3599675;;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;1;FALSE;;;;35;12;11;;KM 5427_14;28,82397783;60,73443034
SA;Karjala 61;KM;5428;226;Viipuri;Häyrynmäki;6737415;3599675;;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;1;TRUE;30;9;9;;;;;KM 5428_226;28,82397783;60,73443034
SA;Karjala 61;KM;5428;246;Viipuri;Häyrynmäki;6737415;3599675;;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;1;FALSE;;;;20;7;7;;KM 5428_246;28,82397783;60,73443034
SA;Karjala 61;KM;5620;1753;Viipuri;Häyrynmäki;6737415;3599675;;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;1;FALSE;;;;24;24;10;kiekura;KM 5620_1753;28,82397783;60,73443034
SA;Karjala 61;KM;5620;2888;Viipuri;Häyrynmäki;6737415;3599675;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;1;TRUE;40;30;15;;;;isompi savipallukka;KM 5620_2888;28,82397783;60,73443034
SA;Karjala 61;KM;5621;2;Viipuri;Häyrynmäki;6737415;3599675;;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;1;FALSE;;;;38;35;28;jalkamainen, pohjassa kampaleima, mahdollisesti upokas;KM 5621_2;28,82397783;60,73443034
SA;Kaukola 15;KM;6500;1;Kaukola;Kankaanmäki;6778677;3648046;;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;1;FALSE;;;;22;11;10;;KM 6500_1;29,74125501;61,08933758
SA;Kaukola 15;KM;6620;8;Kaukola;Kankaanmäki;6778677;3648046;;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;1;FALSE;;;;35;10;8;;KM 6620_8;29,74125501;61,08933758
SA;Kaukola 15;KM;6620;13;Kaukola;Kankaanmäki;6778677;3648046;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Bent clay idol;Savi-idoli, käyrä;1;FALSE;;;;29;23;22;;KM 6620_13;29,74125501;61,08933758
SA;Kaukola 15;KM;6620;18;Kaukola;Kankaanmäki;6778677;3648046;;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;1;FALSE;;;;29;14;13;;KM 6620_18;29,74125501;61,08933758
SA;Kaukola 21;KM;6691;23;Kaukola;Tiitunmäki Varpa;6778525;3648654;;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay ball;Saviesine, pallo;1;FALSE;;;;22;21;11;;KM 6691_23;29,75239214;61,08774621
SA;Räisälä 18;KM;6939;3;Räisälä;Virtelä Pitkäjärvi;6767059;3644914;;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay ring;Saviesine, rengas;1;FALSE;;;;21;11;7;;KM 6939_3;29,67448097;60,98635301
SA;Räisälä 18;KM;6939;183;Räisälä;Virtelä Pitkäjärvi;6767059;3644914;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;1;FALSE;;;;22;10;13;hampaanjälkiä?;KM 6939_183;29,67448097;60,98635301
SA;uusi 6865;KM;6940;18;Kaukola;Tiitunmäki;6779418;3647941;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay ball;Saviesine, pallo;1;TRUE;34;36;23;;;;;KM 6940_18;29,73988582;61,09601927
SA;Räisälä 18;KM;7033;12;Räisälä;Virtelä Pitkäjärvi;6767059;3644914;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Bent clay idol;Savi-idoli, käyrä;1;FALSE;;;;33;25;16;koristeltu;KM 7033_12;29,67448097;60,98635301
SA;257010049;KM;7349;6;Kirkkonummi;Oitbacka Kvarnåker;6679651;3360851;30;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;1;FALSE;;;;26;22;18;;KM 7349_6;24,48732206;60,204591
SA;Kaukola 18;KM;7357;61;Kaukola;Kyöstälänharju;6779166;3648664;;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;2;FALSE;;;;29;13;14;koristeltu;KM 7357_61;29,75307669;61,09348824
SA;Kaukola 17;KM;7483;31;Kaukola;Nököpelto;6779916;3647549;;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay sheet;Saviesine, levy;1;FALSE;;;;33;25;11;;KM 7483_31;29,73301265;61,10063032
SA;uusi 6559;KM;7898;51;Sortavala;Hyvärinen;6841133;3686718;;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;2;FALSE;;;;30;20;10;;KM 7898_51;30,5190771;61,63234681
SA;uusi 6559;KM;7898;86;Sortavala;Hyvärinen;6841133;3686718;;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;2;FALSE;;;;32;24;14;;KM 7898_86;30,5190771;61,63234681
SA;uusi 6559;KM;7898;86;Sortavala;Hyvärinen;6841133;3686718;;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;2;FALSE;;;;40;21;12;;KM 7898_86;30,5190771;61,63234681
SA;uusi 6559;KM;7898;166;Sortavala;Hyvärinen;6841133;3686718;;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;1;FALSE;;;;17;10;9;;KM 7898_166;30,5190771;61,63234681
SA;Säkkijärvi 1;KM;7946;4;Säkkijärvi;Ravi;6719876;3565700;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Bent clay idol;Savi-idoli, käyrä;1;FALSE;;;;24;13;17;pääkatkelma, koristelua;KM 7946_4;28,1955552;60,58407747
SA;Kaukola 18;KM;8000;27;Kaukola;Kyöstälänharju;6779166;3648664;;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;1;FALSE;;;;25;12;10;;KM 8000_27;29,75307669;61,09348824
SA;uusi 5357;KM;8000;30;Kaukola;Kalle Merosen maantienvarsipelto (Piiskunsalmi 5);6780226;3647827;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;1;FALSE;;;;21;12;10;;KM 8000_30;29,73840136;61,1033049
SA;257010049;KM;8038;1;Kirkkonummi;Oitbacka Kvarnåker;6679651;3360851;30;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay disc;Saviesine, kiekko;1;FALSE;;;;62;52;25;;KM 8038_1;24,48732206;60,204591
SA;613010038;KM;8227;56;Porvoo;Vävarsbacka;6707940;3430720;15;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;1;FALSE;;;;28;17;11;;KM 8227_56;25,73713582;60,47631464
SA;uusi 4395;KM;8638;2;Uusikirkko;;6705158;3614334;;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;1;FALSE;;;;22;12;11;;KM 8638_2;29,0738551;60,44119897
SA;257010036;KM;8709;34;Kirkkonummi;Tengo Nyåker;6681465;3358830;35;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay spoon;Saviesine, lusikka;2;FALSE;;;;22;20;10;voisi olla myös astian reunapala;KM 8709_34;24,44965082;60,22016099
SA;257010036;KM;8709;37;Kirkkonummi;Tengo Nyåker;6681465;3358830;35;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay spoon;Saviesine, lusikka;2;FALSE;;;;40;37;7;;KM 8709_37;24,44965082;60,22016099
SA;740010001;KM;8787;14;Savonlinna;Pääskylahti;6862231;3602745;85;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Zoomorphic clay idol;Savi-idoli, eläin;1;TRUE;27;6;5;;;;käärme/lintu;KM 8787_14;28,94842718;61,85311509
SA;254010002;KM;8826;12;Sastamala;Uusi-Jaara;6821756;3263541;80;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;1;FALSE;;;;27;22;9;;KM 8826_12;22,5640216;61,43146019
SA;18010071;KM;8828;48;Askola;Honkaniemi;6713500;3432440;20;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Bent clay idol;Savi-idoli, käyrä;1;FALSE;;;;39;22;22;;KM 8828_48;25,7665088;60,52649636
SA;18010071;KM;8828;48;Askola;Honkaniemi;6713500;3432440;20;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Bent clay idol;Savi-idoli, käyrä;1;FALSE;;;;37;18;13;;KM 8828_48;25,7665088;60,52649636
SA;18010071;KM;8829;31;Askola;Honkaniemi;6713500;3432440;20;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Bent clay idol;Savi-idoli, käyrä;1;FALSE;;;;52;21;16;;KM 8829_31;25,7665088;60,52649636
SA;257010045;KM;8881;8;Kirkkonummi;Koivistosveden;6681086;3360996;35;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay pendant;Saviesine, riipus;1;TRUE;30;29;8;;;;;KM 8881_8;24,48895023;60,21750777
SA;577010024;KM;8955;130;Paimio;Toispuolojannummi;6716468;3263603;40,5;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;1;FALSE;;;;39;24;14;;KM 8955_130;22,69466517;60,48935369
SA;577010024;KM;8955;153;Paimio;Toispuolojannummi;6716468;3263603;40,5;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;1;FALSE;;;;31;24;13;;KM 8955_153;22,69466517;60,48935369
SA;577010024;KM;8955;154;Paimio;Toispuolojannummi;6716468;3263603;40,5;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;1;FALSE;;;;27;18;8;;KM 8955_154;22,69466517;60,48935369
SA;577010024;KM;8955;188;Paimio;Toispuolojannummi;6716468;3263603;40,5;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;1;FALSE;;;;19;14;5;;KM 8955_188;22,69466517;60,48935369
SA;577010024;KM;8955;199;Paimio;Toispuolojannummi;6716468;3263603;40,5;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;1;FALSE;;;;30;21;9;;KM 8955_199;22,69466517;60,48935369
SA;577010024;KM;8955;209;Paimio;Toispuolojannummi;6716468;3263603;40,5;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;1;FALSE;;;;29;28;9;;KM 8955_209;22,69466517;60,48935369
SA;577010024;KM;8955;237;Paimio;Toispuolojannummi;6716468;3263603;40,5;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bead;Saviesine, helmi;1;TRUE;19;19;17;;;;;KM 8955_237;22,69466517;60,48935369
SA;749010001;KM;8981;18;Siilinjärvi;Pöljä;7002000;3531950;95;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay pendant;Saviesine, riipus;1;FALSE;;;;42;22;8;;KM 8981_18;27,62972519;63,11956932
SA;740010001;KM;9085;25;Savonlinna;Pääskylahti;6862231;3602745;85;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Bent clay idol;Savi-idoli, käyrä;1;TRUE;20;21;15;;;;;KM 9085_25;28,94842718;61,85311509
SA;424010006;KM;9090;36;Loviisa;Andersby Kvarnbacken;6717720;3453980;25;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay spoon;Saviesine, lusikka;2;FALSE;;;;39;15;12;;KM 9090_36;26,15774932;60,5674144
SA;246010004;KM;9135;55;Savonlinna;Kankaanlaita a;6876514;3616302;80;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;1;FALSE;;;;42;25;16;;KM 9135_55;29,21498006;61,97729515
SA;407010012;KM;9214;202;Lapinjärvi;Malm (Malmbacken/Malms);6725780;3458000;25;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;1;FALSE;;;;29;18;15;;KM 9214_202;26,22932127;60,64018695
SA;424010006;KM;9273;260;Loviisa;Andersby Kvarnbacken;6717720;3453980;25;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;1;FALSE;;;;31;17;7;koristeltu;KM 9273_260;26,15774932;60,5674144
SA;424010006;KM;9273;308;Loviisa;Andersby Kvarnbacken;6717720;3453980;25;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;2;FALSE;;;;16;16;3;koristeltu;KM 9273_308;26,15774932;60,5674144
SA;Räisälä 18;KM;9277;22;Räisälä;Virtelä Pitkäjärvi;6767059;3644914;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Bent clay idol;Savi-idoli, käyrä;1;FALSE;41;38;22;;;;selkäharjallinen, nenä katkennut;KM 9277_22;29,67448097;60,98635301
SA;Räisälä 18;KM;9277;23;Räisälä;Virtelä Pitkäjärvi;6767059;3644914;;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;1;FALSE;;;;19;18;11;käyrän idolin jalkaosa? Koristelua;KM 9277_23;29,67448097;60,98635301
SA;Räisälä 18;KM;9277;24;Räisälä;Virtelä Pitkäjärvi;6767059;3644914;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;1;FALSE;;;;35;20;19;nuijamainen kappale;KM 9277_24;29,67448097;60,98635301
SA;Räisälä 18;KM;9277;24;Räisälä;Virtelä Pitkäjärvi;6767059;3644914;;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Other clay idol;Savi-idoli;2;FALSE;;;;32;22;14;ison idolin jalka?;KM 9277_24;29,67448097;60,98635301
SA;Räisälä 18;KM;9277;24;Räisälä;Virtelä Pitkäjärvi;6767059;3644914;;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;1;FALSE;;;;32;11;11;;KM 9277_24;29,67448097;60,98635301
SA;577010024;KM;9390;90;Paimio;Toispuolojannummi;6716468;3263603;40,5;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;1;FALSE;;;;20;13;11;koristeltu;KM 9390_90;22,69466517;60,48935369
SA;577010024;KM;9390;107;Paimio;Toispuolojannummi;6716468;3263603;40,5;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;1;FALSE;;;;29;25;7;koristeltu;KM 9390_107;22,69466517;60,48935369
SA;577010024;KM;9390;108;Paimio;Toispuolojannummi;6716468;3263603;40,5;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;1;FALSE;;;;34;25;20;koristeltu;KM 9390_108;22,69466517;60,48935369
SA;577010024;KM;9390;109;Paimio;Toispuolojannummi;6716468;3263603;40,5;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;1;FALSE;;;;38;25;22;koristeltu;KM 9390_109;22,69466517;60,48935369
SA;577010024;KM;9390;116;Paimio;Toispuolojannummi;6716468;3263603;40,5;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;1;FALSE;;;;30;25;20;;KM 9390_116;22,69466517;60,48935369
SA;577010024;KM;9390;155;Paimio;Toispuolojannummi;6716468;3263603;40,5;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;1;FALSE;;;;36;16;14;koristeltu pienillä rei'illä;KM 9390_155;22,69466517;60,48935369
SA;577010024;KM;9390;158;Paimio;Toispuolojannummi;6716468;3263603;40,5;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;1;FALSE;;;;31;29;10;koristeltu;KM 9390_158;22,69466517;60,48935369
SA;577010024;KM;9390;182;Paimio;Toispuolojannummi;6716468;3263603;40,5;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;1;FALSE;;;;42;25;14;;KM 9390_182;22,69466517;60,48935369
SA;577010024;KM;9390;194;Paimio;Toispuolojannummi;6716468;3263603;40,5;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Clay artefacts;Clay artefact;Other clay artefact;Saviesine;1;FALSE;47;35;30;;;;"ontto ""pallo""";KM 9390_194;22,69466517;60,48935369
SA;577010024;KM;9390;230;Paimio;Toispuolojannummi;6716468;3263603;40,5;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;1;FALSE;;;;27;16;11;koristeltu, esineen päässä kolme koloa;KM 9390_230;22,69466517;60,48935369
SA;577010024;KM;9390;245;Paimio;Toispuolojannummi;6716468;3263603;40,5;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;1;FALSE;;;;28;15;11;koristeltu;KM 9390_245;22,69466517;60,48935369
SA;577010024;KM;9390;246;Paimio;Toispuolojannummi;6716468;3263603;40,5;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;2;FALSE;;;;14;11;4;koristeltu;KM 9390_246;22,69466517;60,48935369
SA;407010007;KM;9404;28;Lapinjärvi;Hannusbacken;6724220;3459320;27,5;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;1;FALSE;;;;35;23;14;koristeltu jalkaosa;KM 9404_28;26,25376638;60,62632423
SA;407010007;KM;9404;156;Lapinjärvi;Hannusbacken;6724220;3459320;27,5;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;1;FALSE;;;;25;22;10;koristeltu;KM 9404_156;26,25376638;60,62632423
SA;Johannes 17;KM;9406;15;Johannes;Väntsi;6714200;3598592;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Zoomorphic clay idol;Savi-idoli, eläin;1;FALSE;;;;32;29;18;hevonen?;KM 9406_15;28,79254004;60,52645163
SA;Johannes 17;KM;9406;79;Johannes;Väntsi;6714200;3598592;;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;Clay artefacts;Clay with teeth marks;Clay with teeth marks;Purusavi;1;FALSE;44;18;5;;;;saviklöntti, jossa hampaanjälkiä;KM 9406_79;28,79254004;60,52645163
SA;Johannes 17;KM;9416;5;Johannes;Väntsi;6714200;3598592;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;1;FALSE;;;;20;12;8;savirengas?;KM 9416_5;28,79254004;60,52645163
SA;926010005;KM;9552;25;Raahe;Aartokangas;7158338;3401890;85;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;1;FALSE;;;;20;8;7;;KM 9552_25;24,95387574;64,50920367
SA;49010030;KM;9620;3;Espoo;Lockkärrshage;6680704;3363001;25;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;2;FALSE;;;;36;26;24;"idolihahmon ""vyötärö""?, viivakoristelua";KM 9620_3;24,52534415;60,21476184
SA;49010030;KM;9620;3;Espoo;Lockkärrshage;6680704;3363001;25;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay idol;Paimio clay idol;Savi-idoli, Paimio;2;FALSE;;;;35;31;7;"idolihahmon ""selkä""?, viivakoristelua";KM 9620_3;24,52534415;60,21476184
SA;92010013;KM;9663;27;Vantaa;Storskogen;6691203;3392353;25;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay artefact fragment;Saviesineen katkelma;1;FALSE;;;;25;18;13;;KM 9663_27;25,04887616;60,31775789
SA;92010013;KM;9663;38;Vantaa;Storskogen;6691203;3392353;25;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;1;FALSE;;;;22;9;8;;KM 9663_38;25,04887616;60,31775789
SA;92010013;KM;9663;61;Vantaa;Storskogen;6691203;3392353;25;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Clay artefacts;Clay artefact;Clay bar;Saviesine, tanko;1;FALSE;;;;21;9;8;tangon katkelma;KM 9663_61;25,04887616;60,31775789
