Phase;Site id;Collection;Main number;Subnumber;Municipality;Site name;p;i;z;m1;m2;m3;n1;n2;n3;n4;p1;p2;r1;r2;Category;Type;Subtype;Subtype 2;Subtype (Finnish);Certainty;Subtype 2 (Finnish);Integrity;Rock type (Finnish);Length (mm);Width (mm);Thickness (mm);Fragment length (mm);Fragment width (mm);Fragment thickness (mm);Other notes (Finnish);Photo ID;X;Y
SA;kuopio134;KIUR;124;29;Kiuruvesi;Paala;7061189;3480677;;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Perforated stone tool;Perforated stone;;Reikäkivi;1;Reikäkivi. epäsymmetrinen;FALSE;harmaa liuske;0;0;0;86;65;16;;KIUR 124_29;26,60649879;63,65142238
SA;kuopio134;KIUR;124;30;Kiuruvesi;Paala;7061189;3480677;;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Perforated stone tool;Perforated stone;;Reikäkivi;1;Reikäkivi. symmetrinen;FALSE;hiekkakivi;47;42;14;0;0;0;;KIUR 124_30;26,60649879;63,65142238
SA;kuopio134;KIUR;124;44;Kiuruvesi;Paala;7061189;3480677;;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Perforated stone tool;Perforated stone;;Reikäkivi;1;Reikäkivi. epäsymmetrinen;FALSE;harmaa liuske;73;69;14;0;0;0;;KIUR 124_44;26,60649879;63,65142238
SA;kuopio134;KIUR;124;45;Kiuruvesi;Paala;7061189;3480677;;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Perforated stone tool;Perforated stone;;Reikäkivi;1;;FALSE;kiilleliuske;0;0;0;97;53;15;;KIUR 124_45;26,60649879;63,65142238
SA;kuopio134;KIUR;124;46;Kiuruvesi;Paala;7061189;3480677;;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Perforated stone tool;Perforated stone;;Reikäkivi;1;Reikäkirves/reikäkivi;FALSE;?;0;0;0;96;60;35;;KIUR 124_46;26,60649879;63,65142238
SA;a614;KM;721;1;Kiuruvesi;Kiuruvesi;7061189;3481470;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone personal ornament;Slate ring;;Liuskerengas;1;;FALSE;;69;66;;;;;;KM 721_1;26,62250554;63,65146529
SA;a614;KM;721;2;Kiuruvesi;Kiuruvesi;7061189;3481470;;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone shaft-hole axe;Shaft-hole axe with tapering butt;;Suippohamarainen reikäkirves;1;;FALSE;uraliittiporfyriitti;;;;157;71;47;;KM 721_2;26,62250554;63,65146529
SA;uusi 7066;KM;1915;4;Kiuruvesi;;7061189;3481470;;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Perforated stone tool;Perforated stone;;Reikäkivi;1;Reikäkivi. epäsymmetrinen;FALSE;kiilleliuske;;;;134;110;26;;KM 1915_4;26,62250554;63,65146529
SA;uusi 5777;KM;2023;25;Pielavesi;Sulkakoski;7061189;3481470;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone chisel;East Carelian chisel;;Itäkarjalainen tasataltta;2;;FALSE;musta liuske;98;57;26;;;;Molempia kylkiä ilmeisesti hiottu resentisti. mikä hankaloittaa alkuperäisen muodon määrittämistä.;KM 2023_25;26,62250554;63,65146529
SA;uusi 5815;KM;2023;70;Kiuruvesi;;7061189;3481470;;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone shaft-hole axe;Battle axe;;Vasarakirves;1;;FALSE;diabaasi;108;62;37;;;;;KM 2023_70;26,62250554;63,65146529
SA;uusi 5815;KM;2023;84;Kiuruvesi;;7061189;3481470;;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone axe;Four-sided axe;;Nelisivuinen oikokirves;3;;FALSE;tummanharmaa liuske;;;;77;31;16;;KM 2023_84;26,62250554;63,65146529
SA;uusi 5868;KM;2023;89;Kiuruvesi;;7061189;3481470;;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone chisel;South Carelian chisel;;Eteläkarjalainen tasataltta;2;;FALSE;vihreäliuske;92;48;20;;;;Lievästi käytä alalape.;KM 2023_89;26,62250554;63,65146529
SA;uusi 5868;KM;2023;90;Kiuruvesi;;7061189;3481470;;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone chisel;Northbothnian chisel;;Pohjalainen tasataltta;1;;TRUE;sädekiviliuske;90;44;16;;;;;KM 2023_90;26,62250554;63,65146529
SA;uusi 5868;KM;2023;91;Kiuruvesi;;7061189;3481470;;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone chisel;Northbothnian chisel;;Pohjalainen tasataltta;1;;TRUE;sädekiviliuske;119;46;21;;;;;KM 2023_91;26,62250554;63,65146529
SA;uusi 5868;KM;2023;92;Kiuruvesi;;7061189;3481470;;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone chisel;South Carelian chisel;;Eteläkarjalainen tasataltta;1;;TRUE;vihreäliuske;74;48;19;;;;Lievästi käyrä alalape.;KM 2023_92;26,62250554;63,65146529
SA;uusi 5868;KM;2023;93;Kiuruvesi;;7061189;3481470;;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone adze;Northbothnian adze;;Pohjalainen kourutaltta;1;;FALSE;sädekiviliuske;122;50;19;;;;;KM 2023_93;26,62250554;63,65146529
SA;uusi 5868;KM;2023;94;Kiuruvesi;;7061189;3481470;;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone chisel;South Carelian chisel;;Eteläkarjalainen tasataltta;1;;FALSE;vihreäliuske;54;44;14;;;;Lievästi käyrä alalape.;KM 2023_94;26,62250554;63,65146529
SA;uusi 5868;KM;2023;95;Kiuruvesi;;7061189;3481470;;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone chisel;South Carelian chisel;;Eteläkarjalainen tasataltta;2;;FALSE;vihreäliuske;80;43;10;;;;;KM 2023_95;26,62250554;63,65146529
SA;uusi 5868;KM;2023;97;Kiuruvesi;;7061189;3481470;;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Perforated stone tool;Perforated stone;;Reikäkivi;1;Reikäkivi. epäsymmetrinen;TRUE;kiilleliuske;114;84;71;;;;Reikä porattu kahdelta puolelta. Toisella sivulla epäsäännöllisen muotoinen. n. 5 cm pitkä uurre.;KM 2023_97;26,62250554;63,65146529
SA;uusi 5868;KM;2023;98;Kiuruvesi;;7061189;3481470;;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Perforated stone tool;Perforated stone;;Reikäkivi;1;Reikäkivi. epäsymmetrinen;TRUE;kiilleliuske;115;72;45;;;;Reikä porattu kahdelta puolelta. Toisella sivulla epäsäännöllisen muotoinen. n. 5 cm pitkä uurre.;KM 2023_98;26,62250554;63,65146529
SA;uusi 6721;KM;6684;1;Kiuruvesi;;7061189;3481470;;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone chisel;Stone chisel;;Tasataltta;1;;TRUE;harmaa liuske;90;38;17;;;;;KM 6684_1;26,62250554;63,65146529
SA;uusi 6721;KM;6684;2;Kiuruvesi;;7061189;3481470;;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Perforated stone tool;Globular mace head;;Pallonuija;1;;TRUE;harmaa kivilaji;127;125;90;;;;;KM 6684_2;26,62250554;63,65146529
SA;uusi 764;KM;21548;;Kiuruvesi;Kiuruvesi;7061189;3481470;;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone adze;Stone adze;;Kourutaltta;1;;FALSE;;106;47;20;;;;suoraselkäinen;KM 21548;26,62250554;63,65146529
SA;uusi 764;KM;21549;;Kiuruvesi;Kiuruvesi;7061189;3481470;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Perforated stone tool;Tapering oval perforated stone;;Suiponsoikea reikäkivi;1;;FALSE;;183;88;24;;;;;KM 21549;26,62250554;63,65146529
SA;Karjala 143;KM;22245;336;Kiuruvesi;Kiuruveden pitäjä;7061189;3481470;;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone chisel;Stone chisel;;Tasataltta;1;;FALSE;vihreäliuske;63;32;13;;;;;KM 22245_336;26,62250554;63,65146529
SA;236010008;KM;18472;;Kaustinen;Harjukoski;7061196;3335127;62,5;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Perforated stone tool;Rhombus perforated stone;;Rombimainen reikäkivi;1;;FALSE;kiilleliuske;;;;93;58;12;puolikas;KM 18472;23,67180853;63,6134814
SA;1000000297;KM;24241;;Pyhäjärvi;Verkkoranta;7061200;3449890;140;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone chisel;Stone chisel;;Tasataltta;1;;FALSE;sädekiviliuske;102;44;21;;;;;KM 24241;25,98512242;63,64847835
SA;uusi 1390;KM;19093;;Nurmes;Mustaniemi;7061339;3589380;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone axe;Sperrings axe;;Sperringsin kirves;3;;FALSE;diabaasi;126;60;35;;;;;KM 19093;28,80031061;63,64204249
SA;uusi 5432;KM;8289;1;Kiuruvesi;Kapeasalmi;7061340;3476000;;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone axe;Stone axe;;Kivikirves;1;;FALSE;harmaa liuske;130;48;27;;;;;KM 8289_1;26,51207117;63,65248759
SA;uusi 5432;KM;8289;2;Kiuruvesi;Kapeasalmi;7061340;3476000;;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone chisel;Stone chisel;;Tasataltta;1;;TRUE;sädekiviliuske;77;35;17;;;;;KM 8289_2;26,51207117;63,65248759
SA;1000000307;KM;12224;1;Pyhäjärvi;Likoniemi;7061420;3449860;140;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone axe;Primitive axe;;Alkeellinen kirves;1;;TRUE;harmaa liuske;88;62;22;;;;;KM 12224_1;25,98444648;63,65044735
SA;1000000307;KM;12224;2;Pyhäjärvi;Likoniemi;7061420;3449860;140;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone axe;Primitive axe;;Alkeellinen kirves;1;;TRUE;harmaa liuske;90;42;20;;;;;KM 12224_2;25,98444648;63,65044735
SA;1000000307;KM;12224;3;Pyhäjärvi;Likoniemi;7061420;3449860;140;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone chisel;Stone chisel;;Tasataltta;1;;TRUE;sädekiviliuske;126;45;22;;;;;KM 12224_3;25,98444648;63,65044735
SA;1000000307;KM;12290;25;Pyhäjärvi;Likoniemi;7061420;3449860;140;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone axe;Stone axe;;Kivikirves;2;;FALSE;kiilleliuske;;;;95;42;16;;KM 12290_25;25,98444648;63,65044735
SA;1000000307;KM;12587;48;Pyhäjärvi;Likoniemi;7061420;3449860;140;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone chisel;Stone chisel;;Tasataltta;1;;TRUE;harmaa liuske;87;38;18;;;;;KM 12587_48;25,98444648;63,65044735
SA;1000000307;KM;30863;1;Pyhäjärvi;Likoniemi;7061420;3449860;140;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone adze;Adze-chisel;;Kouru-tasataltta;1;;FALSE;sädekiviliuske;143;45;28;;;;;KM 30863_1;25,98444648;63,65044735
SA;x466;KM;15874;;Nurmes;Haapakylä Ruotinsaari;7061473;3590114;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Perforated stone tool;Rhombus perforated stone;;Rombimainen reikäkivi;2;;FALSE;;139;58;18;;;;;KM 15874;28,81519119;63,64305789
SA;1000000329;KM;30854;;Pyhäjärvi;Paljakkasaari;7061620;3450320;140;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Perforated stone tool;Perforated stone;;Reikäkivi;1;Reikäkivi. symmetrinen;FALSE;hiekkakivi;110;110;22;;;;;KM 30854;25,99366651;63,6523065
SA;uusi 8475;KM;3590;3;Sonkajärvi;Lähdeniemi;7061645;3526786;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone arrowhead;Tapering oval arrowhead;Tapering oval flint arrowhead;Piinuolenkärki;1;;TRUE;pii;62;27;8;;;;;KM 3590_3;27,53730745;63,65504945
SA;a188;KM;26327;1;Kiuruvesi;Yläkorpi;7061980;3476900;102,5;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone adze;Stone adze;;Kourutaltta;1;;FALSE;harmaa liuske;265;46;37;;;;suoraselkäinen;KM 26327_1;26,5301432;63,65828923
SA;kuopio131;KHMESIE;4223;;Kiuruvesi;Hovi;7062085;3480247;;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone adze;Miniature adze;;Pienoiskourutaltta;1;;TRUE;saviliuske;56;24;15;;;;;KHMESIE 4223;26,59770537;63,65943604
SA;uusi 4151;KM;9240;1;Pedersöre;Forsbacka;7062108;3302119;;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone adze;Stone adze;;Kourutaltta;1;;TRUE;musta liuske;48;26;12;;;;käyräselkäinen;KM 9240_1;23,00682003;63,60470925
SA;uusi 4151;KM;9240;2;Pedersöre;Forsbacka;7062108;3302119;;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone chisel;Small chisel;;Pikkutaltta;1;;TRUE;musta liuske;42;29;9;;;;;KM 9240_2;23,00682003;63,60470925
SA;541010023;KM;21063;;Nurmes;Viitaniemi 2;7062186;3604003;100;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Stone artefacts;Perforated stone tool;Perforated stone;;Reikäkivi;1;Reikäkivi. symmetrinen;FALSE;kiillegneissi;136;99;31;;;;;KM 21063;29,09575465;63,64564117
SA;541010023;KM;32853;1;Nurmes;Viitaniemi 2;7062186;3604003;100;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;Stone artefacts;Stone axe;Stone axe;;Kivikirves;1;;FALSE;harmaa liuske;170;60;47;;;;;KM 32853_1;29,09575465;63,64564117
SA;1000018520;KM;13183;;Haapajärvi;Leväjärven ranta;7062215;3419093;;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone chisel;Stone chisel;;Tasataltta;1;;TRUE;harmaa liuske;93;51;15;;;;;KM 13183;25,36323657;63,65185208
SA;69000001;KM;14585;;Haapajärvi;Jätinlinna;7062256;3420388;;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Perforated stone tool;Perforated stone;;Reikäkivi;1;Reikäkivi. epäsymmetrinen;TRUE;hiekkakivi;127;110;55;;;;epäsäännöllinen muodoltaan;KM 14585;25,38934599;63,65251476
SA;1000000296;KM;27537;;Pyhäjärvi;Matarapelto;7062300;3448920;147,5;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone axe;Primitive axe;;Alkeellinen kirves;1;;FALSE;harmaa liuske;170;69;23;;;;;KM 27537;25,9651883;63,6582052
SA;uusi 936;KM;30962;;Toholampi;Kortemaa;7062329;3373472;115;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone adze;Stone adze;;Kourutaltta;1;;FALSE;diabaasi;91;24;13;;;;Kourutaltta. käyräselkäinen;KM 30962;24,44307555;63,63945432
SA;uusi 5361;KM;8026;1;Sonkajärvi;Vääränmäki;7062410;3528760;;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone chisel;Double chisel;;Kaksoistasataltta;1;;TRUE;sädekiviliuske;109;39;19;;;;terät ristikkäin;KM 8026_1;27,57729612;63,66175752
SA;uusi 5361;KM;8026;2;Sonkajärvi;Vääränmäki;7062410;3528760;;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone adze;Stone adze;;Kourutaltta;1;;TRUE;sädekiviliuske;105;43;24;;;;suoraselkäinen;KM 8026_2;27,57729612;63,66175752
SA;uusi 5362;KM;8026;3;Sonkajärvi;Heinäsalmi;7062430;3527280;;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone chisel;Stone chisel;;Tasataltta;1;;TRUE;harmaa liuske;89;41;17;;;;;KM 8026_3;27,54741554;63,66205367
SA;uusi 5362;KM;8026;4;Sonkajärvi;Heinäsalmi;7062430;3527280;;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone chisel;Stone chisel;;Tasataltta;1;;TRUE;sädekiviliuske;81;30;14;;;;;KM 8026_4;27,54741554;63,66205367
SA;uusi 5362;KM;8026;5;Sonkajärvi;Heinäsalmi;7062430;3527280;;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone chisel;Stone chisel;;Tasataltta;1;;TRUE;harmaa kivilaji;53;36;12;;;;;KM 8026_5;27,54741554;63,66205367
SA;x63;KM;18475;;Kaustinen;Jylhä;7062447;3334029;;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Perforated stone tool;Perforated stone;;Reikäkivi;1;Reikäkivi. epäsymmetrinen;FALSE;kiillegneissi;92;71;14;;;;;KM 18475;23,6483913;63,62417079
SA;uusi 5819;KM;2023;100;Iisalmi;Talo nro 6;7062626;3524154;;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone axe;Ice pick;;Tuura;1;;TRUE;kiilleliuske;341;68;44;;;;"""V. 1876 löydetty lapinrauniosta Rutakon kylän talon n:o 6 maalta Iisalmen pitäjästä.""";KM 2023_100;27,48432431;63,66403805
SA;1000015757;KM;17101;;Reisjärvi;Paavolanmäki;7062654;3394284;;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Perforated stone tool;Globular mace head;;Pallonuija;1;;FALSE;hiekkakivi;123;119;69;;;;;KM 17101;24,86247906;63,64921975
SA;uusi 503;KM;27894;;Kruunupyy;Torrfurumossen;7062825;3321103;45;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;Stone artefacts;Stone shaft-hole axe;Straight-backed shaft-hole axe;;Suoraselkäinen reikäkirves;1;;FALSE;;103;52;41;;;;;KM 27894;23,38780309;63,62124581
SA;uusi 1394;KM;19098;;Nurmes;Kurenkoski;7062921;3580847;;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Perforated stone tool;Globular mace head;;Pallonuija;2;;FALSE;;115;112;64;;;;;KM 19098;28,62900855;63,65828026
SA;1000010436;KM;24223;;Nurmes;Sorjola;7062994;3602727;100;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone chisel;Stone chisel;;Tasataltta;1;;FALSE;musta liuske;58;41;18;;;;;KM 24223;29,07054793;63,65325764
SA;a585;KM;483;;Reisjärvi;Niinikoski fors;7063110;3406099;;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone axe;Stone axe;;Kivikirves;1;;FALSE;harmaa liuske;156;61;25;;;;;KM 483;25,10054507;63,65665371
SA;a585;KM;484;;Reisjärvi;Niinikoski fors;7063110;3406099;;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone axe;Primitive axe;;Alkeellinen kirves;2;;FALSE;harmaa liuske;109;54;25;;;;kanta osa vain hyvin karkeasti muotoiltu;KM 484;25,10054507;63,65665371
SA;a585;KM;485;;Reisjärvi;Niinikoski fors;7063110;3406099;;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone axe;Primitive axe;;Alkeellinen kirves;2;;FALSE;saviliuske;135;55;18;;;;kyljet karkeasti muotoltuja;KM 485;25,10054507;63,65665371
SA;a585;KM;486;;Reisjärvi;Niinikoski fors;7063110;3406099;;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone chisel;Stone chisel;;Tasataltta;1;;FALSE;sädekiviliuske;82;41;11;;;;;KM 486;25,10054507;63,65665371
SA;a585;KM;487;;Reisjärvi;Niinikoski fors;7063110;3406099;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone chisel;East Carelian chisel;;Itäkarjalainen tasataltta;1;;FALSE;sädekiviliuske;162;41;26;;;;;KM 487;25,10054507;63,65665371
SA;a585;KM;488;;Reisjärvi;Niinikoski fors;7063110;3406099;;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone chisel;Northbothnian chisel;;Pohjalainen tasataltta;2;;FALSE;sädekiviliuske;96;46;15;;;;;KM 488;25,10054507;63,65665371
SA;a585;KM;489;;Reisjärvi;Niinikoski fors;7063110;3406099;;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone chisel;Northbothnian chisel;;Pohjalainen tasataltta;2;;FALSE;sädekiviliuske;111;50;13;;;;;KM 489;25,10054507;63,65665371
SA;a585;KM;490;;Reisjärvi;Niinikoski fors;7063110;3406099;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone adze;East Carelian adze;;Itäkarjalainen kourutaltta;1;;FALSE;sädekiviliuske;113;27;16;;;;;KM 490;25,10054507;63,65665371
SA;a585;KM;491;;Reisjärvi;Niinikoski fors;7063110;3406099;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone adze;Kiukainen adze;;Kiukaisten kourutaltta;2;;FALSE;dolomiitti;116;71;17;;;;kouru lähes poishioitunut. esine on saatettu muotoilla uudelleen;KM 491;25,10054507;63,65665371
SA;a585;KM;492;;Reisjärvi;Niinikoski fors;7063110;3406099;;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone chisel;Stone chisel;;Tasataltta;2;;FALSE;sädekiviliuske;135;35;16;;;;terä hyvin kapea;KM 492;25,10054507;63,65665371
SA;a585;KM;608;1;Reisjärvi;Niinikoski fors;7063110;3406099;;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone axe;Northbothnian axe;;Pohjalainen kirves;1;;FALSE;sädekiviliuske;187;62;32;;;;;KM 608_1;25,10054507;63,65665371
SA;a585;KM;608;2;Reisjärvi;Niinikoski fors;7063110;3406099;;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone axe;Northbothnian axe;;Pohjalainen kirves;1;;FALSE;sädekiviliuske;153;63;30;;;;;KM 608_2;25,10054507;63,65665371
SA;a585;KM;608;3;Reisjärvi;Niinikoski fors;7063110;3406099;;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone chisel;Northbothnian chisel;;Pohjalainen tasataltta;1;;FALSE;sädekiviliuske;126;46;19;;;;;KM 608_3;25,10054507;63,65665371
SA;a585;KM;608;4;Reisjärvi;Niinikoski fors;7063110;3406099;;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone chisel;Northbothnian chisel;;Pohjalainen tasataltta;1;;FALSE;sädekiviliuske;99;42;18;;;;;KM 608_4;25,10054507;63,65665371
SA;a585;KM;608;5;Reisjärvi;Niinikoski fors;7063110;3406099;;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone chisel;Stone chisel;;Tasataltta;1;;FALSE;harmaa liuske;63;33;9;;;;;KM 608_5;25,10054507;63,65665371
