Phase;Site id;Collection;Main number;Subnumber;Municipality;Site name;p;i;z;m1;m2;m3;n1;n2;n3;n4;p1;p2;r1;r2;Category;Type;Subtype;Subtype 2;Subtype (Finnish);Certainty;Subtype 2 (Finnish);Integrity;Rock type (Finnish);Length (mm);Width (mm);Thickness (mm);Fragment length (mm);Fragment width (mm);Fragment thickness (mm);Other notes (Finnish);Photo ID;X;Y
SA;uusi 5701;KM;2003;2;Uusi Laatokka;Wolchovan jokivarsi;6558775;3798936;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone arrowhead;Tapering oval arrowhead;Tapering oval flint arrowhead;Piinuolenkärki;;;FALSE;pii;54;17;7;;;;;KM 2003_16;32,20740005;59,03879477
SA;1000012797;KM;15887;16;Raasepori;Gästans Gästans;6648156;3317321;5;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Stone artefacts;Other stone artefact;Whetstone pendant;;Riipushioin;2;Riipushioin. reiällinen;FALSE;;109;36;15;;;;toisessa päässä reikä;KM 15887_16;23,73161812;59,9051875
SA;40010027;KM;29578;100;Kemiönsaari;Kyrksundet;6649270;3247493;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone arrowhead;Tapering oval arrowhead;Tapering oval flint arrowhead;Piinuolenkärki;2;;FALSE;pii;16;12;;;;;koverokantainen kolmiomainen kärki;KM 29578_100;22,4859907;59,87836397
SA;x709;KM;14399;;Hanko;Bromarv Prästö;6650401;3277409;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;Stone artefacts;Perforated stone tool;Perforated stone;;Reikäkivi;1;Reikäkivi. epäsymmetrinen;TRUE;graniitti;101;88;32;;;;;KM 14399;23,01761569;59,90569683
SA;turku203;TMM;12960;1;Kemiönsaari;Stora Ängeskär;6651046;3243436;;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;TRUE;Stone artefacts;Other stone artefact;Whetstone pendant;;Riipushioin;1;;TRUE;ruskea liuske;47;12;11;0;0;0;OK 2010;TMM 12960_1;22,41158722;59,89175504
SA;uusi 758;KM;21529;;Inkoo;Tostholm;6652129;3323990;5;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone shaft-hole axe;Battle axe;;Vasarakirves;1;;FALSE;diabaasi;;;;55;70;43;keskikatkelma;KM 21529;23,84723167;59,94369361
SA;uusi 479;KM;27664;;Raasepori;Rågö Mäenrinne;6654572;3318473;10;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone chisel;Stone chisel;;Tasataltta;1;;FALSE;harmaa liuske;91;50;17;;;;;KM 27664;23,74653908;59,96319167
SA;uusi 3469;KM;11993;;Kemiönsaari;Kasnäs;6655008;3243955;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Perforated stone tool;Rhombus perforated stone;;Rombimainen reikäkivi;1;;FALSE;kiilleliuske;;;;149;65;29;uusiokäytetty (uusi reikä);KM 11993;22,41593397;59,92752547
SA;uusi 4509;KM;8837;4;Raasepori;Söderby;6655095;3308254;;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone axe;Stone axe;;Kivikirves;2;;FALSE;harmaa kivilaji;;;;47;41;24;;KM 8837_4;23,56344508;59,96324435
SA;1000003895;KM;25254;;Kirkkonummi;Porkkala;6655402;3356976;;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone axe;Stone axe;;Kivikirves;1;;FALSE;hiekkakivi;98;70;23;;;;;KM 25254;24,43448476;59,98582153
SA;uusi 2563;KM;10828;13;Raasepori;;6656730;3301221;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone shaft-hole axe;Simple shaft-hole axe;;Yksinkertainen reikäkirves;2;;TRUE;porfyyri;113;62;42;;;;;KM 10828_13;23,43621163;59,97455534
SA;uusi 2564;KM;10828;14;Raasepori;;6656730;3301221;;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;Stone artefacts;Perforated stone tool;Grooved mace head;;Uurrenuija;2;;TRUE;kvartsiitti;48;37;31;;;;;KM 10828_14;23,43621163;59,97455534
SA;turku183;TMM;8300;1;Raasepori;Tammisaari;6656868;3301337;;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone chisel;Northbothnian chisel;;Pohjalainen tasataltta;1;;TRUE;sädekiviliuske;161;62;15;0;0;0;puuttuu 1997. kortisto. Löytyi 2019 maalöytövaraston sivuhyllyltä.;TMM 8300_1;23,43815194;59,97584761
SA;1000002763;KM;15130;;Raasepori;Kasarmialue;6658569;3305236;17;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone adze;Stone adze;;Kourutaltta;1;;TRUE;diabaasi;60;23;14;;;;;KM 15130;23,50623747;59,99295109
SA;uusi 1228;KM;33738;;Raasepori;Järpvägen;6658676;3305582;;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Perforated stone tool;Perforated stone;;Reikäkivi;1;Reikäkivi. symmetrinen;FALSE;kiillegneissi;84;68;27;;;;;KM 33738;23,51232436;59,99407347
SA;uusi 1101;KM;32548;1;Raasepori;Brutuböle;6659292;3285225;;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone axe;Stone axe;;Kivikirves;1;;FALSE;diabaasi;;;;99;57;34;kantakatkelma;KM 32548_1;23,14773108;59,98946229
SA;uusi 1101;KM;32548;2;Raasepori;Brutuböle;6659292;3285225;;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Perforated stone tool;Perforated stone;;Reikäkivi;1;Reikäkivi. epäsymmetrinen;FALSE;kiillegneissi;125;114;43;;;;;KM 32548_2;23,14773108;59,98946229
SA;turku174;TMM;6429;1;Raasepori;Bromarv;6659586;3278873;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone adze;East Carelian adze;;Itäkarjalainen kourutaltta;1;;TRUE;vihreäliuske;119;34;25;0;0;0;;TMM 6429_1;23,03388752;59,9887289
SA;1000021361;KM;14333;1;Kemiönsaari;Hiittinen. Biskopsö;6659683;3251700;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone axe;Kiukainen axe;;Kiukaisten kirves;1;;TRUE;diabaasi;139;56;30;;;;;KM 14333_1;22,54839212;59,97409675
SA;1000021361;KM;14333;2;Kemiönsaari;Hiittinen. Biskopsö;6659683;3251700;;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone axe;Stone axe;;Kivikirves;1;;TRUE;harmaa kivilaji;200;51;28;;;;;KM 14333_2;22,54839212;59,97409675
SA;uusi 921;KM;30880;;Raasepori;Brinkbacka;6660100;3310522;20;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone chisel;Stone chisel;;Tasataltta;1;;FALSE;diabaasi;100;46;26;;;;;KM 30880;23,59937104;60,00913883
SA;uusi 756;KM;21523;;Inkoo;Västerby;6660614;3319729;26;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone chisel;Stone chisel;;Tasataltta;1;;FALSE;harmaa liuske;64;46;10;;;;;KM 21523;23,76369907;60,01788828
SA;149010059;KM;35867;11;Inkoo;Kärrängen;6660665;3329591;20;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone blade;Flint blade;Flint blade artefact;Piisäle-esine;2;;FALSE;pii;;;;17;16;3;;KM 35867_11;23,94023454;60,02255643
SA;uusi 4116;KM;9170;;Inkoo;Svartbäck;6660682;3331021;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone adze;Kiukainen adze;;Kiukaisten kourutaltta;1;;TRUE;porfyyri;109;51;27;;;;suoraselkäinen;KM 9170;23,96582917;60,02329985
SA;149010020;KM;15169;;Inkoo;Svartbäck;6660687;3329959;17,5;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone shaft-hole axe;Simple shaft-hole axe;;Yksinkertainen reikäkirves;1;;TRUE;diabaasi;116;67;63;;;;;KM 15169;23,94680642;60,02290619
SA;turku86;Linder;77;;;;6660852;3322454;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone adze;Jäkärlä adze;;Jäkärlän kourutaltta;2;;TRUE;diabaasi;119;48;27;0;0;0;;Linder 77;23,81227898;60,02120831
SA;turku86;Linder;127;;;;6660852;3322454;;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone axe;Shouldered axe;;Olkakirves;2;;FALSE;diabaasi;0;0;0;86;50;23;;Linder 127;23,81227898;60,02120831
SA;1000002488;KM;33689;1;Raasepori;Kullåkerbacken;6661200;3314400;15;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone chisel;Stone chisel;;Tasataltta;2;;FALSE;;65;25;15;;;;;KM 33689_1;23,66777724;60,02076554
SA;uusi 5460;KM;1923;;Inkoo;Fagervik;6661320;3322503;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Perforated stone tool;Rhombus perforated stone;;Rombimainen reikäkivi;1;;TRUE;kiilleliuske;189;63;28;;;;;KM 1923;23,81275208;60,02542359
SA;turku75;Linder;46;;;;6661352;3322454;;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone axe;Northbothnian axe;;Pohjalainen kirves;2;;FALSE;sädekiviliuske;0;0;0;123;69;30;Aavistus poikkiteräisyyttä;Linder 46;23,81184698;60,02568918
SA;turku75;Linder;46;;;;6661352;3322454;;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone axe;Northbothnian axe;;Pohjalainen kirves;2;;FALSE;sädekiviliuske;0;0;0;123;69;30;Aavistus poikkiteräisyyttä;Linder 46;23,81184698;60,02568918
SA;turku75;Linder;136;;;;6661352;3322454;;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone axe;Ice pick;;Tuura;1;;FALSE;ruskea liuske;0;0;0;228;70;33;;Linder 136;23,81184698;60,02568918
SA;turku75;Linder;136;;;;6661352;3322454;;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone axe;Ice pick;;Tuura;1;;FALSE;ruskea liuske;0;0;0;228;70;33;;Linder 136;23,81184698;60,02568918
SA;uusi 1064;KM;32160;;Raasepori;Åkerbo;6661441;3279235;;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Perforated stone tool;Perforated stone;;Reikäkivi;1;Reikäkivi. epäsymmetrinen;FALSE;kiillegneissi;118;98;51;;;;;KM 32160;23,03836877;60,00553343
SA;a567;KM;347;;Inkoo;Långvik;6661665;3326508;;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone adze;Stone adze;;Kourutaltta;1;;FALSE;harmaa liuske;105;59;15;;;;suoraselkäinen;KM 347;23,88418304;60,03022766
SA;835010087;KM;30598;5;Raasepori;Vesterkulla;6662027;3311043;25;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone arrowhead;Tapering oval arrowhead;Tapering oval flint arrowhead;Piinuolenkärki;2;;FALSE;pii;;;;30;14;3;kärkikatkelma;KM 30598_5;23,60692305;60,02664449
SA;835010087;KM;31105;133;Raasepori;Vesterkulla;6662027;3311043;25;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone arrowhead;Tapering oval arrowhead;Tapering oval arrowhead;Kvartsinuolenkärki;1;;FALSE;kvartsi;29;11;3;;;;;KM 31105_133;23,60692305;60,02664449
SA;835010087;KM;31105;373;Raasepori;Vesterkulla;6662027;3311043;25;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone arrowhead;Tapering oval arrowhead;Tapering oval flint arrowhead;Piinuolenkärki;1;;FALSE;pii;;;;;;;kärkikatkelma;KM 31105_373;23,60692305;60,02664449
SA;835010087;KM;31105;373;Raasepori;Vesterkulla;6662027;3311043;25;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone arrowhead;Tapering oval arrowhead;Tapering oval flint arrowhead;Piinuolenkärki;1;;FALSE;pii;;;;;;;;KM 31105_373;23,60692305;60,02664449
SA;uusi 1036;KM;32034;;Raasepori;Kurby gård;6662559;3311305;25;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone axe;Sperrings axe;;Sperringsin kirves;1;;FALSE;uraliittiporfyriitti;131;57;36;;;;;KM 32034;23,61112528;60,03153166
SA;uusi 1092;KM;32454;1;Raasepori;Grönkärr;6662586;3310705;22;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone adze;Jäkärlä adze;;Jäkärlän kourutaltta;2;;FALSE;porfyyri;98;34;19;;;;varttamisura;KM 32454_1;23,60035642;60,03149733
SA;uusi 4188;KM;9312;;Raasepori;;6662818;3341839;;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone adze;Stone adze;;Kourutaltta;1;;TRUE;harmaa liuske;225;63;26;;;;käyräselkäinen;KM 9312;24,15794793;60,04675875
SA;a540;KM;252;;Inkoo;Inkoo;6662957;3333398;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone shaft-hole axe;Simple shaft-hole axe;;Yksinkertainen reikäkirves;2;;FALSE;gabro;;;;53;55;53;;KM 252;24,00655324;60,04466298
SA;x150;KM;17058;;Inkoo;Hedberg;6662957;3333398;;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone chisel;South Finnish chisel;;Eteläsuomalainen tasataltta;2;;FALSE;porfyyri;82;46;21;;;;;KM 17058;24,00655324;60,04466298
SA;x198;KM;17289;;Inkoo;Kotiseutumuseo;6662957;3333398;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Perforated stone tool;Rhombus perforated stone;;Rombimainen reikäkivi;1;;FALSE;harmaa liuske;205;69;31;;;;;KM 17289;24,00655324;60,04466298
SA;uusi 6943;KM;1865;6;Inkoo;Olkila;6662957;3333399;;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone axe;Four-sided axe;;Nelisivuinen oikokirves;1;;TRUE;diabaasi;100;54;32;;;;;KM 1865_6;24,00657116;60,04466339
SA;uusi 6944;KM;1865;7;Inkoo;;6662957;3333399;;FALSE;TRUE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone adze;Stone adze;;Kourutaltta;1;;FALSE;harmaa liuske;92;33;24;;;;Käyräselkäinen.;KM 1865_7;24,00657116;60,04466339
SA;turku81;Linder;55;;;;6663056;3332699;;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone axe;Four-sided axe;;Nelisivuinen oikokirves;1;;TRUE;diabaasi;69;44;20;0;0;0;;Linder 55;23,99394599;60,04526585
SA;turku81;Linder;72;;;;6663056;3332699;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone adze;East Carelian adze;;Itäkarjalainen kourutaltta;1;;FALSE;vihreäliuske;;0;0;139;38;26;;Linder 72;23,99394599;60,04526585
SA;turku81;Linder;122;;;;6663056;3332699;;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone adze;Stone adze;;Kourutaltta;1;;FALSE;harmaa liuske;0;0;0;103;44;35;;Linder 122;23,99394599;60,04526585
SA;turku81;Linder;133;;;;6663056;3332699;;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone adze;Stone adze;;Kourutaltta;1;Kourutaltta. käyräselkäinen;FALSE;ruskea liuske;0;0;0;86;35;22;;Linder 133;23,99394599;60,04526585
SA;turku81;Linder;134;;;;6663056;3332699;;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone chisel;Small chisel;;Pikkutaltta;1;;TRUE;vaaleanruskea liuske;38;31;10;0;0;0;;Linder 134;23,99394599;60,04526585
SA;turku81;Linder;135;;;;6663056;3332699;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone axe;Kiukainen axe;;Kiukaisten kirves;2;;FALSE;diabaasi;0;0;0;76;46;23;;Linder 135;23,99394599;60,04526585
SA;turku81;Linder;151;;;;6663056;3332699;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone axe;Kiukainen axe;;Kiukaisten kirves;1;;FALSE;vihreä porfyriitti;0;0;0;72;44;19;;Linder 151;23,99394599;60,04526585
SA;x549;KM;14778;;Inkoo;Grindbacka;6663126;3330489;;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone axe;Stone axe;;Kivikirves;1;;FALSE;diabaasi;56;42;30;;;;;KM 14778;23,95428417;60,04498594
SA;220010002;KM;30599;593;Raasepori;Domargård I;6663430;3312339;25;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;Stone artefacts;Other stone artefact;Stone disc;;Kivikiekko;1;;FALSE;hiekkakivi;;;;;;;;KM 30599_593;23,62884517;60,03980989
SA;uusi 3855;KM;9707;;Suursaari;Suurkylä;6663481;3498614;;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone shaft-hole axe;Simple shaft-hole axe;;Yksinkertainen reikäkirves;2;;FALSE;musta liuske;233;95;55;;;;;KM 9707;26,97205417;60,08326105
SA;uusi 206;KM;23199;;Inkoo;Engshyddan;6663525;3340089;15;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone axe;Stone axe;;Kivikirves;1;;FALSE;sädekiviliuske;;;;138;46;31;;KM 23199;24,12602978;60,05241792
SA;uusi 661;KM;21190;;Raasepori;Degerbyn kartano;6663629;3312205;35;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone axe;Jäkärlä axe;;Jäkärlän kirves;2;;FALSE;diabaasi;107;62;39;;;;;KM 21190_;23,62626295;60,04153163
SA;uusi 4646;KM;7104;2;Raasepori;Malmås torp;6663659;3290829;;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone adze;East Carelian adze;;Itäkarjalainen kourutaltta;2;;TRUE;vihreä liuske;84;34;24;;;;käyräselkäinen;KM 7104_2;23,24347194;60,03146333
SA;149010061;KM;17600;;Inkoo;Brännbacka;6663810;3329991;20;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone axe;Stone axe;;Kivikirves;1;;FALSE;harmaa liuske;;;;86;65;28;teräkatkelma;KM 17600;23,94479311;60,05091042
SA;turku117;Linder;264;;;;6664074;3289270;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone adze;Jäkärlä adze;;Jäkärlän kourutaltta;2;;TRUE;harmaa kivilaji;80;33;18;0;0;0;käyräselkäinen. sidontaura;Linder 264;23,21514153;60,03438287
SA;turku117;Linder;264;;;;6664074;3289270;;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone adze;Jäkärlä adze;;Jäkärlän kourutaltta;2;;TRUE;harmaa kivilaji;80;33;18;0;0;0;käyräselkäinen. sidontaura;Linder 264;23,21514153;60,03438287
SA;b201;KM;29983;1;Raasepori;Karjaa;6664377;3320180;;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone chisel;Northbothnian chisel;;Pohjalainen tasataltta;1;;FALSE;sädekiviliuske;140;42;20;;;;;KM 29983_1;23,76847753;60,05180753
SA;b201;KM;29983;2;Raasepori;Karjaa;6664377;3320180;;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone axe;Four-sided axe;;Nelisivuinen oikokirves;2;;FALSE;diabaasi;113;54;38;;;;nuorakeraamista tyyppiä;KM 29983_2;23,76847753;60,05180753
SA;turku63;Linder;12;;;;6664391;3316337;;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone chisel;Small chisel;;Pikkutaltta;1;;TRUE;musta liuske;44;40;15;0;0;0;;Linder 12;23,69960014;60,0502301
SA;b202;KM;29985;;Raasepori;Karjalaisten suo;6664496;3320255;34;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone axe;Stone axe;;Kivikirves;1;;FALSE;porfyyri;140;69;36;;;;;KM 29985;23,76971727;60,0529068
SA;uusi 2571;KM;10828;20;Raasepori;Norrmossen;6664529;3319347;;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone axe;Stone axe;;Kivikirves;1;;TRUE;sädekiviliuske;191;57;33;;;;;KM 10828_20;23,75341594;60,05280355
SA;220010031;KM;29986;1;Raasepori;Solbacka;6664546;3319970;36;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone chisel;Narrow chisel;;Kaitataltta;1;;FALSE;sädekiviliuske;;;;56;34;10;;KM 29986_1;23,76456585;60,05322985
SA;1000000046;KM;35942;1;Inkoo;Malmskyan;6664951;3338837;15;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone chisel;East Carelian chisel;;Itäkarjalainen tasataltta;2;;FALSE;vihreäliuske;101;38;25;;;;;KM 35942_1;24,10246436;60,06471055
SA;uusi 2572;KM;10828;21;Raasepori;Grönkulla;6664973;3315668;;FALSE;FALSE;TRUE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone adze;Stone adze;;Kourutaltta;1;;TRUE;harmaa kivilaji;161;40;22;;;;;KM 10828_21;23,68708965;60,05514505
SA;149010060;KM;16285;12;Inkoo;Vahrs;6665221;3329354;20;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone fishing implement;Linen sinker;;Siimanpaino;1;Siimanpaino. lovellinen;FALSE;kiilleliuske;55;13;4;;;;;KM 16285_12;23,93220159;60,06329225
SA;149010060;KM;16285;159;Inkoo;Vahrs;6665221;3329354;20;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone chisel;Kiukainen chisel;;Kiukaisten tasataltta;3;;FALSE;harmaa liuske;60;37;24;;;;;KM 16285_159;23,93220159;60,06329225
SA;149010060;KM;22423;1;Inkoo;Vahrs;6665221;3329354;20;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone chisel;Stone chisel;;Tasataltta;1;;FALSE;musta liuske;50;26;38;;;;;KM 22423_1;23,93220159;60,06329225
SA;149010060;KM;22423;3;Inkoo;Vahrs;6665221;3329354;20;FALSE;FALSE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone chisel;Stone chisel;;Tasataltta;1;;FALSE;porfyyri;93;43;31;;;;;KM 22423_3;23,93220159;60,06329225
SA;220010008;KM;20694;1;Raasepori;Tricol;6665267;3312682;35;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone shaft-hole axe;Battle axe;;Vasarakirves;2;;FALSE;diabaasi;207;78;45;;;;;KM 20694_1;23,63331157;60,05642631
SA;220010008;KM;21380;;Raasepori;Tricol;6665267;3312682;35;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Other stone artefact;Whetstone pendant;;Riipushioin;1;Riipushioin. reiällinen;FALSE;hiekkakivi;124;37;11;;;;toisella lappeella terotusuria;KM 21380;23,63331157;60,05642631
SA;x605;KM;14993;;Inkoo;Stubböle Bocks Nyäng;6665311;3340495;;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;Stone artefacts;Stone shaft-hole axe;Battle axe;;Vasarakirves;1;;TRUE;diabaasi;139;63;43;;;;varsihulpio;KM 14993;24,13191798;60,06858634
